seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.0014976090023992583,2.6575999072520062e-05
1755020038,3,70,55,0.7857142857142857,safe,0.0,False,False,3.004500103997998e-05,1.4270997780840844e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0002809750003507361,1.402500129188411e-05
1755020040,3,400,305,0.7625,safe,0.0,,False,6.576899977517314e-05,1.4146997273201123e-05
1755020041,3,150,135,0.9,safe,0.0,False,False,0.0001075429972843267,2.14020001294557e-05
1755020042,3,302,251,0.8311258278145696,safe,0.0,False,False,0.00037908599915681407,2.2213000193005428e-05
1755020043,3,104,102,0.9807692307692307,safe,0.0,False,False,0.0004605450012604706,1.9170998712070286e-05
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.005153959999006474,2.0318002498243004e-05
1755020045,3,52,46,0.8846153846153846,safe,0.0,False,False,6.864299939479679e-05,1.3288998161442578e-05
1755020046,3,244,222,0.9098360655737705,safe,0.0,False,False,0.00013823500194121152,1.2016000255243853e-05
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0007459510015905835,2.1187999664107338e-05
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.00657081299868878,1.8975999410031363e-05
1755020049,3,4000,3050,0.7625,safe,0.0,,False,6.923799810465425e-05,1.541399979032576e-05
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.000690306998876622,1.4804998500039801e-05
1755020051,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0003615890018409118,1.3642998965224251e-05
1755020052,3,440,420,0.9545454545454546,safe,0.0,False,False,0.00010134500189451501,1.3843000488122925e-05
1755020053,3,62,51,0.8225806451612904,safe,0.0,False,False,6.69900000502821e-05,1.4166998880682513e-05
1755020054,3,34,28,0.8235294117647058,safe,0.0,False,False,3.177799953846261e-05,1.411099947290495e-05
