seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755023037,3,359.93700147367554,254.11333399293227,0.7059939182482665,safe,0.0,True,False,0.000915932992938906,0.00027396203950047493
1755023038,3,246.78350762557204,230.1311486832726,0.9325223994807428,safe,0.0,False,False,2.5788962375372648e-05,0.0009830609778873622
1755023039,3,204.79213193209827,164.339014456092,0.8024674234583432,safe,0.0,False,False,2.172100357711315e-05,0.0001450099516659975
1755023040,3,126.6127406470842,117.53508660741798,0.9283037868600528,safe,0.0,False,False,7.273501250892878e-05,0.0002620989689603448
1755023041,3,41.18252105497269,32.7523578443156,0.7952975438438058,safe,0.0,False,False,1.1726981028914452e-05,6.451300578191876e-05
1755023042,3,1245.814396427916,1149.7448475583533,0.9228861464877754,safe,0.0,False,False,2.7002999559044838e-05,0.000246012001298368
1755023043,3,1313.0474164459079,1303.0474164459074,0.9923841288023947,safe,0.0,False,False,2.744805533438921e-05,0.004711538029368967
1755023044,3,182.80799099411416,180.80799099411365,0.9890595592177099,safe,0.0,,False,2.6824011001735926e-05,0.000454470980912447
1755023045,3,1135.0859041258727,1117.5140584190608,0.9845193692891958,safe,0.0,False,False,1.6704027075320482e-05,0.0018780099926516414
1755023046,3,1347.7769061103631,1296.7769061103604,0.9621599095749556,safe,0.0,False,False,1.910002902150154e-05,0.008282969996798784
1755023047,3,36.05349115818346,26.033371094685663,0.7220762888249889,safe,0.0,False,False,7.547199493274093e-05,2.212304389104247e-05
1755023048,3,78.52396453035954,76.3787177153485,0.972680355254075,safe,0.0,False,False,2.4913984816521406e-05,0.0003331710468046367
1755023049,3,494.5543987320823,292.6022838148324,0.5916483294153156,safe,0.0,True,False,0.0006089700036682189,0.0004612149787135422
1755023050,3,2873.547117197221,2440.0,0.8491247578288917,safe,0.0,True,False,0.0027074740501120687,2.0342995412647724e-05
1755023051,3,24.98757653299133,21.039723389832886,0.8420073616204414,safe,0.0,False,False,6.544898496940732e-05,8.127704495564103e-05
1755023052,3,117.62642093280192,108.027753924992,0.9183970154690545,safe,0.0,False,False,1.6743026208132505e-05,8.348398841917515e-05
1755023053,3,69.98878360742545,66.7787641881113,0.9541352306203879,safe,0.0,False,False,6.407196633517742e-05,0.0002603199682198465
1755023054,3,1584.0069077146586,1543.6238488615072,0.9745057558420535,safe,0.0,False,False,2.6217021513730288e-05,0.0022429319797083735
1755023055,3,270.0611495825415,256.47886938049777,0.949706648945844,safe,0.0,False,False,2.3361993953585625e-05,0.0014933740021660924
1755023056,3,24.700479036694638,21.70047903669462,0.8785448656464004,safe,0.0,False,False,2.5067012757062912e-05,0.0002880270476453006
1755023057,3,309.1466923876968,287.48894184919334,0.9299434505631301,safe,0.0,False,False,2.3533008061349392e-05,0.002204285003244877
1755023058,3,1300.3600423497076,1098.3600423497066,0.8446584073477115,safe,0.0,False,False,2.9791961424052715e-05,0.005008049018215388
1755023059,3,284.1855411367541,234.26495069584126,0.8243380354917833,safe,0.0,False,False,2.2712978534400463e-05,0.0002225079806521535
1755023060,3,153.55458617778856,137.98260592009473,0.8985899370034817,safe,0.0,False,False,2.1971005480736494e-05,0.0002318230108357966
1755023061,3,345.9784470962202,292.29918378225227,0.8448479558062206,safe,0.0,False,False,2.1869956981390715e-05,0.00013557198690250516
1755023062,3,20.522238247242036,17.463604221300248,0.8509600176602162,safe,0.0,False,False,2.4923996534198523e-05,0.00011717301094904542
1755023063,3,91.17082563164878,79.58711158860666,0.8729449474347967,safe,0.0,False,False,2.3716012947261333e-05,0.0010138819925487041
1755023064,3,302.96513805704075,228.48838590116452,0.7541738543467199,safe,0.0,False,False,2.291501732543111e-05,0.00011527299648150802
1755023065,3,2407.388875383046,1467.8204152150522,0.6097147121615337,safe,0.0,True,False,0.005136351042892784,0.00048386299749836326
1755023066,3,2335.90396647517,2326.402119676613,0.9959322613707896,safe,0.0,,False,2.4773005861788988e-05,0.0009308159933425486
1755023067,3,1442.1521368082113,1188.4220011917414,0.8240614640158365,safe,0.0,False,False,2.5290995836257935e-05,0.00014013599138706923
1755023068,3,1429.412847781496,1387.8118686412545,0.9708964563982981,safe,0.0,False,False,2.663303166627884e-05,0.007669801008887589
1755023069,3,562.0000000000014,527.6968229039625,0.9389623183344505,safe,0.0,,False,2.165499608963728e-05,2.2523978259414434e-05
1755023070,3,73.62331500565318,69.63974413368061,0.9458925359219875,safe,0.0,False,False,7.401598850265145e-05,0.000358036020770669
