seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755019037,3,260,240,0.9230769230769231,safe,0.0,False,False,0.00013832497643306851,7.868499960750341e-05
1755019038,3,400,350,0.875,safe,0.0,False,False,2.7853006031364202e-05,1.5955010894685984e-05
1755019039,3,2500,2250,0.9,safe,0.0,False,False,0.00013223901623860002,2.1803018171340227e-05
1755019040,3,550,500,0.9090909090909091,safe,0.0,False,False,4.0187034755945206e-05,2.376700285822153e-05
1755019041,3,424,412,0.9716981132075472,safe,0.0,False,False,0.0004213739885017276,1.6494013834744692e-05
1755019042,3,4000,4000,1.0,safe,0.0,,False,2.490601036697626e-05,1.4809018466621637e-05
1755019043,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.00182095798663795,2.1494983229786158e-05
1755019044,3,120,110,0.9166666666666666,safe,0.0,False,False,4.906597314402461e-05,1.3132987078279257e-05
1755019045,3,412,406,0.9854368932038835,safe,0.0,False,False,0.001261867000721395,2.878601662814617e-05
1755019046,3,122,111,0.9098360655737705,safe,0.0,False,False,0.0002758909831754863,2.3118976969271898e-05
1755019047,3,2410,2205,0.9149377593360996,safe,0.0,False,False,0.00067478499840945,2.2679974790662527e-05
1755019048,3,112,106,0.9464285714285714,safe,0.0,False,False,0.0001827480155043304,2.3061991669237614e-05
1755019049,3,2240,2120,0.9464285714285714,safe,0.0,False,False,0.00020280800526961684,1.552101457491517e-05
1755019050,3,406,403,0.9926108374384236,safe,0.0,False,False,0.0035063649993389845,2.7440953999757767e-05
1755019051,3,302,251,0.8311258278145696,safe,0.0,False,False,0.00027858902467414737,1.4609016943722963e-05
1755019052,3,604,502,0.8311258278145696,safe,0.0,False,False,0.0002801200025714934,1.7757993191480637e-05
1755019053,3,2500,2250,0.9,safe,0.0,False,False,9.262998355552554e-05,1.9302009604871273e-05
1755019054,3,70,65,0.9285714285714286,safe,0.0,False,False,2.4896988179534674e-05,1.6363977920264006e-05
1755019055,3,604,502,0.8311258278145696,safe,0.0,False,False,0.0002957280375994742,1.2619944754987955e-05
1755019056,3,2080,2040,0.9807692307692307,safe,0.0,False,False,0.0003760700346902013,1.6349018551409245e-05
