seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755023037,3,34,28,0.8235294117647058,safe,0.0,False,False,0.00010910298442468047,5.158502608537674e-05
1755023038,3,142,131,0.9225352112676056,safe,0.0,False,False,0.0009211029973812401,3.838399425148964e-05
1755023039,3,142,131,0.9225352112676056,safe,0.0,False,False,0.000904544023796916,3.857200499624014e-05
1755023040,3,800,600,0.75,safe,0.0,False,False,6.122997729107738e-05,3.5488978028297424e-05
1755023041,3,64,52,0.8125,safe,0.0,False,False,6.341602420434356e-05,2.537399996072054e-05
1755023042,3,2600,2300,0.8846153846153846,safe,0.0,False,False,7.225701119750738e-05,2.697401214390993e-05
1755023043,3,260,230,0.8846153846153846,safe,0.0,False,False,0.0001225829473696649,3.249896690249443e-05
1755023044,3,2104,2052,0.9752851711026616,safe,0.0,False,False,0.006161878991406411,5.1156035624444485e-05
1755023045,3,34,28,0.8235294117647058,safe,0.0,False,False,6.482499884441495e-05,3.007001942023635e-05
1755023046,3,2120,2060,0.9716981132075472,safe,0.0,False,False,0.0012830200139433146,3.6953017115592957e-05
1755023047,3,540,480,0.8888888888888888,safe,0.0,False,False,0.00012561498442664742,3.665103577077389e-05
1755023048,3,414,408,0.9855072463768116,safe,0.0,False,False,0.001544950995594263,3.041099989786744e-05
1755023049,3,620,610,0.9838709677419355,safe,0.0,,False,0.00017503701383247972,3.096699947491288e-05
1755023050,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.00997852795990184,3.875495167449117e-05
1755023051,3,106,103,0.9716981132075472,safe,0.0,False,False,0.0006011200021021068,3.813201328739524e-05
1755023052,3,32,26,0.8125,safe,0.0,False,False,0.00010020902846008539,3.706000279635191e-05
1755023053,3,8,7,0.875,safe,0.0,,False,4.457100294530392e-05,3.076199209317565e-05
1755023054,3,2024,2012,0.9940711462450593,safe,0.0,False,False,0.007729291974101216,2.7284957468509674e-05
1755023055,3,160,140,0.875,safe,0.0,False,False,0.00012001697905361652,3.335799556225538e-05
1755023056,3,204,202,0.9901960784313726,safe,0.0,False,False,0.0024794929777272046,3.7376012187451124e-05
1755023057,3,2500,2250,0.9,safe,0.0,False,False,0.0002236360451206565,3.3878954127430916e-05
1755023058,3,4000,3100,0.775,safe,0.0,,False,0.0001257730182260275,3.8811995182186365e-05
1755023059,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.012391236959956586,5.397596396505833e-05
1755023060,3,244,222,0.9098360655737705,safe,0.0,False,False,0.0004224450094625354,3.315700450912118e-05
1755023061,3,460,430,0.9347826086956522,safe,0.0,False,False,0.00024919596035033464,3.3702002838253975e-05
