seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755025037,3,133.96008564515503,117.99045092593111,0.8807881120535735,safe,0.0,False,False,4.081096267327666e-05,0.0002960310084745288
1755025038,3,1219.8193692077853,1174.7612704335136,0.9630616631349814,safe,0.0,False,False,3.0852039344608784e-05,0.017860108986496925
1755025039,3,128.11134205709186,118.79034109072109,0.9272429683687418,safe,0.0,False,False,3.412197111174464e-05,0.0002545570023357868
1755025040,3,19.45987450048752,18.459874500487413,0.9486122071355058,safe,0.0,,False,2.8040027245879173e-05,0.00014764000661671162
1755025041,3,36.99877359756909,25.998773597568874,0.7026928481563793,safe,0.0,False,False,3.2543030101805925e-05,0.00027127802604809403
1755025042,3,30.950220089693445,28.673724350255817,0.9264465411606003,safe,0.0,False,False,3.6420999094843864e-05,0.00030598201556131244
1755025043,3,386.85485997956835,332.51419945435964,0.8595321756379675,safe,0.0,False,False,3.4103053621947765e-05,0.000503790972288698
1755025044,3,22.76135095459484,12.856297238370102,0.5648301484396205,safe,0.0,False,False,0.0001526419655419886,5.0663016736507416e-05
1755025045,3,2156.382472951015,2136.3824729510097,0.9907252074940883,safe,0.0,,False,8.571101352572441e-05,0.0011230899835936725
1755025046,3,73.57818638975857,67.88712653421543,0.9226528930001557,safe,0.0,False,False,3.643700620159507e-05,0.0007831180118955672
1755025047,3,1473.5744623966825,1447.4647602305567,0.9822813825616522,safe,0.0,False,False,3.254198236390948e-05,0.0027661030180752277
1755025048,3,175.46629602577502,155.95506136769868,0.8888035189663418,safe,0.0,False,False,3.5555975046008825e-05,0.00011145498137921095
1755025049,3,1287.8123223080074,1233.0769878801377,0.9574974291830245,safe,0.0,False,False,2.8326991014182568e-05,0.0016382639878429472
1755025050,3,15.870870089420512,12.87087008942051,0.8109744467003233,safe,0.0,False,False,2.4730979930609465e-05,0.00012762797996401787
1755025051,3,17.615619407999496,11.615619407999489,0.6593931861813883,safe,0.0,False,False,2.5187036953866482e-05,0.00010040501365438104
