seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755019037,3,191.57206593023605,134.01551780017996,0.699556676749437,safe,0.0,False,False,3.705499693751335e-05,0.00013428798411041498
1755019038,3,196.2362966976853,146.23629669768525,0.7452051386954764,safe,0.0,False,False,3.510399255901575e-05,5.6984019465744495e-05
1755019039,3,1455.741003894347,1381.8972821600762,0.949274134934218,safe,0.0,False,False,3.7905003409832716e-05,0.003191740019246936
1755019040,3,1614.7478078899373,1393.5665465198529,0.8630242689977007,safe,0.0,False,False,3.4728029277175665e-05,0.00017240800661966205
1755019041,3,266.5956514894413,259.47122352285106,0.9732762784134443,safe,0.0,False,False,0.000184542965143919,0.00045346899423748255
1755019042,3,1055.563670449308,1053.5828826520844,0.9981234786184141,safe,0.0,False,False,0.00015278701903298497,0.9997005829936825
1755019043,3,8.76779887923057,6.640455920483397,0.7573686408584841,safe,0.0,False,False,3.929197555407882e-05,0.00017149402992799878
1755019044,3,123.98883493620696,119.54714969649993,0.9641767321872787,safe,0.0,False,False,2.932501956820488e-05,0.002084852021653205
1755019045,3,60.28103599971749,53.10292509053243,0.8809225689283326,safe,0.0,False,False,3.435398684814572e-05,0.00033022998832166195
1755019046,3,154.79340952952094,145.30384563683072,0.9386952976775123,safe,0.0,False,False,3.436999395489693e-05,0.0017152689979411662
1755019047,3,368.46496861460224,264.6497597719015,0.7182494465266607,safe,0.0,False,False,3.4347991459071636e-05,0.00015382899437099695
1755019048,3,1392.3238974741555,1375.1482098344304,0.9876640143353972,safe,0.0,False,False,3.829301567748189e-05,0.02218949398957193
1755019049,3,472.4067051442799,372.4067051442796,0.7883179918679206,safe,0.0,False,False,3.268796717748046e-05,5.57600287720561e-05
1755019050,3,70.87079533397397,69.87079533397367,0.9858898154692936,safe,0.0,,False,3.640999784693122e-05,0.0005900140386074781
1755019051,3,419.005191936835,349.58275420692974,0.8343160441306162,safe,0.0,False,False,3.1081028282642365e-05,0.00016007403610274196
1755019052,3,394.6097555787145,374.0330946062893,0.9478556708709633,safe,0.0,False,False,3.622303484007716e-05,0.0004945750115439296
1755019053,3,1093.9077531141395,1079.7413052941517,0.9870496869780302,safe,0.0,False,False,3.761600237339735e-05,0.045166315976530313
1755019054,3,10.308451382213741,9.308451382213729,0.9029922184310422,safe,0.0,,False,3.326899604871869e-05,7.490499410778284e-05
1755019055,3,121.65759064947108,110.53338498331433,0.9085613515213479,safe,0.0,False,False,2.9804010409861803e-05,0.0006803600117564201
1755019056,3,43.98379642714909,42.98379642714908,0.9772643545752964,safe,0.0,,False,3.0425027944147587e-05,0.000172145024407655
1755019057,3,1435.4346610836774,1387.6461827598441,0.9667080086475301,safe,0.0,False,False,3.358797403052449e-05,0.012669197050854564
1755019058,3,1181.5131002340186,1178.8760193647317,0.9977680477103771,safe,0.0,False,False,3.449397627264261e-05,0.6665082730469294
1755019059,3,126.4773174558693,118.5055430664249,0.9369707189415531,safe,0.0,False,False,2.939702244475484e-05,0.0005803680396638811
1755019060,3,72.62515865557214,67.59419346820853,0.9307269645878067,safe,0.0,False,False,2.9338989406824112e-05,0.004715528979431838
1755019061,3,379.1685641869188,279.14288230797047,0.736197324022783,safe,0.0,True,False,0.001210334012284875,0.0020577380200847983
1755019062,3,288.8143868290472,279.20937068608583,0.9667432905665926,safe,0.0,False,False,2.943194704130292e-05,0.001309435989242047
1755019063,3,1499.404899436798,1295.6457106597259,0.8641066273335458,safe,0.0,False,False,3.542797639966011e-05,0.0011178040294907987
1755019064,3,15.94105657696326,13.923593130350817,0.8734423005857767,safe,0.0,True,False,0.00022168498253449798,7.748202187940478e-05
1755019065,3,1450.6127957913757,1347.5690365085597,0.9289653589284652,safe,0.0,False,False,3.673601895570755e-05,0.004257164022419602
1755019066,3,337.1199070960754,279.37568766798574,0.8287131130122399,safe,0.0,False,False,3.166997339576483e-05,0.0013133910251781344
1755019067,3,251.04338404258473,248.85440826305353,0.9912804880802599,safe,0.0,False,False,3.8391968701034784e-05,0.023485502984840423
1755019068,3,83.32650860633038,81.62810488435696,0.9796174860752009,safe,0.0,,False,3.4612021408975124e-05,0.00032751099206507206
1755019069,3,185.1818623733143,147.2960806778133,0.7954131079040248,safe,0.0,False,False,3.618898335844278e-05,0.0006252930033951998
1755019070,3,1440.769517129366,1392.9739720949422,0.9668263768311443,safe,0.0,False,False,3.5509990993887186e-05,0.0040080390172079206
1755019071,3,21.690272769359524,18.961122654573686,0.8741763119437974,safe,0.0,False,False,2.8102018404752016e-05,7.7948032412678e-05
1755019072,3,1257.8582734919398,1244.394434615445,0.9892962194865422,safe,0.0,False,False,3.566197119653225e-05,0.016167559020686895
1755019073,3,294.08710886329357,272.6696171570534,0.9271729665777492,safe,0.0,False,False,3.4469994716346264e-05,0.0015458549605682492
1755019074,3,271.95870115203275,257.35029889786927,0.9462844829296454,safe,0.0,False,False,3.445497713983059e-05,0.0005408800207078457
1755019075,3,119.01020480866316,114.61224577039576,0.9630455300422501,safe,0.0,,False,2.8478039894253016e-05,0.00010341202141717076
1755019076,3,317.7454333427708,293.6541011750235,0.9241803983953452,safe,0.0,False,False,3.419903805479407e-05,0.0007511280127801001
1755019077,3,149.197803635323,144.758899120465,0.9702481912823073,safe,0.0,,False,3.222399391233921e-05,0.00014316500164568424
1755019078,3,24.251454384755945,24.251454384755945,1.0,safe,0.0,,False,2.7781003154814243e-05,3.5161967389285564e-05
1755019079,3,1208.323883941564,1159.5938866763493,0.9596714110241229,safe,0.0,False,False,3.1788949854671955e-05,0.003750982985366136
1755019080,3,352.60527285174743,291.37232615682007,0.8263413754431497,safe,0.0,False,False,3.201502840965986e-05,0.0020398759515956044
1755019081,3,42.112583074873925,37.65362071118534,0.8941180512304175,safe,0.0,False,False,3.007001942023635e-05,3.961700713261962e-05
1755019082,3,354.3606193536921,282.647126764119,0.7976256709327091,safe,0.0,False,False,3.445398760959506e-05,0.001326221041381359
1755019083,3,258.6915262749042,253.6230599780767,0.9804072967916181,safe,0.0,False,False,3.075203858315945e-05,0.008032625017222017
1755019084,3,1660.3971584753274,1460.3547483119619,0.8795213487675105,safe,0.0,True,False,0.011082657030783594,7.920997450128198e-05
1755019085,3,61.56558161115945,59.59468070300548,0.9679869684233321,safe,0.0,False,False,0.0001777749857865274,0.0031699599931016564
1755019086,3,140.42738450873185,134.63411942615346,0.9587454747316884,safe,0.0,False,False,3.1866016797721386e-05,0.0006298330263234675
1755019087,3,1579.0544169566297,1564.8092547380902,0.9909786755506534,safe,0.0,False,False,3.330199979245663e-05,0.00015409698244184256
1755019088,3,196.5832679668771,149.19625067216725,0.7589468433158095,safe,0.0,False,False,3.1239993404597044e-05,8.279498433694243e-05
1755019089,3,300.48453719807145,299.1394321820287,0.9955235466404181,safe,0.0,,False,3.7327001336961985e-05,0.0013002260238863528
1755019090,3,401.3779832243998,347.81572693525106,0.8665540748925346,safe,0.0,False,False,3.104604547843337e-05,0.0002631449606269598
1755019091,3,400.0131211556328,318.61596125698077,0.7965137751894321,safe,0.0,True,False,0.001493376970756799,5.270098336040974e-05
1755019092,3,1390.554698884248,1384.1985946694786,0.9954290872413222,safe,0.0,False,False,4.0924991481006145e-05,0.06189846701454371
1755019093,3,257.8357796734633,216.9430005998678,0.8413999052986971,safe,0.0,,False,3.379001282155514e-05,5.165499169379473e-05
1755019094,3,149.1527967991682,144.37688862363106,0.9679797611709031,safe,0.0,False,False,2.9117974918335676e-05,0.0011517319944687188
1755019095,3,1304.3393195769495,1286.9537942609243,0.9866710103306062,safe,0.0,False,False,3.587803803384304e-05,0.016183684987481683
1755019096,3,14.370862280781866,12.395039667491456,0.8625118956200232,safe,0.0,False,False,0.0002156129921786487,0.0001811860129237175
1755019097,3,1273.8328685017905,1270.3021522320068,0.9972282735380064,safe,0.0,False,False,3.52680217474699e-05,0.16963127598864958
1755019098,3,1776.9368232825782,1597.7353601556815,0.899151471915668,safe,0.0,False,False,2.9464950785040855e-05,7.756502600386739e-05
1755019099,3,3.5593762636295763,2.5110724426558333,0.7054810328187209,safe,0.0,False,False,0.00011703401105478406,4.3174950405955315e-05
1755019100,3,207.53031535260158,169.40571717010712,0.8162938358296263,safe,0.0,False,False,2.962700091302395e-05,8.703995263203979e-05
1755019101,3,315.2079763378854,293.3592084303703,0.9306845970036798,safe,0.0,False,False,3.630103310570121e-05,0.005403076007496566
1755019102,3,23.468862612427692,22.46886261242764,0.9573903509294688,safe,0.0,,False,3.727601142600179e-05,0.0001502119703218341
1755019103,3,84.37930050508041,78.95720062163609,0.9357413506513027,safe,0.0,False,False,2.950901398435235e-05,0.0005462639965116978
1755019104,3,1167.6390060499405,1131.9852112888402,0.9694650533457981,safe,0.0,False,False,0.00020088901510462165,0.0022018689778633416
1755019105,3,16.155657669342766,14.71121960078909,0.9105924315730789,safe,0.0,True,False,0.00015777297085151076,5.627900827676058e-05
1755019106,3,140.98402072174065,137.8461705584394,0.9777432212016822,safe,0.0,False,False,2.9458024073392153e-05,0.0010203440324403346
1755019107,3,4.78350628347925,2.7937882229942215,0.5840461070665051,safe,0.0,False,False,0.00021235400345176458,3.952899714931846e-05
1755019108,3,245.89672164382486,243.89672164382483,0.9918665040077396,safe,0.0,False,False,3.6465004086494446e-05,0.007643204007763416
1755019109,3,26.86978507703109,25.830297799557457,0.9613138968364057,safe,0.0,False,False,0.00011883402476087213,0.0004078440251760185
1755019110,3,1454.4434561458702,1274.5070976455427,0.8762850781582524,safe,0.0,False,False,3.766402369365096e-05,0.0021064369939267635
1755019111,3,110.84678858854215,105.2752938265221,0.9497369762988699,safe,0.0,,False,3.553199348971248e-05,0.00010159198427572846
1755019112,3,1518.2203037350714,1237.4872459558492,0.8150906972535061,safe,0.0,False,False,3.578001633286476e-05,0.0001911739818751812
1755019113,3,125.0,75.0,0.6,safe,0.0,,False,0.00045291701098904014,4.478899063542485e-05
1755019114,3,125.35762793680485,119.35762793679748,0.952136937346708,safe,0.0,False,False,4.172598710283637e-05,0.002660386962816119
1755019115,3,137.10065687739475,133.6147019847442,0.974573754991065,safe,0.0,False,False,0.0001227069878950715,0.003414325008634478
1755019116,3,1326.4728979998256,1305.4728979996923,0.9841685419794111,safe,0.0,False,False,3.3366959542036057e-05,0.04938161402242258
1755019117,3,1386.8924817396173,1344.211088453061,0.9692251606750222,safe,0.0,False,False,3.740302054211497e-05,0.002304259978700429
1755019118,3,114.44345009279115,109.77814191795326,0.9592348170991416,safe,0.0,False,False,3.499200101941824e-05,0.0025976040051318705
1755019119,3,67.29045991339798,63.175386809250355,0.9388461141528283,safe,0.0,False,False,3.767997259274125e-05,0.0005039339885115623
1755019120,3,10.95251764436141,9.952517644361407,0.9086967916901896,safe,0.0,,False,3.600498894229531e-05,8.185504702851176e-05
1755019121,3,421.769016123132,318.0119238856313,0.7539954613280324,safe,0.0,False,False,2.87169823423028e-05,7.996498607099056e-05
1755019122,3,1550.4203718331178,1452.9056008597825,0.9371043023267037,safe,0.0,False,False,3.2998970709741116e-05,0.0004112599999643862
1755019123,3,2265.7545258195078,2261.548259079889,0.9981435470207888,safe,0.0,,False,3.8744008634239435e-05,0.0027727129636332393
1755019124,3,1383.6094938795463,1334.318365169142,0.9643749707352792,safe,0.0,False,False,3.893498796969652e-05,0.009954821958672255
1755019125,3,66.7477969709488,63.747796970943945,0.9550546963922933,safe,0.0,False,False,3.167102113366127e-05,0.007538388948887587
1755019126,3,159.25783312551673,145.2475185220585,0.9120274693652513,safe,0.0,False,False,2.530904021114111e-05,0.0003645909600891173
1755019127,3,15.792060089326538,13.277674116999794,0.8407816359547571,safe,0.0,False,False,3.140396438539028e-05,0.00015467999037355185
1755019128,3,255.10563473352346,247.88204341690414,0.9716839209601744,safe,0.0,,False,3.308296436443925e-05,0.00014302902854979038
1755019129,3,1109.2663231622082,1103.4129638959894,0.994723215566905,safe,0.0,False,False,3.670499427244067e-05,0.15548391500487924
1755019130,3,270.14607572975234,248.1460757297521,0.9185625778920864,safe,0.0,False,False,3.158603794872761e-05,0.0019654349889606237
1755019131,3,1265.9870920134495,1213.7747930592805,0.9587576371958662,safe,0.0,False,False,3.425200702622533e-05,0.007215459016151726
1755019132,3,68.03455654527026,62.78470568839984,0.922835524717837,safe,0.0,False,False,3.171595744788647e-05,0.0006221400108188391
1755019133,3,246.5069271498392,241.85094574402393,0.9811121680853003,safe,0.0,False,False,3.450101939961314e-05,0.0026506430003792048
1755019134,3,1410.9726044462636,1121.0581600958126,0.7945286510617774,safe,0.0,False,False,3.132200799882412e-05,0.00012481497833505273
1755019135,3,278.00250422945135,229.12152007949794,0.824170705636489,safe,0.0,False,False,3.067601937800646e-05,0.0008581810398027301
1755019136,3,1450.9550169907793,1355.9823058486343,0.934544689511385,safe,0.0,False,False,3.1956005841493607e-05,8.626602357253432e-05
1755019137,3,1068.7810668148236,1062.7810668147245,0.994386128098264,safe,0.0,False,False,3.913399996235967e-05,0.13152657402679324
1755019138,3,292.3991687889691,268.7423854015685,0.9190942180671033,safe,0.0,False,False,2.8582988306879997e-05,0.0005792740266770124
1755019139,3,351.7486570365239,327.7821514418836,0.9318646848674343,safe,0.0,False,False,3.176298923790455e-05,0.00020895496709272265
1755019140,3,501.50431537304286,299.55414102618994,0.5973111932314427,safe,0.0,True,False,0.0012907239724881947,0.0008286910015158355
1755019141,3,40.444114252192385,33.78606698273254,0.8353766081278705,safe,0.0,False,False,3.605597885325551e-05,4.2463012505322695e-05
1755019142,3,68.86407529687288,65.8640752968681,0.9564359212394591,safe,0.0,False,False,3.1813979148864746e-05,0.0015520330052822828
1755019143,3,120.75883171763164,69.7836265295108,0.5778759659805643,safe,0.0,True,False,0.0004256939864717424,0.0006001389701850712
1755019144,3,53.53848112691176,33.53848112691175,0.6264369182870454,safe,0.0,,False,0.0002403859980404377,3.8946978747844696e-05
1755019145,3,14.538648694379651,8.411845299174505,0.5785850855882056,safe,0.0,True,False,0.00014124502195045352,9.690201841294765e-05
1755019146,3,142.87957938378986,136.14809072433127,0.9528869787516865,safe,0.0,False,False,3.531796392053366e-05,0.00023326999507844448
1755019147,3,1460.5249525123809,1444.0379344102312,0.9887115806725596,safe,0.0,False,False,3.8123049307614565e-05,0.002203217998612672
1755019148,3,40.597121480932316,26.390387299529216,0.650055628006145,safe,0.0,False,False,3.267097054049373e-05,7.754494436085224e-05
1755019149,3,137.7255028380226,126.7255028380223,0.920130986830106,safe,0.0,False,False,3.25010041706264e-05,0.0016412970144301653
1755019150,3,14.208933069184488,11.20893306918448,0.7888652170157495,safe,0.0,False,False,3.3168995287269354e-05,0.00015613704454153776
1755019151,3,43.26651334504938,38.39328762248256,0.8873672652172602,safe,0.0,False,False,3.449496580287814e-05,7.669598562642932e-05
1755019152,3,1572.4799433280914,1371.3734143710171,0.8721086842408684,safe,0.0,False,False,4.124501720070839e-05,0.007857093994971365
1755019153,3,375.7669482488009,256.9891269373516,0.6839056179235735,safe,0.0,False,False,2.0155974198132753e-05,7.615500362589955e-05
1755019154,3,1053.9559327057966,1051.130273998134,0.9973189972939301,safe,0.0,False,False,3.617198672145605e-05,0.40508985001361
1755019155,3,276.47361432284043,242.488218146417,0.8770754443976039,safe,0.0,False,False,2.9847025871276855e-05,0.0004023970104753971
1755019156,3,1358.5371670643162,1316.9765896933147,0.9694078466319693,safe,0.0,False,False,3.717700019478798e-05,0.005427371012046933
1755019157,3,89.95273825559329,77.20420283890151,0.8582751824578384,safe,0.0,False,False,2.9355986043810844e-05,0.0005286320229060948
1755019158,3,9.680006901180422,8.615892713798042,0.89007092678285,safe,0.0,False,False,2.836599014699459e-05,7.396197179332376e-05
1755019159,3,307.67231079474897,295.1780576185324,0.959391038004224,safe,0.0,True,False,0.001192366995383054,0.00010072102304548025
1755019160,3,33.954050250181716,29.316264451537684,0.8634099388888308,safe,0.0,False,False,2.725300146266818e-05,0.0001000820193439722
1755019161,3,119.83271921591253,116.83271921591214,0.9749651011874725,safe,0.0,False,False,3.3544027246534824e-05,0.004182126955129206
1755019162,3,1317.9286079661783,1099.0686062970176,0.8339363753497205,safe,0.0,False,False,3.0399009119719267e-05,0.0005752440192736685
1755019163,3,445.3459149855806,379.98394834091414,0.8532332633009944,safe,0.0,False,False,3.159599145874381e-05,8.73780227266252e-05
1755019164,3,354.5162092586153,249.6839944980207,0.704295002533662,safe,0.0,False,False,3.630103310570121e-05,0.0005465119611471891
1755019165,3,30.40072790348806,26.85207228536391,0.883270702287461,safe,0.0,False,False,9.895599214360118e-05,0.00019340100698173046
1755019166,3,1434.9408782546743,1384.9201024584445,0.9651408803287629,safe,0.0,True,False,0.0054405099945142865,0.0001800699974410236
1755019167,3,336.24028502278765,236.25719297828414,0.7026439231166859,safe,0.0,False,False,0.000413379049859941,7.435301085934043e-05
1755019168,3,98.5135573771862,90.59228534267706,0.9195920617892177,safe,0.0,False,False,3.418896812945604e-05,0.00022168300347402692
1755019169,3,172.85074084513784,161.47767258355918,0.9342029533343561,safe,0.0,False,False,3.468897193670273e-05,0.00015775405336171389
1755019170,3,92.24178967485197,82.58055342929839,0.8952618300272687,safe,0.0,False,False,3.0203023925423622e-05,0.000217802997212857
1755019171,3,289.41467320112537,280.9052411542482,0.9705977863777361,safe,0.0,False,False,3.693002508953214e-05,0.003504311025608331
1755019172,3,113.91386562856974,105.88349886371606,0.9295049226839717,safe,0.0,False,False,3.564200596883893e-05,0.0007023679791018367
1755019173,3,312.61894578007974,284.516341224544,0.9101058815056422,safe,0.0,False,False,3.5626988392323256e-05,0.00020589999621734023
1755019174,3,293.74594429965185,272.38370835316664,0.9272764905829867,safe,0.0,False,False,2.8946029487997293e-05,0.00031117501202970743
1755019175,3,140.1506627057124,119.88474289045632,0.8553990439716269,safe,0.0,False,False,3.0278984922915697e-05,0.00013634702190756798
1755019176,3,17.606222689729343,14.606222689729336,0.8296056994808961,safe,0.0,False,False,2.8871989343315363e-05,0.00012241496006026864
1755019177,3,1446.960753196112,1351.9248561408804,0.9343203353336903,safe,0.0,False,False,0.00363235198892653,0.0007488469709642231
1755019178,3,1497.9742956936757,1496.9742956936743,0.9993324318028179,safe,0.0,,False,3.8645986933261156e-05,0.011672377004288137
1755019179,3,1291.3808799851731,1086.282958726756,0.8411793728425251,safe,0.0,False,False,3.683101385831833e-05,0.0016313469968736172
1755019180,3,1565.093954476847,1379.2168730921044,0.881235831974781,safe,0.0,False,False,3.350898623466492e-05,0.006695627002045512
1755019181,3,228.6212416884329,225.62124168841046,0.98687785973925,safe,0.0,False,False,3.348995232954621e-05,0.050197291013319045
1755019182,3,508.3868090451481,478.7736180902954,0.9417506701039859,safe,0.0,,False,3.580900374799967e-05,7.346400525420904e-05
1755019183,3,43.409616469293795,29.597011883084306,0.6818077258070233,safe,0.0,False,False,3.0197028536349535e-05,6.833201041445136e-05
1755019184,3,271.6131220612612,269.6176247510276,0.9926531630906127,safe,0.0,False,False,0.00022256298689171672,0.044142050959635526
1755019185,3,1334.9709739430443,1325.3665944861036,0.9928055518476385,safe,0.0,False,False,3.390398342162371e-05,0.04875055595766753
1755019186,3,53.78033700958022,52.743893312386874,0.9807282037483566,safe,0.0,False,False,0.00011445704149082303,0.002693468995857984
1755019187,3,1719.0841709892195,1655.7254967541512,0.9631439371589294,safe,0.0,False,False,3.6235025618225336e-05,0.0003675780026242137
1755019188,3,159.67763771558222,152.78865081550944,0.9568569087153992,safe,0.0,False,False,3.2957992516458035e-05,0.0001039329799823463
1755019189,3,40.19136371920161,33.62400764080553,0.8365978292182582,safe,0.0,False,False,3.2212003134191036e-05,0.00016182003309950233
1755019190,3,110.16273559441356,105.65440185225359,0.9590756918132615,safe,0.0,False,False,3.485701745375991e-05,0.001527270011138171
1755019191,3,1512.5040057881934,1504.1439355159598,0.9944726954505638,safe,0.0,False,False,3.667402779683471e-05,0.002971654001157731
