seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G
1755016037,3,178.82301134132823,127.82301134132823,0.7148018053299986,safe,0.0,False,False,3.9602979086339474e-05,0.0009497900027781725
1755016038,3,348.28479893993864,263.2715270357617,0.7559087500719853,safe,0.0,False,False,2.7798989322036505e-05,0.0010618900414556265
1755016039,3,1485.556241851282,1302.300858707105,0.8766419082755114,safe,0.0,False,False,2.7853006031364202e-05,0.001128290023189038
1755016040,3,42.139877272625895,28.591003438581772,0.6784785644630844,safe,0.0,False,False,3.434700192883611e-05,7.666397141292691e-05
1755016041,3,2214.847176553002,2213.847176553002,0.9995485015803409,safe,0.0,,False,3.958598244935274e-05,0.013783876958768815
1755016042,3,155.76353222569406,142.2447141055647,0.9132093505651808,safe,0.0,False,False,3.515498246997595e-05,0.0014053999911993742
1755016043,3,43.363529012797414,28.363529012797336,0.6540871939741507,safe,0.0,False,False,3.2649957574903965e-05,7.379800081253052e-05
1755016044,3,1288.2835975102046,1149.7626610966124,0.8924763641473787,safe,0.0,False,False,3.6048004403710365e-05,0.002912355004809797
1755016045,3,196.50858253216214,162.64006749481237,0.8276486726384759,safe,0.0,False,False,3.089394886046648e-05,0.0006268119905143976
1755016046,3,132.78653710216304,123.58770787434075,0.9307246846813626,safe,0.0,False,False,3.135402221232653e-05,0.001644484989810735
1755016047,3,1291.7189358324588,1286.457491548527,0.9959267886085909,safe,0.0,False,False,4.212604835629463e-05,0.012913527025375515
1755016048,3,231.004814641724,131.05017721086907,0.5673049603495096,safe,0.0,False,False,0.00047201599227264524,5.532603245228529e-05
1755016049,3,19.736043332740902,15.729350553939064,0.796986016333123,safe,0.0,False,False,2.7937989216297865e-05,8.060596883296967e-05
1755016050,3,10.315867012371996,9.08148378760109,0.8803413010956337,safe,0.0,,False,3.097602166235447e-05,8.953496580943465e-05
1755016051,3,227.66349774286988,126.69269986763135,0.5564910542256623,safe,0.0,True,False,0.00068027398083359,0.0008029590244404972
1755016052,3,308.8053331221823,278.1416597511457,0.9007022545206363,safe,0.0,False,False,3.4466967917978764e-05,0.0016872099949978292
1755016053,3,114.9477024989076,103.94770249890718,0.9043043074296768,safe,0.0,False,False,3.0177005100995302e-05,0.0012953240075148642
1755016054,3,5.000000000000001,3.000000000000001,0.6000000000000001,safe,0.0,,False,8.557899855077267e-05,2.7703004889190197e-05
1755016055,3,79.16138545883581,78.1613854588356,0.9873675783438604,safe,0.0,,False,3.8691970985382795e-05,0.0004128629807382822
1755016056,3,1123.3535393925406,1068.3535393925386,0.9510394563498294,safe,0.0,False,False,3.4558994229882956e-05,0.004220736038405448
1755016057,3,1136.0099122841937,1128.452871402966,0.9933477333256426,safe,0.0,False,False,3.722298424690962e-05,0.1575955169973895
1755016058,3,281.24704326238066,271.6438169797593,0.9658548364767614,safe,0.0,False,False,3.182096406817436e-05,0.002204865973908454
1755016059,3,1689.2817700953592,1555.889510105094,0.9210361099304734,safe,0.0,True,False,0.015171795967034996,9.1433001216501e-05
1755016060,3,80.4798465884322,76.61226626257988,0.9519434928146567,safe,0.0,False,False,3.0332012102007866e-05,0.000787510012742132
1755016061,3,29.998710983997206,15.727296176307057,0.5242657321075154,safe,0.0,True,False,0.0001649530022405088,5.166599294170737e-05
1755016062,3,9.350613962209803,7.939640896441009,0.8491036982735899,safe,0.0,False,False,0.00021935900440439582,0.00010770198423415422
1755016063,3,9.513759343669715,7.4665601443422815,0.7848170081483506,safe,0.0,False,False,3.100099274888635e-05,0.0001660879934206605
1755016064,3,1259.9278051657254,1248.7513242271416,0.9911292687622576,safe,0.0,False,False,3.8841040804982185e-05,0.08137769001768902
1755016065,3,72.24534101968011,70.2495170827753,0.9723743578653585,safe,0.0,False,False,0.00010629399912431836,0.0015726470155641437
1755016066,3,24.673933523718944,22.706162185785438,0.9202489811346093,safe,0.0,False,False,0.00014089298201724887,0.0003982229973189533
1755016067,3,1079.328504978851,1040.9628712849112,0.9644541643096033,safe,0.0,False,False,3.553304122760892e-05,0.010369342984631658
1755016068,3,387.1076992401293,385.10769924012845,0.9948334791482403,safe,0.0,,False,3.721995744854212e-05,0.0009030720102600753
1755016069,3,1522.093839425217,1519.1395380282343,0.9980590543628385,safe,0.0,False,False,3.62690188921988e-05,0.0004305649781599641
1755016070,3,1240.8843363400085,1234.248219936444,0.9946521072035305,safe,0.0,False,False,3.702996764332056e-05,0.0650461739860475
1755016071,3,1348.7642464437217,1130.6355063416527,0.8382751168877677,safe,0.0,False,False,3.3118994906544685e-05,0.0005881160032004118
1755016072,3,1615.8733113299018,1419.279528689011,0.8783358934995408,safe,0.0,False,False,3.893999382853508e-05,0.01614110398804769
1755016073,3,68.75936189023899,56.7593618902381,0.8254783105876321,safe,0.0,False,False,3.3684016671031713e-05,0.0004434630391187966
1755016074,3,335.78337423123617,269.97920111344075,0.8040278996288852,safe,0.0,False,False,3.368896432220936e-05,0.00017106399172917008
1755016075,3,179.89876318144007,131.5181829004763,0.7310677437389123,safe,0.0,False,False,3.482797183096409e-05,0.00030063698068261147
1755016076,3,131.9399571559894,128.93995715597202,0.9772623846127937,safe,0.0,False,False,3.2661017030477524e-05,0.006096203986089677
1755016077,3,239.50453300711746,218.3995519162662,0.9118806611888883,safe,0.0,False,False,3.357400419190526e-05,0.0018022630247287452
1755016078,3,287.006602235237,271.8308933120248,0.947124181795742,safe,0.0,False,False,3.80320125259459e-05,0.0038663659943267703
1755016079,3,241.58181584896602,237.84948587005908,0.9845504515073257,safe,0.0,False,False,0.0002205219934694469,0.006668402987997979
1755016080,3,17.066748183541414,13.46250329753067,0.7888147849110146,safe,0.0,False,False,6.212998414412141e-05,0.0001194360083900392
1755016081,3,1526.9785339420403,1481.6290830230814,0.9703011863553281,safe,0.0,True,False,0.00584042799891904,0.00018798001110553741
1755016082,3,72.05704315517045,57.71306529890069,0.8009357971380968,safe,0.0,False,False,3.086199285462499e-05,0.00013599300291389227
1755016083,3,188.3880470896709,138.38804708967047,0.7345903799501626,safe,0.0,,False,2.8816983103752136e-05,4.0920975152403116e-05
1755016084,3,254.85690549222426,248.30924346491616,0.974308477085751,safe,0.0,False,False,3.155501326546073e-05,0.002807719982229173
1755016085,3,298.12071164019335,273.68700074700996,0.9180408809614247,safe,0.0,False,False,3.8346974179148674e-05,0.0005486069712787867
1755016086,3,2.5,1.5,0.6,safe,0.0,,False,0.00010787096107378602,2.7359987143427134e-05
1755016087,3,165.0162631529534,148.47654816743767,0.8997691823248652,safe,0.0,False,False,3.192597068846226e-05,0.00016466801753267646
1755016088,3,504.9668385011005,471.57521516315126,0.9338736313119769,safe,0.0,,False,3.435998223721981e-05,5.137501284480095e-05
1755016089,3,1155.7305372975736,1144.7305372975034,0.9904822104763352,safe,0.0,False,False,3.966398071497679e-05,0.08526761597022414
1755016090,3,210.61774122136546,164.0162655986503,0.7787390779500591,safe,0.0,,False,3.5565055441111326e-05,5.116703687235713e-05
1755016091,3,1292.926551883832,1197.5153080221971,0.926205209628793,safe,0.0,False,False,3.564503276720643e-05,0.0009220130159519613
1755016092,3,1181.5738968872324,1091.9304675793073,0.9241321854315807,safe,0.0,False,False,4.0365965105593204e-05,0.017253422003705055
1755016093,3,79.10238236153683,67.88897508210488,0.8582418513240074,safe,0.0,False,False,2.9175018426030874e-05,0.004988430999219418
1755016094,3,23.9882979420647,21.60456308064852,0.900629262352283,safe,0.0,False,False,3.025704063475132e-05,0.0002739060437306762
1755016095,3,1050.203340327258,1047.2033403272549,0.9971434103427358,safe,0.0,False,False,3.500498132780194e-05,0.28865203802706674
1755016096,3,1421.0820956795217,1312.1073813020803,0.9233156798549821,safe,0.0,False,False,0.0011655260459519923,7.541297236457467e-05
1755016097,3,34.7279525742735,29.81557985591411,0.8585470102836271,safe,0.0,False,False,3.305700374767184e-05,0.00017893902258947492
1755016098,3,1327.915585523555,1314.941745109939,0.9902299208209828,safe,0.0,False,False,6.023002788424492e-05,0.0030155620188452303
1755016099,3,171.05333287521347,140.76060897988717,0.8229048017589613,safe,0.0,False,False,3.381003625690937e-05,0.0013862090418115258
1755016100,3,15.147332182959136,11.164078437294966,0.7370326538329066,safe,0.0,False,False,0.00018513202667236328,0.00011002202518284321
1755016101,3,33.13634888264871,29.43825469412542,0.8883976565547408,safe,0.0,False,False,3.7026999052613974e-05,0.00031356397084891796
1755016102,3,24.84830038293944,23.848300382939385,0.9597557988035816,safe,0.0,,False,3.5690958611667156e-05,0.00013548601418733597
1755016103,3,25.84756281556656,23.878408216927696,0.9238166239235154,safe,0.0,,False,3.362400457262993e-05,4.99580055475235e-05
1755016104,3,1122.2328496055861,1115.6984314085903,0.9941773062521807,safe,0.0,False,False,4.046596586704254e-05,0.08054878702387214
1755016105,3,60.497922571355545,54.4979225713538,0.9008230407759056,safe,0.0,False,False,3.218400524929166e-05,0.0009675439796410501
1755016106,3,1060.9871182614668,1058.0349685329606,0.9972175442305619,safe,0.0,False,False,3.715103957802057e-05,0.0076044470188207924
1755016107,3,17.48612321232035,15.48612321232033,0.8856235898766364,safe,0.0,,False,3.654701868072152e-05,8.699198951944709e-05
1755016108,3,62.73781647760211,58.09634080202966,0.9260178958056423,safe,0.0,False,False,3.74549999833107e-05,0.0002412659814581275
1755016109,3,1428.874394915378,1143.001052330348,0.7999310900927998,safe,0.0,False,False,3.441801527515054e-05,0.0002070339978672564
1755016110,3,92.53400535247546,85.73637950625401,0.9265391590872101,safe,0.0,False,False,3.169296542182565e-05,0.0007636399823240936
1755016111,3,67.05990511690416,64.84967860320455,0.9670410134066464,safe,0.0,False,False,3.606104291975498e-05,0.0015103910118341446
1755016112,3,208.1968457578534,192.3066062604171,0.9236768480348753,safe,0.0,False,False,3.4719996619969606e-05,0.00014617701526731253
1755016113,3,1478.4734857911,1460.8554531395384,0.9880836330033105,safe,0.0,False,False,5.03979972563684e-05,0.021197060006670654
1755016114,3,153.3750770517292,131.37507705172754,0.8565607892566427,safe,0.0,False,False,3.0919036362320185e-05,0.000546471041161567
1755016115,3,1580.2587831050157,1460.080598471003,0.9239503137594481,safe,0.0,False,False,3.2894022297114134e-05,0.00033549004001542926
1755016116,3,18.984292171627615,14.00890148630215,0.7379206640760997,safe,0.0,False,False,2.8406037017703056e-05,0.0001078989589586854
1755016117,3,245.7375476506698,236.90794713032506,0.9640689808913674,safe,0.0,False,False,3.234000178053975e-05,0.0008261449984274805
1755016118,3,31.645404629697914,27.323613508029013,0.8634306885236324,safe,0.0,False,False,3.130402183160186e-05,0.00016291800420731306
1755016119,3,1997.9782592152815,1997.9782592152815,1.0,safe,0.0,,False,3.341404953971505e-05,3.445299807935953e-05
1755016120,3,254.1758355454491,151.08508818788607,0.594411690881884,safe,0.0,True,False,0.0007957739871926606,0.00024970300728455186
1755016121,3,83.0670692245603,73.03667482245348,0.879249448719672,safe,0.0,True,False,0.0005398700013756752,8.546299068257213e-05
1755016122,3,1353.5740528262995,1343.1330998450658,0.9922863821455259,safe,0.0,False,False,3.722601104527712e-05,0.003201233979780227
1755016123,3,154.34532517710585,133.07911731232093,0.8622167024470441,safe,0.0,False,False,3.5021977964788675e-05,0.00086011498933658
1755016124,3,253.12035436137484,251.44313473975444,0.9933738255627366,safe,0.0,False,False,0.0001947600394487381,0.008936514961533248
1755016125,3,29.965535955376225,17.877745282519285,0.596610229469691,safe,0.0,True,False,0.0002309140400029719,4.3319014366716146e-05
1755016126,3,1424.5316739869063,1410.5832884364713,0.9902084412687034,safe,0.0,False,False,3.543199272826314e-05,0.009418849018402398
1755016127,3,83.80748960021253,73.07911869240391,0.8719879218553587,safe,0.0,False,False,3.206898691132665e-05,0.0003473410033620894
1755016128,3,1296.6041598840193,1293.6041598826773,0.9976862637849239,safe,0.0,False,False,4.209700273349881e-05,0.5741729629808106
1755016129,3,224.40585502984328,218.9834526565177,0.9758366270229247,safe,0.0,False,False,3.352499334141612e-05,0.00786928302841261
1755016130,3,81.23797893482221,67.84479282118605,0.8351363944642,safe,0.0,False,False,3.505899803712964e-05,0.0001780680031515658
1755016131,3,142.07134070414776,139.8784096796163,0.9845645785162396,safe,0.0,False,False,3.2235984690487385e-05,0.012092919030692428
1755016132,3,248.17979698495995,232.3831036080615,0.9363498013585057,safe,0.0,False,False,3.070698585361242e-05,0.00046826701145619154
1755016133,3,1497.7757900030724,1321.3157266088028,0.8821852612573557,safe,0.0,False,False,3.445899346843362e-05,0.0003216040204279125
1755016134,3,1777.5127461713519,1776.3954680610482,0.9993714373566602,safe,0.0,,False,3.627402475103736e-05,0.006530923012178391
1755016135,3,153.66970234112603,145.18289094424745,0.9447723834458988,safe,0.0,False,False,3.1939009204506874e-05,0.0008061000262387097
1755016136,3,2386.0848682047,2384.084868204696,0.9991618068465817,safe,0.0,,False,3.8788013625890017e-05,0.013325534004252404
1755016137,3,210.7010522808419,152.96744118862313,0.7259927728539957,safe,0.0,False,False,5.56930317543447e-05,9.73400310613215e-05
1755016138,3,1474.5470745479106,1436.5633777647613,0.974240431222045,safe,0.0,False,False,4.255195381119847e-05,0.016560933960136026
1755016139,3,160.67543661744438,144.97963307478392,0.902313608893244,safe,0.0,False,False,0.00019313400844112039,7.672404171898961e-05
1755016140,3,2442.276020529211,1441.0719144291324,0.5900528450985119,safe,0.0,True,False,0.008490166976116598,0.011098016984760761
1755016141,3,279.4280658381624,272.4609939795591,0.9750666711387592,safe,0.0,False,False,2.920097904279828e-05,0.00037516001611948013
1755016142,3,1613.44587580456,1483.0397334426618,0.9191753846116034,safe,0.0,False,False,3.0768977012485266e-05,0.0002106869942508638
