seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,False,False,0.002525641000829637,4.914699820801616e-05
1755020038,3,70,55,0.7857142857142857,safe,0.0,False,False,3.8699014112353325e-05,2.2424967028200626e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,False,False,0.00044618803076446056,2.2171007003635168e-05
1755020040,3,400,305,0.7625,safe,0.0,,False,0.00010527495760470629,2.0633975509554148e-05
1755020041,3,150,135,0.9,safe,0.0,False,False,0.00012263399548828602,2.1274026948958635e-05
1755020042,3,302,251,0.8311258278145696,safe,0.0,False,False,0.00039894203655421734,2.415495691820979e-05
1755020043,3,104,102,0.9807692307692307,safe,0.0,False,False,0.0005136999534443021,2.2159016225486994e-05
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,False,False,0.00958228501258418,2.5011016987264156e-05
1755020045,3,52,46,0.8846153846153846,safe,0.0,False,False,0.0001137260114774108,2.158700954169035e-05
1755020046,3,244,222,0.9098360655737705,safe,0.0,False,False,0.00023213104577735066,1.919100759550929e-05
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.001091065991204232,2.291402779519558e-05
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,False,False,0.011023717990610749,2.1521002054214478e-05
1755020049,3,4000,3050,0.7625,safe,0.0,,False,0.0001086259726434946,2.4191976990550756e-05
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,False,False,0.0010759819997474551,2.3127009626477957e-05
1755020051,3,212,206,0.9716981132075472,safe,0.0,False,False,0.0006052679964341223,2.065097214654088e-05
1755020052,3,440,420,0.9545454545454546,safe,0.0,False,False,0.00015558302402496338,2.000096719712019e-05
1755020053,3,62,51,0.8225806451612904,safe,0.0,False,False,0.00010068004485219717,2.0783976651728153e-05
1755020054,3,34,28,0.8235294117647058,safe,0.0,False,False,4.527001874521375e-05,1.9014987628906965e-05
1755020055,3,2140,2080,0.9719626168224299,safe,0.0,False,False,0.00036522099981084466,1.9719009287655354e-05
