seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our
1755021037,3,80,70,0.875,safe,0.0,False,False,4.242399882059544e-05,2.2923999495105818e-05
1755021038,3,2030,2020,0.9950738916256158,safe,0.0,False,False,0.00103401099840994,1.7415997717762366e-05
1755021039,3,2104,2052,0.9752851711026616,safe,0.0,False,False,0.0020902890028082766,1.71329993463587e-05
1755021040,3,520,460,0.8846153846153846,safe,0.0,False,False,7.830499816918746e-05,1.4915000065229833e-05
1755021041,3,19,18,0.9473684210526315,safe,0.0,,False,2.58310028584674e-05,1.182100095320493e-05
1755021042,3,114,108,0.9473684210526315,safe,0.0,False,False,9.202699948218651e-05,1.635100124985911e-05
1755021043,3,130,120,0.9230769230769231,safe,0.0,False,False,2.6010999135905877e-05,1.466299727326259e-05
1755021044,3,2004,2002,0.999001996007984,safe,0.0,False,False,0.09900905700123985,3.253799877711572e-05
1755021045,3,320,260,0.8125,safe,0.0,False,False,4.52089989266824e-05,1.2690998119069263e-05
1755021046,3,130,115,0.8846153846153846,safe,0.0,False,False,4.2075997043866664e-05,1.3911998394178227e-05
1755021047,3,106,104,0.9811320754716981,safe,0.0,False,False,0.00011597300181165338,1.4525001461151987e-05
1755021048,3,34,32,0.9411764705882353,safe,0.0,,False,2.4705001123948023e-05,1.2665997928706929e-05
1755021049,3,150,135,0.9,safe,0.0,False,False,7.397600347758271e-05,1.4922999980626628e-05
1755021050,3,62,51,0.8225806451612904,safe,0.0,False,False,6.801199924666435e-05,1.4519999240292236e-05
1755021051,3,2200,2100,0.9545454545454546,safe,0.0,False,False,0.00010648500028764829,1.3706998288398609e-05
1755021052,3,2204,2102,0.9537205081669692,safe,0.0,False,False,0.0016978230014501605,1.763700129231438e-05
1755021053,3,160,140,0.875,safe,0.0,False,False,4.37239978055004e-05,1.2542001059046015e-05
1755021054,3,260,230,0.8846153846153846,safe,0.0,False,False,4.167199949733913e-05,1.196000084746629e-05
1755021055,3,620,510,0.8225806451612904,safe,0.0,False,False,0.0001040659990394488,1.9361999875400215e-05
1755021056,3,2440,2220,0.9098360655737705,safe,0.0,False,False,0.00024234399825218134,2.1673000446753576e-05
1755021057,3,2102,2051,0.9757373929590866,safe,0.0,False,False,0.004057440000906354,1.704199894447811e-05
1755021058,3,502,451,0.898406374501992,safe,0.0,False,False,0.0005457629995362367,2.2240001271711662e-05
