seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,10,782,591,0.7557544757033248,safe,0.167,8.499401155859232e-05,0.0075613600201904,0.1693
1755016038,10,800,671,0.83875,safe,0.167,7.817702135071158e-05,0.0118884280091151,0.1693
1755016039,10,2240,2145,0.9575892857142856,safe,0.167,8.153996895998716e-05,0.5713003339478746,0.1693
1755016040,10,4440,3223,0.7259009009009009,safe,0.167,8.612702367827296e-05,0.3665676050004549,0.1693
1755016041,10,4350,3705,0.8517241379310345,safe,0.167,8.080800762400031e-05,0.0131382049876265,0.1693
1755016042,10,3466,2733,0.7885170225043278,safe,0.167,8.589302888140082e-05,0.2047207199502736,0.1693
1755016043,10,4062,3132,0.7710487444608567,safe,0.167,8.28289776109159e-05,0.7640318120247684,0.1693
1755016044,10,0,419,,,0.167,6.537296576425433e-05,0.0031106899841688,0.1693
1755016045,10,4200,3299,0.7854761904761904,safe,0.167,7.89109617471695e-05,0.1832562219933606,0.1693
1755016046,10,820,641,0.7817073170731708,safe,0.167,7.062102667987347e-05,0.0226260659983381,0.1693
1755016047,10,2182,2102,0.9633363886342804,safe,0.167,7.52860214561224e-05,0.8151058119838126,0.1693
1755016048,10,2212,2116,0.9566003616636528,safe,0.167,8.220598101615906e-05,0.5071030549588613,0.1693
1755016049,10,2864,2433,0.8495111731843575,safe,0.167,9.243295062333344e-05,0.3815078299958259,0.1693
1755016050,10,916,759,0.8286026200873362,safe,0.167,7.578899385407567e-05,0.0100717489840462,0.1693
1755016051,10,3282,2641,0.8046922608165753,safe,0.167,7.482100045308471e-05,0.0697993009816855,0.1693
1755016052,10,4400,3420,0.7772727272727272,safe,0.167,7.383903721347451e-05,0.0165056959958747,0.1693
1755016053,10,2896,2449,0.8456491712707183,safe,0.167,8.324900409206748e-05,0.1763481459929607,0.1693
1755016054,10,4862,3433,0.7060880296174414,safe,0.167,7.89399491623044e-05,0.2205730979912914,0.1693
1755016055,10,2674,2337,0.8739715781600599,safe,0.167,7.175304926931858e-05,0.2908409379888326,0.1693
1755016056,10,4452,3846,0.8638814016172507,safe,0.167,8.516298839822412e-05,0.0730619659880176,0.1693
1755016057,10,4840,3491,0.7212809917355372,safe,0.167,8.268700912594795e-05,0.0780437550274655,0.1693
1755016058,10,4070,3252,0.799017199017199,safe,0.167,8.53249803185463e-05,0.4605036689899862,0.1693
1755016059,10,3048,2584,0.847769028871391,safe,0.167,0.0001165459980256,0.0879859120468609,0.1693
1755016060,10,2796,2519,0.9009298998569384,safe,0.167,0.0001036609755828,0.2338628260185942,0.1693
1755016061,10,0,1127,,,0.167,9.394402150064708e-05,0.0138350299675948,0.1693
1755016062,10,2504,2252,0.8993610223642172,safe,0.167,0.0001063789823092,0.0887463640538044,0.1693
1755016063,10,4324,3292,0.7613320999074931,safe,0.167,0.0001042689546011,0.0467188609763979,0.1693
1755016064,10,710,555,0.7816901408450704,safe,0.167,0.0001056520268321,0.014113480981905,0.1693
1755016065,10,709,555,0.7827926657263752,safe,0.167,0.0001028400147333,0.025840638030786,0.1693
1755016066,10,2954,2578,0.8727149627623562,safe,0.167,0.000109540997073,0.0647502679494209,0.1693
1755016067,10,4802,3715,0.7736359850062474,safe,0.167,0.0001112080062739,0.2950813890201971,0.1693
1755016068,10,0,2518,,,0.167,0.0001023699878714,0.5841688700020313,0.1693
1755016069,10,4014,3044,0.7583457897359243,safe,0.167,0.0001061799703165,0.1810264330124482,0.1693
