seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755016037,8,1184.0,812,0.6858108108108109,safe,0.027,False,False,0.0019102660007774,7.625500438734889e-05,0.0417
1755016038,8,2656.0,2329,0.8768825301204819,safe,0.027,False,False,0.1867971150204539,9.427400073036551e-05,0.0417
1755016039,8,664.0,533,0.802710843373494,safe,0.027,False,False,0.0130726050119847,6.619398482143879e-05,0.0417
1755016040,8,1082.6,830,0.7666728246813228,safe,0.027,False,False,0.0003622689982876,0.0005170599906705,0.0417
1755016041,8,1200.0,920,0.7666666666666667,safe,0.027,,False,0.0004242759896442,6.779300747439265e-05,0.0417
1755016042,8,736.0,569,0.7730978260869565,safe,0.027,False,False,0.0089400470023974,6.644596578553319e-05,0.0417
1755016043,8,2618.0,2310,0.8823529411764706,safe,0.027,False,False,0.0804590029874816,8.656602585688233e-05,0.0417
1755016044,8,2218.0,2120,0.9558160504959424,safe,0.027,False,False,0.0926070120185613,7.568200817331672e-05,0.0417
1755016045,8,438.0,344,0.7853881278538812,safe,0.027,False,False,0.0033363130060024,6.79030199535191e-05,0.0417
1755016046,8,822.0,661,0.8041362530413625,safe,0.027,False,False,0.0041041320073418,6.95320195518434e-05,0.0417
1755016047,8,1034.9,808,0.7807517634554062,safe,0.027,True,False,0.0020915860077366,0.0009172200225293,0.0417
1755016048,8,3072.0,2536,0.8255208333333334,safe,0.027,False,False,0.0772517160512507,7.555901538580656e-05,0.0417
1755016049,8,2750.0,2375,0.8636363636363636,safe,0.027,False,False,0.0119004999869503,7.050699787214398e-05,0.0417
1755016050,8,2636.0,2319,0.879742033383915,safe,0.027,False,False,0.171557976049371,8.221901953220367e-05,0.0417
1755016051,8,5224.0,4312,0.8254211332312404,safe,0.027,False,False,0.0438148279790766,7.464899681508541e-05,0.0417
1755016052,8,4020.0,3176,0.7900497512437811,safe,0.027,False,False,0.08965406101197,6.986700464040041e-05,0.0417
1755016053,8,0.0,2236,,,0.027,False,False,0.0841401609941385,0.0005126050091348,0.0417
1755016054,8,306.0,253,0.826797385620915,safe,0.027,False,False,0.0046697249636054,6.317900260910392e-05,0.0417
1755016055,8,2348.0,2174,0.9258943781942078,safe,0.027,False,False,0.1028446270502172,7.781200110912323e-05,0.0417
1755016056,8,2230.0,2115,0.9484304932735426,safe,0.027,False,False,0.6120337430038489,8.603499736636877e-05,0.0417
1755016057,8,1350.0,1185,0.8777777777777778,safe,0.027,False,False,0.0006214500172063,6.587500683963299e-05,0.0417
1755016058,8,2048.0,2024,0.98828125,safe,0.027,False,True,0.685094014974311,0.0001439609914086,0.0417
1755016059,8,3462.0,2731,0.7888503755054882,safe,0.027,False,False,0.0665777900139801,0.0001210360205732,0.0417
1755016060,8,946.0,783,0.8276955602536998,safe,0.027,False,False,0.0080025820061564,9.434402454644442e-05,0.0417
1755016061,8,766.0,593,0.7741514360313316,safe,0.027,False,False,0.0103556659887544,8.679000893607736e-05,0.0417
1755016062,8,832.0,616,0.7403846153846154,safe,0.027,False,False,0.0080579399946145,8.703599451109767e-05,0.0417
1755016063,8,482.0,442,0.91701244813278,safe,0.027,False,False,0.0081003290251828,9.166396921500564e-05,0.0417
1755016064,8,4910.0,3458,0.7042769857433808,safe,0.027,False,False,0.0365540490020066,0.0001034989836625,0.0417
1755016065,8,3594.0,3308,0.9204229271007234,safe,0.027,False,False,0.0464618700207211,0.0001077399938367,0.0417
1755016066,8,962.0,711,0.739085239085239,safe,0.027,,False,0.0071367159835062,0.0001154209603555,0.0417
