seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,adjusted,inserted,run_time_G,run_time_our,finalpercent
1755016037,3,302.0,251,0.8311258278145696,safe,0.0,False,False,0.0005810339935123,5.485402652993798e-05,0.0
1755016038,3,444.0,422,0.9504504504504504,safe,0.0,False,False,0.0006710889865644,3.0260009225457907e-05,0.0
1755016039,3,430.0,415,0.9651162790697676,safe,0.0,False,False,0.0003360350383445,2.452300395816565e-05,0.0
1755016040,3,2060.0,2030,0.9854368932038836,safe,0.0,False,False,0.0014570920029655,2.9834976885467768e-05,0.0
1755016041,3,2044.0,2022,0.9892367906066536,safe,0.0,False,False,0.0069651990197598,3.15000070258975e-05,0.0
1755016042,3,310.0,305,0.9838709677419356,safe,0.0,,False,0.0001200740225613,2.704502549022436e-05,0.0
1755016043,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.000248096010182,3.111601108685136e-05,0.0
1755016044,3,4000.0,3010,0.7525,safe,0.0,,False,0.0005625070189125,3.215699689462781e-05,0.0
1755016045,3,302.0,301,0.9966887417218544,safe,0.0,,False,0.0004755269619636,2.6958005037158728e-05,0.0
1755016046,3,2220.0,2110,0.9504504504504504,safe,0.0,False,False,0.0007078089984133,2.95999925583601e-05,0.0
1755016047,3,540.0,480,0.8888888888888888,safe,0.0,False,False,8.438096847385168e-05,2.533697988837957e-05,0.0
1755016048,3,170.0,160,0.9411764705882352,safe,0.0,,False,6.061396561563015e-05,3.030704101547599e-05,0.0
1755016049,3,106.0,103,0.9716981132075472,safe,0.0,False,False,0.0004352660034783,2.7636997401714325e-05,0.0
1755016050,3,40.0,30,0.75,safe,0.0,False,False,4.774500848725438e-05,2.7357018552720547e-05,0.0
1755016051,3,800.0,600,0.75,safe,0.0,False,False,3.710400778800249e-05,2.402398968115449e-05,0.0
1755016052,3,2006.0,2003,0.9985044865403788,safe,0.0,False,False,0.103844744968228,3.264297265559435e-05,0.0
1755016053,3,2012.0,2006,0.9970178926441352,safe,0.0,False,False,0.0424129429738968,3.236503107473254e-05,0.0
1755016054,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0004083240055479,2.662098268046975e-05,0.0
