seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust
1747829699,3,0,2240,2165.0,0.9665178571428571,safe,0.0,False
1747829700,3,0,520,422.0,0.8115384615384615,safe,0.0,False
1747829701,3,0,2110,1412.0,0.6691943127962086,safe,0.0,False
1747829702,3,0,302,262.0,0.8675496688741722,safe,0.0,False
1747829703,3,0,520,452.0,0.8692307692307693,safe,0.0,False
1747829704,3,0,177,175.0,0.9887005649717514,safe,0.0,False
1747829705,3,0,106,85.0,0.8018867924528302,safe,0.0,False
1747829706,3,0,2140,2092.0,0.9775700934579439,safe,0.0,False
1747829707,3,0,422,323.0,0.7654028436018957,safe,0.0,False
1747829708,3,0,604,550.0,0.9105960264900662,safe,0.0,False
1747829709,3,0,2044,1340.0,0.6555772994129159,safe,0.0,False
1747829710,3,0,2600,2301.0,0.885,safe,0.0,False
1747829711,3,0,2008,1542.0,0.7679282868525896,safe,0.0,False
1747829712,3,0,212,206.0,0.9716981132075472,safe,0.0,False
1747829713,3,0,310,255.0,0.8225806451612904,safe,0.0,False
1747829714,3,0,510,374.0,0.7333333333333333,safe,0.0,False
1747829715,3,0,2440,2386.0,0.9778688524590164,safe,0.0,False
1747829716,3,0,476,432.0,0.907563025210084,safe,0.0,False
1747829717,3,0,320,313.0,0.978125,safe,0.0,False
1747829718,3,0,114,84.0,0.7368421052631579,safe,0.0,False
1747829719,3,0,2240,1564.0,0.6982142857142857,safe,0.0,False
1747829720,3,0,250,212.0,0.848,safe,0.0,False
1747829721,3,0,2140,1682.0,0.7859813084112149,safe,0.0,False
1747829722,3,0,600,541.0,0.9016666666666666,safe,0.0,False
1747829723,3,0,310,268.0,0.864516129032258,safe,0.0,False
1747829724,3,0,2420,1741.0,0.7194214876033058,safe,0.0,False
1747829725,3,0,735,735.0,1.0,safe,0.0,
1747829726,3,0,2120,1387.0,0.654245283018868,safe,0.0,False
1747829727,3,0,106,104.0,0.9811320754716981,safe,0.0,False
1747829728,3,0,2204,2194.0,0.9954627949183303,safe,0.0,False
1747829729,3,0,422,415.0,0.9834123222748815,safe,0.0,False
1747829730,3,0,250,206.0,0.824,safe,0.0,False
1747829731,3,0,450,438.0,0.9733333333333334,safe,0.0,False
1747829732,3,0,250,245.0,0.98,safe,0.0,False
1747829733,3,0,2024,1083.0,0.5350790513833992,safe,0.0,False
1747829734,3,0,414,363.0,0.8768115942028986,safe,0.0,False
1747829735,3,0,16,14.0,0.875,safe,0.0,False
1747829736,3,0,3781,3780.0,0.999735519703782,safe,0.0,False
1747829737,3,0,2240,1442.0,0.64375,safe,0.0,False
1747829738,3,0,140,137.0,0.9785714285714285,safe,0.0,False
1747829739,3,0,2014,2011.0,0.9985104270109235,safe,0.0,False
1747829740,3,0,2030,1215.0,0.5985221674876847,safe,0.0,False
1747829741,3,0,620,429.0,0.6919354838709677,safe,0.0,False
1747829742,3,0,40,31.0,0.775,safe,0.0,False
1747829743,3,0,64,62.0,0.96875,safe,0.0,False
1747829744,3,0,444,328.0,0.7387387387387387,safe,0.0,False
1747829745,3,0,32,26.0,0.8125,safe,0.0,False
1747829746,3,0,54,48.0,0.8888888888888888,safe,0.0,False
1747829747,3,0,142,129.0,0.9084507042253521,safe,0.0,False
1747829748,3,0,444,286.0,0.6441441441441441,safe,0.0,False
1747829699,3,0.02,2262.4,2166.595116353332,0.9576534283739974,safe,0.0,False
1747829700,3,0.02,525.2,472.1797261234233,0.8990474602502346,safe,0.0,False
1747829701,3,0.02,2131.1000000000004,2081.4248959005354,0.9766903927082422,safe,0.0,False
1747829702,3,0.02,305.02,262.7092309222353,0.861285263006476,safe,0.0,False
1747829703,3,0.02,525.2,505.82375123215616,0.963106913998774,safe,0.0,False
1747829704,3,0.02,178.04000000000002,177.01515470244158,0.9942437356910894,safe,0.0,False
1747829705,3,0.02,107.06,106.00062110323495,0.990104811350971,safe,0.0,False
1747829706,3,0.02,2161.3999999999996,2142.4432645511115,0.9912294182248135,safe,0.0,False
1747829707,3,0.02,426.22,421.1616908709701,0.988132163837854,safe,0.0,False
1747829708,3,0.02,610.04,553.9888081168224,0.9081188251865819,safe,0.0,False
1747829709,3,0.02,2064.44,2038.8677539541768,0.9876129865504334,safe,0.0,False
1747829710,3,0.02,2626.0,2502.748239252196,0.9530648283519406,safe,0.0,False
