seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,added
1755016037,3,0,302,265.0,0.8774834437086093,safe,0.0,False
1755016038,3,0,444,409.0,0.9211711711711712,safe,0.0,False
1755016039,3,0,430,418.0,0.9720930232558139,safe,0.0,False
1755016040,3,0,2060,2039.0,0.9898058252427184,safe,0.0,False
1755016041,3,0,2044,1956.0,0.9569471624266145,safe,0.0,False
1755016042,3,0,316,311.0,0.9841772151898734,safe,0.0,False
1755016043,3,0,510,360.0,0.7058823529411765,safe,0.0,False
1755016044,3,0,3774,3774.0,1.0,safe,0.0,False
1755016045,3,0,398,353.0,0.8869346733668342,safe,0.0,False
1755016046,3,0,2220,2137.0,0.9626126126126127,safe,0.0,False
1755016037,3,0.02,305.02,266.98631082349857,0.8753075563028607,safe,0.0,False
1755016038,3,0.02,448.44,432.5819541756,0.964637307500669,safe,0.0,False
1755016039,3,0.02,434.30000000000007,428.08464527814067,0.9856887987062873,safe,0.0,False
1755016040,3,0.02,2080.6,2058.958873519776,0.9895986126693146,safe,0.0,False
1755016041,3,0.02,2064.44,2049.5457830262917,0.9927853476130533,safe,0.0,False
1755016042,3,0.02,318.1,312.8697648087268,0.9835578899991412,safe,0.0,False
1755016043,3,0.02,515.0999999999999,460.08043420081594,0.893186632111854,safe,0.0,False
1755016044,3,0.02,3794.0,3792.805028580129,0.9996850365261278,safe,0.0,False
1755016045,3,0.02,400.02,398.81039888376614,0.9969761484019953,safe,0.0,False
1755016046,3,0.02,2242.2,2137.13475784444,0.9531418953904381,safe,0.0,False
1755016037,3,0.05,309.54999999999995,270.01186145240354,0.8722722062749267,safe,0.0,False
1755016038,3,0.05,455.1,438.5012654432535,0.9635272806927125,safe,0.0,False
1755016039,3,0.05,440.75,428.3506585424693,0.9718676314066236,safe,0.0,False
1755016040,3,0.05,2111.5,2099.1618766557076,0.9941567021812492,safe,0.0,False
1755016041,3,0.05,2095.1,2082.02094808098,0.9937573137706935,safe,0.0,False
1755016042,3,0.05,321.25,318.18194846853567,0.9904496450382433,safe,0.0,False
1755016043,3,0.05,522.75,514.1108914310316,0.9834737282277027,safe,0.0,False
