seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,inserted
1754657730,3,0,74.06657921942247,74.06657921942247,1.0,safe,0.0,False
1754657731,3,0,340.0,281.3315327342137,0.8274456845123932,safe,0.0,False
1754657732,3,0,302.0,268.43288269198405,0.8888506049403445,safe,0.0,False
1754657733,3,0,46.0,45.28121134520656,0.9843741596784035,safe,0.0,False
1754657734,3,0,18.0,16.02175260115217,0.8900973667306761,safe,0.0,False
1754657730,3,0.02,74.46657921942247,74.44224404809802,0.9996732068052603,safe,0.0,False
1754657731,3,0.02,343.4,333.06118412085016,0.9698927901014857,safe,0.0,False
1754657732,3,0.02,305.02,269.2460619589874,0.882716090613689,safe,0.0,False
1754657733,3,0.02,46.46,45.29260337078949,0.9748730815925418,safe,0.0,False
1754657734,3,0.02,18.180000000000003,16.04847374409951,0.8827543313586088,safe,0.0,False
1754657730,3,0.05,75.06657921942247,75.01872795238978,0.9993625489861099,safe,0.0,False
1754657731,3,0.05,348.5,334.88111881034274,0.9609214313065789,safe,0.0,False
1754657732,3,0.05,309.55,270.79123820018594,0.8747899796484766,safe,0.0,False
1754657733,3,0.05,47.15,45.31522816872803,0.961086493504306,safe,0.0,False
1754657734,3,0.05,18.449999999999996,17.07780353886335,0.9256262080684745,safe,0.0,False
1754657730,3,0.1,76.06657921942247,76.00222840472065,0.9991540198683553,safe,0.0,False
1754657731,3,0.1,357.0,340.18399390354716,0.9528963414665187,safe,0.0,False
1754657732,3,0.1,317.1,273.0320406123792,0.8610281949302403,safe,0.0,False
1754657733,3,0.1,48.3,47.291382376297406,0.9791176475423894,safe,0.0,False
1754657734,3,0.1,16.0,18.190118879333596,1.1368824299583498,exceed,0.0,True
1754657730,3,0.2,87.06657921942247,97.72065879124966,1.122367039883089,exceed,0.0,True
1754657731,3,0.2,374.0,350.3753900249376,0.9368325936495657,safe,0.0,True
1754657732,3,0.2,332.2,321.02406743977554,0.9663578189035988,safe,0.0,False
1754657733,3,0.2,50.599999999999994,49.23490578557539,0.9730218534698696,safe,0.0,False
1754657734,3,0.2,16.0,19.35357431316129,1.2095983945725806,exceed,0.0,True
1754657730,3,0.3,86.06657921942247,99.47728100301902,1.1558177623094166,exceed,0.0,True
1754657731,3,0.3,391.0,357.77772463209476,0.9150325438160991,safe,0.0,True
1754657732,3,0.3,347.3,332.02051458686765,0.9560049369043122,safe,0.0,False
1754657733,3,0.3,52.900000000000006,51.40920595321222,0.9718186380569417,safe,0.0,False
1754657734,3,0.3,15.999999999999998,20.547637470763675,1.28422734192273,exceed,0.0,True
1754657730,3,0.4,85.06657921942247,101.43705130860235,1.1924430515414703,exceed,0.0,True
1754657731,3,0.4,408.0,368.78129694058066,0.9038757277955408,safe,0.0,True
1754657732,3,0.4,320.6,336.1076139335728,1.0483705986699088,exceed,0.0,True
1754657733,3,0.4,55.2,52.97177200298802,0.9596335507787684,safe,0.0,False
1754657734,3,0.4,15.999999999999998,20.786094932536344,1.2991309332835217,exceed,0.0,True
1754657730,3,0.5,84.06657921942247,102.81543052896177,1.223023839956695,exceed,0.0,True
1754657731,3,0.5,400.0,375.58025109428127,0.9389506277357031,safe,0.0,True
1754657732,3,0.5,325.5,341.8153868896152,1.0501240764657918,exceed,0.0,True
1754657733,3,0.5,57.5,55.15411355342735,0.9592019748422148,safe,0.0,False
1754657734,3,0.5,16.0,21.896251676541965,1.3685157297838728,exceed,0.0,True
1754657730,5,0,2132.0,2092.370206089158,0.9814119165521378,safe,0.0,False
1754657731,5,0,2100.303355649581,1513.4913071343303,0.7206060510560096,safe,0.0,False
1754657732,5,0,2344.0,2216.996610785527,0.945817666717375,safe,0.0,False
1754657733,5,0,614.0,421.16825213140817,0.6859417787156484,safe,0.0,False
1754657734,5,0,645.9684758596851,497.58695763951135,0.7702960380184177,safe,0.0,False
1754657730,5,0.02,2153.3199999999997,2141.313675987476,0.994424273209498,safe,0.0,False
1754657731,5,0.02,2120.7433556495807,2101.2755062921156,0.9908202709650823,safe,0.0,False
1754657732,5,0.02,2367.4399999999996,2316.9209343928796,0.9786608887206772,safe,0.0,False
1754657733,5,0.02,620.14,564.129413316857,0.9096807387313463,safe,0.0,False
1754657734,5,0.02,846.3884758596851,834.6169018241891,0.9860919963217369,safe,0.0,True
