seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjusted,inserted
1755016045,3,0,398,353.0,0.8869346733668342,safe,0.0,,False
1755016046,3,0,2220,2137.0,0.9626126126126127,safe,0.0,False,False
1755016045,3,0.02,400.02,398.81039888376614,0.9969761484019953,safe,0.0,,False
1755016046,3,0.02,2242.2,2137.13475784444,0.9531418953904381,safe,0.0,False,False
1755016045,3,0.05,376.05,369.7271421964842,0.9831861247081084,safe,0.0,True,False
1755016046,3,0.05,2275.5,2244.671783196696,0.9864521130286513,safe,0.0,False,False
1755016045,3,0.1,367.6,361.47869732929075,0.9833479252701054,safe,0.0,True,False
1755016046,3,0.1,2331.0,2247.7318124027515,0.9642779117986922,safe,0.0,False,False
1755016045,3,0.2,402.1,390.68285784904117,0.9716062120095528,safe,0.0,True,False
1755016046,3,0.2,2442.0,2346.829126938901,0.9610274885089685,safe,0.0,False,False
1755016045,3,0.3,394.6,387.2818252806941,0.9814541948319667,safe,0.0,True,False
1755016046,3,0.3,2553.0,2453.546183487342,0.9610443335242234,safe,0.0,False,False
1755016045,3,0.4,402.30000000000007,395.74876750749706,0.9837155543313373,safe,0.0,True,False
1755016046,3,0.4,2664.0,2579.0087784032366,0.9680963882895033,safe,0.0,False,False
1755016045,3,0.5,448.5,422.54765489973295,0.9421352394642875,safe,0.0,False,False
1755016046,3,0.5,2775.0,2659.569998232633,0.9584036029667147,safe,0.0,False,False
1755016045,5,0,4422,4226.0,0.9556761646313885,safe,0.0,False,False
1755016046,5,0,408,356.0,0.8725490196078431,safe,0.0,False,False
1755016045,5,0.02,3918.4999999999995,3829.6285520224774,0.9773200336920959,safe,0.0,False,False
1755016046,5,0.02,412.08,358.0217118294986,0.8688160353074612,safe,0.0,False,False
1755016045,5,0.05,3880.1500000000005,3834.0182899473,0.9881108436393695,safe,0.0,False,False
1755016046,5,0.05,418.2,409.10639425033514,0.9782553664522601,safe,0.0,False,False
1755016045,5,0.1,3751.0999999999995,3645.1350258399616,0.9717509599424068,safe,0.0,False,False
1755016046,5,0.1,428.40000000000003,411.20690595806263,0.9598667272597167,safe,0.0,False,False
1755016045,5,0.2,4404.1,4263.266564179328,0.9680221984467492,safe,0.0,False,False
1755016046,5,0.2,448.8,415.16410976321094,0.9250537205062632,safe,0.0,False,False
1755016045,5,0.3,4320.2,4276.765324651904,0.9899461424591233,safe,0.0,False,False
1755016046,5,0.3,468.20000000000005,421.8903112313667,0.9010899428264986,safe,0.0,False,False
1755016045,5,0.4,4385.8,4285.055642795349,0.9770294228636391,safe,0.0,False,False
1755016046,5,0.4,453.6,426.13333945634804,0.939447397390538,safe,0.0,False,True
1755016045,5,0.5,5029.5,4852.578830873492,0.9648233086536419,safe,0.0,False,False
1755016046,5,0.5,464.0,429.97426267666197,0.9266686695617715,safe,0.0,False,True
1755016045,8,0,2840,1731.0,0.6095070422535211,safe,0.0,False,False
1755016046,8,0,2096,1246.0,0.5944656488549618,safe,0.0,False,False
1755016045,8,0.02,2868.4000000000005,2584.605328653386,0.9010616820015986,safe,0.0,False,False
1755016046,8,0.02,2116.96,2082.012367731316,0.9834915953685076,safe,0.0,False,False
1755016045,8,0.05,2911.0,2589.4772840570695,0.8895490498306663,safe,0.0,False,False
