seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,run_time_our,run_time_G
1756848318,3,0,74.28009056667737,,,0.499,2.8132926672697067e-05,2.838997170329094e-05
1756848319,3,0,266.0,,,0.499,1.5272991731762886e-05,0.00011083204299211502
1756848320,3,1084.9341244733755,1020.7364768273801,0.9408280685454918,safe,0.499,3.903498873114586e-05,0.05316142085939646
1756848321,3,0,125.0,,,0.499,8.871778845787048e-06,4.5086024329066277e-05
1756848322,3,0,276.8820743823692,,,0.499,1.802598126232624e-05,0.00018116598948836327
1756848323,3,0,16.0,,,0.499,1.3662967830896378e-05,1.8357066437602043e-05
1756848324,3,288.4156109694705,217.09430390522232,0.7527134303704603,safe,0.499,1.9271858036518097e-05,0.00019221496768295765
1756848325,3,0,35.576777728707405,,,0.499,1.371186226606369e-05,1.7416896298527718e-05
1756848326,3,229.2676370482782,149.14641102715723,0.6505340786312139,safe,0.499,1.7700018361210823e-05,2.2173160687088966e-05
1756848327,3,0,70.8485713696748,,,0.499,8.304137736558914e-06,6.483402103185654e-05
1756848328,3,0,1199.0,,,0.499,1.5185913071036339e-05,0.0002236650325357914
1756848329,3,37.05153126519818,27.014426728749065,0.7291041910087862,safe,0.499,1.5159137547016144e-05,5.382206290960312e-05
1756848330,3,0,7.812587131235883,,,0.499,1.5703029930591583e-05,3.096298314630985e-05
1756848331,3,0,27.391362332031996,,,0.499,1.598801463842392e-05,8.35079699754715e-05
1756848332,3,0,1254.0,,,0.499,2.2124964743852615e-05,0.0012961020693182945
1756848333,3,342.3613163410582,327.34543786700755,0.9561402595523031,safe,0.499,1.7991987988352776e-05,0.00015346193686127663
1756848334,3,36.98666672306322,26.894216274340728,0.7271327388247912,safe,0.499,1.4721881598234177e-05,7.042684592306614e-05
1756848335,3,41.60054567926788,27.3584046894048,0.6576453323553201,safe,0.499,1.5118159353733063e-05,2.3910077288746834e-05
1756848336,3,371.240660872143,314.8265678231105,0.8480390242908716,safe,0.499,1.5836209058761597e-05,0.00012272014282643795
1756848337,3,136.54299976048725,110.74070944455198,0.8110317602425934,safe,0.499,1.7559854313731194e-05,0.00021585007198154926
1756848338,3,0,197.42683062043432,,,0.499,9.987037628889084e-06,5.302904173731804e-05
1756848339,3,276.9205398850463,249.48491673966615,0.9009260087504918,safe,0.499,2.481904812157154e-05,0.000172831816598773
1756848340,3,149.66430447625947,143.22688318033835,0.956987597554083,safe,0.499,2.1883053705096245e-05,0.00042640301398932934
1756848341,3,0,254.22582441925124,,,0.499,1.57761387526989e-05,0.004143474856391549
1756848342,3,141.31209404495505,114.73335734815032,0.8119146356408155,safe,0.499,3.171898424625397e-05,7.933913730084896e-05
1756848343,3,0,1204.0,,,0.499,2.3652100935578346e-05,0.0002656050492078066
1756848344,3,442.49393991561055,442.49393991561055,1.0,safe,0.499,1.3894867151975632e-05,1.254212111234665e-05
1756848345,3,0,1304.0,,,0.499,2.3807864636182785e-05,0.024820180842652917
1756848346,3,0,84.7059172715746,,,0.499,1.796102151274681e-05,0.00015171687118709087
1756848347,3,0,271.9654515515533,,,0.499,1.6676029190421104e-05,9.37280710786581e-05
1756848348,3,0,58.847227199077295,,,0.499,1.3831071555614471e-05,3.441213630139828e-05
1756848349,3,0,1472.1284334303177,,,0.499,1.2606848031282425e-05,4.167482256889343e-05
1756848350,3,0,1159.0,,,0.499,2.1042069420218468e-05,6.237206980586052e-05
1756848351,3,1344.036997331389,1317.803958463347,0.9804819071795432,safe,0.499,1.8897000700235367e-05,0.0001569320447742939
1756848352,3,0,1740.9687259580282,,,0.499,2.0066043362021446e-05,0.0001221969723701477
1756848353,3,92.38791290470502,82.12772476307691,0.8889444753210181,safe,0.499,1.3816868886351585e-05,8.484488353133202e-05
1756848354,3,0,177.0,,,0.499,1.4513032510876656e-05,8.188094943761826e-05
1756848355,3,516.7457149835225,318.0,0.6153897183455892,safe,0.499,1.4896970242261887e-05,5.0247181206941605e-05
1756848356,3,0,111.57916046036331,,,0.499,8.945120498538017e-06,2.92179174721241e-05
1756848357,3,1481.4196870089713,1471.3788827929297,0.9932221744424673,safe,0.499,4.3615931645035744e-05,0.0036951659712940454
1756848358,3,36.13877364135364,26.544019161672985,0.7345024882443336,safe,0.499,1.475401222705841e-05,8.665304630994797e-05
1756848359,3,62.271067607283534,58.08475271897713,0.9327727137310754,safe,0.499,1.3957032933831215e-05,0.00020727794617414474
1756848360,3,0,25.449215524889134,,,0.499,1.5029218047857285e-05,1.9328901544213295e-05
1756848361,3,1749.7695915635843,1233.0000000000011,0.7046642060445223,safe,0.499,1.658196561038494e-05,1.992611214518547e-05
1756848362,3,0,135.08500474399486,,,0.499,8.326955139636993e-06,4.3445033952593803e-05
1756848363,3,2433.90331126774,1314.4751113225743,0.5400687468714226,safe,0.499,1.5224097296595573e-05,4.7835055738687515e-05
1756848364,3,0,2194.611271923286,,,0.499,1.4730961993336678e-05,1.7629005014896393e-05
1756848365,3,13.74868533399161,11.74868533399161,0.8545315460049628,safe,0.499,1.488695852458477e-05,2.9548071324825287e-05
1756848366,3,0,1223.154764429054,,,0.499,1.5333062037825584e-05,0.00010416400618851185
1756848367,3,230.65263931185353,230.65263931185353,1.0,safe,0.499,1.219497062265873e-05,1.4573102816939354e-05
1756848368,3,0,1202.3040323004832,,,0.499,2.566981129348278e-05,0.06721740495413542
1756848369,3,1339.6948053265164,1096.1797554894843,0.8182309516549319,safe,0.499,2.7880072593688965e-05,0.0005669828969985247
1756848370,3,0,1335.0490124740695,,,0.499,3.0877068638801575e-05,0.01204664004035294
1756848371,3,1794.7751154246853,1165.3883084300583,0.6493227471310802,safe,0.499,1.4209887012839317e-05,3.868597559630871e-05
1756848372,3,300.66938346645713,300.6693834664569,0.9999999999999992,safe,0.499,1.6428064554929733e-05,3.078998997807503e-05
1756848373,3,1236.4008189939977,1233.4008189928738,0.9975736023827897,safe,0.499,2.9031885787844658e-05,0.07588601903989911
1756848374,3,334.1111811345211,287.58303417393415,0.8607405271425095,safe,0.499,1.4306977391242981e-05,3.4047989174723625e-05
1756848375,3,2123.4268699829167,1200.5410707746232,0.565379052015237,safe,0.499,3.579794429242611e-05,0.01372320600785315
1756848376,3,0,29.44821367762465,,,0.499,9.818002581596375e-06,1.774495467543602e-05
1756848377,3,0,1454.7478767678979,,,0.499,1.968303695321083e-05,0.0005695540457963943
1756848378,3,0,67.27434153470921,,,0.499,1.9088853150606155e-05,4.069996066391468e-05
1756848379,3,0,74.19878103465692,,,0.499,8.954200893640518e-06,1.9683968275785446e-05
1756848380,3,126.20926442684568,104.30947745937203,0.8264803533486453,safe,0.499,2.492498606443405e-05,0.00328995194286108
1756848381,3,1297.6322346967102,1151.3254450557183,0.8872509593018953,safe,0.499,3.115413710474968e-05,0.001033612061291933
1756848382,3,0,12.286216018335761,,,0.499,1.2845965102314949e-05,1.895008608698845e-05
1756848383,3,1229.0874594105478,1223.0874594099869,0.9951183294934614,safe,0.499,2.952595241367817e-05,0.04505424597300589
1756848384,3,0,157.9267948833974,,,0.499,2.5060027837753296e-05,2.2774096578359604e-05
1756848385,3,4.482804113877123,3.4828041138771226,0.7769253407918572,safe,0.499,1.3771932572126389e-05,1.739896833896637e-05
1756848386,3,516.8569352924851,255.0,0.4933666989603179,safe,0.499,1.4532124623656273e-05,2.280808985233307e-05
1756848387,3,0,74.0,,,0.499,1.4449004083871841e-05,2.57070641964674e-05
1756848388,3,0,14.730538442271019,,,0.499,9.529991075396538e-06,1.5510013327002525e-05
1756848389,3,0,289.0,,,0.499,2.6794150471687317e-05,7.464294321835041e-05
1756848390,3,0,1465.6157837549586,,,0.499,2.1824147552251816e-05,0.0005408029537647963
1756848391,3,0,1322.0,,,0.499,2.698693424463272e-05,0.003992809914052486
1756848392,3,0,337.68557047431284,,,0.499,1.2839213013648987e-05,2.9642833396792412e-05
