seeds,num_tasks,per_jitter,max_reaction_time,final_e2e_max_write,R_write,exceed_write,false_percentage_write,final_e2e_max_read,R_read,exceed_read,false_percentage_read
1753194970,3,0.02,588.6542136467302,610.04,0.9649436326252873,safe,0.03,610.04,0.9649436326252873,safe,0.01
1753194971,3,0.02,2180.4965844426624,2232.1000000000004,0.9768812259498508,safe,0.03,2232.1000000000004,0.9768812259498508,safe,0.01
1753194972,3,0.02,542.2949205505465,545.4000000000001,0.9943067850211705,safe,0.03,545.4000000000001,0.9943067850211705,safe,0.01
1753194973,3,0.02,2043.4479642546503,2050.3,0.9966580326072526,safe,0.03,2050.3,0.9966580326072526,safe,0.01
1753194974,3,0.02,442.2301800635496,454.50000000000006,0.97300369650946,safe,0.03,454.50000000000006,0.97300369650946,safe,0.01
1753194975,3,0.02,257.6952405225329,307.04,0.8392888240051227,safe,0.03,307.04,0.8392888240051227,safe,0.01
1753194976,3,0.02,213.07900323620015,216.14000000000001,0.9858378978264094,safe,0.03,216.14000000000001,0.9858378978264094,safe,0.01
1753194977,3,0.02,212.17282212594978,216.14000000000001,0.9816453323121577,safe,0.03,216.14,0.9816453323121578,safe,0.01
1753194978,3,0.02,2386.0601256259615,2444.2000000000003,0.9762131272506183,safe,0.03,2444.2,0.9762131272506185,safe,0.01
1753194979,3,0.02,2055.045241803804,2064.4400000000005,0.9954492461896706,safe,0.03,2064.4400000000005,0.9954492461896706,safe,0.01
1753194980,3,0.02,2077.002039940899,2082.9772624778934,0.9971314028988073,safe,0.03,2082.9772624778934,0.9971314028988073,safe,0.01
1753194981,3,0.02,6.856578276138606,7.5714355755180085,0.9055849723279862,safe,0.03,7.571435575518008,0.9055849723279863,safe,0.01
1753194982,3,0.02,121.62421016342387,125.24000000000001,0.9711291134096444,safe,0.03,125.24000000000001,0.9711291134096444,safe,0.01
1753194983,3,0.02,2175.596881195641,0,,,0.03,2220.760975507287,0.9796627845996215,safe,0.01
1753194984,3,0.02,43.389975222895146,44.44,0.9763720797231131,safe,0.03,44.440000000000005,0.976372079723113,safe,0.01
1753194985,3,0.02,148.55390207351127,151.5,0.9805538090660809,safe,0.03,151.49999999999997,0.9805538090660811,safe,0.01
1753194986,3,0.02,222.50900568992995,224.22000000000003,0.9923691271515919,safe,0.03,224.22000000000003,0.9923691271515919,safe,0.01
1753194987,3,0.02,2024.4987779720395,2040.2000000000003,0.9923040770375646,safe,0.03,2040.2000000000003,0.9923040770375646,safe,0.01
1753194988,3,0.02,28.302370742691892,32.32000000000001,0.8756921640684371,safe,0.03,32.32,0.8756921640684372,safe,0.01
1753194989,3,0.02,2215.4429457120477,2428.04,0.9124408764732244,safe,0.03,2428.04,0.9124408764732244,safe,0.01
1753194990,3,0.02,123.98662090453536,131.3,0.9443002353734604,safe,0.03,131.3,0.9443002353734604,safe,0.01
1753194991,3,0.02,431.2587417199094,434.30000000000007,0.9929973329954164,safe,0.03,434.30000000000007,0.9929973329954164,safe,0.01
1753194992,3,0.02,274.7259737149972,313.1,0.8774384340945296,safe,0.03,313.1,0.8774384340945296,safe,0.01
1753194993,3,0.02,1975.1360603534704,2026.06,0.9748655322909837,safe,0.03,2026.06,0.9748655322909837,safe,0.01
1753194994,3,0.02,2048.1772177264793,2062.42,0.9930941407310243,safe,0.03,2062.42,0.9930941407310243,safe,0.01
1753194995,3,0.02,488.5306839449768,525.2,0.9301802816926442,safe,0.03,525.2,0.9301802816926442,safe,0.01
1753194996,3,0.02,422.25496355424053,426.22,0.9906972069687966,safe,0.03,426.22,0.9906972069687966,safe,0.01
1753194997,3,0.02,487.6741334132132,507.02000000000004,0.9618439773839557,safe,0.03,507.02000000000004,0.9618439773839557,safe,0.01
1753194998,3,0.02,105.29064805933979,107.06000000000002,0.9834732678809992,safe,0.03,107.06000000000002,0.9834732678809992,safe,0.01
1753194999,3,0.02,306.13388546269107,313.1,0.9777511512701726,safe,0.03,313.1,0.9777511512701726,safe,0.01
1753195000,3,0.02,743.5331192025842,743.6143569084848,0.9998907529082167,safe,0.03,743.6143569084846,0.9998907529082168,safe,0.01
1753195001,3,0.02,434.060630116066,454.50000000000006,0.9550288891442595,safe,0.03,454.50000000000006,0.9550288891442595,safe,0.01
1753195002,3,0.02,2054.0458115483198,2070.5,0.9920530362464718,safe,0.03,2070.5,0.9920530362464718,safe,0.01
1753195003,3,0.02,2296.862967646344,2426.0200000000004,0.9467617610927953,safe,0.03,2426.02,0.9467617610927955,safe,0.01
1753195004,3,0.02,30.685025617518022,34.34,0.8935651024320914,safe,0.03,34.34,0.8935651024320914,safe,0.01
1753195005,3,0.02,2203.8790305891343,2323.0000000000005,0.9487210635338501,safe,0.03,2323.0,0.9487210635338503,safe,0.01
1753195006,3,0.02,262.44918344222606,305.02000000000004,0.8604327042234149,safe,0.03,305.02,0.8604327042234151,safe,0.01
1753194907,3,0.05,3980.0791449020617,4103.269140210128,0.9699775980812806,safe,0.03,4103.269140210128,0.9699775980812806,safe,0.02
1753194908,3,0.05,2215.701151946581,2257.05,0.9816801364376424,safe,0.03,2257.05,0.9816801364376424,safe,0.02
1753194909,3,0.05,756.6667235978675,756.7824511145793,0.9998470795450644,safe,0.03,756.7824511145793,0.9998470795450644,safe,0.02
1753194910,3,0.05,609.5175034230879,635.5,0.9591148755674082,safe,0.03,635.5,0.9591148755674082,safe,0.02
1753194911,3,0.05,2040.6044539644197,2062.3,0.9894799272484214,safe,0.03,2062.3,0.9894799272484214,safe,0.02
1753194912,3,0.05,108.44518854779068,109.74770131007722,0.9881317535881097,safe,0.03,109.74770131007722,0.9881317535881097,safe,0.02
1753194913,3,0.05,1551.9878414083496,2056.15,0.7548028312177368,safe,0.03,2056.1499999999996,0.754802831217737,safe,0.02
1753194914,3,0.05,214.1084962310723,217.3,0.9853129140868491,safe,0.03,217.3,0.9853129140868491,safe,0.02
1753194915,3,0.05,724.3787583318845,724.6736429029047,0.9995930794863203,safe,0.03,724.6736429029047,0.9995930794863203,safe,0.02
1753194916,3,0.05,2243.263175488799,2296.0000000000005,0.9770309997773512,safe,0.03,2296.0,0.9770309997773514,safe,0.02
1753194917,3,0.05,2331.986007172767,2357.4999999999995,0.9891775216003256,safe,0.03,2357.5,0.9891775216003253,safe,0.02
1753194918,3,0.05,216.30691659303545,219.35000000000002,0.9861268137361998,safe,0.03,219.35000000000002,0.9861268137361998,safe,0.02
1753194919,3,0.05,711.0573553158283,820.0000000000001,0.8671431162388149,safe,0.03,820.0,0.867143116238815,safe,0.02
1753194920,3,0.05,44.09751623625107,45.10000000000001,0.9777719786308439,safe,0.03,45.10000000000001,0.9777719786308439,safe,0.02
1753194921,3,0.05,347.8902165330801,396.60374381521314,0.8771733044839087,safe,0.03,396.6037438152131,0.8771733044839088,safe,0.02
1753194922,3,0.05,245.52756363881758,266.5,0.9213041787572892,safe,0.03,266.5,0.9213041787572892,safe,0.02
1753194923,3,0.05,2057.1771187003383,2070.5,0.9935653797152081,safe,0.03,2070.5,0.9935653797152081,safe,0.02
1753194924,3,0.05,604.0830312958547,635.5,0.9505633852019743,safe,0.03,635.5,0.9505633852019743,safe,0.02
1753194925,3,0.05,1664.8315372446375,2257.05,0.7376139373273243,safe,0.03,2257.05,0.7376139373273243,safe,0.02
1753194926,3,0.05,2470.2389104064787,2480.5,0.9958632978861031,safe,0.03,2480.5,0.9958632978861031,safe,0.02
1753194927,3,0.05,38.64274502153626,39.02077609597112,0.9903120564925438,safe,0.03,39.02077609597112,0.9903120564925438,safe,0.02
1753194928,3,0.05,495.63246510082627,514.5500000000001,0.9632347975917329,safe,0.03,514.55,0.9632347975917331,safe,0.02
1753194929,3,0.05,217.3226923411794,227.55,0.9550546795920869,safe,0.03,227.55,0.9550546795920869,safe,0.02
1753194930,3,0.05,43.86116577350258,0,,,0.03,45.06574498594837,0.973270624665777,safe,0.02
1753194931,3,0.05,2282.5508590349837,2357.5000000000005,0.9682082116797384,safe,0.03,2357.5000000000005,0.9682082116797384,safe,0.02
1753194932,3,0.05,214.3269980002733,219.35000000000002,0.9771005151596684,safe,0.03,219.35000000000002,0.9771005151596684,safe,0.02
1753194933,3,0.05,53.45717305867038,55.35000000000001,0.9658025846191576,safe,0.03,55.35000000000001,0.9658025846191576,safe,0.02
1753194934,3,0.05,2273.554505780434,2357.5000000000005,0.9643921551560694,safe,0.03,2357.5000000000005,0.9643921551560694,safe,0.02
1753194935,3,0.05,29.853969604579447,34.85,0.8566418824843457,safe,0.03,34.849999999999994,0.8566418824843458,safe,0.02
1753194936,3,0.05,115.3832621622023,123.00000000000001,0.9380753021317259,safe,0.03,123.00000000000001,0.9380753021317259,safe,0.02
1753194937,3,0.05,2409.231816937041,2462.05,0.9785470713174147,safe,0.03,2462.05,0.9785470713174147,safe,0.02
1753194938,3,0.05,324.8588541855097,348.5,0.9321631397001713,safe,0.03,348.5,0.9321631397001713,safe,0.02
1753194939,3,0.05,15.401397583125004,16.4,0.9391096087271344,safe,0.03,16.4,0.9391096087271344,safe,0.02
1753194940,3,0.05,167.4903361969844,168.2430262467967,0.9955261738533628,safe,0.03,168.24302624679666,0.995526173853363,safe,0.02
1753194941,3,0.05,3341.9384052787645,3343.6724035758525,0.9994814090353966,safe,0.03,3343.6724035758525,0.9994814090353966,safe,0.02
1753194942,3,0.05,112.29806205099248,116.85000000000002,0.9610446046298029,safe,0.03,116.85000000000001,0.961044604629803,safe,0.02
1753194943,3,0.05,413.05224916835016,418.02977096707593,0.9880929011653626,safe,0.03,418.02977096707593,0.9880929011653626,safe,0.02
1753194944,3,0.05,2363.788309210897,2562.5,0.9224539743262037,safe,0.03,2562.5,0.9224539743262037,safe,0.02
1753194945,3,0.05,5.087888176262624,5.088847944395946,0.9998113977576439,safe,0.03,5.088847944395946,0.9998113977576439,safe,0.02
1753194946,3,0.05,587.5104227617744,625.25,0.9396408200908027,safe,0.03,625.25,0.9396408200908027,safe,0.02
1753194947,3,0.05,112.81109827845103,116.85000000000001,0.9654351585661192,safe,0.03,116.85,0.9654351585661193,safe,0.02
1753194948,3,0.05,455.12621213971215,461.25000000000006,0.9867234951538474,safe,0.03,461.2500000000001,0.9867234951538473,safe,0.02
1753194949,3,0.05,453.6345407755434,455.1000000000001,0.9967799182059841,safe,0.03,455.1,0.9967799182059842,safe,0.02
1753194950,3,0.05,2086.136164244249,2101.25,0.9928072167729918,safe,0.03,2101.25,0.9928072167729918,safe,0.02
1753194951,3,0.05,414.53893605396115,424.35,0.9768797833249938,safe,0.03,424.35,0.9768797833249938,safe,0.02
1753194952,3,0.05,4018.191924696297,4056.17986304399,0.9906345527983603,safe,0.03,4056.17986304399,0.9906345527983603,safe,0.02
1753194953,3,0.05,2120.9377922182134,2162.75,0.9806671100303842,safe,0.03,2162.75,0.9806671100303842,safe,0.02
1753194954,3,0.05,55.77464881604055,65.6,0.8502233051225695,safe,0.03,65.6,0.8502233051225695,safe,0.02
1753194955,3,0.05,2263.0252736379734,2296.0,0.9856381853823926,safe,0.03,2296.0,0.9856381853823926,safe,0.02
1753194956,3,0.05,34.60564073253363,0,,,0.03,0,,,0.02
1753194957,3,0.05,444.8770089676281,455.09999999999997,0.9775368248025228,safe,0.03,455.09999999999997,0.9775368248025228,safe,0.02
1753194958,3,0.05,429.96818829305994,440.75000000000006,0.9755375797914008,safe,0.03,440.75000000000006,0.9755375797914008,safe,0.02
1753194959,3,0.05,446.03782818096624,461.25,0.9670196816931518,safe,0.03,461.25,0.9670196816931518,safe,0.02
1753194960,3,0.05,50.45817011624774,55.349999999999994,0.9116200563007724,safe,0.03,55.35000000000001,0.9116200563007721,safe,0.02
1753194961,3,0.05,1986.3665311424277,2156.6000000000004,0.9210639576845161,safe,0.03,2156.6000000000004,0.9210639576845161,safe,0.02
1753194962,3,0.05,149.4711029902378,164.00000000000003,0.9114091645746205,safe,0.03,164.00000000000003,0.9114091645746205,safe,0.02
1753194963,3,0.05,192.08923589692859,192.1447888779196,0.9997108795855696,safe,0.03,192.1447888779196,0.9997108795855696,safe,0.02
1753194964,3,0.05,2067.572085249936,2072.55,0.9975981690429355,safe,0.03,2072.55,0.9975981690429355,safe,0.02
1753194965,3,0.05,502.94687160247395,553.5,0.9086664346928165,safe,0.03,553.5,0.9086664346928165,safe,0.02
1753194966,3,0.05,140.82135735546967,153.75,0.9159112673526483,safe,0.03,153.75,0.9159112673526483,safe,0.02
1753194967,3,0.05,411.9503820010492,418.20000000000005,0.9850559110498546,safe,0.03,418.20000000000005,0.9850559110498546,safe,0.02
1753194968,3,0.05,218.34554768578164,225.50000000000003,0.9682729387396081,safe,0.03,225.5,0.9682729387396082,safe,0.02
1753194969,3,0.05,637.8761333079731,640.7396493873428,0.9955309210502149,safe,0.03,640.7396493873426,0.995530921050215,safe,0.02
1753194970,3,0.05,593.1758306497941,619.1000000000001,0.9581260388463801,safe,0.03,619.1000000000001,0.9581260388463801,safe,0.02
1753194971,3,0.05,2209.690787214553,2265.250000000001,0.9754732533780166,safe,0.03,2265.25,0.9754732533780169,safe,0.02
1753194972,3,0.05,543.0079041677709,553.5,0.9810440906373458,safe,0.03,553.5,0.9810440906373458,safe,0.02
1753194973,3,0.05,2072.505503003893,2080.75,0.9960377282248675,safe,0.03,2080.75,0.9960377282248675,safe,0.02
1753194974,3,0.05,452.1194857198425,461.25000000000006,0.9802048470890893,safe,0.03,461.25000000000006,0.9802048470890893,safe,0.02
1753194975,3,0.05,260.6627598534328,311.6,0.8365300380405417,safe,0.03,311.6,0.8365300380405417,safe,0.02
1753194976,3,0.05,213.22456568290363,219.35000000000002,0.9720746099061026,safe,0.03,219.35,0.9720746099061027,safe,0.02
1753194977,3,0.05,213.20410368744388,219.35,0.9719813252219917,safe,0.03,219.35,0.9719813252219917,safe,0.02
1753194978,3,0.05,2416.119820775588,2480.5,0.9740454830782455,safe,0.03,2480.5,0.9740454830782455,safe,0.02
1753194979,3,0.05,2075.5645426590054,2095.1000000000004,0.9906756444365448,safe,0.03,2095.1000000000004,0.9906756444365448,safe,0.02
1753194980,3,0.05,2105.953872195674,2113.577262477894,0.9963931338505779,safe,0.03,2113.577262477894,0.9963931338505779,safe,0.02
1753194981,3,0.05,6.91820483304015,7.661435575518009,0.9029906686348912,safe,0.03,7.6614355755180075,0.9029906686348914,safe,0.02
1753194982,3,0.05,121.68377655046913,127.10000000000001,0.9573861254954298,safe,0.03,127.1,0.9573861254954299,safe,0.02
1753194983,3,0.05,2205.2855819557244,0,,,0.03,0,,,0.02
1753194984,3,0.05,44.40817570326493,45.1,0.9846602151499985,safe,0.03,45.099999999999994,0.9846602151499986,safe,0.02
1753194985,3,0.05,149.14860769219877,153.75,0.9700722451525123,safe,0.03,153.75,0.9700722451525123,safe,0.02
1753194986,3,0.05,215.62386013265143,227.55000000000004,0.9475889260938316,safe,0.03,227.55,0.9475889260938317,safe,0.02
1753194987,3,0.05,2054.6727712355005,2070.5,0.9923558421808745,safe,0.03,2070.5,0.9923558421808745,safe,0.02
1753194988,3,0.05,28.32902085111823,32.8,0.8636896600950681,safe,0.03,32.8,0.8636896600950681,safe,0.02
1753194989,3,0.05,2223.916977046804,2464.1000000000004,0.9025270796829689,safe,0.03,2464.1000000000004,0.9025270796829689,safe,0.02
1753194990,3,0.05,124.27670441586775,133.25,0.9326581944905648,safe,0.03,133.25,0.9326581944905648,safe,0.02
1753194991,3,0.05,431.54999091042555,440.75000000000006,0.9791264683163369,safe,0.03,440.75000000000006,0.9791264683163369,safe,0.02
1753194992,3,0.05,274.897606678378,317.75,0.8651380225912761,safe,0.03,317.75,0.8651380225912761,safe,0.02
1753194993,3,0.05,1999.3456109104598,2056.15,0.9723734216426134,safe,0.03,2056.15,0.9723734216426134,safe,0.02
1753194994,3,0.05,2087.4054150545853,2093.05,0.9973031772077041,safe,0.03,2093.05,0.9973031772077041,safe,0.02
1753194995,3,0.05,488.83031858468894,533.0,0.9171300536298104,safe,0.03,533.0,0.9171300536298104,safe,0.02
1753194996,3,0.05,419.85429807256315,432.55,0.9706491690499668,safe,0.03,432.55,0.9706491690499668,safe,0.02
1753194997,3,0.05,488.92580910050714,514.55,0.9502007756301762,safe,0.03,514.55,0.9502007756301762,safe,0.02
1753194998,3,0.05,107.34980967447882,108.65000000000003,0.9880332229588475,safe,0.03,108.65,0.9880332229588478,safe,0.02
1753194999,3,0.05,307.6434222844109,317.75000000000006,0.9681933038061711,safe,0.03,317.75000000000006,0.9681933038061711,safe,0.02
1753195000,3,0.05,749.391555082766,749.6143569084848,0.9997027780702632,safe,0.03,749.6143569084846,0.9997027780702633,safe,0.02
1753195001,3,0.05,454.6412316899077,461.25000000000006,0.9856720470241901,safe,0.03,461.25000000000006,0.9856720470241901,safe,0.02
1753195002,3,0.05,2088.070654220671,2101.25,0.9937278544774162,safe,0.03,2101.25,0.9937278544774162,safe,0.02
1753195003,3,0.05,2329.1128757637703,2462.05,0.9460055140081518,safe,0.03,2462.05,0.9460055140081518,safe,0.02
1753195004,3,0.05,30.976694759721454,34.85,0.8888578123306012,safe,0.03,34.85,0.8888578123306012,safe,0.02
1753195005,3,0.05,2233.1929199461447,2357.5,0.9472716521510688,safe,0.03,2357.5,0.9472716521510688,safe,0.02
1753195006,3,0.05,263.44420023210114,309.55000000000007,0.8510554037541628,safe,0.03,309.55000000000007,0.8510554037541628,safe,0.02
1753194907,3,0.1,3986.608806866483,4163.269140210128,0.9575669197944938,safe,0.04,4163.269140210128,0.9575669197944938,safe,0.02
1753194908,3,0.1,2258.7994898569486,2312.1,0.9769471432277794,safe,0.04,2312.1,0.9769471432277794,safe,0.02
1753194909,3,0.1,765.8427205539847,766.7824511145793,0.9987744495727195,safe,0.04,766.7824511145793,0.9987744495727195,safe,0.02
1753194910,3,0.1,614.3527809602817,651.0,0.9437062687561931,safe,0.04,651.0,0.9437062687561931,safe,0.02
1753194911,3,0.1,2052.5657541909427,2112.6000000000004,0.9715827672966687,safe,0.04,2112.6,0.9715827672966689,safe,0.02
1753194912,3,0.1,110.9020870266067,112.34770131007723,0.9871326759104695,safe,0.04,112.34770131007721,0.9871326759104696,safe,0.02
1753194913,3,0.1,1606.6744315620415,2106.3,0.7627946786127529,safe,0.04,2106.3,0.7627946786127529,safe,0.02
1753194914,3,0.1,218.8243921942023,222.60000000000002,0.9830385992551764,safe,0.04,222.6,0.9830385992551766,safe,0.02
1753194915,3,0.1,733.9131583270355,734.6736429029048,0.9989648674847454,safe,0.04,734.6736429029046,0.9989648674847458,safe,0.02
1753194916,3,0.1,2283.912650618542,2352.0000000000005,0.9710512970316929,safe,0.04,2352.0,0.971051297031693,safe,0.02
1753194917,3,0.1,2337.272346495517,2415.0000000000005,0.9678146362300276,safe,0.04,2415.0000000000005,0.9678146362300276,safe,0.02
1753194918,3,0.1,221.56849037558933,224.70000000000002,0.9860635975771666,safe,0.04,224.7,0.9860635975771667,safe,0.02
1753194919,3,0.1,715.0717627169197,840.0000000000001,0.8512759079963329,safe,0.04,840.0000000000001,0.8512759079963329,safe,0.02
1753194920,3,0.1,45.11693847365393,46.20000000000001,0.976557109819349,safe,0.04,46.20000000000001,0.976557109819349,safe,0.02
1753194921,3,0.1,402.51465148359785,404.1037438152132,0.9960676129436158,safe,0.04,404.1037438152132,0.9960676129436158,safe,0.02
