seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,mrt,let,rm
1756736386,3,0,1340.8434140598517,784.9875538551385,0.5854431215635584,safe,0.0,False,False,1284.9875538551398,1747.8099500284898,0.9583427418749892
1756736386,3,0.02,1366.8434140598517,1288.7481045686145,0.9428644798022068,safe,0.0,False,False,1288.9875538551398,1751.8099500284898,0.943039663941123
1756736386,3,0.05,1405.8434140598517,1292.6305713402544,0.9194698061054632,safe,0.0,False,False,1294.9875538551403,1757.8099500284898,0.9211463673009092
1756736386,3,0.1,1470.8434140598517,1299.6113497182077,0.8835823972118108,safe,0.0,False,False,1330.8409676041176,1967.8099500284907,0.9048148530853488
1756736386,3,0.2,1600.8434140598517,1385.7646907795588,0.8656466201557852,safe,0.0,False,False,2861.223680691379,1987.8099500284907,1.7873226422783688
1756736386,3,0.3,1730.8434140598517,1410.1359659072514,0.8147103050758637,safe,0.0,False,False,4662.522335572129,2207.8099500284907,2.6937863342795154
1756736386,3,0.4,1860.8434140598517,1555.8182346191861,0.8360822962663021,safe,0.0,False,False,3990.0825768190634,2227.8099500284907,2.1442333872218695
1756736386,3,0.5,1990.8434140598517,1636.2920082907112,0.821908944086106,safe,0.0,False,False,1597.4012845180237,2447.8099500284907,0.8023741461717994
1756736386,5,0,431.57110430419027,152.77477455911514,0.35399676446232314,safe,0.0,False,False,293.88447153888006,449.3728391379783,0.6809641994282764
1756736386,5,0.02,438.8711043041903,334.5647941783145,0.7623304220694853,safe,0.0,False,False,299.3059804606106,451.3728391379783,0.6819906289687181
1756736386,5,0.05,449.82110430419027,336.1888712863574,0.7473834999502617,safe,0.0,False,False,542.7508064316222,454.3728391379783,1.2065925792236474
1756736386,5,0.1,468.07110430419027,441.2151225298194,0.9426241408037919,safe,0.0,False,False,893.1112059758183,459.3728391379783,1.9080673807101811
1756736386,5,0.2,504.57110430419027,438.7236134217437,0.8694980938846051,safe,0.0,False,False,,,
1756736386,5,0.3,541.0711043041903,468.6693199828287,0.8661880411919812,safe,0.0,False,False,,,
1756736386,5,0.4,0,467.2271681680659,,,1.0,False,False,,,
1756736386,5,0.5,0,445.7294607823319,,,1.0,False,False,,,
1756736386,8,0,1613.2584872237503,549.727503259017,0.3407559963964862,safe,0.0,False,False,757.8068577304431,1661.5132433526762,0.4697367865918063
1756736386,8,0.02,1637.9184872237502,1514.3673040634021,0.9245681734933185,safe,0.0,False,False,1021.7899095355598,1763.5132433526762,0.6238344078205503
1756736386,8,0.05,1674.9084872237502,1513.070495419124,0.9033750243436397,safe,0.0,False,False,,,
1756736386,8,0.1,1736.5584872237503,1555.736298145483,0.8958732513712515,safe,0.0,False,False,,,
1756736386,8,0.2,1859.8584872237502,1616.3451569843157,0.8690688931914751,safe,0.0,False,False,,,
1756736386,8,0.3,1983.1584872237506,1737.4706114304165,0.8761128384966974,safe,0.0,False,False,,,
1756736386,8,0.4,2106.4584872237506,1809.6618619962535,0.8591016025107306,safe,0.0,False,False,,,
1756736386,8,0.5,2229.758487223751,1936.994645517008,0.868701546205903,safe,0.0,False,False,,,
1756736386,10,0,1227.6717817257268,452.4818679399633,0.3685690871740277,safe,0.0,False,False,897.0967524103139,1542.3074791512065,0.7307301232820334
1756736386,10,0.02,1250.5917817257266,1178.8265902386656,0.9426150143190369,safe,0.0,False,False,,,
1756736386,10,0.05,1284.9717817257265,1180.5322389727553,0.9187223064052752,safe,0.0,False,False,,,
1756736386,10,0.1,1342.2717817257267,1271.2308773263203,0.9470741280815196,safe,0.0,False,False,,,
1756736386,10,0.2,1456.8717817257266,1331.4624993793486,0.9139187923608313,safe,0.0,False,True,,,
1756736386,10,0.3,0,1368.7092197305597,,,1.0,False,False,,,
1756736386,10,0.4,0,1489.7760173227734,,,1.0,False,False,,,
1756736386,10,0.5,0,1558.3880655441285,,,1.0,False,False,,,
