seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,mrt,let,rm
1756737094,3,0,1975.5232609710788,1398.8106808589466,0.7080709746598245,safe,0.0,,False,1985.5534102821632,3638.706358017298,1.005077211445313
1756737094,3,0.02,1995.5632609710788,1975.715524995492,0.9900540682604426,safe,0.0,,False,2054.4197813395695,3638.706358017298,1.0294936880827572
1756737094,3,0.05,2025.6232609710787,1989.242500006328,0.9820397199885482,safe,0.0,,False,2133.2676344861547,3638.706358017298,1.0531413592987038
1756737094,3,0.1,2075.723260971079,2054.925058825404,0.9899802625250029,safe,0.0,,False,2276.9129018336935,3638.706358017298,1.0969250789088776
1756737094,3,0.2,2175.923260971079,2117.019326059067,0.9729292222898873,safe,0.0,,False,2619.870411784094,3638.706358017298,1.2040270255739114
1756737094,3,0.3,2276.1232609710787,2159.075834433814,0.9485759718973533,safe,0.0,,False,4636.706358017297,3638.706358017298,2.037106881478425
1756737094,3,0.4,2334.8394840892047,2232.5877550377413,0.9562060990709387,safe,0.0,True,False,5735.953152427634,3638.706358017298,2.4566798666526606
1756737094,3,0.5,0,2366.487305995217,,,1.0,False,False,,,
1756737094,5,0,119.58030530933489,119.3882067343154,0.9983935600889916,safe,0.0,,False,,,
1756737094,5,0.02,120.6203053093349,119.69653221625647,0.9923414793992655,safe,0.0,,False,,,
1756737094,5,0.05,122.1803053093349,121.16182230386335,0.9916640983758146,safe,0.0,,False,,,
1756737094,5,0.1,124.7803053093349,122.05589120719446,0.9781663132223749,safe,0.0,,False,,,
1756737094,5,0.2,137.52467438496467,132.098360488656,0.9605429795011249,safe,0.0,True,False,,,
1756737094,5,0.3,0,174.25728912712725,,,1.0,False,False,,,
1756737094,5,0.4,0,178.25020355801212,,,1.0,False,False,,,
1756737094,5,0.5,0,184.88222654379388,,,1.0,False,False,,,
1756737094,8,0,1091.8801825112303,548.8002797868246,0.5026195076868519,safe,0.0,False,False,455.4481968929291,2128.642571066938,0.4171228713442143
1756737094,8,0.02,1113.5801825112303,1048.835035454632,0.9418585674624778,safe,0.0,False,False,678.6425710669473,2128.642571066938,0.609424073564728
1756737094,8,0.05,1146.1301825112303,1098.7091329400314,0.9586250756722094,safe,0.0,False,False,3578.6425710669564,2128.642571066938,3.1223700637792873
1756737094,8,0.1,1200.3801825112303,1129.2309859123307,0.9407277813850163,safe,0.0,False,False,,,
1756737094,8,0.2,1308.88018251123,1247.311475020666,0.9529607764612665,safe,0.0,False,False,,,
1756737094,8,0.3,1417.3801825112303,1319.8111517147572,0.9311624135850368,safe,0.0,False,False,,,
1756737094,8,0.4,1525.88018251123,1335.9343660199806,0.8755172138230116,safe,0.0,False,False,,,
1756737094,8,0.5,1634.3801825112303,1481.3357204355707,0.9063593258696356,safe,0.0,False,False,,,
1756737094,10,0,451.77450609327855,305.85332914566754,0.6770044015775374,safe,0.0,False,False,,,
1756737094,10,0.02,460.01450609327856,359.7458526218297,0.7820315399986169,safe,0.0,False,False,,,
1756737094,10,0.05,472.3745060932785,365.25405027747956,0.7732298114440449,safe,0.0,False,False,,,
1756737094,10,0.1,492.97450609327853,375.20315760220547,0.7611005294687817,safe,0.0,False,False,,,
1756737094,10,0.2,534.1745060932785,394.12706155885826,0.7378245443447559,safe,0.0,False,True,,,
1756737094,10,0.3,0,412.40394589254265,,,1.0,False,False,,,
1756737094,10,0.4,0,429.73371861524083,,,1.0,False,False,,,
1756737094,10,0.5,0,447.28395387501587,,,1.0,False,False,,,
