num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,false_percentage,adjust
3,0.3,2576.0,2493.2705477362615,0.9678845294007227,0.2,False
3,0.3,2990.0,2794.5927045432036,0.9346463894793323,0.2,False
3,0.3,0,820.0897621019394,,0.2,False
3,0.3,2532.3,2401.022569169876,0.9481588157682249,0.2,False
3,0.3,2426.5,2306.7421483411827,0.9506458472454905,0.2,False
3,0.3,0,840.1916385759835,,0.2,False
3,0.3,86.12895017276583,82.60724450913136,0.9591112435880121,0.2,False
3,0.4,292.79999999999995,264.6473306737967,0.9038501730662457,0.2,False
3,0.4,2524.8,2387.580341194076,0.9456512758214812,0.2,False
3,0.4,129.6,120.98503841978305,0.9335265310168446,0.2,False
3,0.4,2688.0,2597.0517295471363,0.966165077956524,0.2,False
3,0.4,3120.0,2859.9703819380666,0.9166571736980983,0.2,False
3,0.4,0,836.1887060150966,,0.2,False
3,0.4,2642.3999999999996,2538.4014848285765,0.9606424026750594,0.2,False
3,0.4,2532.0,2431.1354455692144,0.9601640780289157,0.2,False
3,0.4,0,846.1304876906847,,0.2,False
3,0.4,88.62895017276583,85.40252519857978,0.9635962632086161,0.2,False
3,0.5,305.0,271.45542596611347,0.890017790052831,0.4,False
3,0.5,2630.0,2479.030883382341,0.9425972940617267,0.4,False
3,0.5,135.0,128.0507604090248,0.9485241511779615,0.4,False
3,0.5,2800.0,2670.3057633167336,0.9536806297559763,0.4,False
3,0.5,0,3004.958031524089,,0.4,False
3,0.5,0,854.9730958034106,,0.4,False
3,0.5,2752.5,2539.284804574152,0.9225376220069581,0.4,False
3,0.5,2637.5,2413.2828032982975,0.9149887405870323,0.4,False
3,0.5,0,853.3843466013369,,0.4,False
3,0.5,0,100.6389590151366,,0.4,False
5,0,289.2185659142258,287.5987313694312,0.9943992719150853,0.1,False
5,0,2544.0,2328.0028069753107,0.9150954429934397,0.1,False
5,0,0,627.709646225803,,0.1,False
5,0,816.5841724774259,720.0998914913922,0.8818440471442018,0.1,False
5,0,2068.0,1562.5035071937743,0.7555626243683629,0.1,False
5,0,708.0,604.5943547253253,0.8539468287080866,0.1,False
5,0,2330.0,2269.657696708079,0.9741020157545404,0.1,False
5,0,719.4196453245775,606.50768403751,0.843051323353666,0.1,False
5,0,144.0,131.89191661474612,0.9159160876024036,0.1,False
5,0,4073.302489987829,4073.302489987829,1.0,0.1,False
5,0.02,290.25856591422576,289.6155275595831,0.9977846016271138,0.1,False
5,0.02,2569.44,2427.8707926366387,0.9449026996686588,0.1,False
5,0.02,0,830.7087999356008,,0.1,False
5,0.02,821.6841724774259,809.0585501315516,0.9846344583858694,0.1,False
5,0.02,2088.68,2060.4358462376194,0.9864775103115937,0.1,False
5,0.02,715.0799999999999,656.4455596362568,0.9180029641945753,0.1,False
5,0.02,2353.3,2279.732452661905,0.9687385597509475,0.1,False
5,0.02,723.7196453245774,716.5308269099032,0.9900668463802028,0.1,False
5,0.02,145.44,131.96202292555245,0.9073296405772308,0.1,False
5,0.02,4093.302489987829,4093.1995983234374,0.9999748634104996,0.1,False
5,0.05,291.81856591422576,291.48510205501225,0.9988572904600198,0.2,False
5,0.05,2607.6,2443.3773187085976,0.9370215212105375,0.2,False
5,0.05,0,834.223469210061,,0.2,False
5,0.05,829.3341724774259,813.203980631037,0.9805504314404361,0.2,False
5,0.05,2119.7,2070.289050031857,0.976689649493729,0.2,False
5,0.05,725.7,659.1193787504781,0.9082532434208048,0.2,False
5,0.05,2388.25,2279.486764646077,0.9544590242420505,0.2,False
5,0.05,730.1696453245775,716.677521298222,0.9815219324539877,0.2,False
5,0.05,147.60000000000002,132.05941381879893,0.89471147573712,0.2,False
5,0.05,0,4116.287010852376,,0.2,False
5,0.1,294.4185659142258,293.7502691411537,0.9977301133473125,0.2,False
5,0.1,2671.2000000000003,2479.973727931507,0.9284118478329989,0.2,False
5,0.1,0,846.1043750472745,,0.2,False
5,0.1,842.0841724774259,819.2770930615318,0.9729159148677556,0.2,False
5,0.1,2171.4,2066.6503766262426,0.9517594071227055,0.2,False
5,0.1,743.4000000000001,663.6713598747019,0.8927513584539977,0.2,False
5,0.1,2446.5,2379.8743561931187,0.9727669553211195,0.2,False
5,0.1,740.9196453245775,730.833075620822,0.9863864188682204,0.2,False
5,0.1,151.2,142.07945702676716,0.93967894858973,0.2,False
5,0.1,0,4162.517000057211,,0.2,False
5,0.2,0,297.757383639997,,0.3,False
5,0.2,2798.4,2571.0271844589242,0.918748993874687,0.3,False
5,0.2,0,862.8026398651637,,0.3,False
5,0.2,867.5841724774259,836.8489876000799,0.9645738294307741,0.3,False
5,0.2,2274.8,2206.261383804265,0.9698704869897418,0.3,False
5,0.2,778.8000000000002,672.813259277118,0.8639101942438596,0.3,False
5,0.2,2563.0,2479.152940206186,0.9672855794795888,0.3,False
5,0.2,762.4196453245775,741.9302871657073,0.973125878530914,0.3,False
5,0.2,158.39999999999998,142.7135487432497,0.9009693733791018,0.3,False
5,0.2,0,4258.599009817233,,0.3,False
5,0.3,0,303.60407833256613,,0.5,False
5,0.3,2925.6000000000004,2645.281534554975,0.904184281704599,0.5,False
5,0.3,0,882.2384173936516,,0.5,False
5,0.3,893.0841724774259,863.35269749344,0.9667092129720423,0.5,False
5,0.3,0,2318.5636429040546,,0.5,False
5,0.3,814.1999999999999,681.9273152969181,0.8375427601288604,0.5,False
5,0.3,2679.5,2571.0460500851914,0.959524556852096,0.5,False
5,0.3,0,845.2415491509018,,0.5,False
5,0.3,165.60000000000002,151.22786466870366,0.9132117431685003,0.5,False
5,0.3,0,4353.8761512986675,,0.5,False
5,0.4,0,307.3485112776252,,0.7,False
5,0.4,3052.7999999999997,2719.337658176142,0.8907683628721641,0.7,False
5,0.4,0,906.863754329097,,0.7,False
5,0.4,918.5841724774259,867.9476092335526,0.9448754237651339,0.7,False
5,0.4,0,2291.4576668315467,,0.7,False
5,0.4,0,788.6032014623233,,0.7,False
5,0.4,2796.0,2641.3436208930507,0.9446865596899323,0.7,False
5,0.4,0,907.8625779584337,,0.7,False
5,0.4,0,158.18984098245528,,0.7,False
5,0.4,0,4453.315594161104,,0.7,False
5,0.5,0,312.1954578198838,,0.8,False
5,0.5,3180.0,2740.948163279517,0.8619333846790933,0.8,False
5,0.5,0,919.4192467591056,,0.8,False
5,0.5,0,867.3826358952372,,0.8,False
5,0.5,0,2346.503026131349,,0.8,False
5,0.5,0,794.01752104966,,0.8,False
5,0.5,2912.5,2718.6684558471316,0.9334483968573842,0.8,False
5,0.5,0,940.0336188089086,,0.8,False
5,0.5,0,160.73182724679145,,0.8,False
5,0.5,0,4557.374631700455,,0.8,False
