num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,false_percentage
3,0,700,636.0,0.9085714285714286,0.0
3,0,304,260.0,0.8552631578947368,0.0
3,0,430,266.0,0.6186046511627907,0.0
3,0,3921,3193.0,0.8143330782963529,0.0
3,0,46,46.0,1.0,0.0
3,0,242,235.0,0.9710743801652892,0.0
3,0,700,592.0,0.8457142857142858,0.0
3,0,114,111.0,0.9736842105263158,0.0
3,0,32,22.0,0.6875,0.0
3,0,224,159.0,0.7098214285714286,0.0
3,0.02,707.0,639.8916852067005,0.9050801770957574,0.0
3,0.02,307.03999999999996,296.71761000847016,0.9663809601630738,0.0
3,0.02,434.3,429.86236231551493,0.9897820914471906,0.0
3,0.02,3941.02,3932.0705494585745,0.9977291537364882,0.0
3,0.02,46.2,46.1899447556043,0.9997823540174091,0.0
3,0.02,244.41999999999996,235.997177480127,0.9655395527376116,0.0
3,0.02,707.0,593.9418734969568,0.8400875155543943,0.0
3,0.02,115.14,111.09116642549998,0.964835560409067,0.0
3,0.02,32.32,30.161108821480667,0.9332026244270009,0.0
3,0.02,226.24,220.81113982149998,0.9760039772873937,0.0
3,0.05,717.5,645.757287356988,0.9000101565951052,0.0
3,0.05,311.6,298.45726655438887,0.957821779699579,0.0
3,0.05,440.75,435.0940393934129,0.987167417795605,0.0
3,0.05,3971.05,3955.2146282190934,0.9960122960474165,0.0
3,0.05,46.5,46.47600645774605,0.9994840098440011,0.0
3,0.05,248.04999999999998,235.96871365236075,0.9512949552604748,0.0
3,0.05,717.5,596.6511931611421,0.8315696071932295,0.0
3,0.05,116.85000000000001,111.1650354090325,0.9513481849296747,0.0
3,0.05,32.8,29.494208393910867,0.899213670546063,0.0
3,0.05,229.6,223.9490231693826,0.9753877315739661,0.0
3,0.1,735.0,653.8474647248804,0.8895883873807897,10.0
3,0.1,319.2,298.79041125718527,0.936060185642811,10.0
3,0.1,451.5,435.8870876667529,0.9654199062386554,10.0
3,0.1,0,3976.428246897737,,10.0
3,0.1,47.0,46.90824884703807,0.9980478478093205,10.0
3,0.1,254.10000000000002,236.9665400724807,0.9325719798208606,10.0
3,0.1,735.0,601.5115968626351,0.818383124983177,10.0
3,0.1,119.69999999999999,116.33310285563857,0.9718722043077576,10.0
3,0.1,33.6,30.537479099549742,0.9088535446294566,10.0
3,0.1,235.2,228.3524238756122,0.9708861559337254,10.0
3,0.2,0,668.8558671687931,,20.0
3,0.2,334.4,303.87191505281044,0.908707879942615,20.0
