seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,adjusted,inserted,run_time_our,run_time_G,finalpercent
1755016037,5,179.60814002488308,154.21216613608755,0.8586034358727997,safe,0.0,,False,3.687600838020444e-05,0.0014841590309515,0.0
1755016038,5,1162.7178058642933,1151.6730563585943,0.9905009199566795,safe,0.0,False,False,4.935998003929853e-05,0.5338080109795555,0.0
1755016039,5,1285.332818866622,1248.8869818087792,0.9716448249644944,safe,0.0,False,False,5.6383025366812944e-05,0.3137823260040022,0.0
1755016040,5,420.87771817600105,274.07673903197895,0.6512027774237423,safe,0.0,False,False,4.576100036501885e-05,0.0003799039986915,0.0
1755016041,5,483.7893994837396,468.711068238153,0.9688328614440976,safe,0.0,,False,4.759494913741946e-05,0.0004795569693669,0.0
1755016042,5,96.3131790512665,84.66224811723401,0.8790307718133692,safe,0.0,False,False,0.0001447710092179,0.0023204809986054,0.0
1755016043,5,504.9617079620553,363.3079051874316,0.7194761492979026,safe,0.0,True,False,0.0013500970089808,0.0030255439924076,0.0
1755016044,5,1295.896095311098,1287.5026517390934,0.99352305821248,safe,0.0,False,False,5.306099774315953e-05,0.0550929470336996,0.0
1755016045,5,239.00702631968585,202.5128534405921,0.8473092049173455,safe,0.0,False,False,4.8784015234559774e-05,0.0002152699744328,0.0
1755016046,5,1212.295221350335,1072.4192850628965,0.8846189163959293,safe,0.0,False,False,4.837801679968834e-05,0.0091699979966506,0.0
1755016047,5,1185.1888776616572,1144.5086919527405,0.965676200244827,safe,0.0,False,False,5.781202344223857e-05,0.1070310209761373,0.0
1755016048,5,146.24872660530303,133.64067401540387,0.9137903427773026,safe,0.0,False,False,5.385198164731264e-05,0.0025018410524353,0.0
1755016049,5,277.5316726527129,267.53167265271287,0.9639680764922516,safe,0.0,False,False,0.0001834760187193,0.0063311170088127,0.0
1755016050,5,320.155053106481,289.70295281392725,0.9048832745350248,safe,0.0,False,False,4.94609703309834e-05,0.0158706749789416,0.0
1755016051,5,153.97002842197287,134.6574696482211,0.8745693628059649,safe,0.0,False,False,5.602301098406315e-05,0.0041803260101005,0.0
1755016052,5,337.75870772677507,261.91128581848324,0.7754390333301266,safe,0.0,False,False,0.0001636300003156,0.022810328984633,0.0
1755016053,5,305.6057736943684,223.96495077615089,0.7328557574966983,safe,0.0,False,False,5.109200719743967e-05,0.0016336980042979,0.0
1755016054,5,622.3415314123007,574.6717231864342,0.9234024955434232,safe,0.0,,False,5.702802445739508e-05,0.0009194419835694,0.0
1755016055,5,1244.173402709167,1191.094753043532,0.9573382218667774,safe,0.0,False,False,0.0001659439876675,0.3347161270212382,0.0
1755016056,5,135.89338871104104,121.70413978197968,0.8955854360271134,safe,0.0,False,False,0.0001583959674462,0.0033767310087569,0.0
1755016057,5,1141.005754766816,1126.1034861942203,0.9869393572202964,safe,0.0,False,False,5.669001257047057e-05,0.019422592013143,0.0
1755016058,5,1147.6147561005628,1137.721072096518,0.9913789153098188,safe,0.0,False,False,6.736803334206343e-05,0.968692246999126,0.0
1755016059,5,1595.891573608175,1285.4432108956908,0.8054702663724286,safe,0.0,False,False,0.0016076150350272,0.0282766830059699,0.0
1755016060,5,116.73603386795496,95.44683756524996,0.817629607608683,safe,0.0,False,False,5.497701931744814e-05,0.0006465999758802,0.0
1755016061,5,336.25650339453614,284.4041219407593,0.8457951565833733,safe,0.0,False,False,5.394098116084933e-05,0.0131558320135809,0.0
1755016062,5,72.01696274666165,57.79522091958833,0.8025223324523976,safe,0.0,False,False,0.0003833679948002,0.0005364719545468,0.0
1755016063,5,46.03903400390232,31.20909444213361,0.6778833465421601,safe,0.0,False,False,0.00015297497157,0.0003018729621544,0.0
1755016064,5,488.8549052107693,373.5717653888588,0.7641771851052486,safe,0.0,False,False,6.03410298936069e-05,0.0009841459686867,0.0
1755016065,5,30.432470272157268,22.46643915627068,0.7382390898718882,safe,0.0,False,False,0.0001526270061731,0.0003619149792939,0.0
1755016066,5,345.13551788762084,324.7325637588601,0.9408842235257744,safe,0.0,False,False,5.3010007832199335e-05,0.0104851319920271,0.0
1755016067,5,1706.7524846911708,1600.688571638478,0.9378563007793806,safe,0.0,False,False,5.7092984206974506e-05,0.0015517880092374,0.0
1755016068,5,2204.865888569255,1348.8561111087722,0.6117633358571526,safe,0.0,True,False,0.0057767340331338,0.838689610012807,0.0
1755016069,5,297.10477079152736,242.5511368753621,0.8163825044921796,safe,0.0,False,False,5.5821030400693417e-05,0.0243018129840493,0.0
1755016070,5,1208.0066525382065,1092.7853587161317,0.9046186595247822,safe,0.0,False,False,0.0001213969662785,0.0201451529865153,0.0
1755016071,5,95.20644145107804,83.29365370718571,0.8748741412626609,safe,0.0,False,False,5.3797964937984943e-05,0.004587368981447,0.0
1755016072,5,192.33351939060296,158.7300355670978,0.8252853484406892,safe,0.0,False,False,5.652703111991286e-05,0.004391883034259,0.0
1755016073,5,1513.9815877352123,1227.8736825120895,0.8110228634608985,safe,0.0,False,False,5.065498407930136e-05,0.0084678050479851,0.0
1755016074,5,177.58540632258695,127.92311507429471,0.720347002173817,safe,0.0,False,False,0.0002071170019917,0.0108777020359411,0.0
1755016075,5,141.2163885974332,134.7855845936822,0.954461347810817,safe,0.0,False,False,5.02769835293293e-05,0.0017134720110334,0.0
1755016076,5,384.3676078806355,277.50696527052565,0.7219832253833024,safe,0.0,False,False,5.05319912917912e-05,0.0025104859960265,0.0
1755016077,5,288.75444750470393,124.83056779767364,0.432306996052901,safe,0.0,True,False,0.0007589790038764,0.0005409209989011,0.0
1755016078,5,288.61829344021936,255.2693538989243,0.8844531330852646,safe,0.0,False,False,5.3123978432267904e-05,0.0049867400084622,0.0
1755016079,5,677.2359006384647,430.9304434513356,0.6363077371490135,safe,0.0,,False,0.0014966549933888,0.0043570340494625,0.0
1755016080,5,1362.698763766959,1357.7587231126568,0.9963748109371976,safe,0.0,,False,0.0001586730359122,1.0910617969930172,0.0
1755016081,5,139.9190130223878,111.72860357880448,0.7985233826722841,safe,0.0,False,False,5.347898695617914e-05,0.0080869910307228,0.0
1755016082,5,285.7915318520236,262.3462404031536,0.9179636593955856,safe,0.0,False,False,4.965194966644049e-05,0.0017552039935253,0.0
1755016083,5,127.22200558176672,118.71101586621054,0.9331012769635512,safe,0.0,False,False,0.0001686789910309,0.0040464400080963,0.0
