seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016077,10,0.0,1776.949784552835,,,0.702,5.748799958382733e-05,2.3922995649991208,0.7155
1755016078,10,0.0,1257.3508879333324,,,0.702,0.0001367920012853,2.095720170000277,0.7155
1755016079,10,0.0,377.3411111991413,,,0.702,0.0001563669975439,0.0854056059979484,0.7155
1755016080,10,1881.131573723046,1632.530075676791,0.8678447050068726,safe,0.702,0.0001288530002057,0.0492635480004537,0.7155
1755016081,10,0.0,1155.939653422989,,,0.702,0.0001075920008588,1.177246685998398,0.7155
1755016082,10,0.0,1627.6675250318008,,,0.702,7.007000021985732e-05,0.5565936060011154,0.7155
1755016083,10,0.0,1507.9121107050346,,,0.702,0.0001037270012602,0.3387768400025379,0.7155
1755016084,10,1550.760122456985,1424.3415761137576,0.9184796252415022,safe,0.702,0.0001242549988091,0.3435020379984053,0.7155
1755016085,10,0.0,1203.5728394168214,,,0.702,5.4124997404869646e-05,1.374896893998084,0.7155
1755016086,10,1563.3944107328944,1333.2475854001143,0.8527902979869996,safe,0.702,0.0001363769988529,0.4957198340016475,0.7155
1755016087,10,0.0,1155.7450000713386,,,0.702,5.538999903365038e-05,0.1371565250010462,0.7155
1755016088,10,1471.3198933770163,1389.911600022953,0.9446698887709508,safe,0.702,0.000134653000714,0.977153580999584,0.7155
1755016089,10,0.0,513.7852737055995,,,0.702,0.0001191219998872,0.0399047329992754,0.7155
1755016090,10,0.0,1317.881725432885,,,0.702,0.0001024730008793,1.8419186800019816,0.7155
1755016091,10,1221.7283725194677,1194.7749044874531,0.9779382482732798,safe,0.702,0.0001241230020241,2.1583185240015155,0.7155
1755016092,10,0.0,3016.884560230151,,,0.702,0.0001047609985107,0.0779079599997203,0.7155
1755016093,10,0.0,350.3132502775759,,,0.702,0.0001272629997401,0.0280140340000798,0.7155
1755016094,10,1562.0566586429682,1356.1486177913205,0.8681814518619768,safe,0.702,0.0001221810016431,0.4859828379994724,0.7155
1755016095,10,0.0,1203.9367498449642,,,0.702,6.708000000799075e-05,0.4906094420002773,0.7155
1755016096,10,0.0,1237.0713820644064,,,0.702,8.714399882592261e-05,0.9401399119997222,0.7155
1755016097,10,0.0,1174.8890158274016,,,0.702,6.357800157275051e-05,3.1945155289977265,0.7155
1755016098,10,3291.244798267315,3271.822758728351,0.994098877254834,safe,0.702,0.0001097029999073,0.0246771339989209,0.7155
1755016099,10,452.0893398354868,306.87407179242643,0.6787907715410775,safe,0.702,9.536499783280306e-05,0.0261545790017407,0.7155
1755016100,10,0.0,1080.7098709998804,,,0.702,0.000104711001768,0.9876226220003446,0.7155
1755016101,10,0.0,1357.365855866955,,,0.702,6.380600098054856e-05,1.42693089200111,0.7155
1755016102,10,1642.748973047144,1496.7122687029191,0.9111022397577028,safe,0.702,0.0001306789999944,0.2978506050021678,0.7155
1755016103,10,0.0,1072.5696700524056,,,0.702,5.9285001043463126e-05,2.932131636000122,0.7155
1755016104,10,0.0,1188.7397285672096,,,0.702,7.63040006859228e-05,0.2358181899980991,0.7155
1755016105,10,0.0,1955.481762279149,,,0.702,5.138699998497032e-05,1.8483370180001657,0.7155
1755016106,10,0.0,1434.8972834327242,,,0.702,0.0001772270006767,0.4412857499992242,0.7155
1755016107,10,0.0,1141.5395954239189,,,0.702,6.161100100143813e-05,2.226463895000052,0.7155
1755016108,10,1642.6313500929757,1517.1495667640909,0.923609284991558,safe,0.702,0.0001167479967989,0.1878072350009461,0.7155
1755016109,10,0.0,1513.1267778971842,,,0.702,0.0001066000004357,0.435711235000781,0.7155
1755016110,10,0.0,1078.94690663577,,,0.702,6.571799895027652e-05,4.809780907999084,0.7155
1755016111,10,2044.3242878315336,2020.589303943544,0.9883898146545202,safe,0.702,0.000125880997075,1.1479350059998978,0.7155
1755016112,10,0.0,1399.2177216144005,,,0.702,0.0001033009975799,1.7544429789995777,0.7155
1755016113,10,2010.4952727520983,1984.9289210350853,0.9872835554186524,safe,0.702,0.000144730998727,1.699142686000414,0.7155
1755016114,10,0.0,295.37422224414166,,,0.702,5.542800136026926e-05,0.1223551099974429,0.7155
1755016115,10,665.8418428062189,514.2260778153125,0.772294627276779,safe,0.702,0.0001224309999088,0.0189796019985806,0.7155
1755016116,10,0.0,1488.393139777842,,,0.702,0.0001044309974531,2.2650265829979617,0.7155
1755016117,10,0.0,255.9221732648964,,,0.702,0.0001700659995549,0.0523995299990929,0.7155
1755016118,10,1432.1623733664064,1287.978082301434,0.8993240614707281,safe,0.702,0.0001114219994633,0.0879245920004905,0.7155
1755016119,10,0.0,1252.6257359213496,,,0.702,0.0001278210002055,0.0902939499974309,0.7155
1755016120,10,282.98262705422235,265.33009801578737,0.937619742871874,safe,0.702,0.0001332440006081,0.0720005639996088,0.7155
1755016121,10,2049.73977825064,1795.68838735929,0.8760567592105906,safe,0.702,0.0001157259976025,0.2668660200033628,0.7155
1755016122,10,0.0,1314.443736112299,,,0.702,9.743600094225258e-05,0.960924596998666,0.7155
1755016123,10,0.0,749.4299145688195,,,0.702,5.398299981607124e-05,0.0853458450001198,0.7155
1755016124,10,0.0,1309.3734058719697,,,0.702,0.0001870499982032,0.3961533410001721,0.7155
1755016125,10,0.0,206.5708654206728,,,0.702,0.0001171930016425,0.0048060020017146,0.7155
1755016126,10,1036.114473162877,919.1604486734192,0.8871224874096776,safe,0.702,0.0001274349997402,0.0204138810004224,0.7155
1755016127,10,0.0,172.9837394227265,,,0.702,5.965799937257543e-05,0.044145877000119,0.7155
1755016128,10,1563.5920617215838,1243.7795916546163,0.7954629740734039,safe,0.702,0.0001146469985542,0.3776265109991072,0.7155
1755016129,10,0.0,1310.751687620707,,,0.702,7.529600043199025e-05,1.267774787000235,0.7155
1755016130,10,0.0,1277.531152553392,,,0.702,6.536999717354774e-05,2.8015611869996064,0.7155
1755016131,10,0.0,1661.8075920747283,,,0.702,6.874999962747097e-05,2.04860263700175,0.7155
1755016132,10,1572.3173757666927,1410.0932436292726,0.8968248175351261,safe,0.702,0.0001334619992121,0.9223088629987616,0.7155
1755016133,10,2459.78159618629,2361.849666535487,0.960186737797112,safe,0.702,0.0001388989985571,0.1146070799986773,0.7155
1755016134,10,0.0,339.0885224186692,,,0.702,9.888799831969664e-05,0.031130008999753,0.7155
1755016135,10,1554.296983391284,1327.3627354065088,0.8539955681509254,safe,0.702,0.0001392439990013,0.2807886709997547,0.7155
1755016136,10,0.0,288.2422217009667,,,0.702,5.3587998991133645e-05,0.1127956170021207,0.7155
1755016137,10,0.0,1988.4737584628297,,,0.702,6.225199831533246e-05,0.3098296520001895,0.7155
1755016138,10,0.0,264.8705756788404,,,0.702,5.059400064055808e-05,0.0151303999991796,0.7155
1755016139,10,0.0,1399.8197282354945,,,0.702,5.993100057821721e-05,2.2394855319980707,0.7155
1755016140,10,0.0,1818.201433169596,,,0.702,0.0001064120006049,0.9662496149976504,0.7155
1755016141,10,0.0,297.3493400433028,,,0.702,7.258699770318344e-05,0.0504129559994908,0.7155
1755016142,10,706.5625328003212,570.8569247532986,0.8079354597119944,safe,0.702,0.0001072140003088,0.0218196429996169,0.7155
1755016143,10,0.0,1390.8789817933846,,,0.702,5.3189000027487054e-05,1.684116181997524,0.7155
1755016144,10,0.0,217.76061673358925,,,0.702,7.743300011497922e-05,0.1146174559980863,0.7155
1755016145,10,1504.910258652881,1323.5909504705676,0.8795148699799407,safe,0.702,0.0001334110020252,0.2806495959994208,0.7155
1755016146,10,0.0,1655.7800868052427,,,0.702,6.492999818874523e-05,3.5438166839994665,0.7155
1755016147,10,0.0,141.94012154760412,,,0.702,6.493699765997007e-05,0.024522830000933,0.7155
1755016148,10,0.0,466.62636844592913,,,0.702,5.6660999689484015e-05,0.0978157540012034,0.7155
1755016149,10,0.0,494.0824321668576,,,0.702,5.685499854735099e-05,0.0052572149979823,0.7155
1755016150,10,0.0,2331.5391445725645,,,0.702,5.564599996432662e-05,1.956623663001665,0.7155
1755016151,10,1499.4250016352182,1438.9953158543365,0.9596980937926344,safe,0.702,0.0001391810001223,0.525917696999386,0.7155
1755016152,10,0.0,2634.556443984972,,,0.702,6.674299947917461e-05,1.388786875999358,0.7155
1755016153,10,0.0,1382.7698193001495,,,0.702,0.0001394869977957,1.2104621739999857,0.7155
1755016154,10,0.0,445.47860877697246,,,0.702,5.450199751066975e-05,0.0397381949987902,0.7155
1755016155,10,2718.050899530648,2472.8861498706647,0.9098012661564514,safe,0.702,0.0001155219979409,0.2404011819999141,0.7155
1755016156,10,0.0,2000.3062430334755,,,0.702,5.578399941441603e-05,1.3113127019969395,0.7155
1755016157,10,1231.0877318801615,1131.2751087906258,0.918923224962125,safe,0.702,0.0001193169991893,1.4650431529989874,0.7155
1755016158,10,0.0,1358.3095094826042,,,0.702,8.346599861397408e-05,1.4587842990003992,0.7155
1755016159,10,0.0,1295.0817074886822,,,0.702,6.165499871713109e-05,1.7285779289995844,0.7155
1755016160,10,0.0,1155.5830484968187,,,0.702,6.394199954229407e-05,2.887745783002174,0.7155
1755016161,10,0.0,559.6648907592964,,,0.702,0.0001073509993148,0.084392304001085,0.7155
1755016162,10,0.0,1221.86746250643,,,0.702,0.0001118069994845,1.184466654001881,0.7155
1755016163,10,0.0,1257.9867129935649,,,0.702,9.68750027823262e-05,0.8076510959981533,0.7155
1755016164,10,0.0,2082.154768145579,,,0.702,7.556800119346008e-05,1.6376219779995154,0.7155
1755016165,10,0.0,1281.666445352868,,,0.702,5.934399814577773e-05,0.613280270001269,0.7155
1755016166,10,0.0,375.6898914189297,,,0.702,6.652600131928921e-05,0.087558931998501,0.7155
1755016167,10,0.0,1279.1972430822989,,,0.702,8.546100070816465e-05,0.0588862690019595,0.7155
1755016168,10,0.0,1854.14386977899,,,0.702,0.000110835997475,0.0048765630017442,0.7155
1755016169,10,198.7052294477927,141.94782677363807,0.7143638200570512,safe,0.702,0.0001072279992513,0.0093419580007321,0.7155
1755016170,10,0.0,1499.989163973518,,,0.702,7.137200009310618e-05,1.179692834000889,0.7155
1755016171,10,0.0,1138.4123190936502,,,0.702,0.0001761679995979,1.0291595080016125,0.7155
1755016172,10,0.0,128.99538210684116,,,0.702,7.486500180675648e-05,0.0271789669968711,0.7155
1755016173,10,0.0,1272.6064193983927,,,0.702,7.386300057987683e-05,0.5218261099980737,0.7155
1755016174,10,0.0,1250.5047258594489,,,0.702,0.0001373150007566,1.0045432509978127,0.7155
1755016175,10,0.0,1195.481194547666,,,0.702,9.81760022114031e-05,1.9854410139996617,0.7155
1755016176,10,0.0,2063.066329917202,,,0.702,0.0001301560005231,1.2625137350005389,0.7155
1755016177,10,0.0,136.93298213500526,,,0.702,8.037500083446503e-05,0.0078447890009556,0.7155
1755016178,10,0.0,1343.8068664838725,,,0.702,5.791399962618016e-05,1.7756858079992526,0.7155
1755016179,10,0.0,328.2349204271367,,,0.702,9.712099927128293e-05,0.1357193490002828,0.7155
1755016180,10,0.0,1269.58562462815,,,0.702,8.743099897401407e-05,2.145941932001733,0.7155
1755016181,10,0.0,1151.0853665388263,,,0.702,8.61469998199027e-05,1.0065796299968497,0.7155
1755016182,10,2165.667856913705,2048.3979150691,0.9458504491026952,safe,0.702,0.0001279159987461,0.5089596770012577,0.7155
1755016183,10,0.0,1444.982540943578,,,0.702,7.379499948001467e-05,0.4834721070001251,0.7155
1755016184,10,0.0,1468.9954171893216,,,0.702,0.000108997002826,2.807261373000074,0.7155
1755016185,10,0.0,2295.9875608016064,,,0.702,6.633199882344343e-05,2.917126187003305,0.7155
1755016186,10,0.0,1221.330958035122,,,0.702,9.157200111076236e-05,1.785204084997531,0.7155
1755016187,10,0.0,3188.712911817254,,,0.702,0.0001046640027198,0.2673853679989406,0.7155
1755016188,10,0.0,281.6304091148911,,,0.702,7.140500019886531e-05,0.0503352880004968,0.7155
1755016189,10,0.0,1255.7050460877515,,,0.702,6.152800051495433e-05,3.4806631930005096,0.7155
1755016190,10,1252.5227811988211,1143.913225644668,0.9132873611686324,safe,0.702,0.0001333290019829,0.3825171550015511,0.7155
1755016191,10,0.0,1239.4165302314962,,,0.702,6.685599873890169e-05,1.3940496559989697,0.7155
1755016192,10,0.0,184.5405977608064,,,0.702,8.170600267476402e-05,0.0039479380029661,0.7155
1755016193,10,0.0,1338.9945521752502,,,0.702,0.0031110769996303,0.5191874880001706,0.7155
1755016194,10,0.0,1299.435571737006,,,0.702,6.186199971125461e-05,1.5259053740010131,0.7155
1755016195,10,1400.223710053255,1245.812370760113,0.8897238075712421,safe,0.702,0.0001145179994637,0.131991148002271,0.7155
1755016196,10,0.0,1200.6722445872051,,,0.702,0.0001130910022766,0.2072330779992626,0.7155
1755016197,10,1526.3997277743097,1380.8374950710038,0.9046368850474348,safe,0.702,0.0001176290024886,0.7756028240000887,0.7155
1755016198,10,0.0,218.56852076851524,,,0.702,5.470399992191233e-05,0.0753475359997537,0.7155
1755016199,10,2004.9975783741445,1979.0318948287843,0.9870495187498352,safe,0.702,0.0001260749995708,0.0292229749975376,0.7155
1755016200,10,0.0,1309.2057940514403,,,0.702,0.0001243020014953,1.6970134650000546,0.7155
1755016201,10,0.0,1461.740603846985,,,0.702,8.691200127941556e-05,1.0646555589992204,0.7155
1755016202,10,0.0,1357.6752991271503,,,0.702,7.175499922595918e-05,0.6960495329985861,0.7155
1755016203,10,514.2526681502062,381.3662300974785,0.741593099495765,safe,0.702,9.76230003288947e-05,0.0217024550001951,0.7155
1755016204,10,2293.1265256789184,2243.948765409402,0.9785542752574646,safe,0.702,0.0001223069994011,0.0207176520016219,0.7155
1755016205,10,3465.632906647398,3298.2650423590167,0.9517064072287188,safe,0.702,0.0001359590023639,0.8175813119996747,0.7155
1755016206,10,0.0,1150.644792573893,,,0.702,9.09709997358732e-05,0.8332276910005021,0.7155
1755016207,10,0.0,4097.681813131663,,,0.702,8.13389997347258e-05,0.9892448730024626,0.7155
1755016208,10,1805.304459883078,1565.263762720318,0.8670358920077634,safe,0.702,0.0001349839985778,0.2867901630015694,0.7155
1755016209,10,0.0,1311.6516890484068,,,0.702,9.261900049750692e-05,0.9304499399986526,0.7155
1755016210,10,0.0,1293.6521332277955,,,0.702,5.869199958397076e-05,4.5352890380017925,0.7155
1755016211,10,1645.226978521583,1448.1818057985524,0.8802322261332614,safe,0.702,0.0001393649981764,0.7817097009974532,0.7155
1755016212,10,0.0,1344.6493659101016,,,0.702,5.967299875919707e-05,1.3833658520015888,0.7155
1755016213,10,0.0,1349.117884293633,,,0.702,8.093699943856336e-05,0.495935222999833,0.7155
1755016214,10,0.0,1094.6170560399669,,,0.702,0.0054909009995753,0.1925558210023155,0.7155
1755016215,10,2354.6195133298893,2108.0859837129,0.8952979331814237,safe,0.702,0.0001336599998467,0.0661411660003068,0.7155
1755016216,10,2368.573943626221,2236.99397450492,0.9444475991659962,safe,0.702,0.0001430980009899,0.4150167699990561,0.7155
1755016217,10,0.0,1499.4062267797012,,,0.702,8.3427999925334e-05,2.161100843000895,0.7155
1755016218,10,0.0,1224.301424359126,,,0.702,9.721500100567936e-05,0.5336764460007544,0.7155
1755016219,10,0.0,491.8199077606268,,,0.702,5.291799971018918e-05,0.0964091759997245,0.7155
1755016220,10,0.0,1981.2828732366552,,,0.702,5.528100155061111e-05,0.3910460910010442,0.7155
1755016221,10,2533.3089245201213,2291.710916006956,0.9046314461790598,safe,0.702,0.0001440579981135,0.5561823880016163,0.7155
1755016222,10,0.0,1152.670720926526,,,0.702,0.0001115179984481,0.7097334589998354,0.7155
1755016223,10,0.0,1064.8172483699368,,,0.702,0.000171962998138,1.895164826997643,0.7155
1755016224,10,1645.2666736017982,1325.3920431548693,0.8055788550395523,safe,0.702,0.0001329240003542,0.2139546680009516,0.7155
1755016225,10,1417.6158614435712,1338.8145990500775,0.9444128239978568,safe,0.702,0.0001304489996982,0.7655460459973256,0.7155
1755016226,10,0.0,1195.8778881910882,,,0.702,8.910999895306304e-05,1.0507295730021724,0.7155
1755016227,10,0.0,1559.4992887974045,,,0.702,0.0001347059987892,0.0305383929990057,0.7155
1755016228,10,0.0,339.83705661517666,,,0.702,0.000108543998067,0.0073356360007892,0.7155
1755016229,10,1564.122359755655,1359.8733092140808,0.8694161941566504,safe,0.702,0.0001307349994021,0.4525308049996965,0.7155
1755016230,10,0.0,1398.9141052623452,,,0.702,0.0001036590001604,0.2640706929996668,0.7155
1755016231,10,0.0,1385.4433836638837,,,0.702,8.859899753588252e-05,0.7453802240015648,0.7155
1755016232,10,0.0,2206.316184413307,,,0.702,5.074100045021624e-05,0.1933548689994495,0.7155
1755016233,10,1510.1637394962872,1254.5367896242992,0.8307289844230719,safe,0.702,0.0001215920019603,0.701954209998803,0.7155
1755016234,10,1377.3566827756165,1307.5910191377664,0.9493481503300512,safe,0.702,0.0001219059995491,0.4028752939993865,0.7155
1755016235,10,0.0,463.6116809693525,,,0.702,5.654999768012203e-05,0.0147316719994705,0.7155
1755016236,10,1242.7102256465157,1142.0894336609713,0.9190311708160308,safe,0.702,0.0001233369985129,0.7111277959993458,0.7155
1755016237,10,0.0,1934.1608367007043,,,0.702,6.252700040931813e-05,0.429020309002226,0.7155
1755016238,10,1630.1139701833713,1425.6109226466272,0.8745467793802543,safe,0.702,0.0001146449976658,0.459258310002042,0.7155
1755016239,10,1440.8322293498368,1308.3075677642014,0.9080221424215116,safe,0.702,8.382400119444355e-05,0.5604948820000573,0.7155
1755016240,10,0.0,1671.291674828363,,,0.702,9.04689986782614e-05,0.5317562749987701,0.7155
1755016241,10,0.0,325.6880670667614,,,0.702,0.0001038029986375,0.012646606999624,0.7155
1755016242,10,1521.6347435050538,1185.245885133797,0.7789292996843696,safe,0.702,0.0001232139984495,0.3697049340007652,0.7155
1755016243,10,3530.4006960466154,3442.952051781253,0.9752298246589154,safe,0.702,0.0001312160020461,0.7201330560019414,0.7155
1755016244,10,0.0,1203.1965400166744,,,0.702,7.132600148906931e-05,0.9849754010028846,0.7155
1755016245,10,0.0,1227.7346056231838,,,0.702,3.618399932747707e-05,1.11139236300005,0.7155
1755016246,10,0.0,542.767992670902,,,0.702,5.804399916087277e-05,0.0531316230008087,0.7155
1755016247,10,0.0,319.8859599646456,,,0.702,3.675699917948805e-05,0.0382242660016345,0.7155
1755016248,10,0.0,576.7289047545798,,,0.702,7.711800208198838e-05,0.0058211209980072,0.7155
1755016249,10,1405.8900679715111,1345.830009960899,0.957279691080491,safe,0.702,0.0001149700001406,0.6545004850013356,0.7155
1755016250,10,0.0,139.63924841148378,,,0.702,5.742000212194398e-05,0.0237175380025291,0.7155
1755016251,10,0.0,1153.536844287844,,,0.702,6.224499884410761e-05,0.8526327719991968,0.7155
1755016252,10,1934.6293665396888,1778.641939411246,0.919370898722868,safe,0.702,0.0001236630014318,0.4878725689995917,0.7155
1755016253,10,0.0,150.3427038147862,,,0.702,4.22609991801437e-05,0.0074380779988132,0.7155
1755016254,10,324.3365627736002,263.4414149345654,0.8122470457284151,safe,0.702,6.958499943721108e-05,0.0026958970011037,0.7155
1755016255,10,0.0,409.7550775082835,,,0.702,3.488800211925991e-05,0.053354670999397,0.7155
1755016256,10,2404.531869654124,2209.0781707222864,0.918714448579984,safe,0.702,0.0001215119991684,0.3170344019999902,0.7155
1755016257,10,0.0,1666.5486424934406,,,0.702,6.57519995002076e-05,0.3137017899971397,0.7155
1755016258,10,0.0,1536.510049806824,,,0.702,5.162999877939001e-05,0.634992079998483,0.7155
1755016259,10,0.0,1360.835434532794,,,0.702,4.8472000344190747e-05,0.3010330770011933,0.7155
1755016260,10,1542.0935527247652,1387.3931467723678,0.899681568813349,safe,0.702,6.795000081183389e-05,0.0152689180031302,0.7155
1755016261,10,0.0,468.52465563025487,,,0.702,3.296199793112464e-05,0.0210187859993311,0.7155
1755016262,10,0.0,1547.6502004722738,,,0.702,3.50459995388519e-05,1.1449283760011897,0.7155
1755016263,10,3424.845793385164,3188.478874304055,0.9309846535170624,safe,0.702,8.103000072878785e-05,0.1169748110005457,0.7155
1755016264,10,0.0,1123.4096040750946,,,0.702,4.401200203574263e-05,0.3849251050014572,0.7155
1755016265,10,0.0,1385.9333010282803,,,0.702,3.9950002246769145e-05,1.0191517990024297,0.7155
1755016266,10,0.0,314.6033829560234,,,0.702,5.457299994304776e-05,0.0014637309977842,0.7155
1755016267,10,0.0,1262.412231502749,,,0.702,3.389799894648604e-05,0.2201928540016524,0.7155
1755016268,10,0.0,1189.590889910528,,,0.702,5.183200119063258e-05,0.4311771640022925,0.7155
1755016269,10,0.0,1291.9595927885546,,,0.702,7.60020011512097e-05,0.1834521150012733,0.7155
1755016270,10,0.0,1618.5931863445185,,,0.702,6.154400034574792e-05,0.2399497200021869,0.7155
1755016271,10,0.0,1253.255385560836,,,0.702,3.179999839630909e-05,0.6746811600023648,0.7155
1755016272,10,0.0,136.95102556826333,,,0.702,3.178300175932236e-05,0.0075309249987185,0.7155
1755016273,10,199.1475676460203,178.13578083118549,0.8944913710812541,safe,0.702,7.207299859146588e-05,0.0038349069982359,0.7155
1755016274,10,588.2109884723011,544.7892719131327,0.9261800316380638,safe,0.702,7.202699998742901e-05,0.0222876650004764,0.7155
1755016275,10,0.0,1338.3113096569357,,,0.702,7.760100197629072e-05,0.3433434309990844,0.7155
1755016276,10,0.0,1379.8987379545088,,,0.702,6.77800017001573e-05,0.3309478240007593,0.7155
1755016277,10,151.40779036624133,136.303762894747,0.9002427323259979,safe,0.702,7.225000081234612e-05,0.0096430609992239,0.7155
1755016278,10,0.0,1195.67777368594,,,0.702,7.526500121457502e-05,0.3164773499993316,0.7155
1755016279,10,0.0,1117.505184330992,,,0.702,5.485600195243023e-05,0.0817264700017403,0.7155
1755016280,10,0.0,503.5438448666262,,,0.702,3.756699879886583e-05,0.0508168950000254,0.7155
1755016281,10,0.0,362.7469031817722,,,0.702,4.865899973083288e-05,0.0105099489992426,0.7155
1755016282,10,0.0,203.82870809968043,,,0.702,3.37269993906375e-05,0.0052243969985283,0.7155
1755016283,10,0.0,1357.781829061955,,,0.702,7.340899901464581e-05,0.2816350559987768,0.7155
1755016284,10,1441.5295482032063,1369.9232065190188,0.9503261367250908,safe,0.702,0.0001303179997194,0.1099682380008744,0.7155
1755016285,10,1752.6197680673388,1596.7998278039568,0.9110931286395286,safe,0.702,7.23530029063113e-05,0.5701838780005346,0.7155
1755016286,10,1532.033034587931,1455.7197808455892,0.9501882452796668,safe,0.702,8.976999743026681e-05,0.1063438380006118,0.7155
1755016287,10,1923.43415111592,1668.921459707463,0.8676779804180998,safe,0.702,7.935600297059864e-05,0.1334906720003346,0.7155
1755016288,10,0.0,1999.6815918424747,,,0.702,3.1302999559557065e-05,0.8629049840019434,0.7155
1755016289,10,0.0,1927.8474201545623,,,0.702,6.667900015600026e-05,0.0103783400008978,0.7155
1755016290,10,1639.009995480934,1474.0542157742552,0.8993564528822315,safe,0.702,6.994499926804565e-05,0.085063539998373,0.7155
1755016291,10,1829.9489476691256,1611.6930841974722,0.8807311735392105,safe,0.702,7.383699994534254e-05,0.0544610420001845,0.7155
1755016292,10,0.0,1463.8966153094202,,,0.702,5.058500028098933e-05,0.4956531049974728,0.7155
1755016293,10,0.0,1436.7785119796415,,,0.702,5.23429989698343e-05,0.1415827310011082,0.7155
