seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016108,3,510,455,0.8921568627450981,safe,0.0,2.97759997920366e-05,0.0002897550002671,0.0
1755016109,3,2600,2400,0.9230769230769232,safe,0.0,3.539700082910713e-05,9.05519991647452e-05,0.0
1755016110,3,304,252,0.8289473684210527,safe,0.0,2.9744000130449425e-05,0.0003135730003123,0.0
1755016111,3,170,160,0.9411764705882352,safe,0.0,2.662400038389024e-05,7.452200043189805e-05,0.0
1755016112,3,620,510,0.8225806451612904,safe,0.0,2.7946998670813628e-05,0.0001810989997466,0.0
1755016113,3,2240,2120,0.9464285714285714,safe,0.0,3.333099994051736e-05,0.0005488879996846,0.0
1755016114,3,160,140,0.875,safe,0.0,2.6706999051384628e-05,0.0001040679999277,0.0
1755016115,3,304,252,0.8289473684210527,safe,0.0,2.988900087075308e-05,0.0003122769994661,0.0
1755016116,3,122,111,0.9098360655737704,safe,0.0,3.119999928458128e-05,0.0003166960013913,0.0
1755016117,3,212,206,0.9716981132075472,safe,0.0,4.405100116855465e-05,0.0011855559987452,0.0
1755016118,3,260,230,0.8846153846153846,safe,0.0,3.4347000109846704e-05,0.0001314019991696,0.0
1755016119,3,2012,2006,0.9970178926441352,safe,0.0,3.351200030010659e-05,0.0534237399988342,0.0
1755016120,3,2014,2008,0.997020854021847,safe,0.0,3.483299951767549e-05,0.0260301710004569,0.0
1755016121,3,400,300,0.75,safe,0.0,3.072700019401964e-05,8.807699850876816e-05,0.0
1755016122,3,2022,2011,0.9945598417408508,safe,0.0,3.518899939081166e-05,0.0262436370012437,0.0
1755016123,3,250,225,0.9,safe,0.0,3.1973000659490936e-05,0.0002124880011251,0.0
1755016124,3,8,8,1.0,safe,0.0,2.8530999770737253e-05,4.553599865175784e-05,0.0
1755016125,3,222,211,0.9504504504504504,safe,0.0,3.010200089192949e-05,0.0007859269990149,0.0
1755016126,3,80,61,0.7625,safe,0.0,3.635299981397111e-05,0.0001881719999801,0.0
1755016127,3,142,131,0.9225352112676056,safe,0.0,2.923799911513925e-05,0.0007339650001085,0.0
1755016128,3,444,422,0.9504504504504504,safe,0.0,3.447400013101287e-05,0.0009992470004362,0.0
1755016129,3,24,22,0.9166666666666666,safe,0.0,9.107900041271932e-05,0.0002283129997522,0.0
1755016130,3,35,30,0.8571428571428571,safe,0.0,3.5910999940824695e-05,6.49089997750707e-05,0.0
1755016131,3,212,206,0.9716981132075472,safe,0.0,2.5735000235727057e-05,0.0008265579999715,0.0
1755016132,3,112,106,0.9464285714285714,safe,0.0,2.415000017208513e-05,0.0003270249999332,0.0
1755016133,3,700,650,0.9285714285714286,safe,0.0,3.169899900967721e-05,0.0001121949990192,0.0
1755016134,3,2042,2021,0.9897159647404504,safe,0.0,3.3359001463395543e-05,0.013782476000415,0.0
1755016135,3,2080,2040,0.9807692307692308,safe,0.0,3.268100044806488e-05,0.0010395970002718,0.0
1755016136,3,408,404,0.9901960784313726,safe,0.0,3.373199979250785e-05,0.0026271739989169,0.0
1755016137,3,460,430,0.9347826086956522,safe,0.0,3.534400093485601e-05,0.0002208189998782,0.0
1755016138,3,2110,2055,0.9739336492890996,safe,0.0,3.354599903104827e-05,0.0018553659992903,0.0
1755016139,3,224,212,0.9464285714285714,safe,0.0,2.766499892459251e-05,0.0003806969998549,0.0
1755016140,3,2050,2025,0.9878048780487804,safe,0.0,2.7132000468554907e-05,0.0028963639997527,0.0
1755016141,3,2420,2210,0.9132231404958676,safe,0.0,2.763399970717728e-05,0.000673488000757,0.0
1755016142,3,2410,2205,0.9149377593360996,safe,0.0,2.793800013023429e-05,0.0012525080001069,0.0
1755016143,3,23,22,0.9565217391304348,safe,0.0,3.049500082852319e-05,0.000112125000669,0.0
1755016144,3,46,44,0.9565217391304348,safe,0.0,2.933600080723409e-05,0.0001534790008008,0.0
1755016145,3,203,202,0.9950738916256158,safe,0.0,2.4896000468288548e-05,0.0020869039999524,0.0
1755016146,3,122,111,0.9098360655737704,safe,0.0,3.2727999496273696e-05,0.0003522179995343,0.0
1755016147,3,320,260,0.8125,safe,0.0,3.098299930570647e-05,0.0001008219987852,0.0
1755016148,3,150,135,0.9,safe,0.0,2.531599966459908e-05,0.0001663250004639,0.0
1755016149,3,70,65,0.9285714285714286,safe,0.0,4.606299989973195e-05,7.885599916335195e-05,0.0
1755016150,3,34,32,0.9411764705882352,safe,0.0,3.5631999708130024e-05,0.0001201440009026,0.0
1755016151,3,160,140,0.875,safe,0.0,3.23389995173784e-05,0.0001193850002891,0.0
1755016152,3,124,112,0.9032258064516128,safe,0.0,2.69129996013362e-05,0.0001837559993873,0.0
1755016153,3,2140,2080,0.97196261682243,safe,0.0,3.083000046899542e-05,0.00048567200065,0.0
1755016154,3,103,102,0.9902912621359224,safe,0.0,2.6661999072530307e-05,0.000733514998501,0.0
1755016155,3,422,411,0.9739336492890996,safe,0.0,3.0610000976594165e-05,0.0015833630004635,0.0
1755016156,3,604,502,0.8311258278145696,safe,0.0,2.243700146209449e-05,0.0005371089991967,0.0
1755016157,3,112,106,0.9464285714285714,safe,0.0,2.785899960144889e-05,0.0003323599994473,0.0
1755016158,3,3004,3002,0.9993342210386152,safe,0.0,3.1321000278694555e-05,0.0028489129999798,0.0
1755016159,3,3400,3200,0.9411764705882352,safe,0.0,3.488299989840016e-05,0.0001255830011359,0.0
1755016160,3,620,510,0.8225806451612904,safe,0.0,3.470100091362838e-05,0.0002548630000092,0.0
1755016161,3,142,131,0.9225352112676056,safe,0.0,4.476199865166564e-05,0.0006087209985707,0.0
1755016162,3,442,421,0.9524886877828054,safe,0.0,2.5721999918459915e-05,0.0012903340011689,0.0
1755016163,3,40,32,0.8,safe,0.0,3.586999991966877e-05,0.0001053319992934,0.0
1755016164,3,3200,3100,0.96875,safe,0.0,2.925400076492224e-05,0.0001008640010695,0.0
1755016165,3,2110,2055,0.9739336492890996,safe,0.0,3.041099989786744e-05,0.0017794560008042,0.0
1755016166,3,610,505,0.8278688524590164,safe,0.0,3.473499964457005e-05,0.0002808439985528,0.0
1755016167,3,34,28,0.8235294117647058,safe,0.0,3.021399970748461e-05,7.493100019928534e-05,0.0
1755016168,3,2120,2060,0.9716981132075472,safe,0.0,3.356700108270161e-05,0.0009125120013777,0.0
1755016169,3,540,480,0.8888888888888888,safe,0.0,3.262300015194341e-05,0.0001138070001616,0.0
1755016170,3,460,430,0.9347826086956522,safe,0.0,2.890499854402151e-05,0.0002141730001312,0.0
1755016171,3,19,18,0.9473684210526316,safe,0.0,2.204100019298494e-05,6.947099973331206e-05,0.0
1755016172,3,304,252,0.8289473684210527,safe,0.0,2.232499900856056e-05,0.0002638639998622,0.0
1755016173,3,3200,3100,0.96875,safe,0.0,2.649599991855212e-05,9.929200132319238e-05,0.0
1755016174,3,3400,3200,0.9411764705882352,safe,0.0,2.8320999263087288e-05,0.000118525000289,0.0
1755016175,3,2012,2006,0.9970178926441352,safe,0.0,3.069100057473406e-05,0.0430362990009598,0.0
1755016176,3,2500,2250,0.9,safe,0.0,3.763700078707189e-05,0.0001818029995774,0.0
1755016177,3,414,408,0.9855072463768116,safe,0.0,3.542200101946946e-05,0.0011832649997813,0.0
1755016178,3,140,120,0.8571428571428571,safe,0.0,2.656199831108097e-05,8.019100096134935e-05,0.0
1755016179,3,150,135,0.9,safe,0.0,3.254300099797547e-05,0.0001695820010354,0.0
1755016180,3,208,204,0.9807692307692308,safe,0.0,3.413600097701419e-05,0.0007654790006199,0.0
1755016181,3,302,301,0.9966887417218544,safe,0.0,3.128199932689313e-05,0.0005452680015878,0.0
1755016182,3,304,302,0.993421052631579,safe,0.0,2.721399869187735e-05,0.0002853409987437,0.0
1755016183,3,2420,2210,0.9132231404958676,safe,0.0,2.9399001505225897e-05,0.0007508950002375,0.0
1755016184,3,40,30,0.75,safe,0.0,2.704199869185686e-05,6.492400098068174e-05,0.0
1755016185,3,8,7,0.875,safe,0.0,3.3403000998077914e-05,6.157099960546475e-05,0.0
1755016186,3,440,420,0.9545454545454546,safe,0.0,2.938199941127096e-05,0.000296296999295,0.0
1755016187,3,310,305,0.9838709677419356,safe,0.0,2.7325000701239333e-05,0.0001880039999377,0.0
1755016188,3,422,411,0.9739336492890996,safe,0.0,3.9148999348981306e-05,0.0023653959997318,0.0
1755016189,3,212,206,0.9716981132075472,safe,0.0,3.770399962377269e-05,0.001177190000817,0.0
1755016190,3,2440,2220,0.9098360655737704,safe,0.0,3.585900049074553e-05,0.0005413759990915,0.0
1755016191,3,40,30,0.75,safe,0.0,3.393400038476102e-05,0.0001208939993375,0.0
1755016192,3,34,28,0.8235294117647058,safe,0.0,4.10939992434578e-05,9.952000073099045e-05,0.0
1755016193,3,2440,2220,0.9098360655737704,safe,0.0,3.430099968682043e-05,0.0004989139997633,0.0
1755016194,3,310,255,0.8225806451612904,safe,0.0,3.450000076554716e-05,0.0001776570006768,0.0
1755016195,3,214,208,0.97196261682243,safe,0.0,3.354799991939217e-05,0.0005637459998979,0.0
1755016196,3,424,412,0.9716981132075472,safe,0.0,2.484099968569353e-05,0.000574650000999,0.0
1755016197,3,502,451,0.898406374501992,safe,0.0,3.799700061790645e-05,0.0017994760000874,0.0
1755016198,3,32,31,0.96875,safe,0.0,3.43510000675451e-05,0.0001217820008605,0.0
1755016199,3,16,15,0.9375,safe,0.0,4.126199928577989e-05,0.0001343359999737,0.0
1755016200,3,280,240,0.8571428571428571,safe,0.0,3.0147000870783813e-05,7.656599882466253e-05,0.0
1755016201,3,400,302,0.755,safe,0.0,3.283399928477593e-05,0.0003370310005266,0.0
1755016202,3,510,455,0.8921568627450981,safe,0.0,3.516899960231967e-05,0.0003407299991522,0.0
1755016203,3,250,225,0.9,safe,0.0,3.03999986499548e-05,0.0001799799993023,0.0
1755016204,3,2150,2100,0.9767441860465116,safe,0.0,3.967299926443957e-05,0.0003308280010969,0.0
1755016205,3,2040,2020,0.9901960784313726,safe,0.0,3.75299987354083e-05,0.002957257998787,0.0
1755016206,3,23,22,0.9565217391304348,safe,0.0,2.881399996113032e-05,0.0001348530004179,0.0
1755016207,3,144,132,0.9166666666666666,safe,0.0,3.587100036384072e-05,0.000444052999228,0.0
1755016208,3,8,6,0.75,safe,0.0,3.736299913725816e-05,6.372099960572086e-05,0.0
1755016209,3,510,455,0.8921568627450981,safe,0.0,3.419600034249015e-05,0.0003938080008083,0.0
1755016210,3,540,480,0.8888888888888888,safe,0.0,2.8490001568570733e-05,0.0001323109991062,0.0
1755016211,3,460,430,0.9347826086956522,safe,0.0,3.843899867206346e-05,0.000250753999353,0.0
1755016212,3,80,70,0.875,safe,0.0,2.952700015157461e-05,9.71039989963174e-05,0.0
1755016213,3,520,460,0.8846153846153846,safe,0.0,3.386900061741471e-05,0.0002389789988228,0.0
1755016214,3,200,155,0.775,safe,0.0,3.4251999750267714e-05,0.0001456210011383,0.0
1755016215,3,250,225,0.9,safe,0.0,3.314599962322973e-05,0.0002350529994146,0.0
1755016216,3,62,61,0.9838709677419356,safe,0.0,3.106300027866382e-05,0.0002678140008356,0.0
1755016217,3,640,620,0.96875,safe,0.0,3.511199975037016e-05,0.0001201000013679,0.0
1755016218,3,2140,2080,0.97196261682243,safe,0.0,3.645899960247334e-05,0.0005181979995541,0.0
1755016219,3,114,108,0.9473684210526316,safe,0.0,3.741199907381088e-05,0.0003117399992333,0.0
1755016220,3,244,222,0.9098360655737704,safe,0.0,3.345499862916768e-05,0.00047518700012,0.0
1755016221,3,80,62,0.775,safe,0.0,3.189000017300714e-05,0.0001155019999714,0.0
1755016222,3,44,42,0.9545454545454546,safe,0.0,2.6638001145329326e-05,0.0002519610006856,0.0
1755016223,3,2024,2012,0.9940711462450592,safe,0.0,4.3801999709103256e-05,0.0163149589989188,0.0
1755016224,3,2240,2120,0.9464285714285714,safe,0.0,4.154700036451686e-05,0.0005834840012539,0.0
1755016225,3,46,43,0.9347826086956522,safe,0.0,5.599599899142049e-05,0.0022620540003117,0.0
1755016226,3,230,215,0.9347826086956522,safe,0.0,3.305300015199464e-05,0.0002229800011264,0.0
1755016227,3,70,55,0.7857142857142857,safe,0.0,3.211799958080519e-05,0.0001178080001409,0.0
1755016228,3,64,52,0.8125,safe,0.0,2.9984999855514616e-05,0.0001192090003314,0.0
1755016229,3,260,230,0.8846153846153846,safe,0.0,2.9795999580528587e-05,9.84010002866853e-05,0.0
1755016230,3,304,252,0.8289473684210527,safe,0.0,2.989799941133242e-05,0.0003315639987704,0.0
1755016231,3,2140,2080,0.97196261682243,safe,0.0,3.1130999559536576e-05,0.0004960789992765,0.0
1755016232,3,3020,3010,0.9966887417218544,safe,0.0,2.914099968620576e-05,0.0005988890006847,0.0
1755016233,3,250,225,0.9,safe,0.0,3.023700082849245e-05,0.0001721429998724,0.0
1755016234,3,2044,2022,0.9892367906066536,safe,0.0,3.432599987718277e-05,0.0104360720015392,0.0
1755016235,3,424,412,0.9716981132075472,safe,0.0,3.275299968663603e-05,0.0008479930002067,0.0
1755016236,3,602,501,0.8322259136212624,safe,0.0,2.6325000362703577e-05,0.0010533840013522,0.0
1755016237,3,34,28,0.8235294117647058,safe,0.0,2.8555999961099587e-05,9.332100125902798e-05,0.0
1755016238,3,504,452,0.8968253968253969,safe,0.0,2.6426001568324864e-05,0.0005992269998387,0.0
1755016239,3,144,132,0.9166666666666666,safe,0.0,2.539999877626542e-05,0.0003359540005476,0.0
1755016240,3,62,51,0.8225806451612904,safe,0.0,2.914200013037771e-05,0.0001533180002297,0.0
1755016241,3,2500,2250,0.9,safe,0.0,3.024299985554535e-05,0.0001806330001272,0.0
1755016242,3,450,425,0.9444444444444444,safe,0.0,3.1006999051896855e-05,0.0003463889988779,0.0
1755016243,3,2044,2022,0.9892367906066536,safe,0.0,3.4267999581061304e-05,0.0075629120001394,0.0
1755016244,3,408,404,0.9901960784313726,safe,0.0,2.886299989768304e-05,0.0020918310001434,0.0
1755016245,3,424,412,0.9716981132075472,safe,0.0,2.5240000468329526e-05,0.0008615320002718,0.0
1755016246,3,16,14,0.875,safe,0.0,3.7105999581399374e-05,0.0001625049990252,0.0
1755016247,3,600,500,0.8333333333333334,safe,0.0,2.392699934716802e-05,6.947499969101045e-05,0.0
1755016248,3,406,403,0.9926108374384236,safe,0.0,3.256700074416585e-05,0.0052183910011081,0.0
1755016249,3,46,43,0.9347826086956522,safe,0.0,3.3053998777177185e-05,0.0002109639990521,0.0
1755016250,3,2012,2006,0.9970178926441352,safe,0.0,3.330000072310213e-05,0.0734501819988509,0.0
1755016251,3,160,140,0.875,safe,0.0,2.6046000130008903e-05,0.0001005390004138,0.0
1755016252,3,2404,2202,0.9159733777038268,safe,0.0,2.864599991880823e-05,0.0029654640002263,0.0
1755016253,3,2240,2120,0.9464285714285714,safe,0.0,2.97739989036927e-05,0.0003982389989687,0.0
1755016254,3,502,451,0.898406374501992,safe,0.0,3.522400038491469e-05,0.0011863960007758,0.0
1755016255,3,124,112,0.9032258064516128,safe,0.0,3.1707999369245954e-05,0.0002112429992848,0.0
1755016256,3,80,65,0.8125,safe,0.0,2.2642001567874104e-05,6.414500057871919e-05,0.0
1755016257,3,200,160,0.8,safe,0.0,2.763599877653177e-05,0.0001074579995474,0.0
1755016258,3,412,406,0.9854368932038836,safe,0.0,3.3428999813622795e-05,0.0023201680014608,0.0
1755016259,3,2110,2055,0.9739336492890996,safe,0.0,3.205299981345888e-05,0.0018021920004684,0.0
1755016260,3,422,411,0.9739336492890996,safe,0.0,2.874300116673112e-05,0.0016236160008702,0.0
1755016261,3,108,104,0.9629629629629628,safe,0.0,2.782600131467916e-05,0.0002898580005421,0.0
1755016262,3,3010,3005,0.9983388704318936,safe,0.0,2.9122000341885723e-05,0.00105865399928,0.0
1755016263,3,160,155,0.96875,safe,0.0,3.140800072287675e-05,9.126800068770537e-05,0.0
1755016264,3,422,411,0.9739336492890996,safe,0.0,2.3991000489331785e-05,0.0015234010006679,0.0
1755016265,3,4,4,1.0,safe,0.0,2.21029986278154e-05,4.844499926548451e-05,0.0
1755016266,3,2600,2300,0.8846153846153846,safe,0.0,3.100899994024076e-05,0.0001224370007548,0.0
1755016267,3,260,240,0.9230769230769232,safe,0.0,2.820900044753216e-05,0.0001193469997815,0.0
1755016268,3,242,221,0.9132231404958676,safe,0.0,3.400999958103057e-05,0.0005888140003662,0.0
1755016269,3,2102,2051,0.9757373929590866,safe,0.0,3.6892000935040414e-05,0.0089515290001145,0.0
1755016270,3,2050,2025,0.9878048780487804,safe,0.0,3.599199953896459e-05,0.0029164059997128,0.0
1755016271,3,32,31,0.96875,safe,0.0,2.8237000151420943e-05,0.0001006359998427,0.0
1755016272,3,64,52,0.8125,safe,0.0,2.6448000426171347e-05,0.000100437000583,0.0
1755016273,3,350,300,0.8571428571428571,safe,0.0,1.7536000086693093e-05,3.1087000024854206e-05,0.0
1755016274,3,520,460,0.8846153846153846,safe,0.0,1.7995000234805048e-05,0.0001054069998644,0.0
1755016275,3,2012,2006,0.9970178926441352,safe,0.0,2.8114000087953173e-05,0.0470803239986707,0.0
1755016276,3,250,225,0.9,safe,0.0,3.0009001420694403e-05,0.0002029690003837,0.0
1755016277,3,2030,2015,0.9926108374384236,safe,0.0,3.781099985644687e-05,0.0050130489998991,0.0
1755016278,3,200,152,0.76,safe,0.0,3.120599831163417e-05,0.0002207230008934,0.0
1755016279,3,152,151,0.993421052631579,safe,0.0,2.798599962261505e-05,0.0002730340002017,0.0
1755016280,3,114,108,0.9473684210526316,safe,0.0,3.2595000448054634e-05,0.000198960000489,0.0
1755016281,3,2022,2011,0.9945598417408508,safe,0.0,3.369399928487837e-05,0.0377328699996724,0.0
