seed,num_tasks,per_jitter,chain_type,final_e2e_max,max_reaction_time,R,exceed,false_percentage
1751638630,3,0,asc,144.0,128.28398849293592,0.8908610312009438,safe,0.02
1751638630,3,0,desc,144.0,128.28398849293592,0.8908610312009438,safe,0.02
1751638630,3,0,max_period,144.0,128.28398849293592,0.8908610312009438,safe,0.02
1751638630,3,0,min_period,144.0,128.28398849293592,0.8908610312009438,safe,0.02
1751638630,3,0.02,asc,145.44,138.30004451927084,0.950907896859673,safe,0.03
1751638630,3,0.02,desc,145.44,138.30004451927084,0.950907896859673,safe,0.04
1751638630,3,0.02,max_period,145.44,138.30004451927084,0.950907896859673,safe,0.04
1751638630,3,0.02,min_period,145.44,138.30004451927084,0.950907896859673,safe,0.03
1751638630,3,0.05,asc,147.60000000000002,140.2748583836801,0.9503716692661253,safe,0.03
1751638630,3,0.05,desc,147.60000000000002,140.2748583836801,0.9503716692661253,safe,0.04
1751638630,3,0.05,max_period,147.60000000000002,140.2748583836801,0.9503716692661253,safe,0.04
1751638630,3,0.05,min_period,147.60000000000002,140.2748583836801,0.9503716692661253,safe,0.03
1751638630,3,0.1,asc,151.2,142.22050085286537,0.9406117781274166,safe,0.04
1751638630,3,0.1,desc,151.2,142.22050085286537,0.9406117781274166,safe,0.07
1751638630,3,0.1,max_period,151.2,142.22050085286537,0.9406117781274166,safe,0.07
1751638630,3,0.1,min_period,151.2,142.22050085286537,0.9406117781274166,safe,0.04
1751638630,3,0.2,asc,158.39999999999998,146.23634145829328,0.9232092263781143,safe,0.13
1751638630,3,0.2,desc,158.39999999999998,146.23634145829328,0.9232092263781143,safe,0.15
1751638630,3,0.2,max_period,158.39999999999998,146.23634145829328,0.9232092263781143,safe,0.15
1751638630,3,0.2,min_period,158.39999999999998,146.23634145829328,0.9232092263781143,safe,0.13
1751638630,3,0.3,asc,165.60000000000002,152.5467702833978,0.9211761490543343,safe,0.19
1751638630,3,0.3,desc,165.60000000000002,152.5467702833978,0.9211761490543343,safe,0.23
1751638630,3,0.3,max_period,165.60000000000002,152.5467702833978,0.9211761490543343,safe,0.22
1751638630,3,0.3,min_period,165.60000000000002,152.5467702833978,0.9211761490543343,safe,0.19
1751638630,3,0.4,asc,172.8,154.55566767797836,0.8944193731364488,safe,0.38
1751638630,3,0.4,desc,172.8,154.55566767797836,0.8944193731364488,safe,0.36
1751638630,3,0.4,max_period,172.8,154.55566767797836,0.8944193731364488,safe,0.31
1751638630,3,0.4,min_period,172.8,154.55566767797836,0.8944193731364488,safe,0.39
1751638630,3,0.5,asc,0,160.86851326789292,,,0.51
1751638630,3,0.5,desc,0,160.86851326789292,,,0.45
1751638630,3,0.5,max_period,0,160.86851326789292,,,0.41
1751638630,3,0.5,min_period,0,160.86851326789292,,,0.5
1751638630,5,0,asc,979.5854752771091,766.942652472347,0.7829257087089733,safe,0.09
1751638630,5,0,desc,979.5854752771091,766.942652472347,0.7829257087089733,safe,0.11
1751638630,5,0,max_period,979.5854752771093,766.942652472347,0.7829257087089732,safe,0.12
1751638630,5,0,min_period,979.5854752771091,766.942652472347,0.7829257087089733,safe,0.08
1751638630,5,0.02,asc,986.0054752771091,930.8906704810634,0.9441029424501358,safe,0.12
1751638630,5,0.02,desc,986.0054752771091,930.8906704810634,0.9441029424501358,safe,0.14
1751638630,5,0.02,max_period,986.0054752771091,930.8906704810634,0.9441029424501358,safe,0.15
1751638630,5,0.02,min_period,986.0054752771091,930.8906704810634,0.9441029424501358,safe,0.11
1751638630,5,0.05,asc,995.6354752771092,936.8998687661842,0.9410069167186138,safe,0.17
1751638630,5,0.05,desc,995.6354752771092,936.8998687661842,0.9410069167186138,safe,0.18
1751638630,5,0.05,max_period,995.6354752771093,936.8998687661842,0.9410069167186137,safe,0.18
1751638630,5,0.05,min_period,995.6354752771092,936.8998687661842,0.9410069167186138,safe,0.16
1751638630,5,0.1,asc,1011.6854752771092,945.958995294457,0.9350326938669856,safe,0.23
1751638630,5,0.1,desc,1011.6854752771092,945.958995294457,0.9350326938669856,safe,0.23
1751638630,5,0.1,max_period,1011.6854752771093,945.958995294457,0.9350326938669855,safe,0.21
1751638630,5,0.1,min_period,1011.6854752771092,945.958995294457,0.9350326938669856,safe,0.23
1751638630,5,0.2,asc,1043.785475277109,964.1817569869573,0.9237355566104059,safe,0.38
1751638630,5,0.2,desc,0,964.1817569869573,,,0.38
1751638630,5,0.2,max_period,0,964.1817569869573,,,0.32
1751638630,5,0.2,min_period,0,964.1817569869573,,,0.37
1751638630,5,0.3,asc,1075.8854752771092,982.8209667370993,0.9134996143376322,safe,0.54
1751638630,5,0.3,desc,0,982.8209667370993,,,0.55
1751638630,5,0.3,max_period,0,982.8209667370993,,,0.45
1751638630,5,0.3,min_period,0,982.8209667370993,,,0.54
1751638630,5,0.4,asc,0,1005.7469260894229,,,0.63
1751638630,5,0.4,desc,0,1005.7469260894229,,,0.66
1751638630,5,0.4,max_period,0,1005.7469260894229,,,0.51
1751638630,5,0.4,min_period,0,1005.7469260894229,,,0.65
1751638630,5,0.5,asc,0,1021.4788848572716,,,0.74
1751638630,5,0.5,desc,0,1021.4788848572716,,,0.76
1751638630,5,0.5,max_period,0,1021.4788848572716,,,0.62
1751638630,5,0.5,min_period,0,1021.4788848572716,,,0.74
1751638630,8,0,asc,3931.2309713441646,3307.8796021982885,0.8414360861293428,safe,0.18
1751638630,8,0,desc,3931.2309713441646,3307.8796021982885,0.8414360861293428,safe,0.15
1751638630,8,0,max_period,3931.2309713441646,3307.8796021982885,0.8414360861293428,safe,0.17
1751638630,8,0,min_period,3931.2309713441646,3307.8796021982885,0.8414360861293428,safe,0.16
1751638630,8,0.02,asc,3957.470971344165,3809.8711668781907,0.9627035029354009,safe,0.25
1751638630,8,0.02,desc,3957.470971344165,3809.8711668781907,0.9627035029354009,safe,0.17
1751638630,8,0.02,max_period,3957.470971344165,3809.8711668781907,0.9627035029354009,safe,0.2
1751638630,8,0.02,min_period,3957.470971344165,3809.8711668781907,0.9627035029354009,safe,0.22
1751638630,8,0.05,asc,3996.8309713441645,3811.695433726448,0.9536794177824702,safe,0.34
1751638630,8,0.05,desc,3996.830971344164,3811.695433726448,0.9536794177824703,safe,0.24
1751638630,8,0.05,max_period,3996.8309713441645,3811.695433726448,0.9536794177824702,safe,0.25
1751638630,8,0.05,min_period,3996.830971344164,3811.695433726448,0.9536794177824703,safe,0.29
1751638630,8,0.1,asc,4062.430971344165,3907.4088811406764,0.9618400678566619,safe,0.42
1751638630,8,0.1,desc,4062.430971344165,3907.4088811406764,0.9618400678566619,safe,0.35
1751638630,8,0.1,max_period,4062.430971344165,3907.4088811406764,0.9618400678566619,safe,0.3
1751638630,8,0.1,min_period,4062.430971344165,3907.4088811406764,0.9618400678566619,safe,0.4
1751638630,8,0.2,asc,4193.630971344164,3962.681524211029,0.944928524061546,safe,0.63
1751638630,8,0.2,desc,4193.630971344165,3962.681524211029,0.9449285240615458,safe,0.56
1751638630,8,0.2,max_period,4193.630971344164,3962.681524211029,0.944928524061546,safe,0.5
1751638630,8,0.2,min_period,4193.630971344165,3962.681524211029,0.9449285240615458,safe,0.61
1751638630,8,0.3,asc,0,4053.913410908055,,,0.75
1751638630,8,0.3,desc,0,4053.913410908055,,,0.65
1751638630,8,0.3,max_period,0,4053.913410908055,,,0.59
1751638630,8,0.3,min_period,0,4053.913410908055,,,0.76
1751638630,8,0.4,asc,0,4752.0498913142255,,,0.87
1751638630,8,0.4,desc,0,4752.0498913142255,,,0.82
1751638630,8,0.4,max_period,0,4752.0498913142255,,,0.72
1751638630,8,0.4,min_period,0,4752.0498913142255,,,0.91
1751638630,8,0.5,asc,0,5168.782925284482,,,0.93
1751638630,8,0.5,desc,0,5168.782925284482,,,0.89
1751638630,8,0.5,max_period,0,5168.782925284482,,,0.84
1751638630,8,0.5,min_period,0,5168.782925284482,,,0.94
1751638630,10,0,asc,2178.0,1665.7221828700458,0.7647943906657694,safe,0.2
1751638630,10,0,desc,2171.0475810197654,1665.7221828700458,0.7672435175684346,safe,0.2
1751638630,10,0,max_period,2178.0,1665.7221828700458,0.7647943906657694,safe,0.2
1751638630,10,0,min_period,2178.0,1665.7221828700458,0.7647943906657694,safe,0.2
1751638630,10,0.02,asc,2199.7800000000007,2135.768685489089,0.9709010380533909,safe,0.24
1751638630,10,0.02,desc,2192.627581019766,2135.768685489089,0.9740681472663806,safe,0.25
1751638630,10,0.02,max_period,2199.7799999999997,2135.768685489089,0.9709010380533913,safe,0.22
1751638630,10,0.02,min_period,2199.7800000000007,2135.768685489089,0.9709010380533909,safe,0.23
1751638630,10,0.05,asc,2232.4500000000003,2164.2646747965737,0.9694571770013095,safe,0.35
1751638630,10,0.05,desc,2224.997581019765,2164.2646747965737,0.9727042821343849,safe,0.37
1751638630,10,0.05,max_period,2232.45,2164.2646747965737,0.9694571770013097,safe,0.31
1751638630,10,0.05,min_period,2232.4500000000003,2164.2646747965737,0.9694571770013095,safe,0.33
1751638630,10,0.1,asc,2286.9000000000005,2205.392807195927,0.9643590918693107,safe,0.45
1751638630,10,0.1,desc,2278.9475810197655,2205.392807195927,0.9677242362060278,safe,0.47
1751638630,10,0.1,max_period,2286.8999999999996,2205.392807195927,0.9643590918693111,safe,0.37
1751638630,10,0.1,min_period,2286.9000000000005,2205.392807195927,0.9643590918693107,safe,0.42
1751638630,10,0.2,asc,2395.7999999999997,2305.546976735637,0.9623286487752055,safe,0.69
