seeds,num_tasks,per_jitter,chain_type,final_e2e_max,max_reaction_time,R,exceed,justed,inserted,false_percentage_global,false_percentage_by_chain_type,false_percentage_by_num_tasks
1754657734,3,0,asc,18,15.0,0.8333333333333334,safe,False,False,0.0,0.0,0.0
1754657734,3,0,desc,16,15.0,0.9375,safe,False,False,0.0,0.0,0.0
1754657734,3,0,max_period,18,15.0,0.8333333333333334,safe,False,False,0.0,0.0,0.0
1754657734,3,0,min_period,18,15.0,0.8333333333333334,safe,False,False,0.0,0.0,0.0
1754657734,3,0.02,asc,18.180000000000003,18.03565528463696,0.9920602466797006,safe,False,False,0.0,0.0,0.0
1754657734,3,0.02,desc,17.34,18.03565528463696,1.0401185285257761,exceed,False,False,0.0,0.0,0.0
1754657734,3,0.02,max_period,18.180000000000003,18.03565528463696,0.9920602466797006,safe,False,False,0.0,0.0,0.0
1754657734,3,0.02,min_period,18.18,18.03565528463696,0.9920602466797007,safe,False,False,0.0,0.0,0.0
1754657734,3,0.05,asc,18.45,18.080674295019776,0.979982346613538,safe,False,False,0.0,0.0,0.0
1754657734,3,0.05,desc,17.35,18.080674295019776,1.04211379222016,exceed,False,False,0.0,0.0,0.0
1754657734,3,0.05,max_period,18.45,18.080674295019776,0.979982346613538,safe,False,False,0.0,0.0,0.0
1754657734,3,0.05,min_period,18.45,18.080674295019776,0.979982346613538,safe,False,False,0.0,0.0,0.0
1754657734,3,0.1,asc,20.9,18.17799338027521,0.8697604488169958,safe,False,True,0.0,0.0,0.0
1754657734,3,0.1,desc,18.0,18.17799338027521,1.0098885211264006,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.1,max_period,22.6,22.995216132691894,1.0174874394996412,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.1,min_period,18.9,22.995216132691894,1.2166781022588304,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.2,asc,21.800000000000004,19.375676270607613,0.8887924894774133,safe,False,True,0.0,0.0,0.0
1754657734,3,0.2,desc,18.0,19.375676270607613,1.0764264594782007,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.2,max_period,21.800000000000004,21.982923767281704,1.0083909984991606,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.2,min_period,19.8,21.982923767281704,1.1102486751152376,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.3,asc,22.699999999999996,20.491855568788083,0.9027249149245853,safe,False,True,0.0,0.0,0.0
1754657734,3,0.3,desc,19.0,20.491855568788083,1.0785187141467412,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.3,max_period,22.699999999999996,22.99730779196284,1.0130972595578345,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.3,min_period,20.7,22.99730779196284,1.110981052751828,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.4,asc,0,19.687758717232782,,,False,False,1.0,1.0,1.0
1754657734,3,0.4,desc,19.7,19.687758717232782,0.9993786150879586,safe,False,False,0.0,0.0,0.0
1754657734,3,0.4,max_period,0,19.687758717232782,,,False,False,1.0,1.0,1.0
1754657734,3,0.4,min_period,21.6,19.687758717232782,0.9114703109829991,safe,False,False,0.0,0.0,0.0
1754657734,3,0.5,asc,0,20.548045058845673,,,False,False,1.0,1.0,1.0
1754657734,3,0.5,desc,0,20.548045058845673,,,False,False,1.0,1.0,1.0
1754657734,3,0.5,max_period,0,20.548045058845673,,,False,False,1.0,1.0,1.0
1754657734,3,0.5,min_period,24.5,25.0,1.0204081632653061,exceed,False,True,0.0,0.0,0.0
1754657734,5,0,asc,250,217.0,0.868,safe,False,False,0.0,0.0,0.0
1754657734,5,0,desc,298,247.0,0.8288590604026845,safe,False,False,0.0,0.0,0.0
1754657734,5,0,max_period,280.0,267.0,0.9535714285714286,safe,False,False,0.0,0.0,0.0
1754657734,5,0,min_period,248.0,267.0,1.0766129032258065,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.02,asc,251.24,247.03004235423032,0.9832432827345579,safe,False,False,0.0,0.0,0.0
1754657734,5,0.02,desc,299.24,289.1670563255165,0.9663382446381383,safe,False,False,0.0,0.0,0.0
1754657734,5,0.02,max_period,281.03999999999996,297.02797461504997,1.0568886087925207,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.02,min_period,249.24,297.03083887109415,1.1917462641273235,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.05,asc,253.1,249.07508078191495,0.9840975139546225,safe,False,False,0.0,0.0,0.0
1754657734,5,0.05,desc,301.1,298.92364200030215,0.992771976088682,safe,False,False,0.0,0.0,0.0
1754657734,5,0.05,max_period,282.59999999999997,299.08312576064645,1.0583267012054016,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.05,min_period,251.10000000000002,299.08312576064645,1.191091699564502,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.1,asc,256.20000000000005,251.06759557639316,0.979967195848529,safe,False,False,0.0,0.0,0.0
1754657734,5,0.1,desc,304.2,299.47792612579286,0.9844770747067484,safe,False,False,0.0,0.0,0.0
1754657734,5,0.1,max_period,285.2,300.97799607869865,1.055322566895858,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.1,min_period,285.0,300.97799607869865,1.0560631441357848,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.2,asc,262.4,256.7230101272192,0.9783651300580001,safe,False,False,0.0,0.0,0.0
1754657734,5,0.2,desc,310.4,299.2727327747581,0.9641518452795041,safe,False,False,0.0,0.0,0.0
1754657734,5,0.2,max_period,290.40000000000003,306.3507843193356,1.0549269432484008,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.2,min_period,295.3,306.3507843193356,1.037422229323859,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.3,asc,297.7,291.268317963227,0.9783954248008969,safe,False,False,0.0,0.0,0.0
1754657734,5,0.3,desc,287.5,291.268317963227,1.0131071929155722,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.3,max_period,274.69999999999993,291.268317963227,1.0603142262949656,exceed,False,False,0.0,0.0,0.0
1754657734,5,0.3,min_period,307.2,291.268317963227,0.9481390558698796,safe,False,False,0.0,0.0,0.0
1754657734,5,0.4,asc,291.2,281.7642077526598,0.9675968672824856,safe,False,False,0.0,0.0,0.0
1754657734,5,0.4,desc,306.4,293.94170824903676,0.9593397788806683,safe,False,False,0.0,0.0,0.0
1754657734,5,0.4,max_period,0,293.94170824903676,,,False,False,1.0,1.0,1.0
1754657734,5,0.4,min_period,306.4,293.94170824903676,0.9593397788806683,safe,False,False,0.0,0.0,0.0
1754657734,5,0.5,asc,0,344.4357469753095,,,False,False,1.0,1.0,1.0
1754657734,5,0.5,desc,0,344.4357469753095,,,False,False,1.0,1.0,1.0
1754657734,5,0.5,max_period,0,345.09843783484575,,,False,False,1.0,1.0,1.0
1754657734,5,0.5,min_period,0,358.719800261631,,,False,False,1.0,1.0,1.0
1754657734,8,0,asc,4080.9,3622.9,0.8877698546889167,safe,True,False,0.0,0.0,0.0
1754657734,8,0,desc,3939.1000000000004,3937.1,0.999492269807824,safe,False,False,0.0,0.0,0.0
1754657734,8,0,max_period,4070.9,3937.1,0.9671325751062418,safe,,False,0.0,0.0,0.0
1754657734,8,0,min_period,3575.5,3937.1,1.1011327087120681,exceed,True,False,0.0,0.0,0.0
1754657734,8,0.02,asc,4079.6000000000004,4069.8668709133376,0.9976141952429987,safe,True,False,0.0,0.0,0.0
1754657734,8,0.02,desc,3980.6,4069.8668709133376,1.022425481312701,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.02,max_period,4069.5,4069.8668709133376,1.0000901513486515,exceed,,False,0.0,0.0,0.0
1754657734,8,0.02,min_period,4094.2200000000003,4069.8668709133376,0.994051826944653,safe,True,False,0.0,0.0,0.0
1754657734,8,0.05,asc,4077.6499999999996,4063.7617956176227,0.9965940665867897,safe,True,False,0.0,0.0,0.0
1754657734,8,0.05,desc,4042.8500000000004,4063.7617956176227,1.0051725380901153,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.05,max_period,4067.3999999999996,4063.7617956176227,0.999105520877618,safe,,False,0.0,0.0,0.0
1754657734,8,0.05,min_period,3676.1000000000004,4063.7617956176227,1.1054546382355275,exceed,True,False,0.0,0.0,0.0
1754657734,8,0.1,asc,3686.8,3662.251520784025,0.9933415213149682,safe,True,False,0.0,0.0,0.0
1754657734,8,0.1,desc,3534.2,3662.251520784025,1.0362321093271534,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.1,max_period,3676.3,3662.251520784025,0.9961786363419811,safe,,False,0.0,0.0,0.0
1754657734,8,0.1,min_period,3717.9,3662.251520784025,0.9850322818752589,safe,,False,0.0,0.0,0.0
1754657734,8,0.2,asc,3754.7,3682.2129937678696,0.9806943281135296,safe,True,False,0.0,0.0,0.0
1754657734,8,0.2,desc,3667.3,3682.2129937678696,1.0040664777269024,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.2,max_period,3743.7,3709.9979776546215,0.9909976701270459,safe,,False,0.0,0.0,0.0
1754657734,8,0.2,min_period,3786.8999999999996,3727.703485180569,0.9843680807997489,safe,,False,0.0,0.0,0.0
1754657734,8,0.3,asc,4018.3,3933.730310323527,0.9789538636546616,safe,True,False,0.0,0.0,0.0
1754657734,8,0.3,desc,4061.1000000000004,4053.9766812706366,0.998245963229331,safe,False,False,0.0,0.0,0.0
1754657734,8,0.3,max_period,3860.0,4053.9766812706366,1.0502530262359162,exceed,True,False,0.0,0.0,0.0
1754657734,8,0.3,min_period,3904.7999999999993,4053.9766812706366,1.0382034115116363,exceed,,False,0.0,0.0,0.0
1754657734,8,0.4,asc,3985.1,3805.3898970329747,0.9549044934965182,safe,True,False,0.0,0.0,0.0
1754657734,8,0.4,desc,4050.4,4029.2126122268664,0.9947690628646223,safe,False,False,0.0,0.0,0.0
1754657734,8,0.4,max_period,3983.9,4029.2126122268664,1.0113739331375955,exceed,True,False,0.0,0.0,0.0
1754657734,8,0.4,min_period,4029.6,4029.2126122268664,0.9999038644597148,safe,,True,0.0,0.0,0.0
1754657734,8,0.5,asc,0,4432.8109470565505,,,False,False,1.0,1.0,1.0
1754657734,8,0.5,desc,0,4432.8109470565505,,,False,False,1.0,1.0,1.0
1754657734,8,0.5,max_period,0,4432.8109470565505,,,False,False,1.0,1.0,1.0
1754657734,8,0.5,min_period,0,4543.8491781028015,,,False,False,1.0,1.0,1.0
1754657734,10,0,asc,3162,2303.0,0.7283364958886781,safe,False,False,0.0,0.0,0.0
1754657734,10,0,desc,2980,2570.0,0.8624161073825504,safe,False,False,0.0,0.0,0.0
1754657734,10,0,max_period,3162,2570.0,0.8127767235926628,safe,False,False,0.0,0.0,0.0
1754657734,10,0,min_period,2980,2570.0,0.8624161073825504,safe,False,False,0.0,0.0,0.0
1754657734,10,0.02,asc,3193.62,2906.946735568181,0.9102356371666576,safe,False,False,0.0,0.0,0.0
1754657734,10,0.02,desc,3007.62,2906.946735568181,0.9665272659339215,safe,False,False,0.0,0.0,0.0
1754657734,10,0.02,max_period,3193.62,2906.9811279662536,0.910246406261939,safe,False,False,0.0,0.0,0.0
1754657734,10,0.02,min_period,3007.62,2906.9811279662536,0.96653870102149,safe,False,False,0.0,0.0,0.0
1754657734,10,0.05,asc,3241.05,3112.9716710526845,0.9604824581702487,safe,False,False,0.0,0.0,0.0
1754657734,10,0.05,desc,3049.05,3112.9716710526845,1.020964454847472,exceed,False,False,0.0,0.0,0.0
1754657734,10,0.05,max_period,3241.05,3112.9716710526845,0.9604824581702487,safe,False,False,0.0,0.0,0.0
1754657734,10,0.05,min_period,3049.05,3112.9716710526845,1.020964454847472,exceed,False,False,0.0,0.0,0.0
1754657734,10,0.1,asc,3320.1000000000004,3122.3441207306096,0.9404367701968643,safe,False,False,0.0,0.0,0.0
1754657734,10,0.1,desc,3280.0,3122.3441207306096,0.9519341831495761,safe,False,False,0.0,0.0,0.0
1754657734,10,0.1,max_period,3320.1000000000004,3122.3441207306096,0.9404367701968643,safe,False,False,0.0,0.0,0.0
1754657734,10,0.1,min_period,3280.0,3122.3441207306096,0.9519341831495761,safe,False,False,0.0,0.0,0.0
1754657734,10,0.2,asc,3478.2,3136.594527093781,0.9017867078068487,safe,False,False,0.0,0.0,0.0
1754657734,10,0.2,desc,3398.1,3136.594527093781,0.9230436205802599,safe,False,False,0.0,0.0,0.0
1754657734,10,0.2,max_period,0,3136.594527093781,,,False,False,1.0,1.0,1.0
1754657734,10,0.2,min_period,3398.1,3136.594527093781,0.9230436205802599,safe,False,False,0.0,0.0,0.0
1754657734,10,0.3,asc,3836.2999999999997,3550.836900846828,0.9255889531180639,safe,False,True,0.0,0.0,0.0
1754657734,10,0.3,desc,0,3550.836900846828,,,False,True,1.0,1.0,1.0
1754657734,10,0.3,max_period,3836.2999999999997,3550.836900846828,0.9255889531180639,safe,False,True,0.0,0.0,0.0
1754657734,10,0.3,min_period,0,3550.836900846828,,,False,True,1.0,1.0,1.0
1754657734,10,0.4,asc,3994.3999999999996,3571.6494238420273,0.8941641858206558,safe,False,True,0.0,0.0,0.0
1754657734,10,0.4,desc,0,3571.6494238420273,,,False,True,1.0,1.0,1.0
1754657734,10,0.4,max_period,3994.3999999999996,4248.845723133329,1.0637006116396277,exceed,False,True,0.0,0.0,0.0
1754657734,10,0.4,min_period,0,4248.845723133329,,,False,True,1.0,1.0,1.0
1754657734,10,0.5,asc,0,3473.006290333651,,,False,False,1.0,1.0,1.0
1754657734,10,0.5,desc,0,3473.006290333651,,,False,False,1.0,1.0,1.0
1754657734,10,0.5,max_period,0,3473.006290333651,,,False,False,1.0,1.0,1.0
1754657734,10,0.5,min_period,0,3506.498737019654,,,False,False,1.0,1.0,1.0
