seeds,num_tasks,per_jitter,chain_type,final_e2e_max,max_reaction_time,R,exceed,justed,inserted,false_percentage_global,false_percentage_by_chain_type,false_percentage_by_num_tasks
1754657734,3,0,asc,18,15.0,0.8333333333333334,safe,False,False,0.0,0.0,0.0
1754657734,3,0,desc,16,15.0,0.9375,safe,False,False,0.0,0.0,0.0
1754657734,3,0.02,asc,18.180000000000003,18.024700137253376,0.9914576533142669,safe,False,False,0.0,0.0,0.0
1754657734,3,0.02,desc,16.64,18.024700137253376,1.083215152479169,exceed,False,False,0.0,0.0,0.0
1754657734,3,0.05,asc,18.45,18.092188417182342,0.9806064182754657,safe,False,False,0.0,0.0,0.0
1754657734,3,0.05,desc,17.25,18.092188417182342,1.0488225169381067,exceed,False,False,0.0,0.0,0.0
1754657734,3,0.1,asc,20.9,18.153395025390637,0.8685834940378295,safe,False,True,0.0,0.0,0.0
1754657734,3,0.1,desc,17.5,18.153395025390637,1.0373368585937506,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.2,asc,21.800000000000004,19.25610806505472,0.8833077094061795,safe,False,True,0.0,0.0,0.0
1754657734,3,0.2,desc,18.5,19.25610806505472,1.040870706219174,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.3,asc,22.699999999999996,20.53344261327493,0.9045569433160763,safe,False,True,0.0,0.0,0.0
1754657734,3,0.3,desc,18.8,20.53344261327493,1.0922043943231345,exceed,False,True,0.0,0.0,0.0
1754657734,3,0.4,asc,0,19.598957840703406,,,False,False,1.0,1.0,1.0
1754657734,3,0.4,desc,19.7,19.598957840703406,0.9948709563808836,safe,False,False,0.0,0.0,0.0
1754657734,3,0.5,asc,0,20.47229823708261,,,False,False,1.0,1.0,1.0
1754657734,3,0.5,desc,0,20.47229823708261,,,False,False,1.0,1.0,1.0
1754657734,5,0,asc,3665,2731.0,0.7451568894952251,safe,False,False,0.0,0.0,0.0
1754657734,5,0,desc,3783,2731.0,0.7219138250066085,safe,False,False,0.0,0.0,0.0
1754657734,5,0.02,asc,3687.2400000000002,3653.064570221781,0.9907314333273074,safe,False,False,0.0,0.0,0.0
1754657734,5,0.02,desc,3805.24,3657.1545253706818,0.9610838016447536,safe,False,False,0.0,0.0,0.0
1754657734,5,0.05,asc,3720.6,3645.209023614725,0.9797368767442685,safe,False,False,0.0,0.0,0.0
1754657734,5,0.05,desc,3838.6,3651.377775871435,0.9512264304359493,safe,False,False,0.0,0.0,0.0
1754657734,5,0.1,asc,3776.2,3635.5434828951566,0.9627518359449068,safe,False,False,0.0,0.0,0.0
1754657734,5,0.1,desc,3894.2000000000003,3639.0598535816284,0.9344820126294562,safe,False,False,0.0,0.0,0.0
1754657734,5,0.2,asc,3887.4,3765.9775753383947,0.9687651323090998,safe,False,False,0.0,0.0,0.0
1754657734,5,0.2,desc,4005.4,3765.9775753383947,0.9402250899631484,safe,False,False,0.0,0.0,0.0
1754657734,5,0.3,asc,3998.6,3746.784702882619,0.9370241341676134,safe,False,False,0.0,0.0,0.0
1754657734,5,0.3,desc,4116.6,3835.0104965155488,0.9315965837136346,safe,False,False,0.0,0.0,0.0
1754657734,5,0.4,asc,4109.8,3950.23257013997,0.961173918472911,safe,False,False,0.0,0.0,0.0
1754657734,5,0.4,desc,4227.799999999999,3950.23257013997,0.9343470765267918,safe,False,False,0.0,0.0,0.0
1754657734,5,0.5,asc,0,4414.0684667063415,,,False,False,1.0,1.0,1.0
1754657734,5,0.5,desc,0,4414.0684667063415,,,False,False,1.0,1.0,1.0
1754657734,8,0,asc,826,654.0,0.7917675544794189,safe,False,False,0.0,0.0,0.0
1754657734,8,0,desc,751,654.0,0.8708388814913449,safe,False,False,0.0,0.0,0.0
1754657734,8,0.02,asc,830.8,819.1262721006682,0.985948810905956,safe,False,False,0.0,0.0,0.0
1754657734,8,0.02,desc,755.9,819.1262721006682,1.0836436990351477,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.05,asc,838.0,819.323074567707,0.9777124994841372,safe,False,False,0.0,0.0,0.0
1754657734,8,0.05,desc,763.25,819.323074567707,1.073466196616714,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.1,asc,850.0,828.9174142344839,0.9751969579229223,safe,False,False,0.0,0.0,0.0
1754657734,8,0.1,desc,775.5,829.6811139220617,1.0698660398737094,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.2,asc,874.0,838.0508408363485,0.9588682389431905,safe,False,False,0.0,0.0,0.0
1754657734,8,0.2,desc,800.0,843.5235775957574,1.0544044719946968,exceed,False,False,0.0,0.0,0.0
1754657734,8,0.3,asc,898.0,871.7683313530077,0.9707887876982269,safe,False,False,0.0,0.0,0.0
1754657734,8,0.3,desc,898.7,871.7683313530077,0.9700326375353374,safe,False,False,0.0,0.0,0.0
1754657734,8,0.4,asc,901.4,859.7971530862515,0.9538464090151447,safe,False,False,0.0,0.0,0.0
1754657734,8,0.4,desc,903.8,859.7971530862515,0.9513135130407739,safe,False,True,0.0,0.0,0.0
1754657734,8,0.5,asc,0,914.0052429402249,,,False,False,1.0,1.0,1.0
1754657734,8,0.5,desc,0,914.0052429402249,,,False,False,1.0,1.0,1.0
1754657734,10,0,asc,2958,2292.0,0.7748478701825557,safe,False,True,0.0,0.0,0.0
1754657734,10,0,desc,2858,2292.0,0.8019594121763471,safe,False,True,0.0,0.0,0.0
1754657734,10,0.02,asc,0,2716.0170883339088,,,False,False,1.0,1.0,1.0
1754657734,10,0.02,desc,2886.58,2716.0170883339088,0.9409117669816561,safe,False,False,0.0,0.0,0.0
1754657734,10,0.05,asc,0,2740.010669416451,,,False,False,1.0,1.0,1.0
1754657734,10,0.05,desc,2929.4500000000003,2740.010669416451,0.9353327994730924,safe,False,False,0.0,0.0,0.0
1754657734,10,0.1,asc,0,2791.9998885852524,,,False,False,1.0,1.0,1.0
1754657734,10,0.1,desc,3000.8999999999996,2791.9998885852524,0.9303875132744353,safe,False,False,0.0,0.0,0.0
1754657734,10,0.2,asc,0,2886.092991728335,,,False,False,1.0,1.0,1.0
1754657734,10,0.2,desc,3143.7999999999997,2886.092991728335,0.9180269074776816,safe,False,False,0.0,0.0,0.0
1754657734,10,0.3,asc,0,2953.995619664365,,,False,False,1.0,1.0,1.0
1754657734,10,0.3,desc,3286.7000000000003,2953.995619664365,0.8987725133612331,safe,False,False,0.0,0.0,0.0
1754657734,10,0.4,asc,0,3019.696333817798,,,False,False,1.0,1.0,1.0
1754657734,10,0.4,desc,3629.6,4670.107449092753,1.286672759833798,exceed,False,True,0.0,0.0,0.0
1754657734,10,0.5,asc,0,3058.5335815900544,,,False,False,1.0,1.0,1.0
1754657734,10,0.5,desc,3772.5,4757.738411659549,1.2611632635280448,exceed,False,True,0.0,0.0,0.0
