seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1855023037,3,0,297.1535327431528,,,0.125,0.00010821799514815211,0.0024521269951947033
1855023038,3,15.768400437854307,15.14804199628842,0.9606581248357552,safe,0.125,4.47360216639936e-05,0.0001219129771925509
1855023039,3,1488.7061092795302,1464.3856639867554,0.9836633670398889,safe,0.125,5.83869987167418e-05,0.00447546603390947
1855023040,3,0,1.5,,,0.125,3.570900298655033e-05,2.704199869185686e-05
1855023041,3,1357.1867078962455,1156.1867078962168,0.8518995221286866,safe,0.125,5.915196379646659e-05,0.018946813012007624
1855023042,3,0,67.58181319228784,,,0.125,6.737897638231516e-05,0.0002584640169516206
1855023043,3,338.3466893152895,312.5501692745925,0.9237571377071806,safe,0.125,9.474001126363873e-05,0.002363216015510261
1855023044,3,1178.7134929877661,1157.043245011099,0.9816153390068201,safe,0.125,6.239599315449595e-05,0.004302247951272875
1855023045,3,348.6087465532694,263.4835508131526,0.7558145153219522,safe,0.125,3.432400990277529e-05,0.00029907404677942395
1855023046,3,1234.9608478698644,1174.9608478698162,0.9514154638152782,safe,0.125,5.596497794613242e-05,0.0024300810182467103
1855023047,3,0,271.9262869671365,,,0.125,3.776804078370333e-05,5.363998934626579e-05
1855023048,3,2539.679211265552,2499.547132392107,0.9841979732340106,safe,0.125,4.7655950766056776e-05,0.00026528898160904646
1855023049,3,31.567664396211534,27.52288378584369,0.8718695003975884,safe,0.125,4.2697007302194834e-05,0.00032960198586806655
1855023050,3,1240.9288974767896,1148.731278906915,0.9257027386844304,safe,0.125,5.950097693130374e-05,0.001145207032095641
1855023051,3,184.35262704046204,133.8458342652317,0.7260316080869028,safe,0.125,4.089600406587124e-05,0.0008113569929264486
1855023052,3,0,23.904933168446235,,,0.125,4.1808991227298975e-05,0.0002171620144508779
1855023053,3,110.78868114804982,104.34083257136544,0.9418004753746644,safe,0.125,4.930800059810281e-05,0.0014557770336978137
1855023054,3,1064.8007765131306,1039.8007765129992,0.9765214295936202,safe,0.125,6.2658975366503e-05,0.008904721995349973
1855023055,3,0,257.68788125264786,,,0.125,3.148801624774933e-05,0.002223749994300306
1855023056,3,27.687553791112528,24.68755379111249,0.8916480660359741,safe,0.125,4.333100514486432e-05,0.0004100860096514225
1855023057,3,1400.8292375163187,1393.9307911485962,0.9950754551782818,safe,0.125,6.377702811732888e-05,0.14314590103458613
1855023058,3,135.17008135312346,117.17120259072718,0.8668427318958599,safe,0.125,5.208700895309448e-05,0.00084243796300143
1855023059,3,0,14.84885884728665,,,0.125,6.542197661474347e-05,0.00014670100063085556
1855023060,3,1155.554153768021,1133.9252608133852,0.9812826660835335,safe,0.125,5.1584967877715826e-05,0.034148973994888365
1855023061,3,1359.985188829759,1358.0588392829486,0.9985835510837674,safe,0.125,5.494500510394573e-05,0.02246920595644042
