seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1755020037,3,80.92146833882634,74.7248222680634,0.9234239541376467,safe,0.149,6.838899571448565e-05,0.0003970530233345926
1755020038,3,290.1885263282486,278.71882408702174,0.9604749974564714,safe,0.149,3.291998291388154e-05,0.00013408903032541275
1755020039,3,382.0450219147216,379.60408946762834,0.9936108774959038,safe,0.149,2.6549038011580706e-05,3.478699363768101e-05
1755020040,3,176.18659731557494,125.18659731557426,0.7105341678819501,safe,0.149,2.8282986022531986e-05,0.0005152199883013964
1755020041,3,87.926700202093,71.56681439764739,0.8139372253610834,safe,0.149,3.3096992410719395e-05,0.0007012319983914495
1755020042,3,190.42376769501038,130.4237676950101,0.6849132819591173,safe,0.149,2.4103967007249594e-05,6.849097553640604e-05
1755020043,3,346.141826754734,246.85295148668223,0.7131555114302758,safe,0.149,2.814002800732851e-05,0.001232833950780332
1755020044,3,146.60722521296475,118.23807684619214,0.8064955644200824,safe,0.149,2.9858958441764116e-05,7.600703975185752e-05
1755020045,3,131.97516382564868,115.1527610331411,0.8725335714321861,safe,0.149,5.44880167581141e-05,0.0007009080145508051
1755020046,3,1443.9636450115097,1432.6136829243985,0.9921397175570714,safe,0.149,5.778000922873616e-05,0.013540058978833258
1755020047,3,1390.3849585084522,1307.2001284492253,0.9401713679724613,safe,0.149,5.595298716798425e-05,0.007356853049714118
1755020048,3,128.48712722604614,104.74867542587549,0.815246458437756,safe,0.149,4.3876993004232645e-05,0.0003215380129404366
1755020049,3,0,1001.5216011272214,,,0.149,4.491396248340607e-05,0.868059387023095
1755020050,3,22.300874879016177,17.30087487901617,0.7757935494851498,safe,0.149,3.539002500474453e-05,4.506699042394757e-05
1755020051,3,153.74524024334966,142.74524024334582,0.9284530696196324,safe,0.149,5.028402665629983e-05,0.00186049600597471
1755020052,3,268.09868978896316,253.09868978896026,0.9440504539137796,safe,0.149,4.20520082116127e-05,0.001169196970295161
1755020053,3,1128.7736048299894,1087.9251752997334,0.9638116719283063,safe,0.149,4.7900015488266945e-05,0.006160696968436241
1755020054,3,19.439961156241605,13.390437927462393,0.6888099116989806,safe,0.149,3.8744998164474964e-05,9.460997534915805e-05
1755020055,3,0,274.2315705219045,,,0.149,3.254500916227698e-05,0.00022125995019450784
1755020056,3,235.3526717886192,208.00628591918388,0.8838067753316337,safe,0.149,5.1645038183778524e-05,5.2351970225572586e-05
1755020057,3,0,13.360999895106922,,,0.149,2.41390080191195e-05,9.222200606018305e-05
1755020058,3,314.7693961325608,307.1702437040507,0.9758580328269593,safe,0.149,4.281901055946946e-05,0.0007779430015943944
1755020059,3,155.6105937381193,135.51661130035785,0.8708700869583592,safe,0.149,4.6207045670598745e-05,0.00031427101930603385
1755020060,3,231.6019124643501,220.39486350882487,0.9516107236063938,safe,0.149,4.2817031498998404e-05,0.0053591629839502275
1755020061,3,255.51474062957442,253.38042534201378,0.9916469974205723,safe,0.149,4.77489666081965e-05,0.05526805203408003
1755020062,3,0,1460.1190990769608,,,0.149,9.349902393296361e-05,0.0002666280488483608
1755020063,3,1197.6400822759704,1174.4311620198594,0.9806211226564785,safe,0.149,4.824798088520765e-05,0.007004395010881126
1755020064,3,85.52708275733201,84.52708275733171,0.9883077971589699,safe,0.149,4.635000368580222e-05,0.0006548390374518931
1755020065,3,15.795897309214606,13.134946515760241,0.8315416502548363,safe,0.149,4.400697071105242e-05,0.00019655702635645866
1755020066,3,79.20615444933381,75.64140019290717,0.9549939738747584,safe,0.149,4.730903310701251e-05,0.0005005909479223192
1755020067,3,93.15310210786234,89.25571514722128,0.958161490358869,safe,0.149,5.217496072873473e-05,0.00016171601600944996
1755020068,3,0,56.682037537072844,,,0.149,6.809399928897619e-05,0.0020725769572891295
1755020069,3,1215.409845133056,1212.7943507733162,0.9978480556413022,safe,0.149,6.635201862081885e-05,0.8919535250170156
1755020070,3,1046.6493558171192,1039.1759137178915,0.9928596506005651,safe,0.149,5.724799120798707e-05,0.14344776002690196
1755020071,3,124.26793495438586,119.80142975648793,0.9640574602005142,safe,0.149,4.355597775429487e-05,0.0012124039931222796
1755020072,3,216.37020267939926,174.60529735421952,0.8069747829969741,safe,0.149,3.4289027098566294e-05,8.804898243397474e-05
1755020073,3,115.80521838692837,114.78751096755822,0.991211903629681,safe,0.149,4.726299084722996e-05,0.00035348895471543074
1755020074,3,0,15.433064140145293,,,0.149,4.678999539464712e-05,8.343398803845048e-05
1755020075,3,0,133.62962561567912,,,0.149,4.4616986997425556e-05,0.012486499035730958
1755020076,3,0,72.4669247249077,,,0.149,3.465899499133229e-05,9.171298006549478e-05
1755020077,3,437.9662805247425,334.7002015977841,0.7642145445461423,safe,0.149,5.090399645268917e-05,7.665500743314624e-05
1755020078,3,234.71846058969768,184.71846058969768,0.7869788346669371,safe,0.149,3.5577977541834116e-05,4.195299698039889e-05
1755020079,3,1245.424074285983,1161.6934158732788,0.9327693593359291,safe,0.149,3.842799924314022e-05,0.0001726709888316691
1755020080,3,0,33.903120735153436,,,0.149,4.677096148952842e-05,4.45449841208756e-05
1755020081,3,199.67382292498763,198.4963138957721,0.9941028372574511,safe,0.149,4.363199695944786e-05,0.0006253840401768684
1755020082,3,1322.5206470071876,1320.509253483813,0.998479121268975,safe,0.149,4.9246998969465494e-05,0.31447398697491735
1755020083,3,0,23.544714853008227,,,0.149,8.067197632044554e-05,6.986799417063594e-05
1755020084,3,0,109.08233473960416,,,0.149,7.497798651456833e-05,0.00043478200677782297
1755020085,3,1398.1882618036616,1380.9106652492362,0.9876428682557117,safe,0.149,5.1242997869849205e-05,0.016391518991440535
