seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1855022037,3,4.33363049630755,3.333630496307549,0.7692465933927578,safe,0.131,8.814601460471749e-05,8.07250034995377e-05
1855022038,3,273.3987625114867,267.39876251147973,0.9780540338043596,safe,0.131,5.1183043979108334e-05,0.007606932951603085
1855022039,3,1265.152074640242,1175.2648236760092,0.9289514258672871,safe,0.131,3.756594378501177e-05,0.0003026530030183494
1855022040,3,1293.6458911931113,1211.3789715914113,0.9364069254486431,safe,0.131,4.4091022573411465e-05,0.0007164269918575883
1855022041,3,151.6631414454003,149.63953236608862,0.9866572124246801,safe,0.131,3.935105632990599e-05,0.002991885005030781
1855022042,3,36.66995041947207,24.669950419472045,0.6727565796318088,safe,0.131,3.6631012335419655e-05,9.56029980443418e-05
1855022043,3,400.2833939929861,346.05969589097754,0.8645367284385556,safe,0.131,4.6087021473795176e-05,0.0017891409806907177
1855022044,3,1239.0107681405352,1211.7109220495304,0.9779664174089661,safe,0.131,4.878698382526636e-05,0.020869039988610893
1855022045,3,307.6236223543273,293.7203497534679,0.9548042751253824,safe,0.131,4.213897045701742e-05,0.00047487003030255437
1855022046,3,242.28016464452463,239.28016464451332,0.9876176409058788,safe,0.131,5.232496187090874e-05,0.022511921997647732
1855022047,3,0,7.0007743633933615,,,0.131,3.4010037779808044e-05,9.987701196223497e-05
1855022048,3,411.30484864997607,333.7242137944572,0.8113792358389127,safe,0.131,4.749599611386657e-05,5.655601853504777e-05
1855022049,3,37.85027141629608,36.85027141629592,0.973580110192562,safe,0.131,4.196399822831154e-05,0.00028231501346454024
1855022050,3,180.90741489844078,138.62908906586483,0.7662985463790388,safe,0.131,4.780996823683381e-05,0.0012608660035766661
1855022051,3,54.83187673365429,46.66375346730844,0.8510333084891022,safe,0.131,3.821600694209337e-05,4.955497570335865e-05
1855022052,3,109.42355109251358,101.48435535346307,0.9274452742596683,safe,0.131,5.404400872066617e-05,0.00010414700955152512
1855022053,3,141.79682253634738,118.28525926491946,0.8341883629627801,safe,0.131,4.486099351197481e-05,0.00032661802833899856
1855022054,3,0,206.13992566374972,,,0.131,2.8313021175563335e-05,0.0005391149898059666
1855022055,3,0,108.64883885512174,,,0.131,4.7340989112854004e-05,0.029792551009450108
1855022056,3,126.88715061543806,117.64021308564058,0.9271247129047563,safe,0.131,5.2332994528114796e-05,0.005217060970608145
1855022057,3,150.3263517313676,129.2807111011918,0.8600003233778716,safe,0.131,4.672701470553875e-05,0.0001824299688450992
1855022058,3,322.57550271137967,317.753786409314,0.9850524411756715,safe,0.131,5.309301195666194e-05,0.00029005296528339386
1855022059,3,54.33369074603536,53.848544752730525,0.9910709913749006,safe,0.131,4.0396000258624554e-05,0.0007028059917502105
1855022060,3,1456.728340745559,1396.9789631857775,0.9589838572583811,safe,0.131,5.118001718074083e-05,0.0003959150053560734
1855022061,3,239.32027495178866,233.29065323843815,0.9748052198478997,safe,0.131,4.8144953325390816e-05,0.004839701985474676
1855022062,3,207.14374246610544,172.0086029262383,0.8303828099194633,safe,0.131,4.286703187972307e-05,0.0001718489802442491
