seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755020037,3,2404,2202,0.9159733777038269,safe,0.0,7.300300057977438e-05,0.00570637098280713
1755020038,3,70,55,0.7857142857142857,safe,0.0,3.595597809180617e-05,6.653700256720185e-05
1755020039,3,142,131,0.9225352112676056,safe,0.0,3.359798574820161e-05,0.0008341700304299593
1755020040,3,400,305,0.7625,safe,0.0,3.090902464464307e-05,0.00017834000755101442
1755020041,3,150,135,0.9,safe,0.0,3.911799285560846e-05,0.00021700002253055573
1755020042,3,302,251,0.8311258278145696,safe,0.0,3.4235999919474125e-05,0.0007490119896829128
1755020043,3,104,102,0.9807692307692307,safe,0.0,3.6156969144940376e-05,0.0008320959750562906
1755020044,3,2044,2022,0.9892367906066536,safe,0.0,3.4347991459071636e-05,0.009915942035149783
1755020045,3,52,46,0.8846153846153846,safe,0.0,3.4719996619969606e-05,0.00018505699699744582
1755020046,3,244,222,0.9098360655737705,safe,0.0,3.143399953842163e-05,0.0004052080330438912
1755020047,3,2210,2105,0.9524886877828054,safe,0.0,3.21660190820694e-05,0.0020104889990761876
1755020048,3,2042,2021,0.9897159647404505,safe,0.0,2.1109008230268955e-05,0.009251964977011085
1755020049,3,4000,3050,0.7625,safe,0.0,3.76559910364449e-05,0.00020066503202542663
1755020050,3,2210,2105,0.9524886877828054,safe,0.0,3.3926975447684526e-05,0.0020796949975192547
1755020051,3,212,206,0.9716981132075472,safe,0.0,3.192201256752014e-05,0.0011083619901910424
1755020052,3,440,420,0.9545454545454546,safe,0.0,3.233901225030422e-05,0.00027643097564578056
1755020053,3,62,51,0.8225806451612904,safe,0.0,3.2434007152915e-05,0.00017867900896817446
1755020054,3,34,28,0.8235294117647058,safe,0.0,3.580399788916111e-05,7.410196121782064e-05
1755020055,3,2140,2080,0.9719626168224299,safe,0.0,3.536103758960962e-05,0.0006999049801379442
1755020056,3,610,505,0.8278688524590164,safe,0.0,3.8097030483186245e-05,0.0003564970102161169
1755020057,3,40,32,0.8,safe,0.0,3.0750990845263004e-05,6.462796591222286e-05
1755020058,3,502,451,0.898406374501992,safe,0.0,3.4026976209133863e-05,0.001629234990105033
1755020059,3,430,415,0.9651162790697675,safe,0.0,3.095500869676471e-05,0.0004959629732184112
