seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1855022037,3,18,15,0.8333333333333334,safe,0.0,6.497802678495646e-05,0.00011149200145155191
1855022038,3,510,455,0.8921568627450981,safe,0.0,3.14330100081861e-05,0.0002574980026111007
1855022039,3,2402,2201,0.9163197335553706,safe,0.0,3.622903022915125e-05,0.005941975978203118
1855022040,3,215,210,0.9767441860465116,safe,0.0,3.493699477985501e-05,0.00019116699695587158
1855022041,3,242,221,0.9132231404958677,safe,0.0,3.489700611680746e-05,0.01437121198978275
1855022042,3,108,104,0.9629629629629629,safe,0.0,2.6680994778871536e-05,0.00023879902437329292
1855022043,3,2022,2011,0.9945598417408507,safe,0.0,3.1513976864516735e-05,0.023143888043705374
1855022044,3,404,402,0.995049504950495,safe,0.0,0.0021492420346476138,0.015372077003121376
1855022045,3,64,52,0.8125,safe,0.0,2.6824011001735926e-05,8.412700844928622e-05
1855022046,3,54,48,0.8888888888888888,safe,0.0,2.837099600583315e-05,7.936701877042651e-05
1855022047,3,2050,2025,0.9878048780487805,safe,0.0,3.223703242838383e-05,0.0028478230233304203
1855022048,3,640,520,0.8125,safe,0.0,3.4326978493481874e-05,9.664497338235378e-05
1855022049,3,2042,2021,0.9897159647404505,safe,0.0,3.4097989555448294e-05,0.015942525991704315
1855022050,3,2006,2003,0.9985044865403788,safe,0.0,5.417398642748594e-05,0.11954187497030944
1855022051,3,2044,2022,0.9892367906066536,safe,0.0,3.3118994906544685e-05,0.007147413969505578
1855022052,3,154,152,0.987012987012987,safe,0.0,3.8416997995227575e-05,0.00015393499052152038
1855022053,3,114,108,0.9473684210526315,safe,0.0,3.226898843422532e-05,0.00018343300325796008
1855022054,3,26,23,0.8846153846153846,safe,0.0,2.8517970349639654e-05,8.719199104234576e-05
1855022055,3,800,600,0.75,safe,0.0,3.269704757258296e-05,5.5059033911675215e-05
1855022056,3,442,421,0.9524886877828054,safe,0.0,3.106700023636222e-05,0.001290908025112003
1855022057,3,640,520,0.8125,safe,0.0,3.1330971978604794e-05,9.400199633091688e-05
1855022058,3,540,480,0.8888888888888888,safe,0.0,3.2514974009245634e-05,9.767402661964297e-05
1855022059,3,406,403,0.9926108374384236,safe,0.0,2.943899016827345e-05,0.004090808040928096
1855022060,3,130,120,0.9230769230769231,safe,0.0,2.586201298981905e-05,5.245901411399245e-05
1855022061,3,16,14,0.875,safe,0.0,3.380997804924846e-05,9.498500730842352e-05
1855022062,3,700,550,0.7857142857142857,safe,0.0,2.902199048548937e-05,6.400200072675943e-05
1855022063,3,4000,3002,0.7505,safe,0.0,3.4995959140360355e-05,0.002988909021951258
1855022064,3,80,70,0.875,safe,0.0,3.14299832098186e-05,4.8456015065312386e-05
1855022065,3,2220,2110,0.9504504504504504,safe,0.0,2.9750983230769634e-05,0.0007025609957054257
1855022066,3,8,6,0.75,safe,0.0,3.0469964258372784e-05,4.730396904051304e-05
1855022067,3,2006,2004,0.9990029910269193,safe,0.0,3.863702295348048e-05,0.08516179502476007
1855022068,3,2210,2105,0.9524886877828054,safe,0.0,3.452500095590949e-05,0.0021146470098756254
1855022069,3,230,215,0.9347826086956522,safe,0.0,3.948202356696129e-05,0.00022830499801784754
1855022070,3,250,225,0.9,safe,0.0,3.1149014830589294e-05,0.0001951809972524643
1855022071,3,480,440,0.9166666666666666,safe,0.0,3.356405068188906e-05,0.00010980997467413545
1855022072,3,35,30,0.8571428571428571,safe,0.0,3.059598384425044e-05,4.5835040509700775e-05
1855022073,3,510,455,0.8921568627450981,safe,0.0,3.255298361182213e-05,0.00027475401293486357
1855022074,3,130,115,0.8846153846153846,safe,0.0,3.03619890473783e-05,9.201600914821029e-05
1855022075,3,2202,2101,0.9541326067211626,safe,0.0,3.084598574787378e-05,0.006894288002513349
1855022076,3,40,30,0.75,safe,0.0,3.701000241562724e-05,5.353201413527131e-05
1855022077,3,2024,2012,0.9940711462450593,safe,0.0,3.4028023947030306e-05,0.012537344999145716
1855022078,3,80,62,0.775,safe,0.0,3.068003570660949e-05,8.227897342294455e-05
1855022079,3,430,415,0.9651162790697675,safe,0.0,2.850999590009451e-05,0.0003584930091165006
1855022080,3,152,151,0.993421052631579,safe,0.0,3.249698784202337e-05,0.00027049804339185357
1855022081,3,260,230,0.8846153846153846,safe,0.0,3.0539988074451685e-05,9.500200394541025e-05
1855022082,3,520,460,0.8846153846153846,safe,0.0,3.090297104790807e-05,0.00014600803842768073
1855022083,3,700,650,0.9285714285714286,safe,0.0,3.205699613317847e-05,6.529298843815923e-05
1855022084,3,2030,2020,0.9950738916256158,safe,0.0,3.859098069369793e-05,0.0028214339981786907
1855022085,3,2102,2051,0.9757373929590866,safe,0.0,3.248301800340414e-05,0.026376993977464736
1855022086,3,2204,2102,0.9537205081669692,safe,0.0,5.7998986449092627e-05,0.005395305983256549
1855022087,3,340,280,0.8235294117647058,safe,0.0,3.9923994336277246e-05,8.360896026715636e-05
1855022088,3,142,131,0.9225352112676056,safe,0.0,3.2984011340886354e-05,0.0006151580018922687
1855022089,3,406,403,0.9926108374384236,safe,0.0,3.334501525387168e-05,0.004099209967534989
1855022090,3,412,406,0.9854368932038835,safe,0.0,3.393698716536164e-05,0.0028623190009966493
1855022091,3,2240,2120,0.9464285714285714,safe,0.0,3.234297037124634e-05,0.00038411602145060897
1855022092,3,2402,2201,0.9163197335553706,safe,0.0,3.147998359054327e-05,0.005937859008554369
1855022093,3,2030,2015,0.9926108374384236,safe,0.0,3.6066980101168156e-05,0.011343962978571653
1855022094,3,620,510,0.8225806451612904,safe,0.0,3.190402640029788e-05,0.00019950600108131766
1855022095,3,400,400,1.0,safe,0.0,2.717005554586649e-05,3.743497654795647e-05
1855022096,3,2104,2052,0.9752851711026616,safe,0.0,4.242401337251067e-05,0.006922150030732155
1855022097,3,80,80,1.0,safe,0.0,4.353799158707261e-05,4.648801404982805e-05
1855022098,3,520,460,0.8846153846153846,safe,0.0,2.9615010134875774e-05,0.00020999100524932146
1855022099,3,422,411,0.9739336492890995,safe,0.0,3.648805432021618e-05,0.002341640996746719
1855022100,3,62,51,0.8225806451612904,safe,0.0,7.430801633745432e-05,0.00019179901573807
1855022101,3,244,222,0.9098360655737705,safe,0.0,3.1051982659846544e-05,0.00044117000652477145
1855022102,3,40,31,0.775,safe,0.0,2.939300611615181e-05,8.860899833962321e-05
1855022103,3,480,440,0.9166666666666666,safe,0.0,3.3913005609065294e-05,0.00015032599912956357
1855022104,3,2140,2080,0.9719626168224299,safe,0.0,3.180099884048104e-05,0.0007041780045256019
1855022105,3,34,32,0.9411764705882353,safe,0.0,3.731297329068184e-05,7.747503696009517e-05
1855022106,3,8,7,0.875,safe,0.0,3.8898957427591085e-05,5.478295497596264e-05
1855022107,3,800,605,0.75625,safe,0.0,3.0822004191577435e-05,0.0003627969999797642
1855022108,3,2102,2051,0.9757373929590866,safe,0.0,3.737700171768665e-05,0.013143880991265178
1855022109,3,208,204,0.9807692307692307,safe,0.0,3.71490023098886e-05,0.0008540700073353946
1855022110,3,64,52,0.8125,safe,0.0,3.9647973608225584e-05,0.00011136900866404176
1855022111,3,124,112,0.9032258064516129,safe,0.0,2.5151006411761045e-05,0.00019732798682525754
1855022112,3,2402,2201,0.9163197335553706,safe,0.0,3.737700171768665e-05,0.02047059196047485
1855022113,3,403,402,0.9975186104218362,safe,0.0,2.7958943974226713e-05,0.015159924980252981
1855022114,3,800,700,0.875,safe,0.0,3.0260998755693436e-05,4.9430993385612965e-05
1855022115,3,215,210,0.9767441860465116,safe,0.0,3.0033988878130913e-05,0.0002740849740803242
1855022116,3,404,402,0.995049504950495,safe,0.0,2.788600977510214e-05,0.009316406969446689
1855022117,3,400,310,0.775,safe,0.0,3.6525947507470846e-05,0.00012173695722594857
1855022118,3,412,406,0.9854368932038835,safe,0.0,3.7928984966129065e-05,0.0030798569787293673
1855022119,3,602,601,0.9983388704318937,safe,0.0,3.28070018440485e-05,0.0016287110047414899
1855022120,3,2150,2100,0.9767441860465116,safe,0.0,3.867800114676356e-05,0.00030401902040466666
1855022121,3,304,252,0.8289473684210527,safe,0.0,3.855896648019552e-05,0.00041952304309234023
1855022122,3,406,403,0.9926108374384236,safe,0.0,3.1866016797721386e-05,0.004992399015463889
1855022123,3,212,206,0.9716981132075472,safe,0.0,3.592704888433218e-05,0.0010946460533887148
1855022124,3,244,222,0.9098360655737705,safe,0.0,3.555096918717027e-05,0.00044617796083912253
1855022125,3,450,425,0.9444444444444444,safe,0.0,4.144699778407812e-05,0.00044676201650872827
1855022126,3,620,610,0.9838709677419355,safe,0.0,3.4652010072022676e-05,0.0001898950431495905
1855022127,3,260,240,0.9230769230769231,safe,0.0,3.3377029467374086e-05,7.695797830820084e-05
1855022128,3,2440,2220,0.9098360655737705,safe,0.0,4.395697033032775e-05,0.0005061670090071857
1855022129,3,230,215,0.9347826086956522,safe,0.0,3.721500979736447e-05,0.000227292999625206
1855022130,3,304,252,0.8289473684210527,safe,0.0,3.6954996176064014e-05,0.000406349019613117
1855022131,3,442,421,0.9524886877828054,safe,0.0,3.170396666973829e-05,0.0018297010101377964
1855022132,3,32,26,0.8125,safe,0.0,3.189599374309182e-05,0.00010974600445479155
1855022133,3,444,422,0.9504504504504504,safe,0.0,3.838399425148964e-05,0.000988613988738507
1855022134,3,430,415,0.9651162790697675,safe,0.0,3.780197585001588e-05,0.0003676930209621787
1855022135,3,610,505,0.8278688524590164,safe,0.0,3.569299587979913e-05,0.00024498702259734273
