seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1755022037,3,1389.466495646584,1373.7935736354762,0.9887201871652079,safe,0.109,5.428603617474437e-05,0.00120365503244102
1755022038,3,332.7376054495711,313.3215102691561,0.9416474276955218,safe,0.109,2.6639958377927542e-05,0.0005405550473369658
1755022039,3,323.6577562977325,318.65775629773105,0.9845515829523271,safe,0.109,2.5981978978961706e-05,0.0002433889894746244
1755022040,3,308.38781746212084,301.8691064061485,0.9788619696146945,safe,0.109,4.701002035290003e-05,0.003501697035972029
1755022041,3,0,134.1458399521161,,,0.109,5.050399340689182e-05,9.88609972409904e-05
1755022042,3,316.4901020230431,264.33569919188903,0.8352100034162939,safe,0.109,5.185697227716446e-05,0.0005933889769949019
1755022043,3,0,1491.2729019092797,,,0.109,6.0655002016574144e-05,0.00026213901583105326
1755022044,3,149.04365858060768,144.828501543213,0.9717186421915766,safe,0.109,4.33559762313962e-05,0.0010355800040997565
1755022045,3,172.71448699033522,157.0720964975113,0.9094320878033859,safe,0.109,4.212802741676569e-05,0.00015807896852493286
1755022046,3,242.52512171865547,216.78357941715873,0.8938603056084287,safe,0.109,2.7479021809995174e-05,0.0001789350062608719
1755022047,3,95.08575197544647,88.331674336835,0.9289685626048837,safe,0.109,3.459298750385642e-05,0.000316073012072593
1755022048,3,197.12723901808621,167.7043712164595,0.8507417445291403,safe,0.109,3.912096144631505e-05,0.001222895982209593
1755022049,3,2355.8589150187845,2354.659128478995,0.9994907222448082,safe,0.109,4.573201294988394e-05,0.0062173010082915425
1755022050,3,338.90706076467836,331.3106681329896,0.9775856170876198,safe,0.109,3.382295835763216e-05,0.0005123740411363542
1755022051,3,27.760398613296278,21.760398613296257,0.783864775013489,safe,0.109,4.3496955186128616e-05,0.0002608940121717751
1755022052,3,1313.1661566055534,1306.8563834754984,0.9951949925770511,safe,0.109,4.329101648181677e-05,0.04683315200963989
1755022053,3,0,320.6598870343824,,,0.109,4.830100806429982e-05,4.007900133728981e-05
1755022054,3,24.526853049642206,22.526853049642185,0.9184567218651315,safe,0.109,2.8654001653194427e-05,0.00011376803740859032
1755022055,3,200.68423124097973,171.48623028628924,0.8545077469508314,safe,0.109,4.918198101222515e-05,0.0012446820037439466
1755022056,3,67.30261269087802,59.77335157069329,0.888128249125086,safe,0.109,5.0453003495931625e-05,0.0008255860302597284
