seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1755020037,3,80.92146833882634,74.7248222680634,0.9234239541376467,safe,0.149,6.901199230924249e-05,0.00033907301258295774
1755020038,3,290.1885263282486,278.71882408702174,0.9604749974564714,safe,0.149,4.935002652928233e-05,0.0003826309693977237
1755020039,3,382.0450219147216,379.60408946762834,0.9936108774959038,safe,0.149,4.244601586833596e-05,8.997198892757297e-05
1755020040,3,176.18659731557494,125.18659731557426,0.7105341678819501,safe,0.149,4.673999501392245e-05,0.0011092970380559564
1755020041,3,87.926700202093,71.56681439764739,0.8139372253610834,safe,0.149,5.123799201101065e-05,0.0016060960479080677
1755020042,3,190.42376769501038,130.4237676950101,0.6849132819591173,safe,0.149,4.479195922613144e-05,0.00013457704335451126
1755020043,3,346.141826754734,246.85295148668223,0.7131555114302758,safe,0.149,5.175604019314051e-05,0.002074546995572746
1755020044,3,146.60722521296475,118.23807684619214,0.8064955644200824,safe,0.149,5.125097231939435e-05,0.00016762298764660954
1755020045,3,131.97516382564868,115.1527610331411,0.8725335714321861,safe,0.149,4.8318004701286554e-05,0.0007693239604122937
1755020046,3,1443.9636450115097,1432.6136829243985,0.9921397175570714,safe,0.149,6.403698353096843e-05,0.027185044018551707
1755020047,3,1390.3849585084522,1307.2001284492253,0.9401713679724613,safe,0.149,6.341701373457909e-05,0.00988254597177729
1755020048,3,128.48712722604614,104.74867542587549,0.815246458437756,safe,0.149,4.1041988879442215e-05,0.0003227849956601858
1755020049,3,0,1001.5216011272214,,,0.149,4.90940292365849e-05,1.02417443000013
1755020050,3,22.300874879016177,17.30087487901617,0.7757935494851498,safe,0.149,0.003044548036996275,4.466099198907614e-05
1755020051,3,153.74524024334966,142.74524024334582,0.9284530696196324,safe,0.149,4.373100819066167e-05,0.001206532004289329
1755020052,3,268.09868978896316,253.09868978896026,0.9440504539137796,safe,0.149,3.3819000236690044e-05,0.000801231013610959
1755020053,3,1128.7736048299894,1087.9251752997334,0.9638116719283063,safe,0.149,4.8384012188762426e-05,0.0023327950038947165
1755020054,3,19.439961156241605,13.390437927462393,0.6888099116989806,safe,0.149,5.2246032282710075e-05,9.120401227846742e-05
1755020055,3,0,274.2315705219045,,,0.149,4.851300036534667e-05,0.00022868200903758407
1755020056,3,235.3526717886192,208.00628591918388,0.8838067753316337,safe,0.149,3.840302815660834e-05,4.0251004975289106e-05
1755020057,3,0,13.360999895106922,,,0.149,2.5939021725207567e-05,6.690999725833535e-05
1755020058,3,314.7693961325608,307.1702437040507,0.9758580328269593,safe,0.149,3.9252976421266794e-05,0.0005129899946041405
1755020059,3,155.6105937381193,135.51661130035785,0.8708700869583592,safe,0.149,5.0641014240682125e-05,0.0002088799956254661
1755020060,3,231.6019124643501,220.39486350882487,0.9516107236063938,safe,0.149,3.900600131601095e-05,0.0009332090266980231
1755020061,3,255.51474062957442,253.38042534201378,0.9916469974205723,safe,0.149,4.9806025344878435e-05,0.023729012988042086
1755020062,3,0,1460.1190990769608,,,0.149,4.6313973143696785e-05,0.0002501659910194576
1755020063,3,1197.6400822759704,1174.4311620198594,0.9806211226564785,safe,0.149,0.0008612059755250812,0.005649837956298143
1755020064,3,85.52708275733201,84.52708275733171,0.9883077971589699,safe,0.149,4.936597542837262e-05,0.0006914029945619404
1755020065,3,15.795897309214606,13.134946515760241,0.8315416502548363,safe,0.149,4.879303742200136e-05,0.00022993196034803987
1755020066,3,79.20615444933381,75.64140019290717,0.9549939738747584,safe,0.149,3.85899911634624e-05,0.0002952890354208648
1755020067,3,93.15310210786234,89.25571514722128,0.958161490358869,safe,0.149,3.727100556716323e-05,0.00010418397141620517
1755020068,3,0,56.682037537072844,,,0.149,4.593300400301814e-05,0.004643819003831595
1755020069,3,1215.409845133056,1212.7943507733162,0.9978480556413022,safe,0.149,6.637000478804111e-05,1.2025286160060205
1755020070,3,1046.6493558171192,1039.1759137178915,0.9928596506005651,safe,0.149,5.37960440851748e-05,0.12872762698680162
1755020071,3,124.26793495438586,119.80142975648793,0.9640574602005142,safe,0.149,4.8850022722035646e-05,0.0011735649895854294
1755020072,3,216.37020267939926,174.60529735421952,0.8069747829969741,safe,0.149,4.390801768749952e-05,9.558798046782613e-05
1755020073,3,115.80521838692837,114.78751096755822,0.991211903629681,safe,0.149,4.600401734933257e-05,0.00033205398358404636
1755020074,3,0,15.433064140145293,,,0.149,5.3728988859802485e-05,8.600798901170492e-05
1755020075,3,0,133.62962561567912,,,0.149,4.107097629457712e-05,0.012819500989280641
1755020076,3,0,72.4669247249077,,,0.149,4.363799234852195e-05,9.990599937736988e-05
1755020077,3,437.9662805247425,334.7002015977841,0.7642145445461423,safe,0.149,4.8641988541930914e-05,7.998396176844835e-05
1755020078,3,234.71846058969768,184.71846058969768,0.7869788346669371,safe,0.149,5.128001794219017e-05,5.32959820702672e-05
1755020079,3,1245.424074285983,1161.6934158732788,0.9327693593359291,safe,0.149,4.521902883425355e-05,0.0002548569464124739
1755020080,3,0,33.903120735153436,,,0.149,4.03400044888258e-05,4.676298703998327e-05
1755020081,3,199.67382292498763,198.4963138957721,0.9941028372574511,safe,0.149,4.528101999312639e-05,0.0006674299947917461
1755020082,3,1322.5206470071876,1320.509253483813,0.998479121268975,safe,0.149,6.334698991850019e-05,0.5446568650077097
1755020083,3,0,23.544714853008227,,,0.149,2.957799006253481e-05,8.99570295587182e-05
1755020084,3,0,109.08233473960416,,,0.149,6.533600389957428e-05,0.0006539640016853809
1755020085,3,1398.1882618036616,1380.9106652492362,0.9876428682557117,safe,0.149,5.593401147052646e-05,0.024737945990636945
1755020086,3,296.7954408612607,286.66923547693125,0.965881533237355,safe,0.149,4.463497316464782e-05,0.002625243039801717
1755020087,3,117.09848949870604,109.80786686275157,0.9377393964075426,safe,0.149,4.289502976462245e-05,0.0008971039787866175
1755020088,3,1629.6816976980895,1447.6468884030246,0.888300390467545,safe,0.149,5.749496631324291e-05,0.002220768015831709
1755020089,3,0,239.38227208981624,,,0.149,3.994803410023451e-05,0.03522318694740534
1755020090,3,179.6116482486788,136.45680303371415,0.7597324804056405,safe,0.149,3.77130345441401e-05,0.000993434980046004
1755020091,3,342.2438317784747,296.8690024190487,0.8674195846755364,safe,0.149,3.4702999982982874e-05,0.0003782919957302511
1755020092,3,1322.0851682362072,1308.5872820256395,0.9897904563678184,safe,0.149,4.732899833470583e-05,0.011021092999726534
1755020093,3,336.7035954180574,310.54945855610094,0.9223229653087518,safe,0.149,5.854299524798989e-05,0.003100492001976818
1755020094,3,227.34376306142116,222.95389165777732,0.9806906011208328,safe,0.149,5.472201155498624e-05,0.00824468198698014
1755020095,3,391.38902908138897,304.43879484932415,0.7778419225593991,safe,0.149,3.843702143058181e-05,0.00011261500185355544
1755020096,3,39.951761135269784,32.2999437290632,0.8084735894295412,safe,0.149,4.3027044739574194e-05,4.590500611811876e-05
1755020097,3,0,268.71513794643363,,,0.149,5.310698179528117e-05,0.0020312530105002224
1755020098,3,16.491574698992302,14.491574698992281,0.8787259533122553,safe,0.149,4.314602119848132e-05,9.433698141947389e-05
1755020099,3,1479.33564633972,1298.4730514219839,0.8777406632732474,safe,0.149,9.988597594201565e-05,0.002110061002895236
1755020100,3,74.48779352613293,69.95029693820622,0.9390840247357468,safe,0.149,6.316497456282377e-05,0.0006282989634200931
1755020101,3,188.52740951789318,173.9433864966822,0.9226424260615176,safe,0.149,4.121498204767704e-05,0.0006515259738080204
1755020102,3,1353.6175122494503,1150.9898316470442,0.8503065461485659,safe,0.149,5.439901724457741e-05,0.003207776986528188
1755020103,3,0,271.5841111702581,,,0.149,5.444802809506655e-05,0.0011871220194734633
1755020104,3,1266.9802512805873,1236.0905895208728,0.9756194607386397,safe,0.149,6.896501872688532e-05,0.026274122996255755
1755020105,3,1376.9136851299136,1373.0383534856455,0.9971854941336411,safe,0.149,5.689699901267886e-05,0.2776746129966341
1755020106,3,106.03535881319402,94.71320152558425,0.8932228134620982,safe,0.149,4.276598338037729e-05,7.14510097168386e-05
1755020107,3,1099.1066424659055,1087.9886352336353,0.9898845054677076,safe,0.149,5.6491000577807426e-05,0.03849325201008469
1755020108,3,9.372709487975474,7.817263665822839,0.83404523268878,safe,0.149,3.6214012652635574e-05,7.525901310145855e-05
1755020109,3,1087.5115507089477,1039.703095425004,0.9560386689660654,safe,0.149,5.254900315776467e-05,0.004104710998944938
1755020110,3,0,215.18788126361113,,,0.149,6.328901508823037e-05,0.00036947597982361913
1755020111,3,2448.882983028553,2447.8829830285526,0.999591650557854,safe,0.149,5.164998583495617e-05,0.010453047987539321
1755020112,3,1284.1267408135077,1270.494562693752,0.989384086720973,safe,0.149,6.273703183978796e-05,0.07570916402619332
1755020113,3,1456.6601460602667,1455.6601460602578,0.9993134980711091,safe,0.149,5.326897371560335e-05,0.020228237961418927
1755020114,3,96.75626219389068,87.94631269222191,0.9089469838756851,safe,0.149,3.317301161587238e-05,0.00020124297589063644
1755020115,3,157.53934336697773,154.24721204037326,0.9791027989818666,safe,0.149,4.16660332120955e-05,0.00014299899339675903
1755020116,3,1377.7499889218302,1338.118002496831,0.97123426837694,safe,0.149,3.938801819458604e-05,0.0008024820126593113
1755020117,3,274.1714516603132,257.046275809341,0.9375384426523388,safe,0.149,3.4769007470458746e-05,0.0008665170171298087
1755020118,3,0,112.77599443520444,,,0.149,2.897402737289667e-05,0.003443803987465799
1755020119,3,1266.9064508389367,1165.9064508389342,0.9202782494847027,safe,0.149,4.633498610928655e-05,0.013396551017649472
1755020120,3,16.500967873164328,14.4236276732068,0.8741079786394879,safe,0.149,3.800896229222417e-05,0.00011251599062234163
1755020121,3,17.252214843440484,15.236368278923536,0.8831543321938516,safe,0.149,4.5366003178060055e-05,0.00011625397019088268
1755020122,3,63.687689161488336,61.62610283400062,0.9676297514538438,safe,0.149,3.182498039677739e-05,0.0006894170073792338
1755020123,3,1436.457374956101,1361.3517623728123,0.9477146945724138,safe,0.149,5.275895819067955e-05,0.0008853910258039832
1755020124,3,26.53223442963974,23.532234429639274,0.8869299904628801,safe,0.149,3.643298987299204e-05,0.0003127879463136196
1755020125,3,1334.9180479825518,1257.6208191363658,0.9420958994726272,safe,0.149,5.682004848495126e-05,0.008348927018232644
1755020126,3,158.0105077403232,150.80896379925719,0.9544236390094947,safe,0.149,4.75639826618135e-05,0.002203715965151787
1755020127,3,36.61805142203739,31.618051422037382,0.8634553231035412,safe,0.149,4.604802234098315e-05,8.116802200675011e-05
1755020128,3,100.34916817506019,96.10716773929079,0.9577275974189523,safe,0.149,5.737203173339367e-05,0.0001548120053485036
1755020129,3,1532.3589936912958,1387.2839069269776,0.9053256532173004,safe,0.149,5.481101106852293e-05,0.03332312096608803
1755020130,3,1461.1360610145816,1456.751306429041,0.996999078523532,safe,0.149,6.173900328576565e-05,0.12512147304369137
1755020131,3,326.10759069474227,271.8563139994266,0.8336399450876372,safe,0.149,5.107099423184991e-05,0.0005781959625892341
1755020132,3,166.5109646707258,146.51096467072563,0.879887789734748,safe,0.149,4.375498974695802e-05,9.570398833602667e-05
1755020133,3,1190.9556953668068,1070.9556953667777,0.8992405842913662,safe,0.149,5.553802475333214e-05,0.001085605996195227
1755020134,3,144.36935999757708,127.68029123464302,0.884400202624614,safe,0.149,4.002900095656514e-05,0.000528426025994122
1755020135,3,14.54243587914288,11.542435879142873,0.7937071873699866,safe,0.149,2.9964023269712925e-05,0.0001145299756899476
1755020136,3,1156.4444003857218,1147.8090315116265,0.9925328283216944,safe,0.149,4.941696533933282e-05,0.02082271099789068
1755020137,3,1304.8948161989242,1293.506912275008,0.9912729334329886,safe,0.149,5.9520010836422443e-05,0.028068988991435617
1755020138,3,356.42829493331755,293.8382130206637,0.8243964275497165,safe,0.149,3.328797174617648e-05,9.852997027337551e-05
1755020139,3,85.60444232739502,70.32359656066481,0.8214947104229887,safe,0.149,3.724603448063135e-05,0.0009096040157601237
1755020140,3,382.99838513243037,344.4867692850849,0.8994470542375024,safe,0.149,3.6195036955177784e-05,0.00020507298177108169
1755020141,3,0,14.293119724477389,,,0.149,4.604400601238012e-05,4.9224996473640203e-05
1755020142,3,0,144.2673145191904,,,0.149,5.457899533212185e-05,0.0006385290180332959
1755020143,3,40.952591445837385,37.136290995870766,0.9068117470657764,safe,0.149,5.680997855961323e-05,6.0391961596906185e-05
1755020144,3,4.611664600425539,3.611664600425538,0.7831585584286146,safe,0.149,4.5988999772816896e-05,5.001103272661567e-05
1755020145,3,346.4633468727653,293.69347967392645,0.8476898994506972,safe,0.149,4.2558007407933474e-05,0.00033022399293258786
1755020146,3,1904.812489226665,1876.088378907099,0.9849202425529938,safe,0.149,4.684203304350376e-05,0.0002916920348070562
1755020147,3,83.69819033803154,79.11401828901225,0.9452297351889544,safe,0.149,4.7312991227954626e-05,0.0007600589888170362
1755020148,3,9.496875960920647,8.496875960920647,0.8947022153269171,safe,0.149,3.9836042560637e-05,8.648802759125829e-05
1755020149,3,1327.6498624324645,1226.6498624324604,0.9239257255561673,safe,0.149,5.532399518415332e-05,0.03292046900605783
1755020150,3,319.9232116946449,274.48689304125196,0.857977423980226,safe,0.149,3.9999024011194706e-05,0.0005265490035526454
1755020151,3,64.89430691681315,59.5759386817287,0.9180456886317937,safe,0.149,4.666997119784355e-05,0.0009399509872309864
1755020152,3,1559.2803360622386,1369.2199594110625,0.8781101946484178,safe,0.149,4.235695814713836e-05,0.005895490001421422
1755020153,3,27.009489044291193,24.64711338107309,0.9125353441768488,safe,0.149,3.846100298687816e-05,0.0004057830083183944
1755020154,3,1049.0539767668463,1045.8147591719116,0.9969122488769188,safe,0.149,6.16449979133904e-05,0.1024487289832905
1755020155,3,0,312.5709896242249,,,0.149,6.324797868728638e-05,7.751397788524628e-05
1755020156,3,89.37149957476217,77.30033668957971,0.8649327476587261,safe,0.149,4.024099325761199e-05,0.00046740996185690165
1755020157,3,1687.4891634507017,1542.829950972153,0.9142754717412591,safe,0.149,3.4511962439864874e-05,0.00022788898786529899
1755020158,3,0,277.06618462443345,,,0.149,7.165700662881136e-05,0.0001538399956189096
1755020159,3,1177.3478160720847,1163.762609943596,0.9884611786397904,safe,0.149,5.171896191313863e-05,0.0348460900131613
1755020160,3,37.783795459608065,27.25720477085121,0.7213993310965788,safe,0.149,3.61989950761199e-05,5.79340266995132e-05
1755020161,3,1646.3094623249926,1565.5522705678845,0.9509465300387333,safe,0.149,3.905000630766153e-05,6.648502312600613e-05
1755020162,3,1303.7723586713432,1290.904737985818,0.9901304697864293,safe,0.149,5.6473014410585165e-05,0.04625371500151232
1755020163,3,1343.0417250341961,1291.0417250341075,0.9612819177313612,safe,0.149,6.193801527842879e-05,0.030884068983141333
1755020164,3,249.27774221828776,238.2777422182703,0.9558725143202518,safe,0.149,4.9148977268487215e-05,0.00993729301262647
1755020165,3,1202.5912156472996,1070.820835304321,0.890427953714885,safe,0.149,5.132099613547325e-05,0.00030400598188862205
1755020166,3,1314.340165535874,1304.4734405654299,0.9924930202780334,safe,0.149,4.903302760794759e-05,0.04504065099172294
1755020167,3,1579.8977600336286,1544.9641138903492,0.9778886665789462,safe,0.149,6.283202674239874e-05,0.00015687401173636317
1755020168,3,10.240326095193566,7.773156362958115,0.7590731282089298,safe,0.149,4.6989996917545795e-05,0.00018285401165485382
1755020169,3,252.16620821726826,237.60938918580223,0.94227291937973,safe,0.149,4.497898044064641e-05,0.0007016579620540142
1755020170,3,277.47305947956954,217.9202847692701,0.7853745699780834,safe,0.149,4.128500586375594e-05,0.00030807795701548457
1755020171,3,141.95281490554817,113.97614636851046,0.8029157184684736,safe,0.149,4.061701474711299e-05,0.00018522597383707762
1755020172,3,159.97236083592918,143.6219341813775,0.8977921775417129,safe,0.149,3.9646984077990055e-05,0.00017075304640457034
1755020173,3,206.49255847943644,179.82948994130356,0.8708763708751852,safe,0.149,4.5113032683730125e-05,9.437400149181485e-05
1755020174,3,60.13268154107742,57.749400585066944,0.96036629508394,safe,0.149,5.3799012675881386e-05,0.0009512419928796589
1755020175,3,30.647797953844105,24.73814512779736,0.8071752876031504,safe,0.149,5.39239845238626e-05,0.0001591289765201509
1755020176,3,82.82388595594537,80.60321483455138,0.9731880351209894,safe,0.149,3.8363970816135406e-05,0.00043153995648026466
1755020177,3,126.89429452704847,121.89429452704823,0.960597125200657,safe,0.149,3.574998117983341e-05,9.784998837858438e-05
1755020178,3,62.81890930865096,59.818909308650944,0.9522436789651986,safe,0.149,3.258202923461795e-05,0.0009465829934924841
1755020179,3,278.69503164900584,266.29774756744024,0.9555166663423732,safe,0.149,3.4236989449709654e-05,0.002645989996381104
1755020180,3,0,1508.5968743123262,,,0.149,4.142802208662033e-05,0.0006661720108240843
1755020181,3,74.17810872463764,66.96729397008696,0.9027905283846139,safe,0.149,4.935002652928233e-05,0.0004094680189155042
1755020182,3,0,1233.4363045766652,,,0.149,6.634998135268688e-05,0.0005784319946542382
1755020183,3,408.2786917284426,364.5110001309272,0.8927994713311502,safe,0.149,4.5267981477081776e-05,0.00027894502272829413
1755020184,3,0,69.9545174666463,,,0.149,6.868800846859813e-05,0.002171664033085108
1755020185,3,44.09177517013367,33.81911296224732,0.7670163614812968,safe,0.149,4.5172986574471e-05,8.287403034046292e-05
1755020186,3,145.94160071417588,124.94160071417575,0.8561068269963116,safe,0.149,4.988902946934104e-05,0.0013374710106290877
