seeds,num_tasks,final_e2e_max,ic,R,exceed,false_percentage,run_time_our,run_time_G
1755019037,3,191.57206593023605,134.01551780017996,0.699556676749437,safe,0.136,5.778099875897169e-05,0.00010796200149343349
1755019038,3,196.2362966976853,146.23629669768525,0.7452051386954764,safe,0.136,3.08620001305826e-05,4.1965002310462296e-05
1755019039,3,1455.741003894347,1381.8972821600762,0.949274134934218,safe,0.136,2.83800000033807e-05,0.001496214998041978
1755019040,3,1614.7478078899373,1393.5665465198529,0.8630242689977007,safe,0.136,2.4863998987711966e-05,9.798300015972927e-05
1755019041,3,0,259.47122352285106,,,0.136,1.8078000721288845e-05,0.00028838000071118586
1755019042,3,0,1053.5828826520844,,,0.136,2.6188001356786117e-05,0.48922562200095854
1755019043,3,8.76779887923057,6.640455920483397,0.7573686408584841,safe,0.136,2.3502998374169692e-05,8.998900011647493e-05
1755019044,3,123.98883493620696,119.54714969649993,0.9641767321872787,safe,0.136,2.5276000087615103e-05,0.0017040029997588135
1755019045,3,60.28103599971749,53.10292509053243,0.8809225689283326,safe,0.136,2.4550998205086216e-05,0.0002576509978098329
1755019046,3,154.79340952952094,145.30384563683072,0.9386952976775123,safe,0.136,2.5706998712848872e-05,0.0008191670021915343
1755019047,3,368.46496861460224,264.6497597719015,0.7182494465266607,safe,0.136,2.322400177945383e-05,8.209399675251916e-05
1755019048,3,1392.3238974741555,1375.1482098344304,0.9876640143353972,safe,0.136,3.197199839632958e-05,0.012205850001919316
1755019049,3,472.4067051442799,372.4067051442796,0.7883179918679206,safe,0.136,2.232100086985156e-05,3.424900205573067e-05
1755019050,3,70.87079533397397,69.87079533397367,0.9858898154692936,safe,0.136,2.476499867043458e-05,0.0003049589977308642
1755019051,3,419.005191936835,349.58275420692974,0.8343160441306162,safe,0.136,2.2625001292908564e-05,8.499499745084904e-05
1755019052,3,394.6097555787145,374.0330946062893,0.9478556708709633,safe,0.136,2.6220001018373296e-05,0.0002682679987628944
1755019053,3,1093.9077531141395,1079.7413052941517,0.9870496869780302,safe,0.136,3.245799962314777e-05,0.012566959998366656
1755019054,3,10.308451382213741,9.308451382213729,0.9029922184310422,safe,0.136,2.5284000003011897e-05,5.148200216353871e-05
1755019055,3,121.65759064947108,110.53338498331433,0.9085613515213479,safe,0.136,2.9164999432396144e-05,0.0006618480001634452
1755019056,3,43.98379642714909,42.98379642714908,0.9772643545752964,safe,0.136,3.167600152664818e-05,0.00016458599930047058
1755019057,3,1435.4346610836774,1387.6461827598441,0.9667080086475301,safe,0.136,3.373599975020625e-05,0.005794854998384835
1755019058,3,1181.5131002340186,1178.8760193647317,0.9977680477103771,safe,0.136,4.301499939174391e-05,0.3246375429989712
1755019059,3,126.4773174558693,118.5055430664249,0.9369707189415531,safe,0.136,3.1315998057834804e-05,0.0005661729992425535
1755019060,3,72.62515865557214,67.59419346820853,0.9307269645878067,safe,0.136,3.227799970773049e-05,0.0007077529990056064
1755019061,3,0,279.14288230797047,,,0.136,3.278299845987931e-05,3.7155001336941496e-05
1755019062,3,288.8143868290472,279.20937068608583,0.9667432905665926,safe,0.136,2.826100171660073e-05,0.0012385559966787696
1755019063,3,1499.404899436798,1295.6457106597259,0.8641066273335458,safe,0.136,3.5470002330839634e-05,0.0011568390000320505
1755019064,3,0,13.923593130350817,,,0.136,3.466600173851475e-05,5.434400009107776e-05
1755019065,3,1450.6127957913757,1347.5690365085597,0.9289653589284652,safe,0.136,3.3658998290775344e-05,0.0027334419974067714
1755019066,3,337.1199070960754,279.37568766798574,0.8287131130122399,safe,0.136,3.219600330339745e-05,0.0008320010019815527
