seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755025037,3,2220,2110,0.9504504504504504,safe,0.0,7.510295836254954e-05,0.0011296729790046811
1755025038,3,502,451,0.898406374501992,safe,0.0,3.551598638296127e-05,0.0016732810181565583
1755025039,3,222,211,0.9504504504504504,safe,0.0,3.3932970836758614e-05,0.0009205439710058272
1755025040,3,2120,2060,0.9716981132075472,safe,0.0,4.056899342685938e-05,0.0056244179722853005
1755025041,3,70,55,0.7857142857142857,safe,0.0,3.242894308641553e-05,6.251601735129952e-05
1755025042,3,80,62,0.775,safe,0.0,3.463204484432936e-05,0.00011122901923954487
1755025043,3,60,50,0.8333333333333334,safe,0.0,3.2310024835169315e-05,7.105997065082192e-05
1755025044,3,414,408,0.9855072463768116,safe,0.0,3.6906974855810404e-05,0.0016935750027187169
1755025045,3,2220,2110,0.9504504504504504,safe,0.0,3.5209988709539175e-05,0.0011166469776071608
1755025046,3,70,55,0.7857142857142857,safe,0.0,2.96730431728065e-05,5.964003503322601e-05
1755025047,3,430,415,0.9651162790697675,safe,0.0,3.1405012123286724e-05,0.0005091720377095044
1755025048,3,260,230,0.8846153846153846,safe,0.0,3.456196282058954e-05,0.00012672902084887028
1755025049,3,34,32,0.9411764705882353,safe,0.0,3.9124046452343464e-05,8.611503290012479e-05
1755025050,3,440,420,0.9545454545454546,safe,0.0,3.2608979381620884e-05,0.00026802101638168097
1755025051,3,430,415,0.9651162790697675,safe,0.0,3.155699232593179e-05,0.0004989829612895846
1755025052,3,420,410,0.9761904761904762,safe,0.0,3.2985000871121883e-05,0.0006533979903906584
1755025053,3,32,26,0.8125,safe,0.0,2.7309986762702465e-05,0.00010112201562151313
1755025054,3,422,411,0.9739336492890995,safe,0.0,3.50609770976007e-05,0.00243484100792557
1755025055,3,800,602,0.7525,safe,0.0,3.559596370905638e-05,0.0008340299827978015
1755025056,3,224,212,0.9464285714285714,safe,0.0,3.4491007681936026e-05,0.0004869700060226023
1755025057,3,124,112,0.9032258064516129,safe,0.0,3.097800072282553e-05,0.00022685097064822912
1755025058,3,4,4,1.0,safe,0.0,2.7503992896527052e-05,3.291899338364601e-05
1755025059,3,144,132,0.9166666666666666,safe,0.0,3.705295966938138e-05,0.004467474005650729
1755025060,3,800,700,0.875,safe,0.0,0.0030498880078084767,6.013800157234073e-05
1755025061,3,320,260,0.8125,safe,0.0,3.578700125217438e-05,0.00012362096458673477
1755025062,3,2008,2004,0.99800796812749,safe,0.0,3.587204264476895e-05,0.09029914997518063
1755025063,3,20,20,1.0,safe,0.0,3.301899414509535e-05,4.390598041936755e-05
1755025064,3,3200,3100,0.96875,safe,0.0,3.786699380725622e-05,0.00011389597784727812
1755025065,3,114,108,0.9473684210526315,safe,0.0,3.28549649566412e-05,0.00027986604254692793
1755025066,3,26,24,0.9230769230769231,safe,0.0,3.696803469210863e-05,8.038803935050964e-05
1755025067,3,2044,2022,0.9892367906066536,safe,0.0,3.498903242871165e-05,0.01577746804105118
1755025068,3,34,28,0.8235294117647058,safe,0.0,3.2679003197699785e-05,7.008295506238937e-05
1755025069,3,70,55,0.7857142857142857,safe,0.0,2.90389871224761e-05,6.011995719745755e-05
1755025070,3,222,211,0.9504504504504504,safe,0.0,3.234599716961384e-05,0.0008684240165166557
1755025071,3,442,421,0.9524886877828054,safe,0.0,3.2080046366900206e-05,0.004841516027227044
1755025072,3,2102,2051,0.9757373929590866,safe,0.0,3.115402068942785e-05,0.024289547989610583
1755025073,3,700,550,0.7857142857142857,safe,0.0,3.143801586702466e-05,6.219401257112622e-05
1755025074,3,150,135,0.9,safe,0.0,3.095995634794235e-05,0.00018822296988219023
1755025075,3,304,302,0.993421052631579,safe,0.0,2.816703636199236e-05,0.0003726590075530112
1755025076,3,800,602,0.7525,safe,0.0,3.131997073069215e-05,0.0007643710123375058
1755025077,3,106,103,0.9716981132075472,safe,0.0,3.586203092709184e-05,0.0006051480304449797
1755025078,3,540,480,0.8888888888888888,safe,0.0,3.548996755853295e-05,0.00012740195961669087
1755025079,3,3004,3002,0.9993342210386151,safe,0.0,3.8740981835871935e-05,0.018141594948247075
1755025080,3,244,222,0.9098360655737705,safe,0.0,2.9800983611494303e-05,0.0004238609690219164
1755025081,3,620,510,0.8225806451612904,safe,0.0,3.4972967114299536e-05,0.00014475994976237416
1755025082,3,510,455,0.8921568627450981,safe,0.0,3.310898318886757e-05,0.0002513169893063605
1755025083,3,106,103,0.9716981132075472,safe,0.0,3.641896182671189e-05,0.00045650696847587824
1755025084,3,106,103,0.9716981132075472,safe,0.0,2.8457026928663254e-05,0.0004447840037755668
1755025085,3,2008,2004,0.99800796812749,safe,0.0,3.50670306943357e-05,0.0986757529899478
1755025086,3,122,111,0.9098360655737705,safe,0.0,3.605900565162301e-05,0.0004066089750267565
1755025087,3,430,415,0.9651162790697675,safe,0.0,3.849697532132268e-05,0.0004998620133846998
1755025088,3,450,425,0.9444444444444444,safe,0.0,3.7810998037457466e-05,0.00043327902676537633
1755025089,3,2404,2202,0.9159733777038269,safe,0.0,3.4584023524075747e-05,0.004718147974926978
1755025090,3,2600,2300,0.8846153846153846,safe,0.0,3.4092983696609735e-05,0.00012549699749797583
1755025091,3,220,210,0.9545454545454546,safe,0.0,3.529299283400178e-05,0.0002590800286270678
1755025092,3,106,103,0.9716981132075472,safe,0.0,3.2104027923196554e-05,0.0006457880372181535
1755025093,3,2014,2008,0.997020854021847,safe,0.0,3.456498961895704e-05,0.06987310003023595
1755025094,3,2410,2205,0.9149377593360996,safe,0.0,4.926201654598117e-05,0.001876487978734076
1755025095,3,450,425,0.9444444444444444,safe,0.0,3.7368969060480595e-05,0.0004260389832779765
1755025096,3,2202,2101,0.9541326067211626,safe,0.0,3.8072001188993454e-05,0.010505896003451198
1755025097,3,302,251,0.8311258278145696,safe,0.0,3.213598392903805e-05,0.0007576810312457383
1755025098,3,320,260,0.8125,safe,0.0,3.36390221491456e-05,0.0001128910225816071
1755025099,3,16,14,0.875,safe,0.0,2.834800397977233e-05,0.00010797800496220589
1755025100,3,2210,2105,0.9524886877828054,safe,0.0,3.932102117687464e-05,0.002087860950268805
1755025101,3,444,422,0.9504504504504504,safe,0.0,3.613100852817297e-05,0.000974931987002492
1755025102,3,520,460,0.8846153846153846,safe,0.0,3.205297980457544e-05,0.00019811803940683603
1755025103,3,2008,2004,0.99800796812749,safe,0.0,3.606302198022604e-05,0.06570495496271178
1755025104,3,2402,2201,0.9163197335553706,safe,0.0,3.63900326192379e-05,0.009015665971674025
1755025105,3,2404,2202,0.9159733777038269,safe,0.0,4.084501415491104e-05,0.004524298012256622
1755025106,3,2402,2201,0.9163197335553706,safe,0.0,3.0131021048873663e-05,0.009094073961023241
1755025107,3,108,104,0.9629629629629629,safe,0.0,2.7802016120404005e-05,0.00031000300077721477
1755025108,3,340,320,0.9411764705882353,safe,0.0,2.9884977266192436e-05,7.041101343929768e-05
1755025109,3,200,200,1.0,safe,0.0,3.2656011171638966e-05,4.267803160473704e-05
1755025110,3,26,23,0.8846153846153846,safe,0.0,2.7021043933928013e-05,7.87259778007865e-05
1755025111,3,602,501,0.8322259136212624,safe,0.0,3.5325996577739716e-05,0.001819691970013082
1755025112,3,242,221,0.9132231404958677,safe,0.0,3.3819000236690044e-05,0.0005462980479933321
1755025113,3,2300,2150,0.9347826086956522,safe,0.0,2.888002200052142e-05,0.00016677897656336427
1755025114,3,400,350,0.875,safe,0.0,2.8266978915780783e-05,4.2629020754247904e-05
1755025115,3,2030,2015,0.9926108374384236,safe,0.0,3.590702544897795e-05,0.006154047965537757
1755025116,3,450,425,0.9444444444444444,safe,0.0,3.852398367598653e-05,0.00039956101682037115
1755025117,3,24,22,0.9166666666666666,safe,0.0,2.6276044081896544e-05,0.0001149600138887763
1755025118,3,450,425,0.9444444444444444,safe,0.0,2.8079026378691196e-05,0.0003894189721904695
1755025119,3,2042,2021,0.9897159647404505,safe,0.0,3.512896364554763e-05,0.018604557029902935
1755025120,3,40,35,0.875,safe,0.0,3.2580981496721506e-05,4.9752998165786266e-05
1755025121,3,62,51,0.8225806451612904,safe,0.0,3.0631956178694963e-05,0.00016954104648903012
1755025122,3,120,110,0.9166666666666666,safe,0.0,3.285903949290514e-05,0.00010245601879432797
1755025123,3,2600,2300,0.8846153846153846,safe,0.0,3.434100653976202e-05,0.00010718597332015634
1755025124,3,414,408,0.9855072463768116,safe,0.0,3.199698403477669e-05,0.0011408660211600363
1755025125,3,2210,2105,0.9524886877828054,safe,0.0,3.457698039710522e-05,0.0014080979744903743
1755025126,3,304,252,0.8289473684210527,safe,0.0,4.2813015170395374e-05,0.00027824699645861983
1755025127,3,4000,3050,0.7625,safe,0.0,2.9970949981361628e-05,0.00013291998766362667
1755025128,3,3002,3001,0.9996668887408394,safe,0.0,3.575999289751053e-05,0.008360615000128746
1755025129,3,800,600,0.75,safe,0.0,3.339903196319938e-05,4.8822956159710884e-05
1755025130,3,16,15,0.9375,safe,0.0,3.753101918846369e-05,8.248898666352034e-05
1755025131,3,80,70,0.875,safe,0.0,3.1952979043126106e-05,4.952697781845927e-05
1755025132,3,800,800,1.0,safe,0.0,9.812397183850408e-05,9.73499845713377e-05
1755025133,3,46,43,0.9347826086956522,safe,0.0,3.4934026189148426e-05,0.00021127198124304414
1755025134,3,442,421,0.9524886877828054,safe,0.0,4.592404002323747e-05,0.0021542050526477396
1755025135,3,2404,2202,0.9159733777038269,safe,0.0,3.5114993806928396e-05,0.012537250004243106
1755025136,3,450,425,0.9444444444444444,safe,0.0,4.623399581760168e-05,0.00044398498721420765
1755025137,3,2204,2102,0.9537205081669692,safe,0.0,3.868300700560212e-05,0.012297369015868753
1755025138,3,610,505,0.8278688524590164,safe,0.0,3.806903259828687e-05,0.0003628850099630654
1755025139,3,640,520,0.8125,safe,0.0,3.937899600714445e-05,0.00012452597729861736
