seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755023037,3,34,28,0.8235294117647058,safe,0.0,7.050303975120187e-05,0.00010910298442468047
1755023038,3,142,131,0.9225352112676056,safe,0.0,3.498699516057968e-05,0.0009211029973812401
1755023039,3,142,131,0.9225352112676056,safe,0.0,4.573003388941288e-05,0.000904544023796916
1755023040,3,800,600,0.75,safe,0.0,3.804796142503619e-05,6.122997729107738e-05
1755023041,3,64,52,0.8125,safe,0.0,3.547995584085584e-05,6.341602420434356e-05
1755023042,3,2600,2300,0.8846153846153846,safe,0.0,2.9310991521924734e-05,7.225701119750738e-05
1755023043,3,260,230,0.8846153846153846,safe,0.0,3.5393983125686646e-05,0.0001225829473696649
1755023044,3,2104,2052,0.9752851711026616,safe,0.0,3.918696893379092e-05,0.006161878991406411
1755023045,3,34,28,0.8235294117647058,safe,0.0,3.1614035833626986e-05,6.482499884441495e-05
1755023046,3,2120,2060,0.9716981132075472,safe,0.0,4.065496614202857e-05,0.0012830200139433146
1755023047,3,540,480,0.8888888888888888,safe,0.0,4.2046012822538614e-05,0.00012561498442664742
1755023048,3,414,408,0.9855072463768116,safe,0.0,2.962100552394986e-05,0.001544950995594263
1755023049,3,620,610,0.9838709677419355,safe,0.0,3.012997331097722e-05,0.00017503701383247972
1755023050,3,2044,2022,0.9892367906066536,safe,0.0,3.19430255331099e-05,0.00997852795990184
1755023051,3,106,103,0.9716981132075472,safe,0.0,2.791202859953046e-05,0.0006011200021021068
1755023052,3,32,26,0.8125,safe,0.0,3.814499359577894e-05,0.00010020902846008539
1755023053,3,8,7,0.875,safe,0.0,3.6255980376154184e-05,4.457100294530392e-05
1755023054,3,2024,2012,0.9940711462450593,safe,0.0,2.179096918553114e-05,0.007729291974101216
1755023055,3,160,140,0.875,safe,0.0,3.6657031159847975e-05,0.00012001697905361652
1755023056,3,204,202,0.9901960784313726,safe,0.0,3.130099503323436e-05,0.0024794929777272046
1755023057,3,2500,2250,0.9,safe,0.0,3.19810351356864e-05,0.0002236360451206565
1755023058,3,4000,3100,0.775,safe,0.0,3.935396671295166e-05,0.0001257730182260275
1755023059,3,2102,2051,0.9757373929590866,safe,0.0,3.625795943662524e-05,0.012391236959956586
1755023060,3,244,222,0.9098360655737705,safe,0.0,3.371201455593109e-05,0.0004224450094625354
1755023061,3,460,430,0.9347826086956522,safe,0.0,3.546400694176555e-05,0.00024919596035033464
1755023062,3,2102,2051,0.9757373929590866,safe,0.0,3.308599116280675e-05,0.012566922989208251
1755023063,3,150,135,0.9,safe,0.0,3.503501648083329e-05,0.00019816402345895767
1755023064,3,510,455,0.8921568627450981,safe,0.0,3.557000309228897e-05,0.00037168600829318166
1755023065,3,2102,2051,0.9757373929590866,safe,0.0,3.4259981475770473e-05,0.012537326023448259
1755023066,3,520,460,0.8846153846153846,safe,0.0,3.020296571776271e-05,0.00019276700913906097
1755023067,3,2420,2210,0.9132231404958677,safe,0.0,3.823800943791866e-05,0.0008747579995542765
1755023068,3,800,700,0.875,safe,0.0,2.4179986212402582e-05,4.3292995542287827e-05
1755023069,3,3400,3200,0.9411764705882353,safe,0.0,3.6345969419926405e-05,8.145201718434691e-05
1755023070,3,46,43,0.9347826086956522,safe,0.0,2.5541987270116806e-05,0.00011867698049172759
1755023071,3,2050,2025,0.9878048780487805,safe,0.0,3.1380041036754847e-05,0.0020409999997355044
1755023072,3,2050,2025,0.9878048780487805,safe,0.0,3.1330971978604794e-05,0.0034896930446848273
1755023073,3,415,410,0.9879518072289156,safe,0.0,3.2539013773202896e-05,0.0006748809828422964
1755023074,3,408,404,0.9901960784313726,safe,0.0,2.737803151831031e-05,0.002848264994099736
1755023075,3,424,412,0.9716981132075472,safe,0.0,3.059499431401491e-05,0.0012044099858030677
1755023076,3,3010,3005,0.9983388704318937,safe,0.0,3.551796544343233e-05,0.0017709179664961994
1755023077,3,62,51,0.8225806451612904,safe,0.0,3.155297599732876e-05,0.00019368698121979833
1755023078,3,422,411,0.9739336492890995,safe,0.0,2.9008020646870136e-05,0.0024470000062137842
1755023079,3,224,212,0.9464285714285714,safe,0.0,3.134401049464941e-05,0.0004901899956166744
1755023080,3,800,650,0.8125,safe,0.0,3.417499829083681e-05,7.927900878712535e-05
1755023081,3,700,650,0.9285714285714286,safe,0.0,3.185798414051533e-05,6.558297900483012e-05
1755023082,3,70,55,0.7857142857142857,safe,0.0,2.6844965759664774e-05,5.755503661930561e-05
1755023083,3,2140,2080,0.9719626168224299,safe,0.0,3.571296110749245e-05,0.000694515008945018
1755023084,3,2300,2150,0.9347826086956522,safe,0.0,3.938603913411498e-05,0.0002478169626556337
1755023085,3,2300,2150,0.9347826086956522,safe,0.0,3.3263000659644604e-05,0.0002605599584057927
1755023086,3,700,600,0.8571428571428571,safe,0.0,3.11110052280128e-05,4.698801785707474e-05
1755023087,3,610,505,0.8278688524590164,safe,0.0,3.187899710610509e-05,0.0003814229858107865
1755023088,3,48,44,0.9166666666666666,safe,0.0,3.103999188169837e-05,0.00011942099081352353
1755023089,3,408,404,0.9901960784313726,safe,0.0,3.589800326153636e-05,0.0026443719980306923
1755023090,3,310,255,0.8225806451612904,safe,0.0,3.7210003938525915e-05,0.00018613797146826982
1755023091,3,2050,2025,0.9878048780487805,safe,0.0,3.861298318952322e-05,0.003954218002036214
1755023092,3,2042,2021,0.9897159647404505,safe,0.0,3.326596925035119e-05,0.01907379599288106
1755023093,3,112,106,0.9464285714285714,safe,0.0,3.209098940715194e-05,0.00046095100697129965
1755023094,3,414,408,0.9855072463768116,safe,0.0,3.4059048630297184e-05,0.0009839999838732183
1755023095,3,430,415,0.9651162790697675,safe,0.0,3.055902197957039e-05,0.00045949395280331373
1755023096,3,250,225,0.9,safe,0.0,3.145600203424692e-05,0.00019052496645599604
1755023097,3,3100,3050,0.9838709677419355,safe,0.0,3.9946986362338066e-05,0.00019026995869353414
1755023098,3,414,408,0.9855072463768116,safe,0.0,3.2867013942450285e-05,0.001521409023553133
1755023099,3,106,104,0.9811320754716981,safe,0.0,3.2881973311305046e-05,0.0003131880075670779
1755023100,3,4000,3020,0.755,safe,0.0,3.662100061774254e-05,0.00042918999679386616
1755023101,3,62,51,0.8225806451612904,safe,0.0,3.174401354044676e-05,0.0001719829742796719
1755023102,3,620,610,0.9838709677419355,safe,0.0,2.932001370936632e-05,0.00017685099737718701
1755023103,3,2220,2110,0.9504504504504504,safe,0.0,3.5059056244790554e-05,0.0010166480205953121
1755023104,3,602,601,0.9983388704318937,safe,0.0,2.8021982870996e-05,0.0014604190364480019
1755023105,3,4000,3020,0.755,safe,0.0,3.2310024835169315e-05,0.0004256789688952267
1755023106,3,103,102,0.9902912621359223,safe,0.0,3.373000072315335e-05,0.0008240590104833245
1755023107,3,154,152,0.987012987012987,safe,0.0,2.818700158968568e-05,0.00019925599917769432
1755023108,3,340,280,0.8235294117647058,safe,0.0,2.4671026039868593e-05,5.8685021940618753e-05
1755023109,3,2420,2210,0.9132231404958677,safe,0.0,3.4607015550136566e-05,0.0009109710226766765
1755023110,3,3020,3010,0.9966887417218543,safe,0.0,3.0153023544698954e-05,0.000814826984424144
1755023111,3,62,51,0.8225806451612904,safe,0.0,2.688198583200574e-05,0.00016132299788296223
1755023112,3,40,30,0.75,safe,0.0,1.830898690968752e-05,3.2195006497204304e-05
1755023113,3,122,111,0.9098360655737705,safe,0.0,3.227801062166691e-05,0.0004150219610892236
1755023114,3,3040,3020,0.993421052631579,safe,0.0,3.386195749044418e-05,0.00041877798503264785
1755023115,3,310,255,0.8225806451612904,safe,0.0,2.7916976250708103e-05,0.00016686494927853346
1755023116,3,2202,2101,0.9541326067211626,safe,0.0,3.3024989534169436e-05,0.009864571038633585
1755023117,3,200,152,0.76,safe,0.0,2.6973022613674402e-05,0.00019155401969328523
1755023118,3,62,51,0.8225806451612904,safe,0.0,3.018300049006939e-05,0.00017077900702133775
1755023119,3,2420,2210,0.9132231404958677,safe,0.0,3.276101779192686e-05,0.0008755060262046754
1755023120,3,2102,2051,0.9757373929590866,safe,0.0,3.845500759780407e-05,0.012542615993879735
1755023121,3,2400,2200,0.9166666666666666,safe,0.0,3.0779046937823296e-05,0.0001411489793099463
1755023122,3,260,230,0.8846153846153846,safe,0.0,2.6735011488199234e-05,0.00010979000944644213
1755023123,3,144,132,0.9166666666666666,safe,0.0,2.978701377287507e-05,0.0004054919700138271
1755023124,3,2060,2030,0.9854368932038835,safe,0.0,3.2427022233605385e-05,0.0019632360199466348
1755023125,3,430,415,0.9651162790697675,safe,0.0,3.068801015615463e-05,0.00046885397750884295
1755023126,3,406,403,0.9926108374384236,safe,0.0,2.8025999199599028e-05,0.005111351027153432
1755023127,3,2042,2021,0.9897159647404505,safe,0.0,5.251198308542371e-05,0.019666294974740595
1755023128,3,80,65,0.8125,safe,0.0,3.559404285624623e-05,7.683900184929371e-05
1755023129,3,2420,2210,0.9132231404958677,safe,0.0,3.7417979910969734e-05,0.0009508790099062026
1755023130,3,70,55,0.7857142857142857,safe,0.0,3.5353994462639093e-05,6.916699931025505e-05
1755023131,3,2006,2004,0.9990029910269193,safe,0.0,4.508695565164089e-05,0.06278465100331232
1755023132,3,460,430,0.9347826086956522,safe,0.0,3.736699000000954e-05,0.0002411449677310884
1755023133,3,520,460,0.8846153846153846,safe,0.0,2.5985005777329206e-05,0.00014135101810097694
1755023134,3,2014,2008,0.997020854021847,safe,0.0,2.869096351787448e-05,0.04004479298600927
1755023135,3,620,610,0.9838709677419355,safe,0.0,3.395101521164179e-05,0.00015180400805547833
1755023136,3,800,700,0.875,safe,0.0,2.5900022592395544e-05,4.268100019544363e-05
1755023137,3,602,501,0.8322259136212624,safe,0.0,2.7857022359967232e-05,0.0010081040090881288
1755023138,3,2060,2040,0.9902912621359223,safe,0.0,3.318203380331397e-05,0.0007602180121466517
1755023139,3,400,300,0.75,safe,0.0,2.7381000109016895e-05,4.159403033554554e-05
1755023140,3,260,230,0.8846153846153846,safe,0.0,2.9490969609469175e-05,9.238102938979864e-05
1755023141,3,610,505,0.8278688524590164,safe,0.0,2.9543996788561344e-05,0.000242649985011667
1755023142,3,26,23,0.8846153846153846,safe,0.0,2.341496292501688e-05,8.542003342881799e-05
1755023143,3,222,211,0.9504504504504504,safe,0.0,2.7447007596492767e-05,0.0006114669959060848
1755023144,3,302,251,0.8311258278145696,safe,0.0,2.48279538936913e-05,0.0004701599827967584
1755023145,3,34,28,0.8235294117647058,safe,0.0,2.2522988729178905e-05,4.688795888796449e-05
1755023146,3,2204,2102,0.9537205081669692,safe,0.0,3.104202914983034e-05,0.0035078380024060607
1755023147,3,70,55,0.7857142857142857,safe,0.0,2.4245004169642925e-05,4.689896013587713e-05
1755023148,3,2022,2011,0.9945598417408507,safe,0.0,2.804200630635023e-05,0.02400256902910769
1755023149,3,8,7,0.875,safe,0.0,2.565199974924326e-05,3.643601667135954e-05
1755023150,3,2022,2011,0.9945598417408507,safe,0.0,2.7427973691374063e-05,0.022664777003228664
1755023151,3,3010,3005,0.9983388704318937,safe,0.0,2.530298661440611e-05,0.0010476100142113864
1755023152,3,510,455,0.8921568627450981,safe,0.0,2.5254033971577883e-05,0.0002393340109847486
1755023153,3,602,601,0.9983388704318937,safe,0.0,2.8557959012687206e-05,0.0010586639982648194
1755023154,3,412,406,0.9854368932038835,safe,0.0,2.6152993086725473e-05,0.0021338239894248545
1755023155,3,2014,2008,0.997020854021847,safe,0.0,2.818100620061159e-05,0.020689715980552137
1755023156,3,800,601,0.75125,safe,0.0,2.706097438931465e-05,0.0009857009863480926
1755023157,3,19,18,0.9473684210526315,safe,0.0,2.990703796967864e-05,5.426694406196475e-05
1755023158,3,310,255,0.8225806451612904,safe,0.0,2.7658010367304087e-05,0.00012460903963074088
1755023159,3,242,221,0.9132231404958677,safe,0.0,2.365198452025652e-05,0.0004973330069333315
1755023160,3,450,425,0.9444444444444444,safe,0.0,2.6919995434582233e-05,0.0002857780200429261
1755023161,3,4000,3200,0.8,safe,0.0,2.7642992790788412e-05,5.6940014474093914e-05
1755023162,3,510,455,0.8921568627450981,safe,0.0,2.630299422889948e-05,0.000230433011893183
1755023163,3,142,131,0.9225352112676056,safe,0.0,2.4492968805134296e-05,0.0005486080190166831
1755023164,3,310,255,0.8225806451612904,safe,0.0,2.2163032554090023e-05,0.00012332899495959282
1755023165,3,244,222,0.9098360655737705,safe,0.0,2.4101987946778536e-05,0.00028209900483489037
1755023166,3,2440,2220,0.9098360655737705,safe,0.0,2.5521963834762573e-05,0.0003109480021521449
1755023167,3,412,406,0.9854368932038835,safe,0.0,2.3547967430204153e-05,0.002126956998836249
1755023168,3,444,422,0.9504504504504504,safe,0.0,2.4778011720627546e-05,0.0006557060405611992
1755023169,3,24,22,0.9166666666666666,safe,0.0,2.8143986128270626e-05,8.814100874587893e-05
1755023170,3,400,350,0.875,safe,0.0,2.239196328446269e-05,3.4033029805868864e-05
1755023171,3,114,108,0.9473684210526315,safe,0.0,2.2576015908271074e-05,0.00017298199236392975
1755023172,3,2030,2015,0.9926108374384236,safe,0.0,2.6345020160079002e-05,0.004581425979267806
1755023173,3,222,211,0.9504504504504504,safe,0.0,2.213998232036829e-05,0.0005709719844162464
1755023174,3,304,252,0.8289473684210527,safe,0.0,2.1709012798964977e-05,0.00024396495427936316
1755023175,3,2024,2012,0.9940711462450593,safe,0.0,2.4684006348252296e-05,0.011267300986219198
1755023176,3,154,152,0.987012987012987,safe,0.0,2.7657020837068558e-05,0.00014730700058862567
1755023177,3,26,23,0.8846153846153846,safe,0.0,2.868997398763895e-05,8.491799235343933e-05
1755023178,3,640,520,0.8125,safe,0.0,2.4519977159798145e-05,8.265604265034199e-05
1755023179,3,4000,3020,0.755,safe,0.0,2.3153028450906277e-05,0.0002751849824562669
1755023180,3,16,14,0.875,safe,0.0,2.193398540839553e-05,7.387198274955153e-05
1755023181,3,34,32,0.9411764705882353,safe,0.0,2.2827996872365475e-05,4.6254019252955914e-05
1755023182,3,20,18,0.9,safe,0.0,2.1566986106336117e-05,4.738301504403353e-05
1755023183,3,54,48,0.8888888888888888,safe,0.0,2.3311993572860956e-05,7.925298996269703e-05
1755023184,3,2400,2200,0.9166666666666666,safe,0.0,2.6033027097582817e-05,0.00010280200513079762
1755023185,3,8,7,0.875,safe,0.0,2.2840977180749178e-05,3.198895137757063e-05
1755023186,3,2140,2080,0.9719626168224299,safe,0.0,3.058102447539568e-05,0.0004853179561905563
1755023187,3,130,115,0.8846153846153846,safe,0.0,2.4361012037843466e-05,7.666094461455941e-05
1755023188,3,310,255,0.8225806451612904,safe,0.0,2.9578979592770338e-05,0.00013672001659870148
1755023189,3,430,415,0.9651162790697675,safe,0.0,2.5965040549635887e-05,0.0003355489461682737
1755023190,3,144,132,0.9166666666666666,safe,0.0,2.9034039471298456e-05,0.0003177259932272136
1755023191,3,430,415,0.9651162790697675,safe,0.0,2.565199974924326e-05,0.00034416699782013893
1755023192,3,2202,2101,0.9541326067211626,safe,0.0,2.7590023819357157e-05,0.006854345032479614
1755023193,3,2150,2100,0.9767441860465116,safe,0.0,2.8538983315229416e-05,0.00020627898629754782
1755023194,3,8,7,0.875,safe,0.0,2.525799209252e-05,3.754801582545042e-05
1755023195,3,112,106,0.9464285714285714,safe,0.0,3.0262977816164494e-05,0.00032936001662164927
1755023196,3,422,411,0.9739336492890995,safe,0.0,3.1781033612787724e-05,0.0017033419571816921
1755023197,3,250,225,0.9,safe,0.0,3.1059025786817074e-05,0.00013949204003438354
1755023198,3,3400,3200,0.9411764705882353,safe,0.0,3.3302989322692156e-05,6.490200757980347e-05
1755023199,3,114,108,0.9473684210526315,safe,0.0,2.9131013434380293e-05,0.00018199702026322484
1755023200,3,144,132,0.9166666666666666,safe,0.0,2.5878020096570253e-05,0.00029931997414678335
1755023201,3,2110,2055,0.9739336492890995,safe,0.0,2.546299947425723e-05,0.001725568959955126
1755023202,3,2600,2300,0.8846153846153846,safe,0.0,2.802099334076047e-05,9.18220030143857e-05
1755023203,3,19,18,0.9473684210526315,safe,0.0,3.081804607063532e-05,6.35099713690579e-05
1755023204,3,180,150,0.8333333333333334,safe,0.0,2.553901867941022e-05,5.4432020988315344e-05
1755023205,3,122,111,0.9098360655737705,safe,0.0,2.597196726128459e-05,0.00028287898749113083
1755023206,3,115,110,0.9565217391304348,safe,0.0,3.221002407371998e-05,0.00010018202010542154
1755023207,3,242,221,0.9132231404958677,safe,0.0,3.6183977499604225e-05,0.0008110469789244235
1755023208,3,2014,2008,0.997020854021847,safe,0.0,3.647897392511368e-05,0.026394931017421186
1755023209,3,32,31,0.96875,safe,0.0,3.535498399287462e-05,0.00011286599328741431
1755023210,3,124,112,0.9032258064516129,safe,0.0,3.367796307429671e-05,0.0002410489832982421
1755023211,3,46,43,0.9347826086956522,safe,0.0,2.956995740532875e-05,0.00020134798251092434
1755023212,3,2140,2080,0.9719626168224299,safe,0.0,2.8492009732872248e-05,0.0006315359496511519
1755023213,3,212,206,0.9716981132075472,safe,0.0,2.1817977540194988e-05,0.0005565740284509957
1755023214,3,2210,2105,0.9524886877828054,safe,0.0,3.254902549088001e-05,0.0010181479738093913
1755023215,3,2050,2025,0.9878048780487805,safe,0.0,3.130099503323436e-05,0.0020799810299649835
1755023216,3,142,131,0.9225352112676056,safe,0.0,3.38079989887774e-05,0.0008200469892472029
1755023217,3,200,155,0.775,safe,0.0,3.123399801552296e-05,0.00010077602928504348
1755023218,3,203,202,0.9950738916256158,safe,0.0,3.0690047424286604e-05,0.0031867469660937786
1755023219,3,520,460,0.8846153846153846,safe,0.0,3.125297371298075e-05,0.0002035170327872038
1755023220,3,4000,3020,0.755,safe,0.0,3.654300235211849e-05,0.0004395209834910929
1755023221,3,4000,4000,1.0,safe,0.0,3.233499592170119e-05,4.43189637735486e-05
1755023222,3,540,480,0.8888888888888888,safe,0.0,3.2957992516458035e-05,0.0001199010293930769
1755023223,3,2030,2015,0.9926108374384236,safe,0.0,3.489898517727852e-05,0.006010355020407587
1755023224,3,3020,3010,0.9966887417218543,safe,0.0,3.075698623433709e-05,0.0008700269972905517
1755023225,3,64,52,0.8125,safe,0.0,2.6688037905842066e-05,9.926198981702328e-05
1755023226,3,2006,2003,0.9985044865403788,safe,0.0,3.5026983823627234e-05,0.12758142402162775
1755023227,3,160,140,0.875,safe,0.0,2.9327988158911467e-05,0.00010816898429766297
1755023228,3,442,421,0.9524886877828054,safe,0.0,2.6036985218524933e-05,0.0018491839873604476
1755023229,3,55,50,0.9090909090909091,safe,0.0,3.5371980629861355e-05,6.916496204212308e-05
1755023230,3,62,51,0.8225806451612904,safe,0.0,3.080401802435517e-05,0.00017410801956430078
1755023231,3,2012,2006,0.9970178926441352,safe,0.0,3.647600533440709e-05,0.053306334011722356
1755023232,3,450,425,0.9444444444444444,safe,0.0,3.609200939536095e-05,0.00041516596684232354
1755023233,3,2042,2021,0.9897159647404505,safe,0.0,3.62150021828711e-05,0.018903731019236147
1755023234,3,130,115,0.8846153846153846,safe,0.0,3.590097185224295e-05,0.00010988599387928843
1755023235,3,144,132,0.9166666666666666,safe,0.0,3.289699088782072e-05,0.00043028005165979266
1755023236,3,240,220,0.9166666666666666,safe,0.0,3.471900708973408e-05,0.00012080901069566607
1755023237,3,260,230,0.8846153846153846,safe,0.0,3.936304710805416e-05,0.00013199698878452182
1755023238,3,70,55,0.7857142857142857,safe,0.0,3.555399598553777e-05,7.006997475400567e-05
1755023239,3,124,112,0.9032258064516129,safe,0.0,3.178900806233287e-05,0.00023366801906377077
1755023240,3,304,302,0.993421052631579,safe,0.0,2.8654991183429956e-05,0.0003919400041922927
1755023241,3,112,106,0.9464285714285714,safe,0.0,3.6120007280260324e-05,0.0004909239942207932
1755023242,3,2030,2015,0.9926108374384236,safe,0.0,3.4240016248077154e-05,0.006214440043549985
1755023243,3,406,403,0.9926108374384236,safe,0.0,3.264500992372632e-05,0.005365706980228424
1755023244,3,640,520,0.8125,safe,0.0,3.1100993510335684e-05,0.00010697596007958055
1755023245,3,2210,2105,0.9524886877828054,safe,0.0,3.621797077357769e-05,0.0021062110317870975
1755023246,3,64,52,0.8125,safe,0.0,3.622099757194519e-05,0.00011452898615971208
1755023247,3,206,203,0.9854368932038835,safe,0.0,3.4513010177761316e-05,0.0016619170201011002
1755023248,3,2220,2110,0.9504504504504504,safe,0.0,3.298197407275438e-05,0.0011120340204797685
1755023249,3,224,212,0.9464285714285714,safe,0.0,3.071699757128954e-05,0.00047857995377853513
1755023250,3,140,120,0.8571428571428571,safe,0.0,3.319897223263979e-05,7.403799099847674e-05
1755023251,3,104,102,0.9807692307692307,safe,0.0,3.190903225913644e-05,0.0008294199942611158
1755023252,3,8,6,0.75,safe,0.0,2.85319983959198e-05,4.473997978493571e-05
1755023253,3,540,480,0.8888888888888888,safe,0.0,3.7368969060480595e-05,0.00013346702326089144
1755023254,3,700,550,0.7857142857142857,safe,0.0,3.102695336565375e-05,7.098901551216841e-05
1755023255,3,2240,2120,0.9464285714285714,safe,0.0,3.696297062560916e-05,0.0005699759931303561
1755023256,3,2120,2060,0.9716981132075472,safe,0.0,3.174302401021123e-05,0.0013034679577685893
1755023257,3,450,425,0.9444444444444444,safe,0.0,3.443501191213727e-05,0.0004222060088068247
1755023258,3,40,31,0.775,safe,0.0,2.9692018870264292e-05,9.870802750810981e-05
1755023259,3,2402,2201,0.9163197335553706,safe,0.0,3.883300814777613e-05,0.008805938006844372
1755023260,3,64,52,0.8125,safe,0.0,6.77530188113451e-05,0.00015873101074248552
1755023261,3,2024,2012,0.9940711462450593,safe,0.0,2.667400985956192e-05,0.013329619017895311
1755023262,3,80,61,0.7625,safe,0.0,2.1126004867255688e-05,0.00010431301780045033
1755023263,3,444,422,0.9504504504504504,safe,0.0,3.716698847711086e-05,0.000978897965978831
1755023264,3,144,132,0.9166666666666666,safe,0.0,3.26920417137444e-05,0.000436908972915262
1755023265,3,160,140,0.875,safe,0.0,3.5943987313658e-05,0.0001216260134242475
1755023266,3,16,14,0.875,safe,0.0,3.0435039661824703e-05,0.00011284300126135349
1755023267,3,142,131,0.9225352112676056,safe,0.0,3.258301876485348e-05,0.0008399600046686828
1755023268,3,200,151,0.755,safe,0.0,2.602802123874426e-05,0.00036470399936661124
1755023269,3,180,150,0.8333333333333334,safe,0.0,3.391498466953635e-05,8.284999057650566e-05
1755023270,3,70,55,0.7857142857142857,safe,0.0,2.969498746097088e-05,6.13229931332171e-05
1755023271,3,222,211,0.9504504504504504,safe,0.0,3.2258976716548204e-05,0.0008794489549472928
1755023272,3,64,52,0.8125,safe,0.0,2.8403010219335556e-05,9.693094762042165e-05
1755023273,3,2500,2250,0.9,safe,0.0,3.560300683602691e-05,0.0002307840040884912
1755023274,3,400,300,0.75,safe,0.0,3.2747979275882244e-05,4.964700201526284e-05
1755023275,3,2014,2008,0.997020854021847,safe,0.0,4.043400986120105e-05,0.026267758978065103
1755023276,3,2420,2210,0.9132231404958677,safe,0.0,4.044902743771672e-05,0.0008373860036954284
1755023277,3,2102,2051,0.9757373929590866,safe,0.0,4.2993982788175344e-05,0.013479142042342573
1755023278,3,70,60,0.8571428571428571,safe,0.0,3.845099126920104e-05,5.4634001571685076e-05
