seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755024037,3,604,502,0.8311258278145696,safe,0.0,7.528503192588687e-05,0.0008293789578601718
1755024038,3,2440,2220,0.9098360655737705,safe,0.0,3.942399052903056e-05,0.0004952980089001358
1755024039,3,114,108,0.9473684210526315,safe,0.0,3.6819023080170155e-05,0.0002632460091263056
1755024040,3,800,700,0.875,safe,0.0,3.7421996239572763e-05,6.558600580319762e-05
1755024041,3,610,505,0.8278688524590164,safe,0.0,3.5744975320994854e-05,0.00036874599754810333
1755024042,3,2500,2250,0.9,safe,0.0,3.7770019844174385e-05,0.00022791704395785928
1755024043,3,2500,2250,0.9,safe,0.0,3.3326970878988504e-05,0.00021703203674405813
1755024044,3,55,50,0.9090909090909091,safe,0.0,3.622501390054822e-05,6.902002496644855e-05
1755024045,3,80,70,0.875,safe,0.0,3.469304647296667e-05,5.351100116968155e-05
1755024046,3,2060,2040,0.9902912621359223,safe,0.0,3.945903154090047e-05,0.0010191189940087497
1755024047,3,414,408,0.9855072463768116,safe,0.0,3.758404636755586e-05,0.005587324965745211
1755024048,3,2410,2205,0.9149377593360996,safe,0.0,3.4239026717841625e-05,0.0013751060469076037
1755024049,3,640,520,0.8125,safe,0.0,3.6713958252221346e-05,0.00012309802696108818
1755024050,3,112,106,0.9464285714285714,safe,0.0,3.9075035601854324e-05,0.0004924810491502285
1755024051,3,16,14,0.875,safe,0.0,3.421597648411989e-05,0.00012692197924479842
1755024052,3,26,23,0.8846153846153846,safe,0.0,3.439100692048669e-05,0.00011367403203621507
1755024053,3,2102,2051,0.9757373929590866,safe,0.0,3.679102519527078e-05,0.012425158987753093
1755024054,3,320,260,0.8125,safe,0.0,2.8713024221360683e-05,9.849801426753402e-05
1755024055,3,222,211,0.9504504504504504,safe,0.0,3.0233000870794058e-05,0.0009287240100093186
1755024056,3,442,421,0.9524886877828054,safe,0.0,3.923597978428006e-05,0.002000174019485712
1755024057,3,2800,2400,0.8571428571428571,safe,0.0,4.045199602842331e-05,9.123003110289574e-05
1755024058,3,602,501,0.8322259136212624,safe,0.0,3.950000973418355e-05,0.004519756999798119
1755024059,3,142,131,0.9225352112676056,safe,0.0,3.5209988709539175e-05,0.0008644050103612244
1755024060,3,80,60,0.75,safe,0.0,3.944494528695941e-05,5.412101745605469e-05
1755024061,3,2015,2010,0.9975186104218362,safe,0.0,3.0659022741019726e-05,0.010771504021249712
1755024062,3,250,225,0.9,safe,0.0,3.333197673782706e-05,0.00019472296116873622
1755024063,3,112,106,0.9464285714285714,safe,0.0,3.354798536747694e-05,0.0004699679557234049
1755024064,3,230,215,0.9347826086956522,safe,0.0,3.0030962079763412e-05,0.00019799196161329746
1755024065,3,2030,2015,0.9926108374384236,safe,0.0,3.982800990343094e-05,0.006243373965844512
1755024066,3,2200,2100,0.9545454545454546,safe,0.0,3.371702041476965e-05,0.00028613401809707284
1755024067,3,2240,2120,0.9464285714285714,safe,0.0,3.775698132812977e-05,0.0005368840065784752
1755024068,3,40,32,0.8,safe,0.0,2.951204078271985e-05,6.625003879889846e-05
1755024069,3,214,208,0.9719626168224299,safe,0.0,3.190396819263697e-05,0.0005541089922189713
1755024070,3,400,300,0.75,safe,0.0,2.8433045372366905e-05,4.207296296954155e-05
1755024071,3,244,222,0.9098360655737705,safe,0.0,3.268697764724493e-05,0.00042116595432162285
1755024072,3,304,302,0.993421052631579,safe,0.0,3.6886020097881556e-05,0.00039803399704396725
1755024073,3,62,61,0.9838709677419355,safe,0.0,2.9488990548998117e-05,0.00016278401017189026
1755024074,3,200,151,0.755,safe,0.0,3.16849909722805e-05,0.00041781796608120203
1755024075,3,2200,2100,0.9545454545454546,safe,0.0,3.091897815465927e-05,0.00027962401509284973
1755024076,3,55,50,0.9090909090909091,safe,0.0,3.3424003049731255e-05,6.483704783022404e-05
1755024077,3,510,455,0.8921568627450981,safe,0.0,3.594299778342247e-05,0.00034618499921634793
1755024078,3,142,131,0.9225352112676056,safe,0.0,2.7792993932962418e-05,0.0007917070179246366
1755024079,3,26,23,0.8846153846153846,safe,0.0,3.444100730121136e-05,0.00010840402683243155
1755024080,3,406,404,0.9950738916256158,safe,0.0,4.049704875797033e-05,0.00662462500622496
1755024081,3,200,180,0.9,safe,0.0,3.26730078086257e-05,7.123895920813084e-05
1755024082,3,422,411,0.9739336492890995,safe,0.0,2.7991016395390034e-05,0.00222005503019318
1755024083,3,70,55,0.7857142857142857,safe,0.0,3.096600994467735e-05,6.409100024029613e-05
1755024084,3,230,215,0.9347826086956522,safe,0.0,2.804398536682129e-05,0.00020016898633912206
1755024085,3,144,132,0.9166666666666666,safe,0.0,3.460200969129801e-05,0.0004265650059096515
1755024086,3,160,140,0.875,safe,0.0,2.619996666908264e-05,9.595102164894342e-05
1755024087,3,414,408,0.9855072463768116,safe,0.0,3.448501229286194e-05,0.0015734920161776245
1755024088,3,400,400,1.0,safe,0.0,2.6295019779354334e-05,3.270700108259916e-05
1755024089,3,442,421,0.9524886877828054,safe,0.0,3.92659567296505e-05,0.0024192529963329434
1755024090,3,424,412,0.9716981132075472,safe,0.0,3.506802022457123e-05,0.0011946699814870954
1755024091,3,2800,2400,0.8571428571428571,safe,0.0,3.689504228532314e-05,9.073998080566525e-05
1755024092,3,304,252,0.8289473684210527,safe,0.0,3.337697125971317e-05,0.00038146396400406957
1755024093,3,2440,2220,0.9098360655737705,safe,0.0,4.1507999412715435e-05,0.0005112809594720602
1755024094,3,46,43,0.9347826086956522,safe,0.0,3.719300730153918e-05,0.00022469996474683285
1755024095,3,160,140,0.875,safe,0.0,3.509502857923508e-05,0.0001221229904331267
1755024096,3,406,403,0.9926108374384236,safe,0.0,3.545597428455949e-05,0.005406590993516147
1755024097,3,430,415,0.9651162790697675,safe,0.0,3.678200300782919e-05,0.000507758988533169
