seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,adjust,inserted,run_time_our,run_time_G,finalpercent
1755016037,8,1787.8176248951208,1533.1551256124503,0.857556779988893,safe,0.0,False,False,0.0001871039967227,0.0663950180023675,0.0
1755016038,8,510.2707851049589,487.4919522404269,0.9553593238542032,safe,0.0,,False,6.173300062073395e-05,0.0088689469994278,0.0
1755016039,8,302.1082390984285,274.60690245207337,0.908968597717075,safe,0.0,False,False,6.335199941531755e-05,0.023425227998814,0.0
1755016040,8,204.1921980658904,171.50352815584384,0.8399122482657329,safe,0.0,False,False,0.0001684830021986,0.0035437119986454,0.0
1755016041,8,156.79988672888095,123.09440617168062,0.7850414227946497,safe,0.0,False,False,0.0002156829978048,0.0011983380027231,0.0
1755016042,8,1588.1356151200482,1555.6870039331,0.9795681106336152,safe,0.0,,False,6.353500066325068e-05,0.0556950829995912,0.0
1755016043,8,1855.4148523200968,1732.7553698600857,0.9338910743833746,safe,0.0,,False,0.0001459339982829,0.0156482530001085,0.0
1755016044,8,2051.57066783664,1942.42411986382,0.9467985433385466,safe,0.0,,False,6.313799894996919e-05,0.021420577999379,0.0
1755016045,8,1887.5294611695435,1740.580809464143,0.9221476248564888,safe,0.0,,False,6.441300138249062e-05,0.0089769149999483,0.0
1755016046,8,1190.2537677059197,1130.7870691595442,0.9500386386837568,safe,0.0,False,False,0.0001328070029558,0.4191233390010893,0.0
1755016047,8,1423.5241149863089,1198.712397763011,0.842073825896894,safe,0.0,False,False,6.177399700391106e-05,0.2167627240014553,0.0
1755016048,8,173.9320880820925,155.73974217957743,0.8954054648390777,safe,0.0,False,False,0.0001382680020469,0.0084014040003239,0.0
1755016049,8,522.4905820233078,447.226783109075,0.8559518553946388,safe,0.0,False,False,5.494899960467592e-05,0.0036925249987689,0.0
1755016050,8,2231.09267587794,2159.528093927687,0.967923976119866,safe,0.0,,False,6.310800017672591e-05,0.0501888819999294,0.0
1755016051,8,1527.7878562166384,1344.350826008387,0.8799329177399613,safe,0.0,False,False,0.0002246320000267,0.8823188140013372,0.0
1755016052,8,187.0138073275421,120.6865358444624,0.6453348956908196,safe,0.0,False,False,0.0004305619986553,0.0100618100004794,0.0
1755016053,8,434.4086660618082,326.9096727992454,0.7525394826095212,safe,0.0,,False,0.0003090069985773,0.0443068829990807,0.0
1755016054,8,107.05504758005776,93.73216427430694,0.8755510963106368,safe,0.0,False,False,0.0002439279996906,0.0126830449989938,0.0
1755016055,8,1638.403656826857,1455.0395730163427,0.8880836947314676,safe,0.0,False,False,0.0002467599988449,0.2215556779992766,0.0
1755016056,8,1974.878117647432,1772.8673052699291,0.897709731769094,safe,0.0,,False,0.0001489339992986,0.5284549919997517,0.0
1755016057,8,1192.602189723835,1170.1509103988774,0.9811745446063984,safe,0.0,False,False,0.0004800230017281,0.229629058001592,0.0
1755016058,8,1283.1552703091745,1201.056529735192,0.93601807787907,safe,0.0,False,False,0.0012432529983925,0.3011424029973568,0.0
1755016059,8,554.9973869511647,493.186752164292,0.8886289625138153,safe,0.0,,False,0.000228581000556,0.0491265150012623,0.0
1755016060,8,320.7996631727888,286.7425301347449,0.8938367556212177,safe,0.0,False,False,0.0003217690027668,0.054787993998616,0.0
1755016061,8,253.4110501770176,225.612922646325,0.8903042013705619,safe,0.0,False,False,0.0001454160010325,0.005999052998959,0.0
1755016062,8,280.54774048220673,259.7016233154544,0.92569493829848,safe,0.0,False,False,0.0002033189994108,0.0566200190005474,0.0
1755016063,8,1729.289492300462,1541.856854689975,0.8916129205404779,safe,0.0,False,False,0.0001173910022771,0.3120407720016374,0.0
1755016064,8,2570.260742083915,1445.079479672533,0.5622306935680353,safe,0.0,,False,0.005448970998259,0.2831114000000525,0.0
1755016065,8,2948.496845915458,2893.546982942312,0.981363431658654,safe,0.0,,False,0.0001036239991663,0.2847708189983677,0.0
1755016066,8,566.2924425721716,445.6418159300936,0.7869464298445029,safe,0.0,True,False,0.0010381009997217,0.0107283080033084,0.0
1755016067,8,1273.0595332894814,1096.0995904243737,0.8609963334488705,safe,0.0,False,False,0.0002575660000729,0.6717738289989938,0.0
1755016068,8,2424.790598153552,2254.8312585892468,0.929907621840118,safe,0.0,,False,0.0001243029983015,0.0532939869990514,0.0
1755016069,8,1468.0940270894366,1141.222382258573,0.7773496528155613,safe,0.0,False,False,0.0001966729978448,0.082637165000051,0.0
1755016070,8,1306.5536503928686,1117.4064172727897,0.8552319431634483,safe,0.0,False,False,0.0001597490008862,0.2287896499983617,0.0
1755016071,8,1618.5021985955343,1187.4892470146065,0.7336964064954979,safe,0.0,False,False,0.0053264710004441,0.2280865969987644,0.0
1755016072,8,1652.3516932701486,1413.7861211573477,0.8556205842349102,safe,0.0,False,False,0.0002793300009216,0.9772567719992368,0.0
1755016073,8,1441.689454974002,1218.790522628136,0.8453904677065939,safe,0.0,False,False,0.0001569050000398,0.0717672660030075,0.0
1755016074,8,156.6652766873505,126.7026077561951,0.8087472248815512,safe,0.0,False,False,0.0002069960028165,0.0086110159973031,0.0
1755016075,8,1323.1959650797894,1222.521641222219,0.9239157868415206,safe,0.0,False,False,0.0003128800017293,1.4156802559991777,0.0
1755016076,8,1431.413960408787,1228.5072129881935,0.8582473323351921,safe,0.0,False,False,0.0001387259981129,0.1238846739979635,0.0
1755016077,8,99.06531378852614,79.87764304697464,0.8063129262123849,safe,0.0,False,False,0.0005463870002131,0.010540988001594,0.0
1755016078,8,419.421701279804,293.7105963439195,0.7002751537359764,safe,0.0,False,False,0.0002741400021477,0.0803683760022977,0.0
1755016079,8,1136.8864749025215,1081.8856558835464,0.9516215380927184,safe,0.0,False,False,0.0001460430030419,0.7961755270007416,0.0
1755016080,8,133.03727854908686,117.47913689423008,0.8830542700171343,safe,0.0,False,False,0.0002665669999259,0.0123335960015538,0.0
1755016081,8,588.5991966695497,504.9051184768617,0.8578080319065143,safe,0.0,,False,0.0001609430000826,0.0121972460001416,0.0
1755016082,8,369.6920697089883,247.84231293740828,0.6704020271046202,safe,0.0,False,False,0.0008582650007156,0.0016558780007471,0.0
1755016083,8,543.3926166699353,433.6317279791624,0.7980081338546356,safe,0.0,,False,0.0003726550021383,0.0513517719991796,0.0
1755016084,8,286.60712935054084,243.280780787236,0.8488301785741218,safe,0.0,False,False,0.0003566260020306,0.0642184270000143,0.0
1755016085,8,1468.2009716885486,1382.66994333018,0.941744332003812,safe,0.0,False,False,0.0001536410018161,1.0618228470011672,0.0
