seeds,num_tasks,per_jitter,max_reaction_time,final_e2e_max_write,R_write,exceed_write,false_percentage_write,final_e2e_max_read,R_read,exceed_read,false_percentage_read
1753193530,3,0.02,103.43749468361784,105.04000000000002,0.9847438564700859,safe,0.0,105.04,0.984743856470086,safe,0.0
1753193531,3,0.02,2332.6072309241617,2362.892375066732,0.9871830200722896,safe,0.0,2362.892375066732,0.9871830200722896,safe,0.0
1753193532,3,0.02,2138.067690759689,2224.0200000000004,0.9613527264861326,safe,0.0,2224.0200000000004,0.9613527264861326,safe,0.0
1753193533,3,0.02,2022.9826247490969,2040.2000000000005,0.9915609375301914,safe,0.0,2040.2,0.9915609375301916,safe,0.0
1753193534,3,0.02,31.181629861185,34.34,0.9080264956664239,safe,0.0,34.339999999999996,0.9080264956664241,safe,0.0
1753193530,3,0.05,105.47144130668494,106.60000000000001,0.9894131454660875,safe,0.0,106.60000000000001,0.9894131454660875,safe,0.0
1753193531,3,0.05,2362.9724125250423,2395.892375066732,0.9862598325015444,safe,0.0,2395.892375066732,0.9862598325015444,safe,0.0
1753193532,3,0.05,2229.902050055238,2257.05,0.987971932414097,safe,0.0,2257.05,0.987971932414097,safe,0.0
1753193533,3,0.05,2053.0299374793844,2070.5,0.9915623943392342,safe,0.0,2070.5,0.9915623943392342,safe,0.0
1753193534,3,0.05,33.234808683800566,34.85000000000001,0.9536530468809342,safe,0.0,34.85,0.9536530468809344,safe,0.0
1753193530,3,0.1,107.42821348043526,109.2,0.9837748487219345,safe,0.0,109.2,0.9837748487219345,safe,0.0
1753193531,3,0.1,2410.405474721847,2450.892375066732,0.9834807514370016,safe,0.0,2450.892375066732,0.9834807514370016,safe,0.0
1753193532,3,0.1,2218.250078714019,2312.1,0.9594092291484014,safe,0.0,2312.1,0.9594092291484014,safe,0.0
1753193533,3,0.1,2073.31277573736,2121.0,0.9775166316536351,safe,0.0,2121.0,0.9775166316536351,safe,0.0
1753193534,3,0.1,33.33194605032247,35.7,0.9336679565916658,safe,0.0,35.7,0.9336679565916658,safe,0.0
1753193530,3,0.2,112.43063247085229,114.4,0.9827852488710864,safe,0.0,114.39999999999999,0.9827852488710865,safe,0.0
1753193531,3,0.2,2504.2154259650815,2560.892375066732,0.9778682815203534,safe,0.0,2560.892375066732,0.9778682815203534,safe,0.0
1753193532,3,0.2,2314.0296706069416,2422.2,0.9553421148571306,safe,0.0,2422.2,0.9553421148571306,safe,0.0
1753193533,3,0.2,2123.2256344944876,2222.0,0.9555470902315426,safe,0.0,2222.0,0.9555470902315426,safe,0.0
1753193534,3,0.2,33.47047546978524,37.400000000000006,0.8949324991921186,safe,0.0,37.400000000000006,0.8949324991921186,safe,0.0
1753193530,3,0.3,117.33510151877636,119.60000000000001,0.9810627217288992,safe,0.0,119.60000000000001,0.9810627217288992,safe,0.0
1753193531,3,0.3,2591.364774788064,2670.892375066732,0.9702243336268161,safe,0.0,2670.892375066732,0.9702243336268161,safe,0.0
1753193532,3,0.3,2434.1778927105606,2532.3,0.9612517840344985,safe,0.0,2532.3,0.9612517840344985,safe,0.0
1753193533,3,0.3,2277.8637733871565,2323.0,0.9805698550956334,safe,0.0,2323.0,0.9805698550956334,safe,0.0
1753193534,3,0.3,35.66924250956288,39.1,0.9122568416767999,safe,0.0,39.1,0.9122568416767999,safe,0.0
1753193530,3,0.4,122.66974158089943,124.8,0.9829306216418223,safe,0.0,124.8,0.9829306216418223,safe,0.0
1753193531,3,0.4,2703.5405270384144,2780.892375066732,0.9721845229531901,safe,0.0,2780.892375066732,0.9721845229531901,safe,0.0
1753193532,3,0.4,2525.1076757329006,2642.3999999999996,0.9556114425268321,safe,0.0,2642.3999999999996,0.9556114425268321,safe,0.0
1753193533,3,0.4,2384.4728733801394,2424.0,0.9836934296122687,safe,0.0,2424.0,0.9836934296122687,safe,0.0
1753193534,3,0.4,35.89676115541556,40.800000000000004,0.8798225773386166,safe,0.0,40.800000000000004,0.8798225773386166,safe,0.0
1753193530,3,0.5,128.3682402835375,130.0,0.9874480021810577,safe,0.4,130.0,0.9874480021810577,safe,0.2
1753193531,3,0.5,2803.5813232849396,0,,,0.4,0,,,0.2
1753193532,3,0.5,2638.3503565431743,2752.5,0.9585287398885284,safe,0.4,2752.5,0.9585287398885284,safe,0.2
1753193533,3,0.5,2448.4825192439066,2525.0000000000005,0.9696960472253093,safe,0.4,2525.0000000000005,0.9696960472253093,safe,0.2
1753193534,3,0.5,38.12364503959907,0,,,0.4,42.5,0.8970269421082134,safe,0.2
1753193530,5,0.02,2083.8057381330873,2112.92,0.9862208404166212,safe,0.0,2112.92,0.9862208404166212,safe,0.0
1753193531,5,0.02,510.36212060206464,531.26,0.9606635557016614,safe,0.0,531.26,0.9606635557016614,safe,0.0
1753193532,5,0.02,2422.0748463792356,2456.3200000000006,0.9860583500436568,safe,0.0,2456.3200000000006,0.9860583500436568,safe,0.0
1753193533,5,0.02,414.4641670380244,420.0548103105535,0.9866906814651264,safe,0.0,420.0548103105535,0.9866906814651264,safe,0.0
1753193534,5,0.02,524.9794213124533,551.46,0.9519809620143859,safe,0.0,551.46,0.9519809620143859,safe,0.0
1753193530,5,0.05,2127.6729893624433,2144.3,0.9922459494298573,safe,0.0,2144.3,0.9922459494298573,safe,0.0
1753193531,5,0.05,513.6396866376991,539.1500000000001,0.9526842003852343,safe,0.0,539.15,0.9526842003852345,safe,0.0
1753193532,5,0.05,2452.16423500954,2492.8000000000006,0.9836987463934288,safe,0.0,2492.8,0.9836987463934289,safe,0.0
1753193533,5,0.05,417.2728960185022,423.26481031055346,0.9858435803164101,safe,0.0,423.26481031055334,0.9858435803164104,safe,0.0
1753193534,5,0.05,526.5132530049832,559.6500000000001,0.9407902314035256,safe,0.0,559.6500000000001,0.9407902314035256,safe,0.0
1753193530,5,0.1,2167.7415542707313,2196.6000000000004,0.9868622208279755,safe,0.0,2196.6000000000004,0.9868622208279755,safe,0.0
1753193531,5,0.1,526.0770486945127,552.3000000000001,0.9525204575312558,safe,0.0,552.3,0.952520457531256,safe,0.0
1753193532,5,0.1,2482.3822884978754,2553.600000000001,0.9721108585909597,safe,0.0,2553.6000000000004,0.9721108585909598,safe,0.0
1753193533,5,0.1,422.32644809597014,428.6148103105536,0.985328639927241,safe,0.0,428.6148103105535,0.9853286399272412,safe,0.0
1753193534,5,0.1,528.6680221182651,573.3,0.9221490007295746,safe,0.0,573.3000000000001,0.9221490007295744,safe,0.0
1753193530,5,0.2,2266.0749859894568,2301.2000000000003,0.9847362184901167,safe,0.2,2301.2,0.9847362184901168,safe,0.0
1753193531,5,0.2,542.3967538377894,578.6000000000001,0.9374295780120797,safe,0.2,578.5999999999999,0.93742957801208,safe,0.0
1753193532,5,0.2,2567.516036901614,2675.2000000000003,0.9597473224064046,safe,0.2,2675.2000000000003,0.9597473224064046,safe,0.0
1753193533,5,0.2,432.38607059254514,0,,,0.2,439.3148103105534,0.9842283038145008,safe,0.0
1753193534,5,0.2,532.9609730699631,600.6,0.8873809075423961,safe,0.2,600.6,0.8873809075423961,safe,0.0
1753193530,5,0.3,2374.9947718270123,2405.8000000000006,0.9871954326323933,safe,0.2,2405.8000000000006,0.9871954326323933,safe,0.0
1753193531,5,0.3,564.0415614333725,604.9000000000002,0.9324542262082531,safe,0.2,604.9,0.9324542262082535,safe,0.0
1753193532,5,0.3,2687.184364815921,2796.8000000000006,0.9608067665960814,safe,0.2,2796.8000000000006,0.9608067665960814,safe,0.0
1753193533,5,0.3,441.83896620282144,0,,,0.2,450.01481031055357,0.9818320554781519,safe,0.0
1753193534,5,0.3,587.8033276222682,627.9,0.936141627046135,safe,0.2,627.9,0.936141627046135,safe,0.0
1753193530,5,0.4,2475.500743491604,2510.4000000000005,0.9860981291792558,safe,0.2,2510.4000000000005,0.9860981291792558,safe,0.0
1753193531,5,0.4,582.8750631266191,631.2,0.9234395803653661,safe,0.2,631.2,0.9234395803653661,safe,0.0
1753193532,5,0.4,2722.256363106588,2918.4,0.932790694595185,safe,0.2,2918.3999999999996,0.9327906945951853,safe,0.0
1753193533,5,0.4,450.7502356330533,0,,,0.2,460.7148103105535,0.9783714904437664,safe,0.0
1753193534,5,0.4,592.5552560942378,655.2000000000002,0.9043883640021942,safe,0.2,655.2,0.9043883640021945,safe,0.0
1753193530,5,0.5,2550.808417158725,2615.0000000000005,0.9754525495826863,safe,0.2,2615.000000000001,0.9754525495826861,safe,0.0
1753193531,5,0.5,586.4969558416191,657.5,0.892010579226797,safe,0.2,657.5,0.892010579226797,safe,0.0
1753193532,5,0.5,2852.73252258094,3040.000000000001,0.938398856112151,safe,0.2,3040.000000000001,0.938398856112151,safe,0.0
1753193533,5,0.5,463.6221696084001,0,,,0.2,471.41481031055343,0.9834696735619745,safe,0.0
1753193534,5,0.5,591.6123624329475,682.5000000000001,0.8668313002680549,safe,0.2,682.5000000000001,0.8668313002680549,safe,0.0
