seeds,num_tasks,per_jitter,chain_type,final_e2e_max,max_reaction_time,R,exceed,false_percentage_global,false_percentage_by_chain_type,false_percentage_by_num_tasks
1755016037,3,0,asc,302,265.0,0.8774834437086093,safe,0.0,0.0,0.0
1755016037,3,0,desc,302,265.0,0.8774834437086093,safe,0.0,0.0,0.0
1755016037,3,0,max_period,302,265.0,0.8774834437086093,safe,0.0,0.0,0.0
1755016037,3,0,min_period,302,265.0,0.8774834437086093,safe,0.0,0.0,0.0
1755016037,3,0.02,asc,305.02,267.0022206825415,0.8753597163548015,safe,0.0,0.0,0.0
1755016037,3,0.02,desc,305.02,267.0022206825415,0.8753597163548015,safe,0.0,0.0,0.0
1755016037,3,0.02,max_period,305.02,267.0022206825415,0.8753597163548015,safe,0.0,0.0,0.0
1755016037,3,0.02,min_period,305.02,267.0022206825415,0.8753597163548015,safe,0.0,0.0,0.0
1755016037,3,0.05,asc,309.54999999999995,270.0041264307815,0.8722472183194365,safe,0.1,0.1,0.1
1755016037,3,0.05,desc,309.54999999999995,270.0041264307815,0.8722472183194365,safe,0.1,0.1,0.1
1755016037,3,0.05,max_period,309.54999999999995,270.0041264307815,0.8722472183194365,safe,0.1,0.1,0.1
1755016037,3,0.05,min_period,309.54999999999995,270.0041264307815,0.8722472183194365,safe,0.1,0.1,0.1
1755016037,3,0.1,asc,317.1,274.7743352789439,0.8665226593470321,safe,0.2,0.2,0.2
1755016037,3,0.1,desc,317.1,274.7743352789439,0.8665226593470321,safe,0.2,0.2,0.2
1755016037,3,0.1,max_period,317.1,274.7743352789439,0.8665226593470321,safe,0.2,0.2,0.2
1755016037,3,0.1,min_period,317.1,274.7743352789439,0.8665226593470321,safe,0.2,0.2,0.2
1755016037,3,0.2,asc,332.20000000000005,283.97009334209724,0.854816656658932,safe,0.2,0.2,0.2
1755016037,3,0.2,desc,332.20000000000005,283.97009334209724,0.854816656658932,safe,0.2,0.2,0.2
