num_tasks,run_time_our,run_time_G
3,2.849056142586049e-05,0.0068284562503751305
5,3.8593684406805475e-05,0.050574849888983905
8,5.124552209926947e-05,0.19269086358820164
10,5.4358357290763914e-05,0.3323789410107063
