num_tasks,run_time_our,run_time_G
3,7.981725038880218e-05,0.0068284562503751305
5,0.00017072362221732786,0.050574849888983905
8,0.00032015305709826107,0.19269086358820164
10,0.0004084543124131967,0.3323789410107063
