seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,run_time_our,run_time_G
1755022037,3,1389.466495646584,1373.7935736354762,0.9887201871652079,safe,0.109,7.817599907866679e-05,0.0018749510018096771
1755022038,3,332.7376054495711,313.3215102691561,0.9416474276955218,safe,0.109,2.3512002371717244e-05,0.0004873430007137358
1755022039,3,323.6577562977325,318.65775629773105,0.9845515829523271,safe,0.109,3.0556999263353646e-05,0.00029133799762348644
1755022040,3,308.38781746212084,301.8691064061485,0.9788619696146945,safe,0.109,3.615500099840574e-05,0.0022715289996995125
1755022041,3,0,134.1458399521161,,,0.109,1.666400203248486e-05,5.7962999562732875e-05
1755022042,3,316.4901020230431,264.33569919188903,0.8352100034162939,safe,0.109,3.285300044808537e-05,0.0002966459978779312
1755022043,3,0,1491.2729019092797,,,0.109,2.6149999030167237e-05,0.000137033002829412
1755022044,3,149.04365858060768,144.828501543213,0.9717186421915766,safe,0.109,3.7133999285288155e-05,0.000578397997742286
1755022045,3,172.71448699033522,157.0720964975113,0.9094320878033859,safe,0.109,2.922799831139855e-05,9.2427999334177e-05
1755022046,3,242.52512171865547,216.78357941715873,0.8938603056084287,safe,0.109,3.308800296508707e-05,0.00022034100038581528
1755022047,3,95.08575197544647,88.331674336835,0.9289685626048837,safe,0.109,3.091100006713532e-05,0.00018202700084657408
1755022048,3,197.12723901808621,167.7043712164595,0.8507417445291403,safe,0.109,3.79270022676792e-05,0.0007032069988781586
1755022049,3,2355.8589150187845,2354.659128478995,0.9994907222448082,safe,0.109,4.156900104135275e-05,0.003611700001783902
1755022050,3,338.90706076467836,331.3106681329896,0.9775856170876198,safe,0.109,2.5784000172279775e-05,0.0002811329977703281
1755022051,3,27.760398613296278,21.760398613296257,0.783864775013489,safe,0.109,3.259900040575303e-05,0.00014470099995378405
1755022052,3,1313.1661566055534,1306.8563834754984,0.9951949925770511,safe,0.109,4.0816001273924485e-05,0.05722244600110571
1755022053,3,0,320.6598870343824,,,0.109,6.969000241952017e-05,4.8170997615670785e-05
1755022054,3,24.526853049642206,22.526853049642185,0.9184567218651315,safe,0.109,2.669900277396664e-05,0.00013239899999462068
1755022055,3,200.68423124097973,171.48623028628924,0.8545077469508314,safe,0.109,4.371599789010361e-05,0.0007586200008518063
1755022056,3,67.30261269087802,59.77335157069329,0.888128249125086,safe,0.109,3.605000165407546e-05,0.0004538000030152034
1755022057,3,0,119.91217496146302,,,0.109,2.988499909406528e-05,0.004764044999319594
1755022058,3,1366.9318430096248,1363.9318430096102,0.9978053038888834,safe,0.109,4.886100214207545e-05,0.28153271399787627
1755022059,3,31.318434517314593,25.214660487080366,0.8051060302244764,safe,0.109,3.4812001104000956e-05,0.00010076500257127918
1755022060,3,37.899490303394884,29.00200519013859,0.7652347025770082,safe,0.109,2.5993998860940337e-05,9.121699986280873e-05
1755022061,3,276.5400290983847,274.30112078184055,0.9919038544841274,safe,0.109,3.517799996188842e-05,0.0024632489985378925
1755022062,3,38.701734518664026,35.00304229813863,0.9044308409809981,safe,0.109,2.579300053184852e-05,9.27540022530593e-05
1755022063,3,244.7623576384595,232.9662957760521,0.9518060621076733,safe,0.109,3.8750000385334715e-05,0.0005645359997288324
1755022064,3,1246.4012212243774,1235.1209984056359,0.9909497659127287,safe,0.109,3.517699951771647e-05,0.006511691000923747
1755022065,3,268.09413366202216,257.23651898974833,0.9595007375806228,safe,0.109,2.920999759226106e-05,0.00024013200163608417
1755022066,3,116.86554056680795,114.59799484207298,0.9805969688435344,safe,0.109,4.44289980805479e-05,0.0035707700008060783
1755022067,3,20.27811298727692,17.679476551488584,0.8718501846094459,safe,0.109,3.929299782612361e-05,5.4717998864362016e-05
1755022068,3,36.468202865011634,30.311922839587332,0.8311877322770197,safe,0.109,5.66890012123622e-05,0.00018177499805460684
1755022069,3,143.74356537015944,141.74356537015944,0.9860863337092709,safe,0.109,5.1857001380994916e-05,0.006599705000553513
1755022070,3,0,259.9523781392585,,,0.109,2.914300057454966e-05,4.627800080925226e-05
1755022071,3,1115.8548131030307,1097.5947807583298,0.9836358349399216,safe,0.109,5.509200127562508e-05,0.0426526820010622
1755022072,3,1260.8164726767654,1237.8148305491768,0.9817565501196576,safe,0.109,5.144600072526373e-05,0.019045166998694185
1755022073,3,1595.1678714440695,1473.8904952587563,0.9239720293040233,safe,0.109,4.552799873636104e-05,0.0002057290002994705
1755022074,3,402.28003571884017,370.9576321803478,0.9221378125749593,safe,0.109,5.5842996516730636e-05,0.0002908409987867344
1755022075,3,1514.3958595105391,1383.1282902066332,0.9133201741938648,safe,0.109,5.311800123308785e-05,0.00047680799980298616
1755022076,3,263.9036474904117,261.69259159944477,0.991621730461125,safe,0.109,4.643000283977017e-05,0.02124062800066895
1755022077,3,0,1483.237171545587,,,0.109,6.161200144561008e-05,0.2939124339973205
1755022078,3,142.9579621648487,124.69745270605875,0.8722665797534714,safe,0.109,3.8348000089172274e-05,0.00016536800103494897
1755022079,3,408.40340657170213,367.0077548689113,0.8986402879195301,safe,0.109,3.8922000385355204e-05,0.0001229150002473034
1755022080,3,1326.0765591589543,1241.5838844590733,0.9362837129452998,safe,0.109,6.474800102296285e-05,0.0036195749999023974
1755022081,3,29.256001179452333,25.154611780825086,0.8598103215313029,safe,0.109,3.8625999877694994e-05,0.000156643996888306
1755022082,3,0,24.852724791488555,,,0.109,4.359599915915169e-05,0.00023056699865264818
