seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755024037,3,604,502,0.8311258278145696,safe,0.0,5.8255998737877235e-05,0.0008821859992167447
1755024038,3,2440,2220,0.9098360655737705,safe,0.0,3.1465002393815666e-05,0.00044189100299263373
1755024039,3,114,108,0.9473684210526315,safe,0.0,1.8471997464075685e-05,0.00011775899838539772
1755024040,3,800,700,0.875,safe,0.0,2.9725000786129385e-05,4.974199691787362e-05
1755024041,3,610,505,0.8278688524590164,safe,0.0,1.8573999113868922e-05,0.00014393099991139024
1755024042,3,2500,2250,0.9,safe,0.0,2.081099955830723e-05,0.00011278700185357593
1755024043,3,2500,2250,0.9,safe,0.0,3.065499913645908e-05,0.00019070599955739453
1755024044,3,55,50,0.9090909090909091,safe,0.0,2.316699828952551e-05,8.851199891068973e-05
1755024045,3,80,70,0.875,safe,0.0,6.0079997638240457e-05,7.76269989728462e-05
1755024046,3,2060,2040,0.9902912621359223,safe,0.0,3.0882998544257134e-05,0.0008172870002454147
1755024047,3,414,408,0.9855072463768116,safe,0.0,1.7136000678874552e-05,0.000596886999119306
1755024048,3,2410,2205,0.9149377593360996,safe,0.0,2.56690000242088e-05,0.0013823049994243775
1755024049,3,640,520,0.8125,safe,0.0,2.487600067979656e-05,9.566299922880717e-05
1755024050,3,112,106,0.9464285714285714,safe,0.0,2.5830999220488593e-05,0.00041216799945686944
1755024051,3,16,14,0.875,safe,0.0,2.0757001038873568e-05,9.340299948235042e-05
1755024052,3,26,23,0.8846153846153846,safe,0.0,2.897300146287307e-05,0.0001367129989375826
1755024053,3,2102,2051,0.9757373929590866,safe,0.0,1.848099782364443e-05,0.00456735099942307
1755024054,3,320,260,0.8125,safe,0.0,1.1979998816968873e-05,4.697099939221516e-05
1755024055,3,222,211,0.9504504504504504,safe,0.0,2.242099799332209e-05,0.0010130249975190964
1755024056,3,442,421,0.9524886877828054,safe,0.0,7.080800060066395e-05,0.0015663429985579569
1755024057,3,2800,2400,0.8571428571428571,safe,0.0,2.6923997211270034e-05,6.665000182692893e-05
1755024058,3,602,501,0.8322259136212624,safe,0.0,3.0000999686308205e-05,0.0011365579994162545
1755024059,3,142,131,0.9225352112676056,safe,0.0,2.765099998214282e-05,0.0006874999999126885
