seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755018037,3,602,501,0.8322259136212624,safe,0.0,5.492599666467868e-05,0.0013921429999754764
1755018038,3,2102,2051,0.9757373929590866,safe,0.0,2.544699964346364e-05,0.009581000998878153
1755018039,3,800,600,0.75,safe,0.0,2.1839998225914314e-05,4.186499791103415e-05
1755018040,3,62,51,0.8225806451612904,safe,0.0,2.592599776107818e-05,0.00015052800154080614
1755018041,3,70,65,0.9285714285714286,safe,0.0,2.2083997464505956e-05,4.312899909564294e-05
1755018042,3,70,55,0.7857142857142857,safe,0.0,2.6255998818669468e-05,5.9130001318408176e-05
1755018043,3,2404,2202,0.9159733777038269,safe,0.0,3.328499951749109e-05,0.0031635509985790122
1755018044,3,222,211,0.9504504504504504,safe,0.0,1.7088001186493784e-05,0.00038164000216056593
1755018045,3,800,601,0.75125,safe,0.0,2.4983000912470743e-05,0.0010508269988349639
1755018046,3,400,301,0.7525,safe,0.0,2.339399725315161e-05,0.00034327600224060006
1755018047,3,144,132,0.9166666666666666,safe,0.0,2.9638998967129737e-05,0.00035772399860434234
1755018048,3,610,505,0.8278688524590164,safe,0.0,2.2849002561997622e-05,0.0002585420006653294
1755018049,3,17,16,0.9411764705882353,safe,0.0,2.853499972843565e-05,9.457499982090667e-05
1755018050,3,510,455,0.8921568627450981,safe,0.0,2.7176000003237277e-05,0.0002903259992308449
1755018051,3,2410,2205,0.9149377593360996,safe,0.0,2.8492999263107777e-05,0.0014208200009306893
1755018052,3,310,255,0.8225806451612904,safe,0.0,3.0359999072970822e-05,0.00018355799693381414
1755018053,3,550,500,0.9090909090909091,safe,0.0,1.732500095386058e-05,4.269599958206527e-05
1755018054,3,406,404,0.9950738916256158,safe,0.0,2.4834000214468688e-05,0.0014979949992266484
1755018055,3,2300,2150,0.9347826086956522,safe,0.0,3.4094999136868864e-05,0.00023705000057816505
1755018056,3,2022,2011,0.9945598417408507,safe,0.0,3.143100184388459e-05,0.02306945599775645
1755018057,3,2210,2105,0.9524886877828054,safe,0.0,2.2673000785289332e-05,0.0015032869996502995
1755018058,3,2140,2080,0.9719626168224299,safe,0.0,2.6773002900881693e-05,0.0005135169994900934
1755018059,3,40,35,0.875,safe,0.0,2.5141001970041543e-05,4.8121000872924924e-05
