seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1755019037,3,260,240,0.9230769230769231,safe,0.0,7.300200013560243e-05,0.0002130819993908517
1755019038,3,400,350,0.875,safe,0.0,2.674799907254055e-05,4.6209999709390104e-05
1755019039,3,2500,2250,0.9,safe,0.0,2.4568002118030563e-05,0.00017322699932265095
1755019040,3,550,500,0.9090909090909091,safe,0.0,2.487399979145266e-05,6.0305999795673415e-05
1755019041,3,424,412,0.9716981132075472,safe,0.0,2.4230997951235622e-05,0.00065659699976095
1755019042,3,4000,4000,1.0,safe,0.0,2.3736000002827495e-05,4.8958001571008936e-05
1755019043,3,2204,2102,0.9537205081669692,safe,0.0,3.112299964413978e-05,0.002871868997317506
1755019044,3,120,110,0.9166666666666666,safe,0.0,2.1939002181170508e-05,8.72410018928349e-05
1755019045,3,412,406,0.9854368932038835,safe,0.0,2.1926000044913962e-05,0.0017725979996612296
1755019046,3,122,111,0.9098360655737705,safe,0.0,2.7532998501555994e-05,0.00030912900183466263
1755019047,3,2410,2205,0.9149377593360996,safe,0.0,2.3118001990951598e-05,0.0010118659993167967
1755019048,3,112,106,0.9464285714285714,safe,0.0,2.288899850100279e-05,0.00027462000070954673
1755019049,3,2240,2120,0.9464285714285714,safe,0.0,3.264899714849889e-05,0.0003412549995118752
1755019050,3,406,403,0.9926108374384236,safe,0.0,2.3472999600926414e-05,0.0034117950017389376
1755019051,3,302,251,0.8311258278145696,safe,0.0,2.5820998416747898e-05,0.000469110000267392
1755019052,3,604,502,0.8311258278145696,safe,0.0,2.7474001399241388e-05,0.0004720369979622774
1755019053,3,2500,2250,0.9,safe,0.0,1.9655999494716525e-05,9.689899889053777e-05
1755019054,3,70,65,0.9285714285714286,safe,0.0,2.3751999833621085e-05,8.248000085586682e-05
1755019055,3,604,502,0.8311258278145696,safe,0.0,2.0045001292601228e-05,0.000874622000992531
1755019056,3,2080,2040,0.9807692307692307,safe,0.0,2.243799826828763e-05,0.0007587959989905357
1755019057,3,2410,2205,0.9149377593360996,safe,0.0,2.8776001272490248e-05,0.001383493003231706
1755019058,3,108,104,0.9629629629629629,safe,0.0,2.2509000700665638e-05,0.00021284600006765686
1755019059,3,62,51,0.8225806451612904,safe,0.0,2.0229999790899456e-05,0.0001108860014937818
1755019060,3,242,221,0.9132231404958677,safe,0.0,2.3681001039221883e-05,0.000320786999509437
1755019061,3,320,310,0.96875,safe,0.0,5.738300023949705e-05,0.00019523299852153286
1755019062,3,54,48,0.8888888888888888,safe,0.0,1.5671001165173948e-05,5.739799962611869e-05
1755019063,3,320,260,0.8125,safe,0.0,2.679699900909327e-05,0.00013326099724508822
1755019064,3,64,52,0.8125,safe,0.0,2.5155000912491232e-05,9.340000178781338e-05
1755019065,3,640,520,0.8125,safe,0.0,2.9311002435861155e-05,0.0001012619977700524
1755019066,3,2210,2105,0.9524886877828054,safe,0.0,2.9407998226815835e-05,0.0016492470022058114
1755019067,3,450,425,0.9444444444444444,safe,0.0,2.9762999474769458e-05,0.0003753710007003974
1755019068,3,2110,2055,0.9739336492890995,safe,0.0,3.168100010952912e-05,0.0019324860004417133
1755019069,3,424,412,0.9716981132075472,safe,0.0,2.3839002096792683e-05,0.00050514200120233
1755019070,3,180,150,0.8333333333333334,safe,0.0,2.2929998522158712e-05,6.074499833630398e-05
1755019071,3,46,43,0.9347826086956522,safe,0.0,2.8262998966965824e-05,0.0001972539976122789
1755019072,3,2500,2250,0.9,safe,0.0,2.4250999558717012e-05,0.0001664949995756615
1755019073,3,2024,2012,0.9940711462450593,safe,0.0,2.7361002139514312e-05,0.012725352000416024
1755019074,3,444,422,0.9504504504504504,safe,0.0,2.3322001652559265e-05,0.00042297599793528207
1755019075,3,700,650,0.9285714285714286,safe,0.0,1.2245000107213855e-05,3.853100133710541e-05
1755019076,3,412,406,0.9854368932038835,safe,0.0,2.9445996915455908e-05,0.001779672002157895
1755019077,3,400,350,0.875,safe,0.0,2.6145997253479436e-05,8.997099939733744e-05
1755019078,3,160,140,0.875,safe,0.0,2.8279999241931364e-05,8.998100020107813e-05
1755019079,3,54,48,0.8888888888888888,safe,0.0,2.107199907186441e-05,7.554699914180674e-05
1755019080,3,400,350,0.875,safe,0.0,2.3776003217790276e-05,4.5140001020627096e-05
1755019081,3,46,44,0.9565217391304348,safe,0.0,2.429799860692583e-05,9.889400098472834e-05
1755019082,3,520,460,0.8846153846153846,safe,0.0,2.4967997887870297e-05,0.00012914699982502498
1755019083,3,2240,2120,0.9464285714285714,safe,0.0,2.289700205437839e-05,0.0003287680010544136
1755019084,3,2300,2150,0.9347826086956522,safe,0.0,2.6724999770522118e-05,0.00017616900004213676
1755019085,3,52,46,0.8846153846153846,safe,0.0,2.2103002265794203e-05,0.00013091399887343869
1755019086,3,80,70,0.875,safe,0.0,2.0595001842593774e-05,2.86940012301784e-05
1755019087,3,2204,2102,0.9537205081669692,safe,0.0,7.750900113023818e-05,0.004891511998721398
1755019088,3,144,132,0.9166666666666666,safe,0.0,2.0364001102279872e-05,0.00024137400032486767
1755019089,3,540,480,0.8888888888888888,safe,0.0,2.072200004477054e-05,7.833899871911854e-05
1755019090,3,640,520,0.8125,safe,0.0,2.361699807806872e-05,8.76320009410847e-05
1755019091,3,260,240,0.9230769230769231,safe,0.0,2.4673998268553987e-05,6.801699782954529e-05
1755019092,3,224,212,0.9464285714285714,safe,0.0,1.8930000805994496e-05,0.0002759119997790549
1755019093,3,2204,2102,0.9537205081669692,safe,0.0,2.5869001547107473e-05,0.0029591130005428568
1755019094,3,230,215,0.9347826086956522,safe,0.0,2.5335000827908516e-05,0.00014778499826206826
1755019095,3,220,210,0.9545454545454546,safe,0.0,2.067800232907757e-05,0.00018589399769552983
1755019096,3,122,111,0.9098360655737705,safe,0.0,2.726499951677397e-05,0.0002815789994201623
1755019097,3,304,252,0.8289473684210527,safe,0.0,2.4331002350663766e-05,0.00023537199740530923
1755019098,3,700,600,0.8571428571428571,safe,0.0,2.169800063711591e-05,4.081100269104354e-05
1755019099,3,2006,2003,0.9985044865403788,safe,0.0,3.0485996830975637e-05,0.08494532100303331
1755019100,3,510,455,0.8921568627450981,safe,0.0,2.376100019318983e-05,0.00021905500034336
1755019101,3,520,460,0.8846153846153846,safe,0.0,2.7443998988019302e-05,0.00013821700122207403
1755019102,3,130,115,0.8846153846153846,safe,0.0,2.5997000193456188e-05,8.399999933317304e-05
1755019103,3,152,151,0.993421052631579,safe,0.0,2.7015001251129434e-05,0.00022946800163481385
1755019104,3,2240,2120,0.9464285714285714,safe,0.0,3.5500997910276055e-05,0.0004952700001013
1755019105,3,34,28,0.8235294117647058,safe,0.0,2.4249999114545062e-05,8.73929966473952e-05
1755019106,3,160,155,0.96875,safe,0.0,3.5015000321436673e-05,0.00013683200086234137
1755019107,3,48,44,0.9166666666666666,safe,0.0,2.912499985541217e-05,0.0001522170023235958
1755019108,3,640,520,0.8125,safe,0.0,2.8632999601541087e-05,0.00013087800107314251
1755019109,3,242,221,0.9132231404958677,safe,0.0,2.174700057366863e-05,0.0006818570000177715
1755019110,3,2240,2120,0.9464285714285714,safe,0.0,3.543799903127365e-05,0.0004568370022752788
1755019111,3,106,104,0.9811320754716981,safe,0.0,2.3935997887747362e-05,0.00021967800057609566
1755019112,3,510,455,0.8921568627450981,safe,0.0,3.201100116712041e-05,0.0003073939988098573
1755019113,3,142,131,0.9225352112676056,safe,0.0,3.8578000385314226e-05,0.000954312999965623
1755019114,3,350,300,0.8571428571428571,safe,0.0,3.5903001844417304e-05,0.00010647399903973565
1755019115,3,214,208,0.9719626168224299,safe,0.0,0.00012898999921162613,0.0005945550001342781
1755019116,3,80,70,0.875,safe,0.0,3.6287001421442255e-05,7.029600237729028e-05
1755019117,3,320,260,0.8125,safe,0.0,3.880099757225253e-05,0.0001413530007994268
1755019118,3,700,550,0.7857142857142857,safe,0.0,3.272300091339275e-05,8.471799810649827e-05
1755019119,3,48,44,0.9166666666666666,safe,0.0,3.531000038492493e-05,0.0001526870000816416
1755019120,3,150,135,0.9,safe,0.0,3.049800216103904e-05,0.0002020150022872258
1755019121,3,540,480,0.8888888888888888,safe,0.0,3.713100159075111e-05,0.00014999300037743524
1755019122,3,700,550,0.7857142857142857,safe,0.0,5.24869974469766e-05,0.00010729899804573506
1755019123,3,2402,2201,0.9163197335553706,safe,0.0,3.535100040608086e-05,0.009202737001032801
1755019124,3,2050,2025,0.9878048780487805,safe,0.0,3.652400118880905e-05,0.005254525996861048
1755019125,3,130,120,0.9230769230769231,safe,0.0,4.7097000788198784e-05,9.951199899660423e-05
1755019126,3,2220,2110,0.9504504504504504,safe,0.0,3.9790000300854445e-05,0.0010871000013139565
1755019127,3,70,55,0.7857142857142857,safe,0.0,3.533600101945922e-05,7.787099821143784e-05
1755019128,3,212,206,0.9716981132075472,safe,0.0,3.813000148511492e-05,0.0011199420005141292
1755019129,3,610,505,0.8278688524590164,safe,0.0,4.303799869376235e-05,0.00040045499918051064
1755019130,3,304,302,0.993421052631579,safe,0.0,3.471099989837967e-05,0.0004078499987372197
1755019131,3,60,50,0.8333333333333334,safe,0.0,3.988399839727208e-05,9.522899927105755e-05
1755019132,3,60,50,0.8333333333333334,safe,0.0,3.7565998354693875e-05,8.725400039111264e-05
1755019133,3,54,48,0.8888888888888888,safe,0.0,3.596099850255996e-05,0.00012932499885209836
1755019134,3,2300,2150,0.9347826086956522,safe,0.0,4.5894998038420454e-05,0.00026425900068716146
1755019135,3,200,152,0.76,safe,0.0,3.153299985569902e-05,0.00016639699970255606
1755019136,3,430,415,0.9651162790697675,safe,0.0,2.681600017240271e-05,0.000372795999282971
1755019137,3,414,408,0.9855072463768116,safe,0.0,3.433299934840761e-05,0.002083111001411453
1755019138,3,450,425,0.9444444444444444,safe,0.0,3.81459976779297e-05,0.0004270230019756127
1755019139,3,403,402,0.9975186104218362,safe,0.0,3.72260001313407e-05,0.01060226199842873
1755019140,3,403,402,0.9975186104218362,safe,0.0,3.952199767809361e-05,0.00943356200150447
1755019141,3,460,430,0.9347826086956522,safe,0.0,3.995400038547814e-05,0.0002564029964560177
1755019142,3,2110,2055,0.9739336492890995,safe,0.0,4.772899774252437e-05,0.002693563001230359
1755019143,3,200,180,0.9,safe,0.0,3.343899879837409e-05,9.329900058219209e-05
1755019144,3,2240,2120,0.9464285714285714,safe,0.0,4.2391999159008265e-05,0.0005991510006424505
1755019145,3,220,210,0.9545454545454546,safe,0.0,3.958800152759068e-05,0.0002716089984460268
1755019146,3,430,415,0.9651162790697675,safe,0.0,3.1890998798189685e-05,0.0005444449998321943
1755019147,3,520,460,0.8846153846153846,safe,0.0,3.077400106121786e-05,0.00020980000044801272
1755019148,3,414,408,0.9855072463768116,safe,0.0,3.500800085021183e-05,0.0011891270005435217
1755019149,3,122,111,0.9098360655737705,safe,0.0,2.8717000532196835e-05,0.000314499997330131
1755019150,3,2030,2015,0.9926108374384236,safe,0.0,2.9496997740352526e-05,0.004805738000868587
1755019151,3,2120,2060,0.9716981132075472,safe,0.0,3.389199991943315e-05,0.000963081001827959
1755019152,3,504,452,0.8968253968253969,safe,0.0,2.6491998141864315e-05,0.0006077859979995992
1755019153,3,250,225,0.9,safe,0.0,2.275400038342923e-05,0.0001467000001866836
1755019154,3,16,14,0.875,safe,0.0,2.9804999940097332e-05,0.0001122089997807052
1755019155,3,2050,2025,0.9878048780487805,safe,0.0,3.280699820606969e-05,0.003049770999496104
1755019156,3,2220,2110,0.9504504504504504,safe,0.0,3.1859999580774456e-05,0.0007557850003649946
1755019157,3,64,52,0.8125,safe,0.0,2.8714999643852934e-05,0.00010570499944151379
1755019158,3,70,55,0.7857142857142857,safe,0.0,3.323099736007862e-05,7.105300028342754e-05
1755019159,3,430,420,0.9767441860465116,safe,0.0,3.235499752918258e-05,0.00021629399998346344
1755019160,3,222,211,0.9504504504504504,safe,0.0,3.034000110346824e-05,0.0006274750012380537
1755019161,3,48,44,0.9166666666666666,safe,0.0,3.2938001822913066e-05,0.00011310699846944772
1755019162,3,4000,3005,0.75125,safe,0.0,3.8693997339578345e-05,0.001136039998527849
1755019163,3,310,255,0.8225806451612904,safe,0.0,3.91610010410659e-05,0.00023083999985828996
1755019164,3,700,550,0.7857142857142857,safe,0.0,3.729799936991185e-05,0.00012367000090307556
1755019165,3,214,208,0.9719626168224299,safe,0.0,3.746899892576039e-05,0.0006461850025516469
1755019166,3,2404,2202,0.9159733777038269,safe,0.0,4.007399911643006e-05,0.0046997909994388465
1755019167,3,103,102,0.9902912621359223,safe,0.0,3.5938999644713476e-05,0.0008633469988126308
1755019168,3,412,406,0.9854368932038835,safe,0.0,3.12550000671763e-05,0.0021857370011275634
1755019169,3,620,510,0.8225806451612904,safe,0.0,2.7656002203002572e-05,0.0001507399974798318
1755019170,3,20,16,0.8,safe,0.0,3.059799928450957e-05,8.330100172315724e-05
1755019171,3,412,406,0.9854368932038835,safe,0.0,3.680600275401957e-05,0.002363974999752827
1755019172,3,3020,3010,0.9966887417218543,safe,0.0,2.9389000701485202e-05,0.0005737120009143837
1755019173,3,70,55,0.7857142857142857,safe,0.0,3.7530997360590845e-05,7.844900028430857e-05
1755019174,3,610,505,0.8278688524590164,safe,0.0,3.490299786790274e-05,0.0002555069986556191
1755019175,3,2030,2015,0.9926108374384236,safe,0.0,4.444899968802929e-05,0.006289025001024129
1755019176,3,122,111,0.9098360655737705,safe,0.0,3.5173001379007474e-05,0.00047041500147315674
1755019177,3,2110,2055,0.9739336492890995,safe,0.0,3.525500142131932e-05,0.002554662001784891
1755019178,3,4000,3050,0.7625,safe,0.0,3.5517998185241595e-05,0.0001939550020324532
1755019179,3,2024,2012,0.9940711462450593,safe,0.0,3.1912000849843025e-05,0.0135983110012603
1755019180,3,510,455,0.8921568627450981,safe,0.0,2.9928000003565103e-05,0.00027455600138637237
1755019181,3,2600,2300,0.8846153846153846,safe,0.0,3.4323998988838866e-05,0.00017730599938658997
