seeds,num_tasks,final_e2e_max,mrt,R,exceed,false_percentage,run_time_our,run_time_G
1755023037,3,0,254.11333399293227,,,0.138,9.458900240133516e-05,0.00036248100150260143
1755023038,3,246.78350762557204,230.1311486832726,0.9325223994807428,safe,0.138,3.257299977121875e-05,0.0006682310013275128
1755023039,3,204.79213193209827,164.339014456092,0.8024674234583432,safe,0.138,2.429599771858193e-05,0.0001898299997264985
1755023040,3,0,117.53508660741798,,,0.138,1.4901001122780144e-05,0.00016886699813767336
1755023041,3,41.18252105497269,32.7523578443156,0.7952975438438058,safe,0.138,2.9842998628737405e-05,8.664800043334253e-05
1755023042,3,1245.814396427916,1149.7448475583533,0.9228861464877754,safe,0.138,3.254300099797547e-05,0.00014553900109604
1755023043,3,1313.0474164459079,1303.0474164459074,0.9923841288023947,safe,0.138,3.7481000617844984e-05,0.003494328000670066
1755023044,3,182.80799099411416,180.80799099411365,0.9890595592177099,safe,0.138,2.8054000722477213e-05,0.00033756400080164894
1755023045,3,1135.0859041258727,1117.5140584190608,0.9845193692891958,safe,0.138,2.3939999664435163e-05,0.0031064649992913473
1755023046,3,1347.7769061103631,1296.7769061103604,0.9621599095749556,safe,0.138,3.0216000595828518e-05,0.007530007002060302
1755023047,3,0,26.033371094685663,,,0.138,3.9167000068118796e-05,3.938099689548835e-05
1755023048,3,78.52396453035954,76.3787177153485,0.972680355254075,safe,0.138,4.098199860891327e-05,0.0005037609989813063
1755023049,3,0,292.6022838148324,,,0.138,3.100300091318786e-05,0.0022048419996281154
1755023050,3,0,2440.0,,,0.138,5.212100222706795e-05,3.9793001633370295e-05
1755023051,3,0,21.039723389832886,,,0.138,2.6554997020866722e-05,0.0001309810031671077
1755023052,3,117.62642093280192,108.027753924992,0.9183970154690545,safe,0.138,2.556800245656632e-05,0.00013232700075604953
1755023053,3,0,66.7787641881113,,,0.138,3.21080005960539e-05,0.0004404940009408165
1755023054,3,1584.0069077146586,1543.6238488615072,0.9745057558420535,safe,0.138,7.334100155276246e-05,0.0017825409995566588
1755023055,3,270.0611495825415,256.47886938049777,0.949706648945844,safe,0.138,2.8419999580364674e-05,0.0011013990006176755
1755023056,3,24.700479036694638,21.70047903669462,0.8785448656464004,safe,0.138,4.2739000491565093e-05,0.00028735500018228777
1755023057,3,309.1466923876968,287.48894184919334,0.9299434505631301,safe,0.138,4.585599890560843e-05,0.004930533999868203
1755023058,3,1300.3600423497076,1098.3600423497066,0.8446584073477115,safe,0.138,4.83110015920829e-05,0.0026937349975924008
1755023059,3,284.1855411367541,234.26495069584126,0.8243380354917833,safe,0.138,4.129299850319512e-05,0.000223170001845574
1755023060,3,153.55458617778856,137.98260592009473,0.8985899370034817,safe,0.138,3.337499947519973e-05,0.00023877000057836995
1755023061,3,345.9784470962202,292.29918378225227,0.8448479558062206,safe,0.138,3.460800144239329e-05,0.00014006899800733663
1755023062,3,20.522238247242036,17.463604221300248,0.8509600176602162,safe,0.138,2.8487000236054882e-05,0.00011691599866026081
1755023063,3,91.17082563164878,79.58711158860666,0.8729449474347967,safe,0.138,3.750699761440046e-05,0.0010774629990919493
