seeds,num_tasks,per_jitter,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G
1756829077,5,0,3600,3300,0.9166666666666666,safe,0.0329,2.087792381644249e-05,0.000161041971296072
1756829078,5,0,264,232,0.8787878787878788,safe,0.0329,1.665297895669937e-05,0.00032887794077396393
1756829079,5,0,2610,2305,0.8831417624521073,safe,0.0329,1.9449042156338692e-05,0.001440166961401701
1756829080,5,0,442,421,0.9524886877828054,safe,0.0329,1.5906989574432373e-05,0.001951281912624836
1756829081,5,0,1000,702,0.702,safe,0.0329,1.8807826563715935e-05,0.003293392015621066
1756829082,5,0,2134,2068,0.9690721649484536,safe,0.0329,2.99159437417984e-05,0.014656656887382269
1756829083,5,0,362,291,0.8038674033149171,safe,0.0329,1.934613101184368e-05,0.0005116520915180445
1756829084,5,0,670,640,0.9552238805970149,safe,0.0329,2.0626001060009003e-05,0.00016544712707400322
1756829085,5,0,2512,2256,0.8980891719745223,safe,0.0329,2.555898390710354e-05,0.02325899782590568
1756829086,5,0,714,558,0.7815126050420168,safe,0.0329,3.29301692545414e-05,0.001303934957832098
1756829087,5,0,76,69,0.9078947368421053,safe,0.0329,2.077803947031498e-05,0.00012676604092121124
1756829088,5,0,4240,3122,0.7363207547169811,safe,0.0329,2.2965017706155777e-05,0.004975510062649846
1756829089,5,0,88,64,0.7272727272727273,safe,0.0329,1.8908875063061714e-05,7.578404620289803e-05
1756829090,5,0,2086,2043,0.9793863854266539,safe,0.0329,2.1881191059947014e-05,0.05506331310607493
1756829091,5,0,3032,3016,0.9947229551451188,safe,0.0329,2.5772955268621445e-05,0.031228900887072086
1756829092,5,0,706,554,0.7847025495750708,safe,0.0329,1.7073936760425568e-05,0.0010485178790986538
1756829093,5,0,2036,2020,0.9921414538310412,safe,0.0329,2.0141014829277992e-05,0.035373991122469306
1756829094,5,0,2240,2122,0.9473214285714285,safe,0.0329,2.2161053493618965e-05,0.00506886001676321
1756829095,5,0,626,614,0.9808306709265175,safe,0.0329,1.7260899767279625e-05,0.0010781020391732454
1756829096,5,0,510,455,0.8921568627450981,safe,0.0329,1.4838995411992073e-05,0.0029805758967995644
1756829097,5,0,74,57,0.7702702702702703,safe,0.0329,1.423107460141182e-05,0.00011299503967165947
1756829098,5,0,2216,2109,0.9517148014440433,safe,0.0329,2.0292121917009354e-05,0.058693433878943324
1756829099,5,0,196,183,0.9336734693877551,safe,0.0329,1.8920982256531715e-05,0.0007264700252562761
1756829100,5,0,460,435,0.9456521739130435,safe,0.0329,2.7758069336414337e-05,0.0003243118990212679
1756829101,5,0,335,270,0.8059701492537313,safe,0.0329,1.9385945051908493e-05,0.00013856892473995686
1756829102,5,0,2404,2202,0.9159733777038269,safe,0.0329,2.285395748913288e-05,0.004882385954260826
1756829103,5,0,90,75,0.8333333333333334,safe,0.0329,2.1472107619047165e-05,4.1457824409008026e-05
1756829104,5,0,654,528,0.8073394495412844,safe,0.0329,1.761806197464466e-05,0.0007254090160131454
1756829105,5,0,2244,2122,0.9456327985739751,safe,0.0329,2.047605812549591e-05,0.010336230043321848
1756829106,5,0,500,430,0.86,safe,0.0329,1.764693297445774e-05,6.48589339107275e-05
1756829107,5,0,4000,3054,0.7635,safe,0.0329,2.008187584578991e-05,0.036661981139332056
1756829108,5,0,2680,2340,0.8731343283582089,safe,0.0329,1.9978033378720284e-05,0.0005078180693089962
1756829109,5,0,2048,2024,0.98828125,safe,0.0329,2.306816168129444e-05,0.13295809086412191
1756829110,5,0,2314,2158,0.9325842696629213,safe,0.0329,2.8946902602910995e-05,0.011956284055486321
1756829111,5,0,910,685,0.7527472527472527,safe,0.0329,1.8452992662787437e-05,0.00020999391563236713
1756829112,5,0,4100,3252,0.7931707317073171,safe,0.0329,2.0993873476982117e-05,0.0031792991794645786
1756829113,5,0,402,322,0.8009950248756219,safe,0.0329,1.4830846339464188e-05,0.0009447259362787008
1756829114,5,0,282,241,0.8546099290780141,safe,0.0329,1.719500869512558e-05,0.0005163969472050667
1756829115,5,0,5400,4202,0.7781481481481481,safe,0.0329,1.811911351978779e-05,0.002272865967825055
1756829116,5,0,436,419,0.9610091743119266,safe,0.0329,1.6459962353110313e-05,0.002559004118666053
1756829117,5,0,2644,2322,0.8782148260211801,safe,0.0329,1.8612947314977646e-05,0.00449143978767097
1756829118,5,0,554,488,0.8808664259927798,safe,0.0329,1.7554964870214462e-05,0.0007137828506529331
1756829119,5,0,2844,2422,0.8516174402250352,safe,0.0329,2.1170126274228096e-05,0.004634047858417034
1756829120,5,0,458,430,0.9388646288209607,safe,0.0329,1.8126098439097404e-05,0.0014483979903161526
1756829121,5,0,2260,2130,0.9424778761061947,safe,0.0329,1.7587095499038696e-05,0.0010646989103406668
1756829122,5,0,724,562,0.7762430939226519,safe,0.0329,1.7734011635184288e-05,0.0005746849346905947
1756829123,5,0,2446,2223,0.9088307440719542,safe,0.0329,1.981784589588642e-05,0.04721180582419038
1756829124,5,0,2440,2220,0.9098360655737705,safe,0.0329,2.0412029698491096e-05,0.005528777837753296
1756829125,5,0,346,283,0.8179190751445087,safe,0.0329,1.9382918253540993e-05,0.0008061521220952272
1756829126,5,0,4004,3053,0.7624875124875125,safe,0.0329,2.0554987713694572e-05,0.05617427290417254
1756829127,5,0,3150,3085,0.9793650793650793,safe,0.0329,2.8714071959257126e-05,0.001831389032304287
1756829128,5,0,2606,2303,0.8837298541826554,safe,0.0329,2.221902832388878e-05,0.0568998500239104
1756829129,5,0,2046,2023,0.9887585532746823,safe,0.0329,3.1520845368504524e-05,0.08242997899651527
1756829130,5,0,800,650,0.8125,safe,0.0329,1.9113998860120773e-05,0.00014260481111705303
1756829131,5,0,2500,2250,0.9,safe,0.0329,2.3080967366695404e-05,0.001308018108829856
1756829132,5,0,3020,2510,0.8311258278145696,safe,0.0329,2.5387154892086983e-05,0.0006573679856956005
1756829133,5,0,2540,2280,0.8976377952755905,safe,0.0329,2.0632054656744003e-05,0.0004316170234233141
1756829134,5,0,3122,3061,0.9804612427930813,safe,0.0329,2.1487940102815628e-05,0.012857201974838972
1756829135,5,0,2064,2032,0.9844961240310077,safe,0.0329,2.2889114916324615e-05,0.02016873494721949
1756829136,5,0,2560,2290,0.89453125,safe,0.0329,2.1064188331365585e-05,0.0010215810034424067
1756829137,5,0,4000,3106,0.7765,safe,0.0329,2.017104998230934e-05,0.024736849823966622
1756829138,5,0,824,612,0.7427184466019418,safe,0.0329,1.891585998237133e-05,0.0005679910536855459
1756829139,5,0,2160,2090,0.9675925925925926,safe,0.0329,2.10530124604702e-05,0.004873608006164432
1756829140,5,0,0,700,,,0.0329,1.4612916857004166e-05,4.1672028601169586e-05
1756829141,5,0,2420,2310,0.9545454545454546,safe,0.0329,2.081901766359806e-05,0.0006616560276597738
1756829142,5,0,2452,2226,0.9078303425774877,safe,0.0329,1.7591053619980812e-05,0.02404976892285049
1756829143,5,0,2524,2262,0.8961965134706814,safe,0.0329,2.084486186504364e-05,0.009269942063838243
1756829144,5,0,2540,2270,0.8937007874015748,safe,0.0329,2.015288919210434e-05,0.0015064929611980915
1756829145,5,0,3160,3090,0.9778481012658228,safe,0.0329,2.2805994376540184e-05,0.0009288149885833263
1756829146,5,0,2060,2030,0.9854368932038835,safe,0.0329,1.9832048565149307e-05,0.006960769882425666
1756829147,5,0,2090,2045,0.9784688995215312,safe,0.0329,1.556496135890484e-05,0.004266907926648855
1756829148,5,0,2640,2420,0.9166666666666666,safe,0.0329,1.9007129594683647e-05,0.0013349500950425863
1756829149,5,0,2530,2265,0.8952569169960475,safe,0.0329,2.5959918275475502e-05,0.002614468103274703
1756829150,5,0,2406,2203,0.9156275976724855,safe,0.0329,2.8692884370684624e-05,0.0474453039932996
1756829151,5,0,153,137,0.8954248366013072,safe,0.0329,1.5530968084931374e-05,0.0009851220529526472
1756829152,5,0,2058,2030,0.9863945578231292,safe,0.0329,2.0137988030910492e-05,0.035898408154025674
1756829153,5,0,482,451,0.9356846473029046,safe,0.0329,1.7622020095586777e-05,0.0012777920346707106
1756829154,5,0,2046,2024,0.989247311827957,safe,0.0329,3.178603947162628e-05,0.04127007303759456
1756829155,5,0,4300,3152,0.7330232558139534,safe,0.0329,2.0873965695500374e-05,0.002967426087707281
1756829156,5,0,350,275,0.7857142857142857,safe,0.0329,1.5731900930404663e-05,0.00010975007899105549
1756829157,5,0,504,404,0.8015873015873016,safe,0.0329,1.6344944015145302e-05,0.00032687000930309296
1756829158,5,0,2462,2231,0.9061738424045491,safe,0.0329,2.0576873794198036e-05,0.018063370138406754
1756829159,5,0,210,165,0.7857142857142857,safe,0.0329,1.4462042599916458e-05,0.00012251385487616062
1756829160,5,0,2420,2210,0.9132231404958677,safe,0.0329,1.809815876185894e-05,0.0007597540970891714
1756829161,5,0,50,45,0.9,safe,0.0329,1.527206040918827e-05,0.00014082714915275574
1756829162,5,0,0,650,,,0.0329,1.703505404293537e-05,4.534493200480938e-05
1756829163,5,0,2614,2308,0.882938026013772,safe,0.0329,1.756194978952408e-05,0.009779471904039383
1756829164,5,0,2162,2091,0.9671600370027752,safe,0.0329,1.9263941794633865e-05,0.015552411787211895
1756829165,5,0,2542,2281,0.8973249409913454,safe,0.0329,2.2551044821739197e-05,0.009479199070483446
1756829166,5,0,652,526,0.8067484662576687,safe,0.0329,1.6107922419905663e-05,0.0012971570249646902
1756829167,5,0,3000,2600,0.8666666666666667,safe,0.0329,1.9913073629140854e-05,7.797311991453171e-05
1756829168,5,0,2480,2240,0.9032258064516129,safe,0.0329,2.3748958483338356e-05,0.0016378650907427073
1756829169,5,0,3122,3061,0.9804612427930813,safe,0.0329,2.1453015506267548e-05,0.014377327170222998
1756829170,5,0,6000,4300,0.7166666666666667,safe,0.0329,2.0807841792702675e-05,7.313699461519718e-05
1756829171,5,0,562,491,0.8736654804270463,safe,0.0329,1.649395562708378e-05,0.0011413299944251776
1756829172,5,0,712,556,0.7808988764044944,safe,0.0329,2.0724022760987282e-05,0.0015863839071244001
1756829173,5,0,442,421,0.9524886877828054,safe,0.0329,1.5646917745471e-05,0.001973633887246251
1756829174,5,0,4000,3152,0.788,safe,0.0329,1.857406459748745e-05,0.0030063821468502283
1756829175,5,0,2660,2330,0.8759398496240601,safe,0.0329,2.177618443965912e-05,0.000912429066374898
1756829176,5,0,760,590,0.7763157894736842,safe,0.0329,1.6492092981934547e-05,0.00011730077676475048
1756829177,5,0,2132,2066,0.9690431519699813,safe,0.0329,2.7718953788280487e-05,0.040233496110886335
1756829178,5,0,552,486,0.8804347826086957,safe,0.0329,1.6422942280769348e-05,0.0013570101000368595
1756829179,5,0,2304,2152,0.9340277777777778,safe,0.0329,1.5982892364263535e-05,0.10072093899361789
1756829180,5,0,3016,3009,0.9976790450928382,safe,0.0329,8.338503539562225e-05,0.07227342901751399
1756829181,5,0,628,514,0.8184713375796179,safe,0.0329,1.4984048902988434e-05,0.0010088449344038963
1756829182,5,0,502,403,0.8027888446215139,safe,0.0329,1.564202830195427e-05,0.0006524599157273769
1756829183,5,0,700,551,0.7871428571428571,safe,0.0329,1.564505510032177e-05,0.0009037212003022432
1756829184,5,0,442,381,0.8619909502262444,safe,0.0329,1.6082078218460083e-05,0.0007068689446896315
1756829185,5,0,2044,2022,0.9892367906066536,safe,0.0329,1.904694363474846e-05,0.10528974793851376
1756829186,5,0,86,73,0.8488372093023255,safe,0.0329,1.585995778441429e-05,0.0001073440071195364
1756829187,5,0,2514,2258,0.898170246618934,safe,0.0329,1.9347993656992912e-05,0.009824506938457489
1756829188,5,0,2800,2404,0.8585714285714285,safe,0.0329,1.8348917365074158e-05,0.024978474946692586
1756829189,5,0,146,123,0.8424657534246576,safe,0.0329,1.4712102711200714e-05,0.000280607957392931
1756829190,5,0,910,665,0.7307692307692307,safe,0.0329,2.7444912120699883e-05,0.0003741139080375433
1756829191,5,0,236,219,0.9279661016949152,safe,0.0329,1.7571961507201195e-05,0.0008173140231519938
1756829192,5,0,546,483,0.8846153846153846,safe,0.0329,1.4796853065490723e-05,0.0019219289533793926
1756829193,5,0,250,205,0.82,safe,0.0329,1.5238067135214806e-05,0.00010217400267720222
1756829194,5,0,3082,3041,0.9866969500324465,safe,0.0329,2.288399264216423e-05,0.011004933156073093
1756829195,5,0,1100,800,0.7272727272727273,safe,0.0329,1.8476974219083786e-05,4.946603439748287e-05
1756829196,5,0,902,851,0.9434589800443459,safe,0.0329,3.054109402000904e-05,0.001507092034444213
1756829197,5,0,2234,2118,0.9480752014324082,safe,0.0329,1.983996480703354e-05,0.014417507918551564
1756829198,5,0,2212,2106,0.9520795660036167,safe,0.0329,1.867092214524746e-05,0.025955784134566784
1756829199,5,0,172,146,0.8488372093023255,safe,0.0329,1.6828998923301697e-05,0.0005751829594373703
1756829200,5,0,3424,3212,0.9380841121495327,safe,0.0329,2.749101258814335e-05,0.00641712686046958
1756829201,5,0,4300,3200,0.7441860465116279,safe,0.0329,2.0090024918317795e-05,0.00017682695761322975
1756829202,5,0,2530,2265,0.8952569169960475,safe,0.0329,1.8237857148051262e-05,0.0023648610804229975
1756829203,5,0,4000,3030,0.7575,safe,0.0329,1.9566155970096588e-05,0.0019407130312174559
1756829204,5,0,132,116,0.8787878787878788,safe,0.0329,1.4899997040629387e-05,0.0001837438903748989
1756829205,5,0,400,315,0.7875,safe,0.0329,1.516612246632576e-05,0.00014066812582314014
1756829206,5,0,146,123,0.8424657534246576,safe,0.0329,1.4794990420341492e-05,0.00034828297793865204
1756829207,5,0,712,556,0.7808988764044944,safe,0.0329,1.7298851162195206e-05,0.001295057125389576
1756829208,5,0,840,620,0.7380952380952381,safe,0.0329,1.879199407994747e-05,0.0001397361047565937
1756829209,5,0,324,262,0.808641975308642,safe,0.0329,1.6377074643969536e-05,0.0003134289290755987
1756829210,5,0,436,423,0.9701834862385321,safe,0.0329,1.9288156181573868e-05,0.0022903589997440577
1756829211,5,0,442,421,0.9524886877828054,safe,0.0329,1.7625978216528893e-05,0.0018412249628454447
1756829212,5,0,40,31,0.775,safe,0.0329,1.8215971067547798e-05,6.244401447474957e-05
1756829213,5,0,2512,2256,0.8980891719745223,safe,0.0329,1.7025042325258255e-05,0.018908024998381734
1756829214,5,0,264,232,0.8787878787878788,safe,0.0329,4.3138861656188965e-05,0.0008706951048225164
1756829215,5,0,3052,3026,0.991480996068152,safe,0.0329,1.9777100533246994e-05,0.023722836980596185
1756829216,5,0,626,513,0.8194888178913738,safe,0.0329,1.8987106159329414e-05,0.0024280447978526354
1756829217,5,0,654,628,0.9602446483180428,safe,0.0329,2.048513852059841e-05,0.0007140799425542355
1756829218,5,0,2262,2141,0.9465075154730327,safe,0.0329,2.0421110093593597e-05,0.016259215073660016
1756829219,5,0,920,760,0.8260869565217391,safe,0.0329,1.6701174899935722e-05,0.0001092660240828991
1756829220,5,0,2126,2063,0.9703668861712136,safe,0.0329,1.8982915207743645e-05,0.06177361705340445
1756829221,5,0,5010,4025,0.8033932135728543,safe,0.0329,2.2548949345946312e-05,0.0016976899933069944
1756829222,5,0,480,440,0.9166666666666666,safe,0.0329,1.7611077055335045e-05,0.0003326998557895422
1756829223,5,0,2128,2064,0.9699248120300752,safe,0.0329,2.2144988179206848e-05,0.030552024953067303
1756829224,5,0,38,30,0.7894736842105263,safe,0.0329,1.540803350508213e-05,6.633298471570015e-05
1756829225,5,0,2620,2310,0.8816793893129771,safe,0.0329,1.7837854102253914e-05,0.0035573309287428856
1756829226,5,0,4000,3016,0.754,safe,0.0329,3.6215875297784805e-05,0.029204535065218806
1756829227,5,0,450,360,0.8,safe,0.0329,1.6974052414298058e-05,6.372388452291489e-05
1756829228,5,0,2086,2043,0.9793863854266539,safe,0.0329,2.1921005100011826e-05,0.05510022817179561
1756829229,5,0,670,535,0.7985074626865671,safe,0.0329,2.611195668578148e-05,0.0004581350367516279
1756829230,5,0,516,459,0.8895348837209303,safe,0.0329,2.614990808069706e-05,0.004016908118501306
1756829231,5,0,3016,3009,0.9976790450928382,safe,0.0329,2.6596011593937874e-05,0.05751851899549365
1756829232,5,0,2074,2038,0.982642237222758,safe,0.0329,1.952890306711197e-05,0.014174721902236342
1756829233,5,0,274,238,0.8686131386861314,safe,0.0329,1.5886034816503525e-05,0.00028693582862615585
1756829234,5,0,840,720,0.8571428571428571,safe,0.0329,1.8625054508447647e-05,7.428997196257114e-05
1756829235,5,0,722,561,0.7770083102493075,safe,0.0329,1.8821097910404205e-05,0.0014774450100958347
1756829236,5,0,20,17,0.85,safe,0.0329,1.8312130123376846e-05,7.556704804301262e-05
1756829237,5,0,334,268,0.8023952095808383,safe,0.0329,2.1738000214099884e-05,0.00029101897962391376
1756829238,5,0,664,532,0.8012048192771084,safe,0.0329,1.7745187506079674e-05,0.000571392010897398
1756829239,5,0,300,250,0.8333333333333334,safe,0.0329,1.688511110842228e-05,0.00013970513828098774
1756829240,5,0,3010,2505,0.8322259136212624,safe,0.0329,2.42751557379961e-05,0.001109433826059103
1756829241,5,0,2408,2204,0.915282392026578,safe,0.0329,1.712283119559288e-05,0.027760073076933622
1756829242,5,0,2100,2070,0.9857142857142858,safe,0.0329,2.1965941414237022e-05,0.001622257987037301
1756829243,5,0,2190,2105,0.9611872146118722,safe,0.0329,1.8966849893331528e-05,0.002960587153211236
1756829244,5,0,220,211,0.9590909090909091,safe,0.0329,2.2363848984241486e-05,0.0011965769808739424
1756829245,5,0,720,660,0.9166666666666666,safe,0.0329,6.688293069601059e-05,0.001076296903192997
1756829246,5,0,2216,2109,0.9517148014440433,safe,0.0329,1.6489997506141663e-05,0.064829584909603
1756829247,5,0,2162,2091,0.9671600370027752,safe,0.0329,1.8059974536299706e-05,0.01565447309985757
1756829248,5,0,646,523,0.8095975232198143,safe,0.0329,2.3555010557174683e-05,0.0026661569718271494
1756829249,5,0,654,628,0.9602446483180428,safe,0.0329,1.8049031496047974e-05,0.0007124559488147497
1756829250,5,0,2064,2032,0.9844961240310077,safe,0.0329,2.7433037757873535e-05,0.09521785494871438
1756829251,5,0,2150,2075,0.9651162790697675,safe,0.0329,1.812097616493702e-05,0.003846104023978114
1756829252,5,0,2550,2285,0.8960784313725491,safe,0.0329,1.7772894352674484e-05,0.0018515870906412601
1756829253,5,0,2448,2224,0.9084967320261438,safe,0.0329,2.305791713297367e-05,0.026877323864027858
1756829254,5,0,612,506,0.826797385620915,safe,0.0329,1.6357051208615303e-05,0.0012543820776045322
1756829255,5,0,2940,2480,0.8435374149659864,safe,0.0329,4.530209116637707e-05,0.0004181091208010912
1756829256,5,0,2048,2024,0.98828125,safe,0.0329,1.995800994336605e-05,0.034780333051458
1756829257,5,0,610,505,0.8278688524590164,safe,0.0329,1.7566140741109848e-05,0.003266026033088565
1756829258,5,0,504,412,0.8174603174603174,safe,0.0329,1.5990808606147766e-05,0.000230858800932765
1756829259,5,0,246,223,0.9065040650406504,safe,0.0329,2.2202031686902046e-05,0.0011471931356936693
1756829260,5,0,92,76,0.8260869565217391,safe,0.0329,2.791406586766243e-05,0.00020379316993057728
1756829261,5,0,236,219,0.9279661016949152,safe,0.0329,1.7671147361397743e-05,0.000836334889754653
1756829262,5,0,2644,2322,0.8782148260211801,safe,0.0329,2.1330080926418304e-05,0.0044375278521329165
1756829263,5,0,2270,2135,0.9405286343612335,safe,0.0329,1.8789898604154587e-05,0.005602548131719232
1756829264,5,0,0,358,,,0.0329,1.8947990611195564e-05,0.00026756199076771736
1756829265,5,0,5200,4102,0.7888461538461539,safe,0.0329,6.585591472685337e-05,0.00550585612654686
1756829266,5,0,142,126,0.8873239436619719,safe,0.0329,1.5967991203069687e-05,0.0002472780179232359
1756829267,5,0,2402,2201,0.9163197335553706,safe,0.0329,3.9536040276288986e-05,0.016302165109664202
1756829268,5,0,2720,2360,0.8676470588235294,safe,0.0329,2.002599649131298e-05,0.0006258769426494837
1756829269,5,0,60,51,0.85,safe,0.0329,2.0963139832019806e-05,0.00014323811046779156
1756829270,5,0,242,183,0.756198347107438,safe,0.0329,1.950794830918312e-05,0.000660258112475276
1756829271,5,0,268,234,0.8731343283582089,safe,0.0329,1.31919514387846e-05,0.00034731999039649963
1756829272,5,0,4010,3058,0.7625935162094764,safe,0.0329,1.808791421353817e-05,0.01193199516274035
1756829273,5,0,554,488,0.8808664259927798,safe,0.0329,1.777498982846737e-05,0.0007616649381816387
1756829274,5,0,2444,2222,0.9091653027823241,safe,0.0329,1.946208067238331e-05,0.010155963012948632
1756829275,5,0,704,652,0.9261363636363636,safe,0.0329,3.100093454122543e-05,0.0037595268804579973
1756829276,5,0,448,424,0.9464285714285714,safe,0.0329,1.784181222319603e-05,0.004374837037175894
1756829277,5,0,820,610,0.7439024390243902,safe,0.0329,1.794705167412758e-05,0.00011188210919499397
1756829278,5,0,453,427,0.9426048565121413,safe,0.0329,2.0480016246438026e-05,0.0037432508543133736
1756829279,5,0,2108,2054,0.9743833017077799,safe,0.0329,1.9422033801674843e-05,0.13297172402963042
1756829280,5,0,1010,905,0.8960396039603961,safe,0.0329,2.084905281662941e-05,0.00020920997485518456
1756829281,5,0,2342,2181,0.9312553373185312,safe,0.0329,1.9822968170046806e-05,0.009299542987719178
1756829282,5,0,0,621,,,0.0329,1.622689887881279e-05,0.0009793068747967482
1756829283,5,0,4210,3110,0.7387173396674585,safe,0.0329,2.164393663406372e-05,0.0041281350422650576
1756829284,5,0,2027,2014,0.9935865811544153,safe,0.0329,2.082088030874729e-05,0.13350119185633957
1756829285,5,0,2740,2380,0.8686131386861314,safe,0.0329,2.0772917196154594e-05,0.0003699879162013531
1756829286,5,0,4000,3450,0.8625,safe,0.0329,2.015288919210434e-05,0.00011953222565352917
1756829287,5,0,750,585,0.78,safe,0.0329,1.5157042071223259e-05,0.0002241500187665224
1756829288,5,0,730,565,0.773972602739726,safe,0.0329,1.4807097613811493e-05,0.0002281020861119032
1756829289,5,0,3220,3110,0.9658385093167702,safe,0.0329,1.888396218419075e-05,0.004169555148109794
1756829290,5,0,230,215,0.9347826086956522,safe,0.0329,1.6503967344760895e-05,6.375485099852085e-05
1756829291,5,0,420,360,0.8571428571428571,safe,0.0329,1.8472084775567055e-05,0.00011961604468524456
1756829292,5,0,4400,3500,0.7954545454545454,safe,0.0329,2.3730099201202393e-05,8.53431411087513e-05
1756829293,5,0,422,361,0.8554502369668247,safe,0.0329,1.801503822207451e-05,0.0004614840727299452
1756829294,5,0,2450,2225,0.9081632653061225,safe,0.0329,1.861201599240303e-05,0.0019993458408862352
1756829295,5,0,804,612,0.7611940298507462,safe,0.0329,1.8420163542032242e-05,0.000548279844224453
1756829296,5,0,616,509,0.8262987012987013,safe,0.0329,2.093682996928692e-05,0.0026530150789767504
1756829297,5,0,2312,2156,0.9325259515570934,safe,0.0329,1.9473955035209656e-05,0.02094643493182957
1756829298,5,0,2270,2135,0.9405286343612335,safe,0.0329,1.756986603140831e-05,0.0031516640447080135
1756829299,5,0,2032,2016,0.9921259842519685,safe,0.0329,1.8729129806160927e-05,0.04589776415377855
1756829300,5,0,280,205,0.7321428571428571,safe,0.0329,2.6976922526955605e-05,0.00011445698328316212
1756829301,5,0,2244,2122,0.9456327985739751,safe,0.0329,2.0129838958382607e-05,0.005646934965625405
1756829302,5,0,2232,2121,0.9502688172043011,safe,0.0329,1.825997605919838e-05,0.02300357003696263
1756829303,5,0,172,146,0.8488372093023255,safe,0.0329,1.585320569574833e-05,0.0005620219744741917
1756829304,5,0,128,114,0.890625,safe,0.0329,1.7241109162569046e-05,0.00042487122118473053
1756829305,5,0,146,123,0.8424657534246576,safe,0.0329,1.558498479425907e-05,0.00028639589436352253
1756829306,5,0,2510,2255,0.898406374501992,safe,0.0329,1.992611214518547e-05,0.0014483439736068249
1756829307,5,0,460,330,0.717391304347826,safe,0.0329,1.843087375164032e-05,6.720703095197678e-05
1756829308,5,0,2048,2024,0.98828125,safe,0.0329,2.0136823877692223e-05,0.1357209049165249
1756829309,5,0,448,424,0.9464285714285714,safe,0.0329,1.5110010281205177e-05,0.004634228069335222
1756829310,5,0,2324,2162,0.9302925989672978,safe,0.0329,2.2827880457043648e-05,0.006931617856025696
1756829311,5,0,524,462,0.8816793893129771,safe,0.0329,3.005005419254303e-05,0.0011613720562309027
1756829312,5,0,2148,2084,0.9702048417132216,safe,0.0329,2.222810871899128e-05,0.02418123697862029
1756829313,5,0,456,429,0.9407894736842105,safe,0.0329,1.994892954826355e-05,0.0026104480493813753
1756829314,5,0,632,616,0.9746835443037974,safe,0.0329,1.8964987248182297e-05,0.0015830318443477154
1756829315,5,0,4006,3103,0.7745881178232651,safe,0.0329,2.5657005608081818e-05,0.05327536608092487
1756829316,5,0,900,700,0.7777777777777778,safe,0.0329,2.591102384030819e-05,5.940021947026253e-05
1756829317,5,0,2602,2301,0.8843197540353575,safe,0.0329,1.9911210983991623e-05,0.0062082139775156975
1756829318,5,0,448,424,0.9464285714285714,safe,0.0329,1.7733080312609673e-05,0.0044760629534721375
1756829319,5,0,2260,2130,0.9424778761061947,safe,0.0329,1.884298399090767e-05,0.00208930391818285
1756829320,5,0,326,263,0.8067484662576687,safe,0.0329,1.9284896552562714e-05,0.0007318649441003799
1756829321,5,0,2420,2310,0.9545454545454546,safe,0.0329,2.2354070097208023e-05,0.0007497400511056185
1756829322,5,0,440,380,0.8636363636363636,safe,0.0329,1.8646009266376495e-05,4.878710024058819e-05
1756829323,5,0,2036,2019,0.9916502946954814,safe,0.0329,2.0869076251983643e-05,0.06638118997216225
1756829324,5,0,370,295,0.7972972972972973,safe,0.0329,2.505606971681118e-05,0.00018062908202409744
1756829325,5,0,2524,2262,0.8961965134706814,safe,0.0329,2.1077925339341164e-05,0.007789424154907465
1756829326,5,0,228,214,0.9385964912280702,safe,0.0329,1.850794069468975e-05,0.00043966295197606087
1756829327,5,0,830,620,0.7469879518072289,safe,0.0329,1.730094663798809e-05,0.0003278560470789671
1756829328,5,0,394,322,0.817258883248731,safe,0.0329,2.0039966329932213e-05,0.00023041106760501862
1756829329,5,0,2234,2118,0.9480752014324082,safe,0.0329,1.880503259599209e-05,0.014263976830989122
1756829330,5,0,2452,2226,0.9078303425774877,safe,0.0329,2.1213898435235023e-05,0.02509369794279337
1756829331,5,0,474,438,0.9240506329113924,safe,0.0329,1.791585236787796e-05,0.0008833529427647591
1756829332,5,0,290,246,0.8482758620689655,safe,0.0329,1.629302278161049e-05,0.0005404369439929724
1756829333,5,0,2800,2402,0.8578571428571429,safe,0.0329,1.8137041479349136e-05,0.08569897711277008
1756829334,5,0,134,117,0.8731343283582089,safe,0.0329,1.485506072640419e-05,0.00037174811586737633
1756829335,5,0,420,331,0.7880952380952381,safe,0.0329,1.664389856159687e-05,0.00048426096327602863
1756829336,5,0,256,229,0.89453125,safe,0.0329,1.6725854948163033e-05,0.000859786057844758
1756829337,5,0,272,236,0.8676470588235294,safe,0.0329,2.5440938770771027e-05,0.0010989319998770952
1756829338,5,0,184,172,0.9347826086956522,safe,0.0329,1.9102124497294426e-05,0.00026751100085675716
1756829339,5,0,346,283,0.8179190751445087,safe,0.0329,1.6500940546393394e-05,0.0006896350532770157
1756829340,5,0,0,615,,,0.0329,1.3010110706090927e-05,0.00023351307027041912
1756829341,5,0,4000,3206,0.8015,safe,0.0329,1.850607804954052e-05,0.019981916062533855
1756829342,5,0,800,661,0.82625,safe,0.0329,2.2266991436481476e-05,0.001135827973484993
1756829343,5,0,910,656,0.7208791208791209,safe,0.0329,2.8542010113596916e-05,0.0014227810315787792
1756829344,5,0,0,303,,,0.0329,1.302291639149189e-05,0.0006648970302194357
1756829345,5,0,0,605,,,0.0329,1.8042977899312973e-05,0.00020533008500933647
1756829346,5,0,2462,2231,0.9061738424045491,safe,0.0329,2.0867912098765373e-05,0.01573080592788756
