num_tasks,run_time_our,run_time_G
3,3.441525127855111e-05,0.004037401819787882
5,7.062643497483578e-05,0.027552774939523034
8,0.00015679748118853219,0.10216626501812712
10,0.00022411376623200413,0.16737462743382198
