num_tasks,run_time_our,run_time_G
3,3.155726079712616e-05,0.004037401819787882
5,4.9265383626333896e-05,0.027552774939523034
8,7.75662224332312e-05,0.10216626501812712
10,9.445186765513515e-05,0.16737462743382198
