num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,false_percentage
3,0,244.0,144.21241582771094,0.591034491097176,0.0
3,0,2104.0,1667.5323302033676,0.7925533888799275,0.0
3,0,108.0,83.67183052474176,0.7747391715253867,0.0
3,0,2240.0,2173.5744025996432,0.9703457154462694,0.0
3,0,2600.0,2343.272466538459,0.9012586409763303,0.0
3,0,763.530158975196,763.530158975196,1.0,0.0
3,0,2202.0,1828.7357401090771,0.8304885286598898,0.0
3,0,2110.0,1311.0436856321917,0.6213477183090956,0.0
3,0,787.9444692938381,640.5953634404029,0.8129955706326735,0.0
3,0,78.62895017276583,77.76502960000913,0.9890126909890254,0.0
3,0,2420.0,2406.9355200747677,0.9946014545763503,0.0
3,0,2404.0,1718.2574891612664,0.7147493715313088,0.0
3,0,232.62799396282264,223.5494402250627,0.9609739413425419,0.0
3,0,602.0,424.62898668803496,0.7053637652625165,0.0
3,0,112.0,106.54953082583388,0.9513350966592311,0.0
3,0,2008.0,2004.7295839292333,0.9983713067376659,0.0
3,0,700.0,671.2875456830091,0.9589822081185844,0.0
3,0,34.0,30.42149133391085,0.894749745115025,0.0
3,0,206.0,204.13496022597838,0.9909464088639727,0.0
3,0,2404.0,2371.9873325355647,0.9866835825855095,0.0
3,0,2044.0,1947.4137450013554,0.9527464505877473,0.0
3,0,122.0,95.70272103395804,0.7844485330652299,0.0
3,0,150.0,145.3734565193364,0.969156376795576,0.0
3,0,23.0,21.3433829949209,0.9279731736922131,0.0
3,0,2044.0,2026.2629075507475,0.9913223618154342,0.0
3,0,2410.0,2369.222815598358,0.9830800064723477,0.0
3,0,231.50912470030588,227.37213308932508,0.9821303302133934,0.0
3,0,196.60414732103123,196.06611830702712,0.9972633892960275,0.0
3,0,2050.0,2029.02187466129,0.9897667681274586,0.0
3,0,510.0,390.4863670832377,0.7656595433004661,0.0
3,0,250.0,207.01497335817652,0.828059893432706,0.0
3,0,212.0,143.85270446488357,0.6785504927588848,0.0
3,0,2034.681090881893,1849.6531049115836,0.9090629058285923,0.0
3,0,271.07746313579526,258.5976488218041,0.9539621842051125,0.0
3,0,2044.0,1837.5243934163086,0.8989845368964328,0.0
3,0,400.0,357.6116095488765,0.8940290238721913,0.0
3,0,160.0,143.80775125783128,0.8987984453614455,0.0
3,0,2022.0,1820.823982920331,0.9005064208310243,0.0
3,0,244.0,226.32124282271295,0.9275460771422662,0.0
3,0,242.0,233.4786031154162,0.9647876161794058,0.0
3,0,212.0,210.24965127898167,0.9917436381084042,0.0
3,0,442.0,416.95494236198664,0.9433369736696531,0.0
3,0,340.0,282.02434165087345,0.8294833577966866,0.0
