seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,8,2536.0,2269,0.8947160883280757,safe,0.028,False,False,0.1784235209997859,6.547000157297589e-05,0.0423
1755016011,8,334.0,273,0.8173652694610778,safe,0.028,False,False,0.0014381000000867,3.796900091401767e-05,0.0423
1755016012,8,0.0,722,,,0.028,False,False,0.0026292709990229,0.0006906520011398,0.0423
1755016013,8,2836.0,2519,0.8882228490832158,safe,0.028,False,False,0.1786760260001756,9.24400010262616e-05,0.0423
1755016014,8,2490.0,2245,0.9016064257028112,safe,0.028,False,False,0.2423350640001444,8.825500117382035e-05,0.0423
1755016015,8,4806.0,3404,0.708281315022888,safe,0.028,False,False,0.3794623960002354,0.0001252660003956,0.0423
1755016016,8,668.0,535,0.8008982035928144,safe,0.028,False,False,0.0124797429998579,0.0001052369989338,0.0423
1755016017,8,2570.0,2285,0.8891050583657587,safe,0.028,False,False,0.0272263799997745,8.988599984149914e-05,0.0423
1755016018,8,2386.0,2203,0.9233025984911988,safe,0.028,False,False,0.1489763489989854,8.132099901558831e-05,0.0423
1755016019,8,304.0,252,0.8289473684210527,safe,0.028,False,False,0.0033686269998725,0.0005741589993704,0.0423
1755016020,8,1052.0,676,0.6425855513307985,safe,0.028,False,True,0.0060866699986945,0.0001629240014153,0.0423
1755016021,8,2872.0,2436,0.8481894150417827,safe,0.028,False,False,0.1298345300001528,7.251799979712814e-05,0.0423
1755016022,8,804.0,612,0.7611940298507462,safe,0.028,False,False,0.0101369209987751,6.810600098106079e-05,0.0423
1755016023,8,2820.0,2410,0.8546099290780141,safe,0.028,False,False,0.0130304249996697,7.867899876146112e-05,0.0423
1755016024,8,2328.0,2164,0.929553264604811,safe,0.028,False,False,0.6090133769994281,7.937699956528377e-05,0.0423
1755016025,8,866.0,733,0.8464203233256351,safe,0.028,False,False,0.0072848689997044,5.799800055683591e-05,0.0423
1755016026,8,4410.0,3457,0.7839002267573696,safe,0.028,False,False,0.2427629879985033,7.571500100311823e-05,0.0423
1755016027,8,3140.0,2570,0.8184713375796179,safe,0.028,False,False,0.0142074610012059,6.620000021939632e-05,0.0423
1755016028,8,2592.0,2306,0.8896604938271605,safe,0.028,False,False,0.072675037999943,8.164199971361086e-05,0.0423
