seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,3,2210.0,2105,0.9524886877828054,safe,0.0,False,False,0.0019412269994063,4.170499960309826e-05,0.0
1755016011,3,320.0,260,0.8125,safe,0.0,False,False,0.0001003319994197,2.2665000869892538e-05,0.0
1755016012,3,70.0,65,0.9285714285714286,safe,0.0,,False,7.960000039020088e-05,2.7291000151308253e-05,0.0
1755016013,3,2030.0,2020,0.9950738916256158,safe,0.0,False,False,0.0041223589996661,6.704399856971577e-05,0.0
1755016014,3,64.0,52,0.8125,safe,0.0,False,False,0.0001312559998041,3.0340999728650783e-05,0.0
1755016015,3,106.0,104,0.981132075471698,safe,0.0,False,False,0.0003059470000152,3.114100036327727e-05,0.0
1755016016,3,510.0,455,0.8921568627450981,safe,0.0,False,False,0.0003337099988129,2.978699922095984e-05,0.0
1755016017,3,400.0,350,0.875,safe,0.0,,False,8.736400013731327e-05,2.802299968607258e-05,0.0
1755016018,3,2030.0,2015,0.9926108374384236,safe,0.0,False,False,0.0046894260012777,4.132700087211561e-05,0.0
1755016019,3,242.0,221,0.9132231404958676,safe,0.0,False,False,0.0006747110001015,3.716100036399439e-05,0.0
1755016020,3,2110.0,2055,0.9739336492890996,safe,0.0,False,False,0.0019373240011191,3.083100091316737e-05,0.0
1755016021,3,400.0,305,0.7625,safe,0.0,,False,0.0001697309999144,2.5979999918490648e-05,0.0
1755016022,3,32.0,26,0.8125,safe,0.0,False,False,0.0001248200005647,2.6853998861042783e-05,0.0
1755016023,3,214.0,208,0.97196261682243,safe,0.0,False,False,0.0004426010000315,2.387600034126081e-05,0.0
1755016024,3,2080.0,2040,0.9807692307692308,safe,0.0,False,False,0.000845107000714,3.2790998375276104e-05,0.0
1755016025,3,604.0,502,0.8311258278145696,safe,0.0,False,False,0.0006393560015567,2.826399941113777e-05,0.0
1755016026,3,106.0,104,0.981132075471698,safe,0.0,False,False,0.0002457840000715,2.364000101806596e-05,0.0
1755016027,3,62.0,61,0.9838709677419356,safe,0.0,False,False,0.0001636890010559,2.379100078542251e-05,0.0
1755016028,3,242.0,221,0.9132231404958676,safe,0.0,False,False,0.0006836720003775,2.922100065916311e-05,0.0
1755016029,3,540.0,480,0.8888888888888888,safe,0.0,False,False,0.0001275570011785,2.562400004535448e-05,0.0
1755016030,3,250.0,225,0.9,safe,0.0,False,False,0.000196381999558,2.7335001504980028e-05,0.0
1755016031,3,2500.0,2250,0.9,safe,0.0,False,False,0.0002192060001107,2.988699998240918e-05,0.0
1755016032,3,2220.0,2110,0.9504504504504504,safe,0.0,False,False,0.0009520069997961,3.825299972959328e-05,0.0
