seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,adjust,inserted,run_time_G,run_time_our,finalpercent
1755016010,5,1020.0,910,0.8921568627450981,safe,0.011,False,False,0.0001547410010971,3.914400076610036e-05,0.0114
1755016011,5,76.0,59,0.7763157894736842,safe,0.011,False,False,0.0001542169993626,2.592999953776598e-05,0.0114
1755016012,5,421.0,413,0.980997624703088,safe,0.011,False,False,0.006047861999832,6.11020004726015e-05,0.0114
1755016013,5,2608.0,2304,0.8834355828220859,safe,0.011,False,False,0.0594055999990814,7.163900045270566e-05,0.0114
1755016014,5,164.0,132,0.8048780487804879,safe,0.011,False,False,0.0003185969999321,4.69130009150831e-05,0.0114
1755016015,5,5000.0,4080,0.816,safe,0.011,,False,0.0007970800015755,5.509199945663568e-05,0.0114
1755016016,5,326.0,263,0.8067484662576687,safe,0.011,False,False,0.0018609760008985,5.886599865334574e-05,0.0114
1755016017,5,1020.0,712,0.6980392156862745,safe,0.011,False,False,0.0013829209983668,6.271700112847611e-05,0.0114
1755016018,5,2424.0,2212,0.9125412541254124,safe,0.011,False,False,0.2235152519988332,6.252899947867263e-05,0.0114
1755016019,5,760.0,630,0.8289473684210527,safe,0.011,False,False,0.0003025159985554,4.421099947649054e-05,0.0114
1755016020,5,2642.0,2321,0.8785011355034065,safe,0.011,False,False,0.0204862769987812,6.612399920413736e-05,0.0114
1755016021,5,2160.0,2090,0.9675925925925926,safe,0.011,False,False,0.0113835209995158,4.7600999096175656e-05,0.0114
1755016022,5,712.0,556,0.7808988764044944,safe,0.011,False,False,0.0031230980002874,4.462899960344657e-05,0.0114
1755016023,5,0.0,165,,,0.011,False,False,0.0002712740006245,0.0002474989996699,0.0114
1755016024,5,902.0,701,0.7771618625277162,safe,0.011,False,False,0.0020858919997408,4.6950999603723176e-05,0.0114
1755016025,5,272.0,236,0.8676470588235294,safe,0.011,False,False,0.0013018530007684,3.790799928538036e-05,0.0114
1755016026,5,0.0,702,,,0.011,False,False,0.0009591289999661,0.0006189300002006,0.0114
1755016027,5,662.0,531,0.8021148036253777,safe,0.011,False,False,0.0025393349988007,4.0668999645276926e-05,0.0114
1755016028,5,250.0,225,0.9,safe,0.011,False,False,0.0022846100000606,4.414199975144584e-05,0.0114
1755016029,5,760.0,590,0.7763157894736842,safe,0.011,False,False,0.0002698320004128,3.956100044888444e-05,0.0114
1755016030,5,2190.0,2105,0.9611872146118722,safe,0.011,False,False,0.0060543660001712,4.751100095745642e-05,0.0114
1755016031,5,2090.0,2045,0.9784688995215312,safe,0.011,False,False,0.0109139289997983,6.202099939400796e-05,0.0114
