seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,ratios
1751035068,3,0,4.674557030425366,4.674557030425366,1.0,safe,0.0,1.0
1751035069,3,0,4.8267822941211,4.8267822941211,1.0,safe,0.0,1.0
1751035070,3,0,5.114794702916674,5.114794702916675,1.0000000000000002,exceed,0.0,1.0
1751035071,3,0,4.617776824019961,4.617776824019961,1.0,safe,0.0,1.0
1751035072,3,0,4.156445310272019,4.1564453102720185,0.9999999999999998,safe,0.0,1.0
1751035073,3,0,4.812153364935799,4.812153364935799,1.0,safe,0.0,1.0
1751035074,3,0,5.256682383865032,5.256682383865032,1.0,safe,0.0,1.0
1751035075,3,0,4.630519780164316,4.630519780164316,1.0,safe,0.0,1.0
1751035076,3,0,4.507408666832965,4.507408666832965,1.0,safe,0.0,1.0
1751035077,3,0,4.600032387514158,4.600032387514158,1.0,safe,0.0,1.0
1751035068,3,0.02,4.694557030425366,4.692103342650995,0.9994773334824844,safe,0.1,1.0
1751035069,3,0.02,4.846782294121099,4.843661890189367,0.9993561906142313,safe,0.1,1.0
1751035070,3,0.02,5.134794702916674,5.131703660627565,0.9993980202777429,safe,0.1,1.0
1751035071,3,0.02,0,5.636660014484818,,,0.1,1.0
1751035072,3,0.02,4.176445310272019,4.17521079101806,0.9997044090937998,safe,0.1,1.0
1751035073,3,0.02,4.832153364935799,4.830012756511735,0.999557007350057,safe,0.1,1.0
1751035074,3,0.02,5.276682383865031,5.275560101099543,0.9997873128068273,safe,0.1,1.0
1751035075,3,0.02,4.650519780164315,4.648135972162777,0.9994874104155612,safe,0.1,1.0
1751035076,3,0.02,4.527408666832964,4.526565464299935,0.9998137560368238,safe,0.1,1.0
1751035077,3,0.02,4.620032387514158,4.619218414002148,0.9998238164922373,safe,0.1,1.0
1751035068,3,0.05,4.724557030425366,4.719576019833568,0.9989457190251443,safe,0.3,1.0
1751035069,3,0.05,0,5.869545918903356,,,0.3,1.0
1751035070,3,0.05,5.164794702916675,5.161535660336384,0.9993689889399765,safe,0.3,1.0
1751035071,3,0.05,0,5.662821174034491,,,0.3,1.0
1751035072,3,0.05,4.206445310272018,4.205174075623432,0.9996977888561913,safe,0.3,1.0
1751035073,3,0.05,4.8621533649358,4.860145243173747,0.9995869892182886,safe,0.3,1.0
1751035074,3,0.05,5.306682383865032,5.303164639227134,0.9993371103858424,safe,0.3,1.0
1751035075,3,0.05,4.680519780164316,4.672927873015283,0.9983779777662287,safe,0.3,1.0
1751035076,3,0.05,4.5574086668329645,4.554902195221423,0.9994500226346208,safe,0.3,1.0
1751035077,3,0.05,0,5.641450389253919,,,0.3,1.0
