seeds,num_tasks,final_e2e_max,letG2023,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,3,302,251,0.8311258278145696,safe,0.0,5.950700142420828e-05,0.0007640620024176,0.0
1755016038,3,444,422,0.9504504504504504,safe,0.0,2.2541000362252817e-05,0.0005680649992427,0.0
1755016039,3,430,415,0.9651162790697676,safe,0.0,2.457799928379245e-05,0.0003202910011168,0.0
1755016040,3,2060,2030,0.9854368932038836,safe,0.0,2.70630007435102e-05,0.0011791750002885,0.0
1755016041,3,2044,2022,0.9892367906066536,safe,0.0,2.894199860747904e-05,0.0073311690030095,0.0
1755016042,3,310,305,0.9838709677419356,safe,0.0,2.6294001145288348e-05,8.441899990430102e-05,0.0
1755016043,3,510,455,0.8921568627450981,safe,0.0,2.763700103969313e-05,0.0002824830007739,0.0
1755016044,3,4000,3010,0.7525,safe,0.0,2.8350001230137423e-05,0.0004834879982809,0.0
1755016045,3,302,301,0.9966887417218544,safe,0.0,2.027400114457123e-05,0.000407195999287,0.0
1755016046,3,2220,2110,0.9504504504504504,safe,0.0,2.56769999396056e-05,0.0005893909983569,0.0
1755016047,3,540,480,0.8888888888888888,safe,0.0,2.166700141970068e-05,9.743999908096156e-05,0.0
1755016048,3,170,160,0.9411764705882352,safe,0.0,2.387600034126081e-05,5.690100078936666e-05,0.0
1755016049,3,106,103,0.9716981132075472,safe,0.0,2.336000034119934e-05,0.0004632540003512,0.0
1755016050,3,40,30,0.75,safe,0.0,2.526900061639025e-05,4.724600148620084e-05,0.0
1755016051,3,800,600,0.75,safe,0.0,8.156100011547096e-05,0.0002385240004514,0.0
1755016052,3,2006,2003,0.9985044865403788,safe,0.0,2.7903999580303207e-05,0.0967083909999928,0.0
1755016053,3,2012,2006,0.9970178926441352,safe,0.0,2.41169982473366e-05,0.0405627340005594,0.0
1755016054,3,214,208,0.97196261682243,safe,0.0,1.569300002302043e-05,0.0002237230000901,0.0
1755016055,3,2402,2201,0.9163197335553706,safe,0.0,7.379800081253052e-05,0.0055748709964973,0.0
1755016056,3,414,408,0.9855072463768116,safe,0.0,2.869099989766255e-05,0.0011655579983198,0.0
1755016057,3,2600,2300,0.8846153846153846,safe,0.0,2.724699879763648e-05,0.0001363150004181,0.0
1755016058,3,64,62,0.96875,safe,0.0,2.383699757046997e-05,9.145500007434748e-05,0.0
1755016059,3,2404,2202,0.9159733777038268,safe,0.0,2.68320000031963e-05,0.0024110909980663,0.0
1755016060,3,310,255,0.8225806451612904,safe,0.0,8.874400009517558e-05,0.0002272630008519,0.0
1755016061,3,34,28,0.8235294117647058,safe,0.0,2.530800338718109e-05,9.124799908022396e-05,0.0
1755016062,3,414,408,0.9855072463768116,safe,0.0,2.7640002372208983e-05,0.000766315999499,0.0
1755016063,3,52,46,0.8846153846153846,safe,0.0,2.565400063758716e-05,0.0001625879995117,0.0
1755016064,3,114,108,0.9473684210526316,safe,0.0,1.8842998542822897e-05,0.0001320789997407,0.0
1755016065,3,2202,2101,0.9541326067211626,safe,0.0,2.284000220242888e-05,0.0076145380007801,0.0
1755016066,3,17,16,0.9411764705882352,safe,0.0,2.168999708374031e-05,5.441299799713306e-05,0.0
1755016067,3,2102,2051,0.9757373929590866,safe,0.0,2.9325998184503987e-05,0.0095507619989803,0.0
1755016068,3,2104,2052,0.9752851711026616,safe,0.0,2.856900027836673e-05,0.0038147300001583,0.0
1755016069,3,2300,2150,0.9347826086956522,safe,0.0,2.9079001251375303e-05,0.0001534459988761,0.0
1755016070,3,414,408,0.9855072463768116,safe,0.0,3.823899896815419e-05,0.0009452060003241,0.0
1755016071,3,2500,2250,0.9,safe,0.0,3.2536001526750624e-05,0.0002019300009123,0.0
1755016072,3,106,103,0.9716981132075472,safe,0.0,2.585699985502288e-05,0.0004696089999924,0.0
1755016073,3,34,28,0.8235294117647058,safe,0.0,4.456299939192832e-05,4.937300036544912e-05,0.0
1755016074,3,450,425,0.9444444444444444,safe,0.0,1.8742000975180417e-05,0.0001724120011203,0.0
1755016075,3,800,700,0.875,safe,0.0,1.786099892342463e-05,2.8433998522814363e-05,0.0
1755016076,3,442,421,0.9524886877828054,safe,0.0,1.780599995981902e-05,0.0006984389983699,0.0
1755016077,3,800,800,1.0,safe,0.0,2.9810998967150223e-05,4.9563001084607095e-05,0.0
1755016078,3,450,425,0.9444444444444444,safe,0.0,1.4676999853691086e-05,0.0001707030023681,0.0
1755016079,3,124,112,0.9032258064516128,safe,0.0,6.120100078987889e-05,0.0005519769983948,0.0
1755016080,3,2004,2002,0.999001996007984,safe,0.0,3.2343999919248745e-05,0.1162685899980715,0.0
1755016081,3,2024,2012,0.9940711462450592,safe,0.0,2.8096001187805086e-05,0.0088363790018775,0.0
1755016082,3,214,208,0.97196261682243,safe,0.0,7.649799954378977e-05,0.0005194959994696,0.0
1755016083,3,154,152,0.987012987012987,safe,0.0,2.5714998628245667e-05,0.0001656300009926,0.0
1755016084,3,224,212,0.9464285714285714,safe,0.0,2.012999902945012e-05,0.0003524140010995,0.0
1755016085,3,406,403,0.9926108374384236,safe,0.0,2.219800080638379e-05,0.0039245260013558,0.0
1755016086,3,2006,2003,0.9985044865403788,safe,0.0,2.930499977082945e-05,0.0992777040009968,0.0
1755016087,3,240,220,0.9166666666666666,safe,0.0,1.35709997266531e-05,5.1035000069532543e-05,0.0
1755016088,3,2440,2220,0.9098360655737704,safe,0.0,1.947499913512729e-05,0.0002067780005745,0.0
1755016089,3,2420,2210,0.9132231404958676,safe,0.0,3.008500061696396e-05,0.0007356400019489,0.0
1755016090,3,400,302,0.755,safe,0.0,3.072099934797734e-05,0.0003182609980285,0.0
1755016091,3,2440,2220,0.9098360655737704,safe,0.0,3.0351002351380885e-05,0.0003902009993907,0.0
1755016092,3,414,408,0.9855072463768116,safe,0.0,2.720100019359961e-05,0.0011719290014298,0.0
1755016093,3,2440,2220,0.9098360655737704,safe,0.0,2.545000097597949e-05,0.0003647209996415,0.0
1755016094,3,2024,2012,0.9940711462450592,safe,0.0,2.9135000659152865e-05,0.0269833880010992,0.0
1755016095,3,4000,3050,0.7625,safe,0.0,2.825800038408488e-05,0.000160824998602,0.0
1755016096,3,2420,2210,0.9132231404958676,safe,0.0,2.7972000680165365e-05,0.0006917530008649,0.0
1755016097,3,2044,2022,0.9892367906066536,safe,0.0,3.0918999982532114e-05,0.007307462998142,0.0
1755016098,3,3020,3010,0.9966887417218544,safe,0.0,2.851799945347011e-05,0.0004689929992309,0.0
1755016099,3,510,455,0.8921568627450981,safe,0.0,2.911900082835928e-05,0.0002849679985956,0.0
1755016100,3,2220,2110,0.9504504504504504,safe,0.0,2.8963000659132376e-05,0.0006370640003297,0.0
1755016101,3,70,65,0.9285714285714286,safe,0.0,2.544699964346364e-05,5.297000097925775e-05,0.0
1755016102,3,2120,2060,0.9716981132075472,safe,0.0,2.677199881873093e-05,0.0008150249996106,0.0
