seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted
1755016037,3,0.0,302.00000000000006,271.642687924137,0.8994790990865462,safe,0.0,False,False
1755016038,3,0.0,444.0,267.6540713856815,0.6028244851028862,safe,0.0,False,False
1755016039,3,0.0,430.0,424.0958712361301,0.986269467991,safe,0.0,False,False
1755016040,3,0.0,2060.0,2047.343687950031,0.993856159199044,safe,0.0,False,False
1755016041,3,0.0,2044.0,1190.7362333568117,0.5825519732665418,safe,0.0,False,False
1755016042,3,0.0,326.76769278302595,326.20983609353993,0.9982928034141476,safe,0.0,,False
1755016043,3,0.0,510.0,482.4747937468192,0.9460290073467044,safe,0.0,False,False
1755016044,3,0.0,3480.0377941951383,3480.0377941951383,1.0,safe,0.0,,False
1755016045,3,0.0,330.9675330664981,241.66942149772584,0.730190720698787,safe,0.0,,False
1755016046,3,0.0,2220.0,2153.1503310043304,0.9698875364884372,safe,0.0,False,False
1755016047,3,0.0,540.0,511.10756888701735,0.9464954979389212,safe,0.0,False,False
1755016048,3,0.0,219.91786005739988,180.9795925317412,0.8229417678241523,safe,0.0,,False
1755016049,3,0.0,106.0,76.66890445081964,0.7232915514228268,safe,0.0,False,False
1755016050,3,0.0,40.0,34.98017681800636,0.8745044204501589,safe,0.0,False,False
1755016051,3,0.0,800.0,693.7174655275735,0.8671468319094668,safe,0.0,False,False
1755016052,3,0.0,2006.0,2004.119147405936,0.9990623865433378,safe,0.0,False,False
1755016053,3,0.0,2012.0,1443.86767871257,0.7176280709307008,safe,0.0,False,False
1755016054,3,0.0,214.0,208.52233426764244,0.9744034311572076,safe,0.0,False,False
1755016055,3,0.0,2402.0,1746.1145489578323,0.7269419437792807,safe,0.0,False,False
1755016056,3,0.0,414.0,321.7941155162595,0.7772804722614964,safe,0.0,False,False
1755016057,3,0.0,2600.0,1755.4063825162204,0.6751563009677771,safe,0.0,False,False
1755016058,3,0.0,78.8184694166549,78.40984135280334,0.9948155798142762,safe,0.0,False,False
1755016059,3,0.0,2404.0,2184.942990265652,0.908878115751103,safe,0.0,False,False
1755016060,3,0.0,310.0,234.6471324213378,0.7569262336172187,safe,0.0,False,False
1755016061,3,0.0,34.0,24.91404528310402,0.7327660377383536,safe,0.0,False,False
1755016062,3,0.0,414.0,239.77468822597385,0.5791659135893088,safe,0.0,False,False
1755016063,3,0.0,52.0,47.60804098355679,0.9155392496837844,safe,0.0,False,False
1755016064,3,0.0,114.0,106.24904316658515,0.9320091505840804,safe,0.0,False,False
1755016065,3,0.0,2202.0,2162.169339424697,0.9819115982855116,safe,0.0,False,False
1755016066,3,0.0,18.97544671707253,18.029136045870317,0.9501297289433086,safe,0.0,False,False
1755016067,3,0.0,2102.0,1237.0776416918168,0.58852409214644,safe,0.0,False,False
1755016068,3,0.0,2104.0,1876.3506939574013,0.8918016606261413,safe,0.0,False,False
1755016069,3,0.0,2300.0,2004.9635354497905,0.8717232762825176,safe,0.0,False,False
1755016070,3,0.0,414.0,409.6382738562179,0.9894644296043912,safe,0.0,False,False
1755016071,3,0.0,2500.0,2064.967076301218,0.8259868305204873,safe,0.0,False,False
1755016072,3,0.0,106.0,104.74846790226036,0.9881930934175508,safe,0.0,False,False
1755016073,3,0.0,34.0,30.820479750871744,0.9064846985550512,safe,0.0,False,False
1755016074,3,0.0,450.0,395.9036937039898,0.8797859860088663,safe,0.0,False,False
1755016075,3,0.0,861.7899775350487,779.5598944899731,0.9045822239888704,safe,0.0,False,False
1755016076,3,0.0,442.0,425.2924426799154,0.9622000965608948,safe,0.0,False,False
1755016077,3,0.0,1013.5949650874492,1013.5949650874496,1.0000000000000002,safe,0.0,,False
1755016078,3,0.0,450.0,398.8145690262615,0.8862545978361367,safe,0.0,False,False
1755016079,3,0.0,124.0,110.6739683829023,0.8925320030879218,safe,0.0,False,False
1755016080,3,0.0,2004.0,1262.0280757733572,0.6297545288290205,safe,0.0,False,False
1755016081,3,0.0,2024.0,1225.5517550910097,0.6055097604204592,safe,0.0,False,False
1755016082,3,0.0,214.0,211.1333537943044,0.9866044569827306,safe,0.0,False,False
1755016083,3,0.0,158.28982021214117,141.13553856235723,0.8916273855969157,safe,0.0,,False
1755016084,3,0.0,224.0,215.53222088496372,0.9621974146650168,safe,0.0,False,False
1755016085,3,0.0,406.0,388.8936692298085,0.9578661803689864,safe,0.0,False,False
1755016086,3,0.0,2006.0,2003.938298720387,0.9989722326622068,safe,0.0,False,False
1755016087,3,0.0,240.0,193.7194650253231,0.8071644376055129,safe,0.0,False,False
1755016088,3,0.0,2440.0,2321.022940007275,0.9512389098390472,safe,0.0,False,False
1755016089,3,0.0,2420.0,2293.0632559045725,0.9475467999605672,safe,0.0,False,False
1755016090,3,0.0,345.0885316137546,345.0885316137545,1.0,safe,0.0,,False
1755016091,3,0.0,2440.0,2373.823952643823,0.9728786691163208,safe,0.0,False,False
1755016092,3,0.0,414.0,350.51522302900804,0.8466551280893914,safe,0.0,False,False
1755016093,3,0.0,2440.0,2266.2755248236404,0.9288014445998526,safe,0.0,False,False
1755016094,3,0.0,2024.0,1071.8707263060514,0.5295803983725551,safe,0.0,False,False
1755016095,3,0.0,3441.042132494093,3441.042132494093,1.0,safe,0.0,True,False
1755016096,3,0.0,2420.0,2084.7393994297818,0.8614625617478437,safe,0.0,False,False
1755016097,3,0.0,2044.0,1212.0716789514224,0.5929900581954122,safe,0.0,False,False
1755016098,3,0.0,3142.50162262495,2665.9994151551964,0.8483685086941248,safe,0.0,,False
1755016099,3,0.0,510.0,467.49360762946975,0.9166541326068034,safe,0.0,False,False
1755016100,3,0.0,2220.0,2118.5857414709617,0.9543179015634964,safe,0.0,False,False
1755016101,3,0.0,89.64808577701659,89.34557511938996,0.9966255759394678,safe,0.0,,False
1755016102,3,0.0,2120.0,1470.454530986318,0.693610627823735,safe,0.0,False,False
1755016103,3,0.0,2040.0,2024.9138268098127,0.992604817063634,safe,0.0,False,False
1755016104,3,0.0,502.0,477.1553058949982,0.950508577480076,safe,0.0,False,False
1755016105,3,0.0,406.0,265.7464614673806,0.6545479346487206,safe,0.0,False,False
1755016106,3,0.0,3342.5821435885823,3342.5821435885823,1.0,safe,0.0,,False
1755016107,3,0.0,414.0,278.2084320247246,0.6720010435379821,safe,0.0,False,False
1755016108,3,0.0,510.0,489.9233703774266,0.9606340595635816,safe,0.0,False,False
1755016109,3,0.0,2613.0851157660554,2005.0621984106792,0.7673160687775272,safe,0.0,False,False
1755016110,3,0.0,304.0,189.0728332280325,0.6219501093027384,safe,0.0,False,False
1755016111,3,0.0,183.2638491122036,174.43682229665188,0.9518343259823852,safe,0.0,,False
1755016112,3,0.0,620.0,569.7108754616158,0.9188885088090578,safe,0.0,False,False
1755016113,3,0.0,2240.0,2057.068191580748,0.9183340140985484,safe,0.0,False,False
1755016114,3,0.0,160.0,123.92971377407191,0.7745607110879495,safe,0.0,False,False
1755016115,3,0.0,304.0,270.18882458719304,0.8887790282473456,safe,0.0,False,False
1755016116,3,0.0,122.0,118.24452900653712,0.9692174508732552,safe,0.0,False,False
1755016117,3,0.0,212.0,160.84370034125905,0.7586966997229201,safe,0.0,False,False
1755016118,3,0.0,260.0,240.1753355495699,0.9237512905752688,safe,0.0,False,False
1755016119,3,0.0,2012.0,1578.3552819550457,0.7844708160810366,safe,0.0,False,False
1755016120,3,0.0,2014.0,2010.9946872629992,0.9985077891077454,safe,0.0,False,False
1755016121,3,0.0,400.0,372.51647631747545,0.9312911907936886,safe,0.0,False,False
1755016122,3,0.0,2022.0,1791.2358630313272,0.8858733249413092,safe,0.0,False,False
1755016123,3,0.0,250.0,190.63132207761143,0.7625252883104457,safe,0.0,False,False
1755016124,3,0.0,9.468306992399125,9.468306992399125,1.0,safe,0.0,,False
1755016125,3,0.0,222.0,161.1492411144647,0.7258974824975888,safe,0.0,False,False
1755016126,3,0.0,70.60470465640397,70.60470465640397,1.0,safe,0.0,,False
1755016127,3,0.0,142.0,104.27601307779324,0.7343381202661495,safe,0.0,False,False
1755016128,3,0.0,444.0,434.0576753873124,0.9776073769984516,safe,0.0,False,False
1755016129,3,0.0,24.0,20.38230290242656,0.8492626209344399,safe,0.0,False,False
1755016130,3,0.0,38.24919193380999,34.702536602905155,0.907275025913167,safe,0.0,False,False
1755016131,3,0.0,212.0,210.14910366256595,0.991269356898896,safe,0.0,False,False
1755016132,3,0.0,112.0,100.19235606311604,0.8945746077063932,safe,0.0,False,False
1755016133,3,0.0,878.862707118256,866.5429041876142,0.9859821075227576,safe,0.0,False,False
1755016134,3,0.0,2042.0,1687.2034129967587,0.8262504471090885,safe,0.0,False,False
1755016135,3,0.0,2080.0,2055.652573865793,0.9882945066662464,safe,0.0,False,False
1755016136,3,0.0,408.0,406.2605034931042,0.9957365281693732,safe,0.0,False,False
1755016037,3,0.02,305.0200000000001,273.6478986364928,0.8971473957002579,safe,0.01,False,False
1755016038,3,0.02,448.44,431.2385800617826,0.9616416467348644,safe,0.01,False,False
1755016039,3,0.02,434.3,424.14959667228015,0.9766281295700672,safe,0.01,False,False
1755016040,3,0.02,2080.6,2067.389386833005,0.9936505752345502,safe,0.01,False,False
1755016041,3,0.02,2064.44,2046.1676556725631,0.9911490068360248,safe,0.01,False,False
1755016042,3,0.02,328.867692783026,327.8471606382236,0.9968968306489268,safe,0.01,,False
1755016043,3,0.02,515.0999999999999,487.5340803256768,0.9464843337714558,safe,0.01,False,False
1755016044,3,0.02,3500.0377941951383,3498.6958947287058,0.9996166042924856,safe,0.01,,False
1755016045,3,0.02,332.9875330664981,331.5160553411067,0.9955809825315668,safe,0.01,,False
1755016046,3,0.02,2242.2,2153.171351656267,0.9602940646045256,safe,0.01,False,False
1755016047,3,0.02,545.4000000000001,511.44677050883183,0.9377461872182468,safe,0.01,False,False
1755016048,3,0.02,201.56020234450796,192.3596904663292,0.9543535292624228,safe,0.01,True,False
1755016049,3,0.02,107.06,105.67908739199822,0.98710150749111,safe,0.01,False,False
1755016050,3,0.02,40.400000000000006,35.06587771126766,0.8679672700808826,safe,0.01,False,False
1755016051,3,0.02,0.0,695.6746809337492,,,0.01,False,False
1755016052,3,0.02,2026.06,2023.9241430382044,0.9989458076454816,safe,0.01,False,False
1755016053,3,0.02,2032.12,2019.7820702162285,0.9939285427121568,safe,0.01,False,False
1755016054,3,0.02,216.14,214.49181115924512,0.9923744386011156,safe,0.01,False,False
1755016055,3,0.02,2426.02,2365.216270980047,0.974936839341822,safe,0.01,False,False
1755016056,3,0.02,418.13999999999993,414.8478307783519,0.9921266340899028,safe,0.01,False,False
1755016057,3,0.02,2626.0,2473.8152825978214,0.9420469469146312,safe,0.01,False,False
1755016058,3,0.02,79.2584694166549,78.44071029011519,0.9896823754917492,safe,0.01,False,False
1755016059,3,0.02,2428.04,2194.6524308095045,0.903878202504697,safe,0.01,False,False
1755016060,3,0.02,313.1,300.547880894669,0.959910191295653,safe,0.01,False,False
1755016061,3,0.02,34.34,31.1074374737326,0.9058659718617532,safe,0.01,False,False
1755016062,3,0.02,418.14,414.77059462997,0.9919419204811069,safe,0.01,False,False
1755016063,3,0.02,52.52,47.694125264067225,0.9081135808085914,safe,0.01,False,False
1755016064,3,0.02,115.14,111.27759760203458,0.9664547299117126,safe,0.01,False,False
1755016065,3,0.02,2224.02,2163.964375671901,0.9729968146293204,safe,0.01,False,False
1755016066,3,0.02,19.095446717072527,19.040536540313497,0.9971244361248728,safe,0.01,False,False
1755016067,3,0.02,2123.02,2092.4313117933107,0.9855918982361498,safe,0.01,False,False
1755016068,3,0.02,2125.04,2095.913465324875,0.9862936534488174,safe,0.01,False,False
1755016069,3,0.02,2323.0,2254.3118620420937,0.9704312793982324,safe,0.01,False,False
1755016070,3,0.02,418.13999999999993,414.72393677801495,0.9918303361984384,safe,0.01,False,False
1755016071,3,0.02,2525.0,2483.797041394995,0.9836819965920772,safe,0.01,False,False
1755016072,3,0.02,107.06,104.75917956241756,0.9785090562527328,safe,0.01,False,False
1755016073,3,0.02,34.34,31.01317775433199,0.9031210761308092,safe,0.01,False,False
1755016074,3,0.02,454.5,439.5387072908256,0.967081864226239,safe,0.01,False,False
1755016075,3,0.02,867.7899775350487,781.165992115988,0.9001786288600434,safe,0.01,False,False
1755016076,3,0.02,446.42,426.2973938868981,0.9549244968569914,safe,0.01,False,False
1755016077,3,0.02,1017.5949650874492,1017.4319563682612,0.9998398098214114,safe,0.01,,False
1755016078,3,0.02,454.50000000000006,444.0497029477984,0.9770070471898754,safe,0.01,False,False
1755016079,3,0.02,125.24,122.69710425923904,0.9796958181031542,safe,0.01,False,False
1755016080,3,0.02,2024.04,2013.035155940879,0.9945629315334078,safe,0.01,False,False
1755016081,3,0.02,2044.24,2026.3145986800985,0.9912312637851224,safe,0.01,False,False
1755016082,3,0.02,216.14,211.2206709324928,0.9772400801910464,safe,0.01,False,False
1755016083,3,0.02,159.32982021214116,158.06659573480124,0.9920716380922416,safe,0.01,,False
1755016084,3,0.02,226.24,217.54527672416043,0.9615685852376256,safe,0.01,False,False
1755016085,3,0.02,410.06000000000006,405.1852383663784,0.9881120771749948,safe,0.01,False,False
1755016086,3,0.02,2026.06,2022.4734263588907,0.9982297791570292,safe,0.01,False,False
1755016087,3,0.02,242.40000000000003,233.88515009140383,0.9648727314001808,safe,0.01,False,False
1755016088,3,0.02,2464.4,2323.9895482237625,0.9430244879986052,safe,0.01,False,False
1755016089,3,0.02,2444.2000000000003,2293.203293235274,0.9382224422041052,safe,0.01,False,False
1755016090,3,0.02,347.0885316137546,347.0346622883085,0.9998447965849068,safe,0.01,,False
1755016091,3,0.02,2464.4,2374.168902051053,0.9633861800239624,safe,0.01,False,False
1755016092,3,0.02,418.14,414.4574757462034,0.9911930830492264,safe,0.01,False,False
1755016093,3,0.02,2464.4,2284.782872311888,0.9271152703748936,safe,0.01,False,False
1755016094,3,0.02,2044.24,2017.7802431482992,0.9870564332702124,safe,0.01,False,False
1755016095,3,0.02,3447.6421324940934,3446.684951752395,0.9997223665609964,safe,0.01,True,False
1755016096,3,0.02,2444.2,2235.1102821859868,0.914454742732177,safe,0.01,False,False
1755016097,3,0.02,2064.44,2048.232703750088,0.9921493013844376,safe,0.01,False,False
1755016098,3,0.02,3162.70162262495,3147.530310174124,0.9952030528765992,safe,0.01,,False
1755016099,3,0.02,515.1,468.38593834097264,0.9093106937312612,safe,0.01,False,False
1755016100,3,0.02,2242.2,2218.551364257029,0.9894529320564756,safe,0.01,False,False
1755016101,3,0.02,76.4686203749618,76.049478061929,0.9945187671625622,safe,0.01,True,False
1755016102,3,0.02,2141.2,2090.561310976253,0.9763503227051432,safe,0.01,False,False
1755016103,3,0.02,2060.4,2044.928105607396,0.9924908297453876,safe,0.01,False,False
1755016104,3,0.02,507.02,480.1321745695475,0.9469689057030244,safe,0.01,False,False
1755016105,3,0.02,410.06000000000006,404.7581057353504,0.9870704427043612,safe,0.01,False,False
1755016106,3,0.02,3362.5821435885823,3360.119753116858,0.9992677084554143,safe,0.01,,False
1755016107,3,0.02,418.14,413.1730896415992,0.9881214178064744,safe,0.01,False,False
1755016108,3,0.02,515.0999999999999,490.0130389656481,0.9512969112126736,safe,0.01,False,False
1755016109,3,0.02,2637.0851157660554,2623.435697632485,0.994824050975084,safe,0.01,False,False
1755016110,3,0.02,307.04,273.98479540103165,0.8923423508371277,safe,0.01,False,False
1755016111,3,0.02,184.4638491122036,175.40746450154143,0.95090428474604,safe,0.01,,False
1755016112,3,0.02,626.2,579.849123307883,0.9259807143211162,safe,0.01,False,False
1755016113,3,0.02,2262.4,2177.0643816174343,0.9622809324688096,safe,0.01,False,False
1755016114,3,0.02,161.59999999999997,154.30750351753431,0.9548731653312768,safe,0.01,False,False
1755016115,3,0.02,307.04,271.04922375185254,0.8827814739182274,safe,0.01,False,False
1755016116,3,0.02,123.22,118.3730293048884,0.9606640910963188,safe,0.01,False,False
1755016117,3,0.02,214.12,209.9214408002302,0.9803915598740436,safe,0.01,False,False
1755016118,3,0.02,262.6,240.5301016966364,0.9159562136200928,safe,0.01,False,False
1755016119,3,0.02,2032.12,1597.3803521905745,0.7860659568286197,safe,0.01,False,False
1755016120,3,0.02,2034.14,2030.5828283873848,0.9982512650984618,safe,0.01,False,False
1755016121,3,0.02,404.0,373.5088190119732,0.9245267797326068,safe,0.01,False,False
1755016122,3,0.02,2042.22,2021.7681695416356,0.989985491054654,safe,0.01,False,False
1755016123,3,0.02,252.5,232.56379909755333,0.9210447489012012,safe,0.01,False,False
1755016124,3,0.02,9.508306992399124,9.504668492924791,0.999617334665652,safe,0.01,,False
1755016125,3,0.02,224.22,219.30844329847196,0.978094921498849,safe,0.01,False,False
1755016126,3,0.02,71.00470465640397,70.98990861530092,0.9997916188627972,safe,0.01,,False
1755016127,3,0.02,143.42000000000002,138.8835922810241,0.9683697690770052,safe,0.01,False,False
1755016128,3,0.02,448.44,434.08567493957526,0.967990533715938,safe,0.01,False,False
1755016129,3,0.02,24.24,22.39801807614145,0.9240106467055056,safe,0.01,False,False
1755016130,3,0.02,38.54919193380999,34.900469313377926,0.9053489207582608,safe,0.01,False,False
1755016131,3,0.02,214.12000000000003,210.15389508034968,0.9814771860655224,safe,0.01,False,False
1755016132,3,0.02,113.12,111.27277560952864,0.983670222856512,safe,0.01,False,False
1755016133,3,0.02,883.862707118256,867.4105777176737,0.9813861029907882,safe,0.01,False,False
1755016134,3,0.02,2062.42,1706.1601987990618,0.8272612750065756,safe,0.01,False,False
1755016135,3,0.02,2100.8,2075.842001660232,0.9881197646897528,safe,0.01,False,False
1755016136,3,0.02,412.0799999999999,410.23859780116254,0.9955314448678962,safe,0.01,False,False
1755016037,3,0.05,309.55000000000007,276.4730334449969,0.8931449957841926,safe,0.01,False,False
1755016038,3,0.05,455.1,437.2249309104868,0.9607227662282726,safe,0.01,False,False
1755016039,3,0.05,440.75,434.3622255825285,0.985507034787359,safe,0.01,False,False
1755016040,3,0.05,2111.5,2087.4088817011216,0.9885905193943272,safe,0.01,False,False
1755016041,3,0.05,2095.1,2064.9217318231504,0.9855957862742354,safe,0.01,False,False
1755016042,3,0.05,332.01769278302595,330.3427676446988,0.9949553136030564,safe,0.01,,False
1755016043,3,0.05,522.75,492.63157718479465,0.9423846526729692,safe,0.01,False,False
1755016044,3,0.05,3530.0377941951383,3524.8109685519885,0.9985193287018782,safe,0.01,,False
1755016045,3,0.05,336.0175330664981,330.35331889749136,0.9831430993575988,safe,0.01,,False
1755016046,3,0.05,2275.5,2253.354851041426,0.9902680074890908,safe,0.01,False,False
1755016047,3,0.05,553.5,511.88449685878,0.924813905797254,safe,0.01,False,False
1755016048,3,0.05,177.3602023445079,167.6118167834727,0.945036228916227,safe,0.01,True,False
1755016049,3,0.05,108.65,105.707721330443,0.972919662498325,safe,0.01,False,False
1755016050,3,0.05,41.0,35.21013438134821,0.8587837653987369,safe,0.01,False,False
1755016051,3,0.05,0.0,698.218247355031,,,0.01,False,False
1755016052,3,0.05,2056.15,2050.805873534875,0.997400906322435,safe,0.01,False,False
1755016053,3,0.05,2062.3,2023.7018475732336,0.9812839293862357,safe,0.01,False,False
1755016054,3,0.05,219.35,214.60938106735463,0.9783878781278992,safe,0.01,False,False
1755016055,3,0.05,2462.05,2392.0768121715155,0.9715792986216832,safe,0.01,False,False
1755016056,3,0.05,424.35,419.79621618045496,0.989268802121963,safe,0.01,False,False
1755016057,3,0.05,2665.0,2502.0244607205323,0.9388459514898808,safe,0.01,False,False
1755016058,3,0.05,79.91846941665491,78.49792361557638,0.9822250624737004,safe,0.01,False,False
1755016059,3,0.05,2464.1,2210.97334956884,0.8972741973007752,safe,0.01,False,False
1755016060,3,0.05,317.75,301.9425636414478,0.950251970547436,safe,0.01,False,False
1755016061,3,0.05,34.849999999999994,31.402328621329843,0.9010711225632668,safe,0.01,False,False
1755016062,3,0.05,424.35,417.8407570816594,0.9846606741643912,safe,0.01,False,False
1755016063,3,0.05,53.3,52.81425292926724,0.9908865465153328,safe,0.01,False,False
1755016064,3,0.05,116.85,113.25412354215882,0.969226560052707,safe,0.01,False,False
1755016065,3,0.05,2257.05,2165.9723215721024,0.9596474697379777,safe,0.01,False,False
1755016066,3,0.05,19.275446717072526,19.072311171455112,0.9894614351304504,safe,0.01,False,False
1755016067,3,0.05,2154.55,2094.6128703842724,0.9721811377708904,safe,0.01,False,False
1755016068,3,0.05,2156.6000000000004,2121.580161089132,0.9837615510939124,safe,0.01,False,False
1755016069,3,0.05,2357.5,2257.260620805744,0.9574806450925744,safe,0.01,False,False
1755016070,3,0.05,424.35,416.6242938591608,0.9817940234692136,safe,0.01,False,False
1755016071,3,0.05,2562.5,2514.268696039866,0.9811780277228744,safe,0.01,False,False
1755016072,3,0.05,108.65,107.74623109566892,0.9916818324497828,safe,0.01,False,False
1755016073,3,0.05,34.85,31.30066834282053,0.898154041400876,safe,0.01,False,False
1755016074,3,0.05,461.25,445.4216930860907,0.9656838874495192,safe,0.01,False,False
1755016075,3,0.05,876.7899775350487,784.0714947743763,0.8942523464726009,safe,0.01,False,False
1755016076,3,0.05,453.05,446.2147219572835,0.9849127512576614,safe,0.01,False,False
1755016077,3,0.05,1023.5949650874492,1022.7415780982556,0.9991662844989464,safe,0.01,,False
1755016078,3,0.05,461.25,444.6044730002921,0.9639121365859992,safe,0.01,False,False
1755016079,3,0.05,127.1,124.68968230191877,0.9810360527294946,safe,0.01,False,False
1755016080,3,0.05,2054.1,2037.0357441659105,0.9916925875886814,safe,0.01,False,False
1755016081,3,0.05,2074.6,2054.7648114120693,0.9904390298910968,safe,0.01,False,False
1755016082,3,0.05,219.35,216.3366250362742,0.9862622522738738,safe,0.01,False,False
