seeds,num_tasks,final_e2e_max,let,R,exceed,false_percentage,run_time_our,run_time_G,finalpercent
1755016037,3,302,251,0.8311258278145696,safe,0.0,3.418300184421241e-05,0.0002735199996095,0.0
1755016038,3,444,422,0.9504504504504504,safe,0.0,1.1312000424368309e-05,0.0003081959985138,0.0
1755016039,3,430,415,0.9651162790697676,safe,0.0,1.6392998077208176e-05,0.0002508049983589,0.0
1755016040,3,2060,2030,0.9854368932038836,safe,0.0,1.678199987509288e-05,0.0006703750004817,0.0
1755016041,3,2044,2022,0.9892367906066536,safe,0.0,1.5025998436613008e-05,0.0031664090020058,0.0
1755016042,3,310,305,0.9838709677419356,safe,0.0,1.2741998943965882e-05,6.458599818870425e-05,0.0
1755016043,3,510,455,0.8921568627450981,safe,0.0,2.5702000129967928e-05,0.0001926090008055,0.0
1755016044,3,4000,3010,0.7525,safe,0.0,1.5207999240374193e-05,0.0002662059996509,0.0
1755016045,3,302,301,0.9966887417218544,safe,0.0,1.3294000382302327e-05,0.0002394879993516,0.0
1755016046,3,2220,2110,0.9504504504504504,safe,0.0,1.5442001313203946e-05,0.0003666100019472,0.0
1755016047,3,540,480,0.8888888888888888,safe,0.0,1.0669002222130077e-05,3.991599805885926e-05,0.0
1755016048,3,170,160,0.9411764705882352,safe,0.0,1.3793000107398257e-05,2.955899981316179e-05,0.0
1755016049,3,106,103,0.9716981132075472,safe,0.0,1.409499964211136e-05,0.0002576560000306,0.0
1755016050,3,40,30,0.75,safe,0.0,1.3769000361207873e-05,2.48910000664182e-05,0.0
1755016051,3,800,600,0.75,safe,0.0,1.136499849963002e-05,2.0553998183459044e-05,0.0
1755016052,3,2006,2003,0.9985044865403788,safe,0.0,1.340400194749236e-05,0.045148209999752,0.0
1755016053,3,2012,2006,0.9970178926441352,safe,0.0,1.2313001207076011e-05,0.0187276939977891,0.0
1755016054,3,214,208,0.97196261682243,safe,0.0,1.3446999219013378e-05,0.0001921889997902,0.0
1755016055,3,2402,2201,0.9163197335553706,safe,0.0,1.517100099590607e-05,0.0030271380019257,0.0
1755016056,3,414,408,0.9855072463768116,safe,0.0,1.63650001923088e-05,0.0005090909980935,0.0
1755016057,3,2600,2300,0.8846153846153846,safe,0.0,1.7095997463911772e-05,5.072999920230359e-05,0.0
1755016058,3,64,62,0.96875,safe,0.0,1.369700112263672e-05,4.018099934910424e-05,0.0
1755016059,3,2404,2202,0.9159733777038268,safe,0.0,1.711399818304926e-05,0.0014560109993908,0.0
1755016060,3,310,255,0.8225806451612904,safe,0.0,1.6106001567095518e-05,6.865300019853748e-05,0.0
1755016061,3,34,28,0.8235294117647058,safe,0.0,1.3422002666629853e-05,2.9696002457058057e-05,0.0
1755016062,3,414,408,0.9855072463768116,safe,0.0,1.2461001460906118e-05,0.0005214199991314,0.0
1755016063,3,52,46,0.8846153846153846,safe,0.0,1.3822998880641537e-05,6.753799971193075e-05,0.0
1755016064,3,114,108,0.9473684210526316,safe,0.0,1.2027001503156498e-05,8.501400225213729e-05,0.0
1755016065,3,2202,2101,0.9541326067211626,safe,0.0,1.2438002158887684e-05,0.0035700279986485,0.0
1755016066,3,17,16,0.9411764705882352,safe,0.0,1.0261999705107884e-05,2.3090000468073413e-05,0.0
1755016067,3,2102,2051,0.9757373929590866,safe,0.0,1.4887002180330455e-05,0.0042728680018626,0.0
1755016068,3,2104,2052,0.9752851711026616,safe,0.0,1.5566001820843667e-05,0.0020106860029045,0.0
1755016069,3,2300,2150,0.9347826086956522,safe,0.0,1.7844999092631042e-05,9.463400056120008e-05,0.0
1755016070,3,414,408,0.9855072463768116,safe,0.0,1.8032002117251977e-05,0.0005325019992596,0.0
1755016071,3,2500,2250,0.9,safe,0.0,1.5800000255694613e-05,7.943899981910363e-05,0.0
1755016072,3,106,103,0.9716981132075472,safe,0.0,1.097000131267123e-05,0.000205863998417,0.0
1755016073,3,34,28,0.8235294117647058,safe,0.0,1.4195000403560698e-05,3.089700112468563e-05,0.0
1755016074,3,450,425,0.9444444444444444,safe,0.0,1.2783002603100613e-05,0.0001406080009473,0.0
1755016075,3,800,700,0.875,safe,0.0,1.3074000889901072e-05,1.8926999473478645e-05,0.0
1755016076,3,442,421,0.9524886877828054,safe,0.0,2.080899866996333e-05,0.0009688810023362,0.0
1755016077,3,800,800,1.0,safe,0.0,1.944700125022792e-05,2.9945997084723786e-05,0.0
1755016078,3,450,425,0.9444444444444444,safe,0.0,1.2610998965101317e-05,0.0001411080011166,0.0
1755016079,3,124,112,0.9032258064516128,safe,0.0,1.2030999641865492e-05,7.760600055917166e-05,0.0
1755016080,3,2004,2002,0.999001996007984,safe,0.0,1.454800076317042e-05,0.0870373280013154,0.0
1755016081,3,2024,2012,0.9940711462450592,safe,0.0,1.2250999134266747e-05,0.0051202199974795,0.0
1755016082,3,214,208,0.97196261682243,safe,0.0,1.036600224324502e-05,0.0001909279999381,0.0
1755016083,3,154,152,0.987012987012987,safe,0.0,1.4404002286028115e-05,7.718199776718393e-05,0.0
1755016084,3,224,212,0.9464285714285714,safe,0.0,1.04649989225436e-05,0.0001496309996582,0.0
1755016085,3,406,403,0.9926108374384236,safe,0.0,9.881998266791925e-06,0.0017676389979897,0.0
1755016086,3,2006,2003,0.9985044865403788,safe,0.0,1.4029999874765052e-05,0.043876348001504,0.0
1755016087,3,240,220,0.9166666666666666,safe,0.0,1.1585998436203226e-05,4.132199683226645e-05,0.0
1755016088,3,2440,2220,0.9098360655737704,safe,0.0,1.2743999832309784e-05,0.000163345997862,0.0
1755016089,3,2420,2210,0.9132231404958676,safe,0.0,1.3959997886558996e-05,0.0002993609996337,0.0
1755016090,3,400,302,0.755,safe,0.0,1.1438998626545072e-05,0.0001258379998034,0.0
1755016091,3,2440,2220,0.9098360655737704,safe,0.0,1.223700019181706e-05,0.0001529549990664,0.0
1755016092,3,414,408,0.9855072463768116,safe,0.0,1.530900044599548e-05,0.0005266070002107,0.0
1755016093,3,2440,2220,0.9098360655737704,safe,0.0,1.1989999620709568e-05,0.0001598500020918,0.0
1755016094,3,2024,2012,0.9940711462450592,safe,0.0,1.2791002518497407e-05,0.0050084060021617,0.0
1755016095,3,4000,3050,0.7625,safe,0.0,1.2116997822886331e-05,6.402799772331491e-05,0.0
1755016096,3,2420,2210,0.9132231404958676,safe,0.0,1.4015000488143414e-05,0.0003026830017915,0.0
1755016097,3,2044,2022,0.9892367906066536,safe,0.0,1.265399987460114e-05,0.0031601340015185,0.0
1755016098,3,3020,3010,0.9966887417218544,safe,0.0,1.329299993813038e-05,0.0002601580017653,0.0
1755016099,3,510,455,0.8921568627450981,safe,0.0,1.291299849981442e-05,0.0001229070003319,0.0
1755016100,3,2220,2110,0.9504504504504504,safe,0.0,1.2933000107295811e-05,0.0003329020000819,0.0
1755016101,3,70,65,0.9285714285714286,safe,0.0,2.148799831047654e-05,3.231300070183352e-05,0.0
1755016102,3,2120,2060,0.9716981132075472,safe,0.0,1.280399737879634e-05,0.0004204929973639,0.0
1755016103,3,2040,2020,0.9901960784313726,safe,0.0,1.3403001503320413e-05,0.0010390030001872,0.0
1755016104,3,502,451,0.898406374501992,safe,0.0,2.2824002371635288e-05,0.0008178159987437,0.0
1755016105,3,406,403,0.9926108374384236,safe,0.0,1.4808996638748796e-05,0.0017974059992411,0.0
1755016106,3,4000,3002,0.7505,safe,0.0,1.4123997971182687e-05,0.0012960669992025,0.0
1755016107,3,414,408,0.9855072463768116,safe,0.0,1.0932002624031156e-05,0.0005150879987922,0.0
1755016108,3,510,455,0.8921568627450981,safe,0.0,1.2360000255284833e-05,0.0001239890007127,0.0
1755016109,3,2600,2400,0.9230769230769232,safe,0.0,1.2053002137690784e-05,2.8939000912941992e-05,0.0
1755016110,3,304,252,0.8289473684210527,safe,0.0,1.14739996206481e-05,0.000127772000269,0.0
1755016111,3,170,160,0.9411764705882352,safe,0.0,1.189099930343218e-05,2.524099909351208e-05,0.0
1755016112,3,620,510,0.8225806451612904,safe,0.0,1.1323001672280952e-05,6.722599937347695e-05,0.0
1755016113,3,2240,2120,0.9464285714285714,safe,0.0,1.3929002307122572e-05,0.0001799229976313,0.0
1755016114,3,160,140,0.875,safe,0.0,1.0650997865013778e-05,3.692600148497149e-05,0.0
1755016115,3,304,252,0.8289473684210527,safe,0.0,1.0563999239820989e-05,0.0001248280022991,0.0
1755016116,3,122,111,0.9098360655737704,safe,0.0,1.1097999959019944e-05,0.0001436130005458,0.0
1755016117,3,212,206,0.9716981132075472,safe,0.0,1.4216999261407182e-05,0.0003676279993669,0.0
1755016118,3,260,230,0.8846153846153846,safe,0.0,1.1011001333827151e-05,3.974699939135462e-05,0.0
1755016119,3,2012,2006,0.9970178926441352,safe,0.0,1.306899866904132e-05,0.0181037949987512,0.0
1755016120,3,2014,2008,0.997020854021847,safe,0.0,1.3011002010898665e-05,0.0089916769975388,0.0
1755016121,3,400,300,0.75,safe,0.0,1.177100057248026e-05,1.7490001482656226e-05,0.0
1755016122,3,2022,2011,0.9945598417408508,safe,0.0,1.244400118594058e-05,0.0100639829979627,0.0
1755016123,3,250,225,0.9,safe,0.0,1.2300999514991418e-05,6.205200043041259e-05,0.0
1755016124,3,8,8,1.0,safe,0.0,1.2188000255264342e-05,1.4225999620975928e-05,0.0
1755016125,3,222,211,0.9504504504504504,safe,0.0,1.308499849983491e-05,0.0002855530001397,0.0
1755016126,3,80,61,0.7625,safe,0.0,1.186899680760689e-05,5.741700078942813e-05,0.0
1755016127,3,142,131,0.9225352112676056,safe,0.0,1.4834000467089936e-05,0.0002936909986601,0.0
1755016128,3,444,422,0.9504504504504504,safe,0.0,1.369399979012087e-05,0.0003178730003128,0.0
1755016129,3,24,22,0.9166666666666666,safe,0.0,1.2325999705353752e-05,4.2374998884042725e-05,0.0
1755016130,3,35,30,0.8571428571428571,safe,0.0,1.2717999197775498e-05,1.664299998083152e-05,0.0
1755016131,3,212,206,0.9716981132075472,safe,0.0,1.103899921872653e-05,0.0003630800019891,0.0
1755016132,3,112,106,0.9464285714285714,safe,0.0,1.2509000953286886e-05,0.0001581649994477,0.0
1755016133,3,700,650,0.9285714285714286,safe,0.0,1.222200080519542e-05,2.3263997718458995e-05,0.0
1755016134,3,2042,2021,0.9897159647404504,safe,0.0,1.3682998542208225e-05,0.0065437570010544,0.0
1755016135,3,2080,2040,0.9807692307692308,safe,0.0,1.1131000064779071e-05,0.0003345000004628,0.0
1755016136,3,408,404,0.9901960784313726,safe,0.0,1.010500272968784e-05,0.0008860679990903,0.0
1755016137,3,460,430,0.9347826086956522,safe,0.0,1.2661999789997935e-05,7.831200127839111e-05,0.0
1755016138,3,2110,2055,0.9739336492890996,safe,0.0,1.4105000445852056e-05,0.0008042490007937,0.0
1755016139,3,224,212,0.9464285714285714,safe,0.0,1.1586002074182034e-05,0.000153973000124,0.0
1755016140,3,2050,2025,0.9878048780487804,safe,0.0,1.2107000657124445e-05,0.0012639489978027,0.0
1755016141,3,2420,2210,0.9132231404958676,safe,0.0,1.169800088973716e-05,0.0003031390006071,0.0
1755016142,3,2410,2205,0.9149377593360996,safe,0.0,1.2747001164825631e-05,0.0005929479993938,0.0
1755016143,3,23,22,0.9565217391304348,safe,0.0,2.55819977610372e-05,8.505599907948636e-05,0.0
1755016144,3,46,44,0.9565217391304348,safe,0.0,2.501099879737012e-05,9.14449992706068e-05,0.0
1755016145,3,203,202,0.9950738916256158,safe,0.0,2.4621000193292275e-05,0.0017352790018776,0.0
1755016146,3,122,111,0.9098360655737704,safe,0.0,2.7312999009154737e-05,0.0003213710006093,0.0
1755016147,3,320,260,0.8125,safe,0.0,2.4291999579872936e-05,8.603400056017563e-05,0.0
1755016148,3,150,135,0.9,safe,0.0,2.317799953743816e-05,0.0001466949979658,0.0
1755016149,3,70,65,0.9285714285714286,safe,0.0,2.21859991142992e-05,4.2258001485606655e-05,0.0
