num_tasks,run_time_our,run_time_G
3,3.3556035824585576e-05,0.007772936373134106
5,4.540223648655166e-05,0.05714626435043169
8,5.985538570093575e-05,0.21902393819090207
10,6.451544751761785e-05,0.376348967205442
