num_tasks,run_time_our,run_time_G
3,8.609423222369125e-05,0.007772936373134106
5,0.00018062519097583035,0.05714626435043169
8,0.00032670577139940117,0.21902393819090207
10,0.0004230691573640436,0.376348967205442
